test_year,n_train_subsample,n_test,auc_v15_lgb,logloss_v15_lgb,v151_auc_lgb,v151_auc_xgb,v151_auc_ens,v151_logloss_lgb,v151_logloss_xgb,v151_logloss_ens,v151_time_lgb_sec,v151_time_xgb_sec,delta_auc_ens_vs_v15,delta_auc_lgb_vs_v15
2024,200000,46752,0.8800484971258491,0.18746192057879968,0.9496424735590391,0.9480115837925975,0.9503400753800378,0.1339121857270347,0.13577648109936657,0.13347234525887072,5.519725561141968,10.248146772384644,0.07029157825418875,0.06959397643318999
2025,200000,47497,0.8765183822046363,0.188863605286114,0.9443529418773728,0.9436832093118948,0.9457763327207608,0.13770009402424163,0.13875692344089882,0.13673833836569466,5.4091973304748535,9.650724649429321,0.06925795051612449,0.06783455967273655
