race_id,course,race_num,race_name,morning_top1_num,morning_top1_name,morning_top1_score,current_top1_num,current_top1_name,current_top1_score,current_top1_weight,current_top1_weight_diff,max_weight_change_horse,max_weight_change_kg,alerts,notes
202604010212,新潟,12,4歳以上1勝クラス,3,タケルハーロック,0.2489419685705297,3,タケルハーロック,0.5861364430951923,498,0,クリノミニスター,-12,TOP1 確率 +0.337 (>±0.1),クリノミニスター 馬体重 -12kg
