jockey_id,jockey,total_races,wins,top3,total_prize,win_rate,top3_rate,turf_races,turf_wins,turf_top3,turf_wr,dirt_races,dirt_wins,dirt_top3,dirt_wr,sprint_races,sprint_wins,sprint_wr,mile_races,mile_wins,mile_wr,middle_races,middle_wins,middle_wr,long_races,long_wins,long_wr
01038,中谷雄太,1598,89,303,186288,0.05569461827284105,0.18961201501877348,891.0,51.0,158.0,0.05723905723905724,707.0,38.0,145.0,0.05374823196605375,684.0,41.0,0.059941520467836254,571.0,23.0,0.040280210157618214,295.0,21.0,0.0711864406779661,48.0,4.0,0.08333333333333333
01043,北村宏司,5329,381,1186,788225,0.0714955901670107,0.2225558266091199,2627.0,188.0,581.0,0.07156452226874763,2702.0,193.0,605.0,0.07142857142857142,1750.0,124.0,0.07085714285714285,2567.0,191.0,0.07440592130892092,758.0,50.0,0.06596306068601583,254.0,16.0,0.06299212598425197
01046,高田潤,679,97,226,214194,0.14285714285714285,0.3328424153166421,446.0,65.0,155.0,0.14573991031390135,233.0,32.0,71.0,0.13733905579399142,67.0,3.0,0.04477611940298507,96.0,3.0,0.03125,57.0,2.0,0.03508771929824561,459.0,89.0,0.19389978213507625
01049,二本柳壮,474,12,44,22294,0.02531645569620253,0.09282700421940929,172.0,6.0,20.0,0.03488372093023256,302.0,6.0,24.0,0.019867549668874173,298.0,7.0,0.02348993288590604,149.0,4.0,0.026845637583892617,18.0,0.0,0.0,9.0,1.0,0.1111111111111111
01050,梶晃啓,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01051,嘉藤貴行,2010,40,173,74427,0.01990049751243781,0.08606965174129354,859.0,9.0,56.0,0.010477299185098952,1151.0,31.0,117.0,0.02693310165073849,869.0,17.0,0.019562715765247412,878.0,22.0,0.025056947608200455,216.0,1.0,0.004629629629629629,47.0,0.0,0.0
01052,金子光希,453,34,99,81273,0.07505518763796909,0.2185430463576159,344.0,31.0,84.0,0.09011627906976744,109.0,3.0,15.0,0.027522935779816515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,34.0,0.07505518763796909
01057,畑端省吾,244,8,31,15912,0.03278688524590164,0.12704918032786885,64.0,0.0,3.0,0.0,180.0,8.0,28.0,0.044444444444444446,139.0,5.0,0.03597122302158273,75.0,1.0,0.013333333333333334,26.0,2.0,0.07692307692307693,4.0,0.0,0.0
01059,石神深一,964,119,296,304342,0.12344398340248963,0.3070539419087137,708.0,92.0,220.0,0.12994350282485875,256.0,27.0,76.0,0.10546875,30.0,1.0,0.03333333333333333,14.0,0.0,0.0,4.0,0.0,0.0,916.0,118.0,0.12882096069868995
01061,大庭和弥,705,12,56,24740,0.01702127659574468,0.07943262411347518,362.0,9.0,30.0,0.024861878453038673,343.0,3.0,26.0,0.008746355685131196,222.0,4.0,0.018018018018018018,192.0,1.0,0.005208333333333333,57.0,1.0,0.017543859649122806,234.0,6.0,0.02564102564102564
01062,川島信二,1693,77,247,141521,0.045481393975191964,0.14589486119314826,712.0,21.0,86.0,0.02949438202247191,981.0,56.0,161.0,0.05708460754332314,788.0,34.0,0.04314720812182741,709.0,36.0,0.05077574047954866,161.0,6.0,0.037267080745341616,35.0,1.0,0.02857142857142857
01063,小坂忠士,639,44,156,106081,0.06885758998435054,0.24413145539906103,349.0,19.0,80.0,0.054441260744985676,290.0,25.0,76.0,0.08620689655172414,103.0,5.0,0.04854368932038835,83.0,3.0,0.03614457831325301,11.0,0.0,0.0,442.0,36.0,0.08144796380090498
01066,難波剛健,700,53,172,121700,0.07571428571428572,0.24571428571428572,465.0,35.0,117.0,0.07526881720430108,235.0,18.0,55.0,0.07659574468085106,31.0,2.0,0.06451612903225806,30.0,0.0,0.0,14.0,0.0,0.0,625.0,51.0,0.0816
01067,平沢健治,546,84,219,173705,0.15384615384615385,0.4010989010989011,405.0,61.0,159.0,0.1506172839506173,141.0,23.0,60.0,0.16312056737588654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,84.0,0.15384615384615385
01068,蓑島靖典,462,22,75,45007,0.047619047619047616,0.16233766233766234,329.0,16.0,57.0,0.0486322188449848,133.0,6.0,18.0,0.045112781954887216,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,458.0,22.0,0.048034934497816595
01069,五十嵐雄,977,99,292,208318,0.10133060388945753,0.29887410440122825,696.0,72.0,216.0,0.10344827586206896,281.0,27.0,76.0,0.09608540925266904,6.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,957.0,99.0,0.10344827586206896
01072,黒岩悠,552,30,86,75907,0.05434782608695652,0.15579710144927536,356.0,27.0,64.0,0.07584269662921349,196.0,3.0,22.0,0.015306122448979591,31.0,0.0,0.0,25.0,0.0,0.0,6.0,0.0,0.0,490.0,30.0,0.061224489795918366
01075,田辺裕信,6943,753,2161,1497410,0.10845455854817802,0.3112487397378655,3491.0,359.0,1068.0,0.10283586364938413,3452.0,394.0,1093.0,0.11413673232908458,2261.0,253.0,0.11189739053516143,3276.0,347.0,0.10592185592185592,1035.0,118.0,0.11400966183574879,371.0,35.0,0.09433962264150944
01077,石橋脩,5636,448,1362,938906,0.0794889992902768,0.24166075230660042,2979.0,233.0,702.0,0.07821416582745888,2657.0,215.0,660.0,0.08091832894241625,1898.0,162.0,0.08535300316122234,2633.0,192.0,0.07292062286365363,825.0,67.0,0.08121212121212121,280.0,27.0,0.09642857142857143
01080,佐久間寛,308,18,74,41394,0.05844155844155844,0.24025974025974026,201.0,11.0,45.0,0.05472636815920398,107.0,7.0,29.0,0.06542056074766354,21.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,266.0,18.0,0.06766917293233082
01082,鈴木慶太,91,4,11,7211,0.04395604395604396,0.12087912087912088,66.0,3.0,10.0,0.045454545454545456,25.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.0,0.044444444444444446
01085,松岡正海,5123,239,851,555549,0.04665235213741948,0.16611360530938904,2582.0,131.0,460.0,0.05073586367157242,2541.0,108.0,391.0,0.04250295159386069,1842.0,88.0,0.04777415852334419,2287.0,112.0,0.04897245299519021,719.0,24.0,0.03337969401947149,275.0,15.0,0.05454545454545454
01087,上野翔,877,58,186,117649,0.0661345496009122,0.2120866590649943,611.0,43.0,136.0,0.07037643207855974,266.0,15.0,50.0,0.05639097744360902,11.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,848.0,58.0,0.06839622641509434
01088,川田将雅,6191,1415,3184,3134709,0.22855758358908093,0.5142949442739461,3704.0,863.0,1944.0,0.2329913606911447,2487.0,552.0,1240.0,0.22195416164053075,1928.0,414.0,0.21473029045643152,2688.0,632.0,0.23511904761904762,1280.0,307.0,0.23984375,295.0,62.0,0.21016949152542372
01089,高野和馬,278,6,19,10473,0.02158273381294964,0.0683453237410072,184.0,3.0,10.0,0.016304347826086956,94.0,3.0,9.0,0.031914893617021274,5.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,262.0,6.0,0.022900763358778626
01091,丹内祐次,7924,461,1708,954493,0.05817768803634528,0.21554770318021202,4451.0,281.0,1012.0,0.06313188047629746,3473.0,180.0,696.0,0.05182839044054132,2853.0,165.0,0.05783385909568875,3413.0,168.0,0.04922355698798711,1176.0,88.0,0.07482993197278912,482.0,40.0,0.08298755186721991
01092,津村明秀,6652,463,1564,1024725,0.0696031268791341,0.23511725796752855,3581.0,257.0,856.0,0.07176766266406032,3071.0,206.0,708.0,0.06707912732009118,2412.0,175.0,0.07255389718076286,3010.0,207.0,0.06877076411960133,921.0,63.0,0.06840390879478828,309.0,18.0,0.05825242718446602
