horse_name,horse_id,umaban,horse_weight,weight_carry,age,sex,distance,surface,condition,course,course_enc,surface_enc,condition_enc,sex_enc,horse_num,num_horses,odds,pop_rank,jockey_name,finish,bracket,race_id,prev_finish,prev2_finish,prev3_finish,avg_finish_3r,best_finish_3r,top3_count_3r,finish_trend,prev_odds_log,rest_days,rest_category,dist_change,dist_change_abs,target
ビッグゴシップ,2017104745,9,489,56.0,5,牡,1600,ダ,良,,10,1,0,0,9,11,15.0,8,丹羽克輝,5,6,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スマートサーブル,2016101398,1,483,56.0,6,牡,1600,ダ,良,,10,1,0,0,1,11,15.0,8,村上弘樹,6,1,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
グラビット,2015104736,4,509,56.0,7,牡,1600,ダ,良,,10,1,0,0,4,11,15.0,8,今井貴大,7,3,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マイネルハレオ,2014101676,7,451,56.0,8,牡,1600,ダ,良,,10,1,0,0,7,11,15.0,8,山田祥雄,8,5,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マルカテノール,2014105542,5,498,56.0,8,牡,1600,ダ,良,,10,1,0,0,5,11,15.0,8,戸部尚実,9,3,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
コマジオウ,2017100646,6,478,52.0,5,牝,1600,ダ,良,,10,1,0,1,6,11,15.0,8,宮下瞳,10,4,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ニシノステラ,2017104359,2,435,54.0,5,牝,1600,ダ,良,,10,1,0,1,2,11,15.0,8,丸山真一,11,1,202248050511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
レモンアイカー,2020104873,5,484,54.0,2,牝,1600,ダ,良,,10,1,0,1,5,8,15.0,8,阿部龍,1,5,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
タイムパトロール,2020101565,10,478,54.0,2,牝,1600,ダ,良,,10,1,0,1,10,8,15.0,8,落合玄太,2,8,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ラステラブリランテ,2020107025,9,444,54.0,2,牡,1600,ダ,良,,10,1,0,0,9,8,15.0,8,宮崎光行,3,8,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ニックジャガー,2020106617,2,388,54.0,2,牡,1600,ダ,良,,10,1,0,0,2,8,15.0,8,松井伸也,4,2,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ハチサンサン,2020100093,8,410,54.0,2,牝,1600,ダ,良,,10,1,0,1,8,8,15.0,8,桑村真明,5,8,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エイシンジェダイト,2020106248,7,438,54.0,2,牝,1600,ダ,良,,10,1,0,1,7,8,15.0,8,山本咲希,6,7,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マジックジュエル,2020106291,6,400,54.0,2,牝,1600,ダ,良,,10,1,0,1,6,8,15.0,8,石川倭,7,6,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
シールビーカミング,2020105964,3,410,54.0,2,牝,1600,ダ,良,,10,1,0,1,3,8,15.0,8,井上俊彦,8,3,202230052504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ウイスキータイム,2019102282,10,482,54.0,3,牝,1600,ダ,良,,10,1,0,1,10,12,15.0,8,五十嵐冬,1,7,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ディーズエンバシラ,2019100054,4,504,55.0,3,牝,1600,ダ,良,,10,1,0,1,4,12,15.0,8,宮崎光行,2,3,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
スカイヴィーナス,2019106254,3,482,54.0,3,牝,1600,ダ,良,,10,1,0,1,3,12,15.0,8,黒澤愛斗,3,2,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
カイトキング,2019103699,8,464,56.0,3,牡,1600,ダ,良,,10,1,0,0,8,12,15.0,8,服部茂史,4,5,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フィティアンガ,2019101570,5,460,57.0,3,セ,1600,ダ,良,,10,1,0,2,5,12,15.0,8,石川倭,5,3,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リッキオ,2019100474,2,458,56.0,3,牡,1600,ダ,良,,10,1,0,0,2,12,15.0,8,落合玄太,6,1,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スティールノーヴァ,2019106206,9,472,55.0,3,牝,1600,ダ,良,,10,1,0,1,9,12,15.0,8,桑村真明,7,6,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
チェリーシンガー,2019102686,11,408,53.0,3,牝,1600,ダ,良,,10,1,0,1,11,12,15.0,8,岩橋勇二,8,7,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
キョウエイカーク,2019102056,6,514,56.0,3,牡,1600,ダ,良,,10,1,0,0,6,12,15.0,8,山本咲希,9,4,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フタミジョウワ,2019100162,12,452,54.0,3,牝,1600,ダ,良,,10,1,0,1,12,12,15.0,8,小野楓馬,10,8,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アドマイヤガール,2019105593,7,452,54.0,3,牝,1600,ダ,良,,10,1,0,1,7,12,15.0,8,松井伸也,11,5,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ノースショアガール,2019105758,1,450,54.0,3,牝,1600,ダ,良,,10,1,0,1,1,12,15.0,8,阿部龍,12,1,202230052507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リワードアルフィン,2017106475,1,498,54.0,5,牝,1600,ダ,良,,10,1,0,1,1,8,15.0,8,五十嵐冬,1,1,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
スターオブフェアー,2018102325,2,470,54.0,4,牝,1600,ダ,良,,10,1,0,1,2,8,15.0,8,落合玄太,2,2,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ジャスパーケイ,2016106139,5,536,56.0,6,牡,1600,ダ,良,,10,1,0,0,5,8,15.0,8,亀井洋司,3,5,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アメツチカミ,2017103928,8,456,53.0,5,牡,1600,ダ,良,,10,1,0,0,8,8,15.0,8,若杉朝飛,4,8,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マキシラリア,2017100986,6,436,54.0,5,牝,1600,ダ,良,,10,1,0,1,6,8,15.0,8,岩橋勇二,5,6,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
コクサイルビー,2016105954,7,466,54.0,6,牝,1600,ダ,良,,10,1,0,1,7,8,15.0,8,石川倭,6,7,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
キイエクスプロード,2017106781,4,438,54.0,5,牝,1600,ダ,良,,10,1,0,1,4,8,15.0,8,黒澤愛斗,7,4,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アローイアロイ,2018101707,3,488,56.0,4,牡,1600,ダ,良,,10,1,0,0,3,8,15.0,8,小野楓馬,8,3,202230052509,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
シロイスズメ,2017104214,3,518,56.0,5,牡,1600,ダ,良,,10,1,0,0,3,7,15.0,8,亀井洋司,1,3,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
スティールグレート,2018103646,2,544,57.0,4,牡,1600,ダ,良,,10,1,0,0,2,7,15.0,8,桑村真明,2,2,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ファイトフラッシュ,2016102769,6,470,54.0,6,牝,1600,ダ,良,,10,1,0,1,6,7,15.0,8,石川倭,3,6,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
インターロード,2016100135,7,506,56.0,6,牡,1600,ダ,良,,10,1,0,0,7,7,15.0,8,服部茂史,4,7,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
キタアルプス,2014102925,5,500,57.0,8,牡,1600,ダ,良,,10,1,0,0,5,7,15.0,8,山本咲希,5,5,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
オメガレイスター,2017101612,4,420,54.0,5,牝,1600,ダ,良,,10,1,0,1,4,7,15.0,8,阿部龍,6,4,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ピュアカガヤキ,2017102115,1,520,54.0,5,牝,1600,ダ,良,,10,1,0,1,1,7,15.0,8,阪野学,7,1,202230052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ジャポニズム,2018102976,8,470,56.0,4,牡,1600,ダ,良,,10,1,0,0,8,8,15.0,8,五十嵐冬,1,8,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アルマブレイド,2018103163,4,502,56.0,4,牡,1600,ダ,良,,10,1,0,0,4,8,15.0,8,石川倭,2,4,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ボニーマジェスティ,2019101665,5,500,56.0,3,牡,1600,ダ,良,,10,1,0,0,5,8,15.0,8,岩橋勇二,3,5,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
コンピエーニュ,2018100341,1,500,56.0,4,牡,1600,ダ,良,,10,1,0,0,1,8,15.0,8,小野楓馬,4,1,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アーススカイ,2012100198,7,452,56.0,10,牡,1600,ダ,良,,10,1,0,0,7,8,15.0,8,宮平鷹志,5,7,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フレーシア,2019102504,2,468,54.0,3,牝,1600,ダ,良,,10,1,0,1,2,8,15.0,8,落合玄太,6,2,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
パワースカイ,2018100312,3,460,56.0,4,牡,1600,ダ,良,,10,1,0,0,3,8,15.0,8,井上俊彦,7,3,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
コスモクーシェリ,2018102145,6,500,54.0,4,牝,1600,ダ,良,,10,1,0,1,6,8,15.0,8,松井伸也,8,6,202230052511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
パイロイモン,2019106848,7,466,54.0,3,牝,1600,ダ,良,,10,1,0,1,7,14,15.0,8,達城龍次,1,4,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
コイゴコロ,2019106204,10,457,54.0,3,牝,1600,ダ,良,,10,1,0,1,10,14,15.0,8,江里口裕,2,6,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
フラワージャンヌ,2019100164,5,441,54.0,3,牝,1600,ダ,良,,10,1,0,1,5,14,15.0,8,藤本現暉,3,3,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
カリビアンパール,2019106996,11,498,54.0,3,牝,1600,ダ,良,,10,1,0,1,11,14,15.0,8,森泰斗,4,6,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アダド,2019106822,3,464,56.0,3,牡,1600,ダ,良,,10,1,0,0,3,14,15.0,8,石崎駿,5,2,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アイアンレディ,2019106812,13,485,54.0,3,牝,1600,ダ,良,,10,1,0,1,13,14,15.0,8,吉井章,6,7,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フォルツァ,2019101104,14,422,54.0,3,牝,1600,ダ,良,,10,1,0,1,14,14,15.0,8,瀬川将輝,7,8,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
プリマルーチェ,2019102789,9,468,56.0,3,牡,1600,ダ,良,,10,1,0,0,9,14,15.0,8,矢野貴之,8,5,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ハンティングギア,2019102169,1,452,56.0,3,牡,1600,ダ,良,,10,1,0,0,1,14,15.0,8,安藤洋一,9,1,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
イチフジプリンス,2019102708,2,501,56.0,3,牡,1600,ダ,良,,10,1,0,0,2,14,15.0,8,的場文男,10,1,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ネイチャーワン,2019101807,4,433,56.0,3,牡,1600,ダ,良,,10,1,0,0,4,14,15.0,8,真島大輔,11,2,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フタバローレル,2019107063,6,480,54.0,3,牝,1600,ダ,良,,10,1,0,1,6,14,15.0,8,藤田凌,12,3,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ワイドマティーニ,2019106595,8,471,51.0,3,牝,1600,ダ,良,,10,1,0,1,8,14,15.0,8,鷹見陸,13,5,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マイラシャーン,2019106523,12,418,54.0,3,牝,1600,ダ,良,,10,1,0,1,12,14,15.0,8,和田譲治,14,7,202244052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミキノカラクリバコ,2018105871,13,534,56.0,4,牡,1600,ダ,良,,10,1,0,0,13,14,15.0,8,江里口裕,1,7,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
プレストスター,2017103371,9,505,53.0,5,牡,1600,ダ,良,,10,1,0,0,9,14,15.0,8,鷹見陸,2,5,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ルーセントスター,2017103905,11,465,56.0,5,牡,1600,ダ,良,,10,1,0,0,11,14,15.0,8,矢野貴之,3,6,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
プーラン,2017104010,3,479,54.0,5,牝,1600,ダ,良,,10,1,0,1,3,14,15.0,8,山崎誠士,4,2,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エスプリアラジン,2018101430,1,499,53.0,4,牡,1600,ダ,良,,10,1,0,0,1,14,15.0,8,後藤蒼二,5,1,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
コスモオニアシゲ,2018102174,2,453,56.0,4,牡,1600,ダ,良,,10,1,0,0,2,14,15.0,8,藤田凌,6,1,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ノースキング,2018103837,12,441,56.0,4,牡,1600,ダ,良,,10,1,0,0,12,14,15.0,8,千田洋,7,7,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アタゴタイゼン,2014106540,7,477,56.0,8,牡,1600,ダ,良,,10,1,0,0,7,14,15.0,8,真島大輔,8,4,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ウラワザテクニック,2017100166,14,479,56.0,5,セ,1600,ダ,良,,10,1,0,2,14,14,15.0,8,張田昂,9,8,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フリュート,2016104290,10,505,56.0,6,牡,1600,ダ,良,,10,1,0,0,10,14,15.0,8,本田正重,10,6,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
クールモンスター,2014100887,4,516,56.0,8,セ,1600,ダ,良,,10,1,0,2,4,14,15.0,8,松崎正泰,11,2,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミラキュラスパワー,2016105787,6,465,54.0,6,牝,1600,ダ,良,,10,1,0,1,6,14,15.0,8,東原悠善,12,3,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スタンドバイユー,2018100851,5,474,56.0,4,セ,1600,ダ,良,,10,1,0,2,5,14,15.0,8,岡村健司,13,3,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アゼツライト,2015101954,8,506,53.0,7,牡,1600,ダ,良,,10,1,0,0,8,14,15.0,8,菅原涼太,14,5,202244052506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
モズアンビリバボー,2018106270,2,482,56.0,4,牡,1600,ダ,良,,10,1,0,0,2,9,15.0,8,和田譲治,1,1,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
リュウノゾロ,2017104112,4,490,56.0,5,セ,1600,ダ,良,,10,1,0,2,4,9,15.0,8,達城龍次,2,3,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
センプレフォール,2014101581,1,438,56.0,8,牡,1600,ダ,良,,10,1,0,0,1,9,15.0,8,岡村健司,3,1,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
マルパソ,2016103003,9,512,53.0,6,牝,1600,ダ,良,,10,1,0,1,9,9,15.0,8,古岡勇樹,4,8,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ハイパータンク,2018103358,3,518,56.0,4,牡,1600,ダ,良,,10,1,0,0,3,9,15.0,8,篠谷葵,5,2,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
オーヴァーライト,2015100309,8,487,56.0,7,セ,1600,ダ,良,,10,1,0,2,8,9,15.0,8,笹川翼,6,7,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ファイヤーテーラー,2017100729,7,498,54.0,5,牝,1600,ダ,良,,10,1,0,1,7,9,15.0,8,森泰斗,7,6,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
コウユーユメフワリ,2018100212,5,514,54.0,4,牝,1600,ダ,良,,10,1,0,1,5,9,15.0,8,本田正重,8,4,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミスターオーネット,2015101656,6,463,56.0,7,牡,1600,ダ,良,,10,1,0,0,6,9,15.0,8,町田直希,9,5,202244052512,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アイファーファイト,2019101233,6,434,56.0,3,牡,1600,ダ,良,,10,1,0,0,6,9,15.0,8,今井貴大,1,5,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
スモークウォーター,2019101726,3,471,56.0,3,セ,1600,ダ,良,,10,1,0,2,3,9,15.0,8,岡部誠,2,2,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
シシリアンルージュ,2019100040,9,471,56.0,3,牡,1600,ダ,良,,10,1,0,0,9,9,15.0,8,大畑雅章,3,8,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
モズレッドカード,2019103784,8,425,54.0,3,牝,1600,ダ,良,,10,1,0,1,8,9,15.0,8,加藤誓二,4,7,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
シャノンファンキー,2019106540,1,400,54.0,3,牝,1600,ダ,良,,10,1,0,1,1,9,15.0,8,加藤聡一,5,1,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ハーピーヴァルキリ,2019105622,5,460,54.0,3,牝,1600,ダ,良,,10,1,0,1,5,9,15.0,8,丸野勝虎,6,4,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ベルマリオン,2019104405,4,448,52.0,3,牝,1600,ダ,良,,10,1,0,1,4,9,15.0,8,宮下瞳,7,3,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミーナ,2019105601,7,473,54.0,3,牝,1600,ダ,良,,10,1,0,1,7,9,15.0,8,横井将人,8,6,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
トリプルアイ,2019103503,2,419,53.0,3,牝,1600,ダ,良,,10,1,0,1,2,9,15.0,8,浅野皓大,9,1,202248052502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミライヘノイブキ,2018106288,8,440,54.0,4,牡,1600,ダ,良,,10,1,0,0,8,11,15.0,8,木之前葵,1,6,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
キクノペンスキー,2018100145,3,451,56.0,4,セ,1600,ダ,良,,10,1,0,2,3,11,15.0,8,村上弘樹,2,2,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ヒットアロット,2018102129,5,440,54.0,4,牝,1600,ダ,良,,10,1,0,1,5,11,15.0,8,藤原良一,3,3,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
マサノオリオン,2018101806,2,465,55.0,4,牡,1600,ダ,良,,10,1,0,0,2,11,15.0,8,塚本征吾,4,1,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
クールビスマルク,2018102479,9,465,56.0,4,牡,1600,ダ,良,,10,1,0,0,9,11,15.0,8,丹羽克輝,5,6,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ピュアマジョリック,2018106404,6,446,54.0,4,牝,1600,ダ,良,,10,1,0,1,6,11,15.0,8,加藤誓二,6,4,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アイディンシスター,2017102217,7,432,54.0,5,牝,1600,ダ,良,,10,1,0,1,7,11,15.0,8,丸山真一,7,5,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
イーカップヒメ,2018105791,10,439,50.0,4,牝,1600,ダ,良,,10,1,0,1,10,11,15.0,8,深澤杏花,8,7,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リュウノダイモンジ,2018103782,11,480,56.0,4,牡,1600,ダ,良,,10,1,0,0,11,11,15.0,8,戸部尚実,9,8,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
タッシールフィーナ,2017103535,4,516,53.0,5,牝,1600,ダ,良,,10,1,0,1,4,11,15.0,8,細川智史,10,3,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
グリフレット,2014105393,1,439,56.0,8,牡,1600,ダ,良,,10,1,0,0,1,11,15.0,8,大畑雅章,11,1,202248052505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
パラダイスアレイ,2018104137,6,474,56.0,4,牡,1600,ダ,良,,10,1,0,0,6,9,15.0,8,友森翔太,1,5,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
モズリュウオウ,2015102027,9,523,54.0,7,牡,1600,ダ,良,,10,1,0,0,9,9,15.0,8,木之前葵,2,8,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ヘーメル,2018100396,2,427,54.0,4,牝,1600,ダ,良,,10,1,0,1,2,9,15.0,8,丸野勝虎,3,1,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ゴラッソゴール,2017102061,7,476,56.0,5,牡,1600,ダ,良,,10,1,0,0,7,9,15.0,8,加藤利征,4,6,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フランクエトワール,2018110008,5,466,54.0,4,牡,1600,ダ,良,,10,1,0,0,5,9,15.0,8,宮下瞳,5,4,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミスターサンライズ,2017103950,3,467,56.0,5,牡,1600,ダ,良,,10,1,0,0,3,9,15.0,8,岡部誠,6,2,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ヴェッツラー,2017100970,4,463,56.0,5,牡,1600,ダ,良,,10,1,0,0,4,9,15.0,8,大畑雅章,7,3,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
タイセイプルミエ,2017109044,8,508,54.0,5,牝,1600,ダ,良,,10,1,0,1,8,9,15.0,8,渡辺竜也,8,7,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リュウセイオジョウ,2018100133,1,440,54.0,4,牝,1600,ダ,良,,10,1,0,1,1,9,15.0,8,戸部尚実,9,1,202248052510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ヤマニンティエラ,2016100568,3,426,54.0,6,牝,1600,ダ,稍重,,10,1,1,1,3,7,15.0,8,高橋悠里,1,3,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
シゲルアコヤガイ,2016103024,2,478,54.0,6,牝,1600,ダ,稍重,,10,1,1,1,2,7,15.0,8,坂口裕一,2,2,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ツクバゴールド,2017104641,4,498,56.0,5,牡,1600,ダ,稍重,,10,1,1,0,4,7,15.0,8,南郷家全,3,4,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
クリノネモフィラ,2018101009,5,443,51.0,4,牝,1600,ダ,稍重,,10,1,1,1,5,7,15.0,8,関本玲花,4,5,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スターオブジーン,2016103578,1,387,56.0,6,牡,1600,ダ,稍重,,10,1,1,0,1,7,15.0,8,岩本怜,5,1,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マーキーショアー,2018100441,7,382,54.0,4,牝,1600,ダ,稍重,,10,1,1,1,7,7,15.0,8,塚本涼人,6,7,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ヒラヒラ,2016100884,6,484,54.0,6,牝,1600,ダ,稍重,,10,1,1,1,6,7,15.0,8,関本淳,7,6,202236060505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マウンテンスワロー,2018106465,6,436,56.0,4,セ,1600,ダ,稍重,,10,1,1,2,6,8,15.0,8,塚本涼人,1,6,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ミナノキング,2016102757,8,453,56.0,6,牡,1600,ダ,稍重,,10,1,1,0,8,8,15.0,8,南郷家全,2,8,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ピアチェーレ,2018104950,7,443,54.0,4,牝,1600,ダ,稍重,,10,1,1,1,7,8,15.0,8,岩本怜,3,7,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
チャオコーリー,2017101900,3,410,54.0,5,牝,1600,ダ,稍重,,10,1,1,1,3,8,15.0,8,山本聡哉,4,3,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
メモリアルウッド,2012101639,4,514,56.0,10,牡,1600,ダ,稍重,,10,1,1,0,4,8,15.0,8,坂口裕一,5,4,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マナツノユキ,2016101540,2,481,54.0,6,牝,1600,ダ,稍重,,10,1,1,1,2,8,15.0,8,阿部英俊,6,2,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
レジェンドメーカー,2018101092,5,390,51.0,4,牝,1600,ダ,稍重,,10,1,1,1,5,8,15.0,8,関本玲花,7,5,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ロイヤルウィーブ,2018102335,1,535,56.0,4,牡,1600,ダ,稍重,,10,1,1,0,1,8,15.0,8,鈴木祐,8,1,202236060508,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マイディアライフ,2016104612,3,477,56.0,6,牡,1600,ダ,稍重,,10,1,1,0,3,10,15.0,8,村上忍,1,2,202236060510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
