horse_name,horse_id,umaban,horse_weight,weight_carry,age,sex,distance,surface,condition,course,course_enc,surface_enc,condition_enc,sex_enc,horse_num,num_horses,odds,pop_rank,jockey_name,finish,bracket,race_id,prev_finish,prev2_finish,prev3_finish,avg_finish_3r,best_finish_3r,top3_count_3r,finish_trend,prev_odds_log,rest_days,rest_category,dist_change,dist_change_abs,target
シークザトゥルース,2016100749,7,488,51.0,6,牝,1600,ダ,重,,10,1,2,1,7,12,15.0,8,新原周馬,1,5,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アクトレス,2014100292,9,456,54.0,8,牝,1600,ダ,重,,10,1,2,1,9,12,15.0,8,藤本現暉,2,6,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
シャイニングルキア,2018103757,6,437,54.0,4,牝,1600,ダ,重,,10,1,2,1,6,12,15.0,8,本田正重,3,4,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
トロピカリズモ,2018101042,12,463,53.0,4,牝,1600,ダ,重,,10,1,2,1,12,12,15.0,8,池谷匠翔,4,8,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ジェットウイング,2017102267,11,490,56.0,5,牡,1600,ダ,重,,10,1,2,0,11,12,15.0,8,矢野貴之,5,7,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
グレイスディーヴァ,2018106819,1,496,54.0,4,牝,1600,ダ,重,,10,1,2,1,1,12,15.0,8,小杉亮,6,1,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ドリームウィーバー,2018102731,10,475,53.0,4,牡,1600,ダ,重,,10,1,2,0,10,12,15.0,8,野畑凌,7,7,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リトルカプリース,2018104594,3,422,50.0,4,牝,1600,ダ,重,,10,1,2,1,3,12,15.0,8,小林捺花,8,2,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
セイウンスノー,2018102851,2,484,56.0,4,牡,1600,ダ,重,,10,1,2,0,2,12,15.0,8,福原杏,9,1,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
キミニアイタイ,2018103900,4,475,56.0,4,牡,1600,ダ,重,,10,1,2,0,4,12,15.0,8,伊藤裕人,10,3,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
グレースシラオキ,2018104457,5,425,54.0,4,牝,1600,ダ,重,,10,1,2,1,5,12,15.0,8,橋本直哉,11,3,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ウリコヒメ,2018100204,8,393,54.0,4,牝,1600,ダ,重,,10,1,2,1,8,12,15.0,8,櫻井光輔,12,5,202245040506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リコーシンザン,2018101223,8,486,56.0,4,牡,1600,ダ,重,,10,1,2,0,8,14,15.0,8,真島大輔,1,5,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ブルベアオンス,2017101379,11,506,56.0,5,牡,1600,ダ,重,,10,1,2,0,11,14,15.0,8,森泰斗,2,6,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ハイモビリティ,2018105729,7,500,56.0,4,牡,1600,ダ,重,,10,1,2,0,7,14,15.0,8,笹川翼,3,4,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ブラックネロ,2018102336,3,448,56.0,4,牡,1600,ダ,重,,10,1,2,0,3,14,15.0,8,山崎誠士,4,2,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
サンエイウルフ,2018101610,1,516,56.0,4,牡,1600,ダ,重,,10,1,2,0,1,14,15.0,8,本田正重,5,1,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ナムラタイガー,2017106002,12,545,56.0,5,牡,1600,ダ,重,,10,1,2,0,12,14,15.0,8,今野忠成,6,7,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アレクサンドロス,2018104981,9,503,56.0,4,牡,1600,ダ,重,,10,1,2,0,9,14,15.0,8,町田直希,7,5,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
カネショウルーイ,2018105733,2,495,56.0,4,牡,1600,ダ,重,,10,1,2,0,2,14,15.0,8,伊藤裕人,8,1,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ビービービルダー,2018101356,13,470,55.0,4,牡,1600,ダ,重,,10,1,2,0,13,14,15.0,8,篠谷葵,9,7,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スペースシップ,2017101089,10,495,56.0,5,牡,1600,ダ,重,,10,1,2,0,10,14,15.0,8,和田譲治,10,6,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
サトノトリガー,2017100379,4,467,56.0,5,牡,1600,ダ,重,,10,1,2,0,4,14,15.0,8,本橋孝太,11,2,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ライジングサミット,2018101904,14,471,56.0,4,牡,1600,ダ,重,,10,1,2,0,14,14,15.0,8,藤江渉,12,8,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ガマン,2017104131,6,466,55.0,5,牡,1600,ダ,重,,10,1,2,0,6,14,15.0,8,古岡勇樹,13,3,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
テリオスヒメ,2017109019,5,459,50.0,5,牝,1600,ダ,重,,10,1,2,1,5,14,15.0,8,神尾香澄,14,3,202245040510,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
シュネルン,2017102794,7,445,54.0,5,牝,1600,ダ,良,,10,1,0,1,7,7,15.0,8,池田敦,1,7,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ケンデスティニー,2015110076,6,498,56.0,7,牡,1600,ダ,良,,10,1,0,0,6,7,15.0,8,藤田弘治,2,6,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
マラムレシュ,2018103052,3,461,54.0,4,牝,1600,ダ,良,,10,1,0,1,3,7,15.0,8,甲賀弘隆,3,3,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
フリューリング,2016100407,1,421,54.0,6,牝,1600,ダ,良,,10,1,0,1,1,7,15.0,8,松戸政也,4,1,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ダレモカレモ,2015102825,5,460,56.0,7,牡,1600,ダ,良,,10,1,0,0,5,7,15.0,8,中島龍也,5,5,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スペシャルトリップ,2016102026,2,532,56.0,6,牡,1600,ダ,良,,10,1,0,0,2,7,15.0,8,堀場裕充,6,2,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
パシスタ,2017100191,4,493,55.0,5,牡,1600,ダ,良,,10,1,0,0,4,7,15.0,8,魚住謙心,7,4,202246040503,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
リコーハンリー,2017101046,8,487,55.0,5,牡,1600,ダ,良,,10,1,0,0,8,9,15.0,8,魚住謙心,1,7,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
メイショウシャチ,2013103823,1,483,56.0,9,牡,1600,ダ,良,,10,1,0,0,1,9,15.0,8,服部大地,2,1,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
バリオラージュ,2014105643,5,471,56.0,8,牡,1600,ダ,良,,10,1,0,0,5,9,15.0,8,藤田弘治,3,4,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
サンデッドウッド,2017106156,9,470,56.0,5,牡,1600,ダ,良,,10,1,0,0,9,9,15.0,8,甲賀弘隆,4,8,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ライムワード,2018103056,3,517,56.0,4,セ,1600,ダ,良,,10,1,0,2,3,9,15.0,8,平瀬城久,5,2,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
クリアセーリング,2016102342,6,482,56.0,6,牡,1600,ダ,良,,10,1,0,0,6,9,15.0,8,栗原大河,6,5,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ガニアン,2017105415,4,467,56.0,5,セ,1600,ダ,良,,10,1,0,2,4,9,15.0,8,鈴木太一,7,3,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エスケープエルエー,2018100512,7,427,54.0,4,牝,1600,ダ,良,,10,1,0,1,7,9,15.0,8,松戸政也,8,6,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
オーダシティー,2012100148,2,539,56.0,10,牡,1600,ダ,良,,10,1,0,0,2,9,15.0,8,田知弘久,9,1,202246040507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
プレゼンス,2014105251,1,510,56.0,8,セ,1600,ダ,良,,10,1,0,2,1,8,15.0,8,堀場裕充,1,1,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
コノチヲツナイデ,2014102855,5,443,53.0,8,牝,1600,ダ,良,,10,1,0,1,5,8,15.0,8,魚住謙心,2,5,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ヴァハグン,2018104184,7,499,56.0,4,牡,1600,ダ,良,,10,1,0,0,7,8,15.0,8,中島龍也,3,7,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
フィリーズラン,2016100505,8,429,54.0,6,牝,1600,ダ,良,,10,1,0,1,8,8,15.0,8,葛山晃平,4,8,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エムティキラリ,2017104720,6,465,54.0,5,牝,1600,ダ,良,,10,1,0,1,6,8,15.0,8,吉田晃浩,5,6,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
フェイスタロー,2017102227,4,434,56.0,5,牡,1600,ダ,良,,10,1,0,0,4,8,15.0,8,服部大地,6,4,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ウェルビーイング,2017101891,2,448,54.0,5,牝,1600,ダ,良,,10,1,0,1,2,8,15.0,8,青柳正義,7,2,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スティールアンジュ,2017100625,3,450,54.0,5,牝,1600,ダ,良,,10,1,0,1,3,8,15.0,8,松戸政也,8,3,202246040511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スターオブモア,2019101561,8,372,54.0,3,牝,1600,ダ,重,,10,1,2,1,8,10,15.0,8,岡村健司,1,6,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ハガクレ,2019100247,2,499,56.0,3,セ,1600,ダ,重,,10,1,2,2,2,10,15.0,8,澤田龍哉,2,1,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
レッドアンドブルー,2019101591,3,428,54.0,3,牝,1600,ダ,重,,10,1,2,1,3,10,15.0,8,藤本現暉,3,2,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
シェナハート,2019107077,10,418,54.0,3,牝,1600,ダ,重,,10,1,2,1,10,10,15.0,8,保園翔也,4,8,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
サキノビジュー,2019107068,5,456,54.0,3,牝,1600,ダ,重,,10,1,2,1,5,10,15.0,8,矢野貴之,5,4,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エイシンプライム,2019103491,4,521,54.0,3,牝,1600,ダ,重,,10,1,2,1,4,10,15.0,8,小杉亮,6,3,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
モエヨグラン,2019102289,7,501,56.0,3,牡,1600,ダ,重,,10,1,2,0,7,10,15.0,8,藤江渉,7,5,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ボルドサタン,2019100902,6,473,56.0,3,牡,1600,ダ,重,,10,1,2,0,6,10,15.0,8,本橋孝太,8,5,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アズールスフィア,2019103690,9,421,54.0,3,牝,1600,ダ,重,,10,1,2,1,9,10,15.0,8,高橋哲也,9,7,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
カニグー,2019106763,1,425,56.0,3,牡,1600,ダ,重,,10,1,2,0,1,10,15.0,8,町田直希,10,1,202243041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミチノシチリア,2018103497,2,466,56.0,4,牡,1600,ダ,重,,10,1,2,0,2,12,15.0,8,森泰斗,1,1,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アーバンブラック,2015102023,5,463,56.0,7,牡,1600,ダ,重,,10,1,2,0,5,12,15.0,8,張田昂,2,3,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
スペルガッサン,2018106759,11,423,51.0,4,牝,1600,ダ,重,,10,1,2,1,11,12,15.0,8,木間塚龍,3,7,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
イシノビバーチェ,2017101284,1,437,56.0,5,牡,1600,ダ,重,,10,1,2,0,1,12,15.0,8,仲野光馬,4,1,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ハクサンブレーヴ,2017103059,9,452,56.0,5,牡,1600,ダ,重,,10,1,2,0,9,12,15.0,8,小杉亮,5,6,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
シルヴェスター,2018105406,3,516,56.0,4,牡,1600,ダ,重,,10,1,2,0,3,12,15.0,8,西村栄喜,6,2,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ニシノブライアント,2018102836,7,457,56.0,4,牡,1600,ダ,重,,10,1,2,0,7,12,15.0,8,矢野貴之,7,5,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ツクバマリア,2017102358,6,466,54.0,5,牝,1600,ダ,重,,10,1,2,1,6,12,15.0,8,増田充宏,8,4,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ペイシャセイント,2018106678,8,455,56.0,4,牡,1600,ダ,重,,10,1,2,0,8,12,15.0,8,和田譲治,9,5,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エスシーゾロ,2017103182,12,493,56.0,5,牡,1600,ダ,重,,10,1,2,0,12,12,15.0,8,山中悠希,10,8,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ヴィクターゾロ,2018103875,10,469,56.0,4,牡,1600,ダ,重,,10,1,2,0,10,12,15.0,8,町田直希,11,7,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アンドゥビジュー,2018100589,4,457,54.0,4,牝,1600,ダ,重,,10,1,2,1,4,12,15.0,8,岡村健司,12,3,202243041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アンクレットハート,2016101643,1,456,55.0,6,牝,1600,ダ,重,,10,1,2,1,1,14,15.0,8,澤田龍哉,1,1,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アンナラヴェリテ,2015109047,12,496,55.0,7,牝,1600,ダ,重,,10,1,2,1,12,14,15.0,8,御神本訓,2,7,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
セイントビーナス,2016101594,7,457,54.0,6,牝,1600,ダ,重,,10,1,2,1,7,14,15.0,8,篠谷葵,3,4,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
リッチアロマ,2018104415,14,453,55.0,4,牝,1600,ダ,重,,10,1,2,1,14,14,15.0,8,福原杏,4,8,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
サーストンバーラム,2016105716,3,464,57.0,6,牡,1600,ダ,重,,10,1,2,0,3,14,15.0,8,仲野光馬,5,2,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
キャストロペトラ,2017104273,5,483,55.0,5,牡,1600,ダ,重,,10,1,2,0,5,14,15.0,8,山本聡紀,6,3,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
コウユープリプリ,2015101001,4,455,53.0,7,牝,1600,ダ,重,,10,1,2,1,4,14,15.0,8,和田譲治,7,2,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ケイアイテディ,2015100349,6,493,57.0,7,牡,1600,ダ,重,,10,1,2,0,6,14,15.0,8,山崎誠士,8,3,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ピュアファンタジー,2017100656,8,474,54.0,5,牝,1600,ダ,重,,10,1,2,1,8,14,15.0,8,古岡勇樹,9,5,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
タイニーベイビー,2017100827,11,455,55.0,5,牡,1600,ダ,重,,10,1,2,0,11,14,15.0,8,左海誠二,10,6,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ニッチモサッチモ,2016101959,13,443,57.0,6,セ,1600,ダ,重,,10,1,2,2,13,14,15.0,8,山中悠希,11,7,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ノーブルゲート,2018106758,9,489,55.0,4,牡,1600,ダ,重,,10,1,2,0,9,14,15.0,8,岡村裕基,12,5,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エダマメ,2017100064,10,484,50.0,5,牝,1600,ダ,重,,10,1,2,1,10,14,15.0,8,菅原涼太,13,6,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
クレイジービクトリ,2015100158,2,490,53.0,7,牝,1600,ダ,重,,10,1,2,1,2,14,15.0,8,岡村健司,14,1,202243041507,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ホワイトヘッド,2016104688,3,531,57.0,6,牡,1600,ダ,重,,10,1,2,0,3,14,15.0,8,本橋孝太,1,2,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ララパルーザ,2013103294,12,548,57.0,9,牡,1600,ダ,重,,10,1,2,0,12,14,15.0,8,森泰斗,2,7,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
キタサンヴィクター,2015103197,2,518,57.0,7,牡,1600,ダ,重,,10,1,2,0,2,14,15.0,8,和田譲治,3,1,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
タイセイメガロス,2017104667,8,445,57.0,5,牡,1600,ダ,重,,10,1,2,0,8,14,15.0,8,張田昂,4,5,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ジョーパイロライト,2016101330,9,464,57.0,6,牡,1600,ダ,重,,10,1,2,0,9,14,15.0,8,藤本現暉,5,5,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
サーヒューストン,2014105832,11,500,57.0,8,牡,1600,ダ,重,,10,1,2,0,11,14,15.0,8,左海誠二,6,6,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
バルミーゴーラ,2014104967,10,501,55.0,8,牡,1600,ダ,重,,10,1,2,0,10,14,15.0,8,御神本訓,7,6,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アストロローグ,2015105507,4,495,57.0,7,セ,1600,ダ,重,,10,1,2,2,4,14,15.0,8,真島大輔,8,2,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
パーソナルマキ,2013100958,14,503,57.0,9,牡,1600,ダ,重,,10,1,2,0,14,14,15.0,8,橋本直哉,9,8,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
クラトリガー,2014101848,5,502,57.0,8,牡,1600,ダ,重,,10,1,2,0,5,14,15.0,8,酒井忍,10,3,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
イスモイルテソーロ,2016102854,1,492,55.0,6,牡,1600,ダ,重,,10,1,2,0,1,14,15.0,8,矢野貴之,11,1,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ハイパータンク,2018103358,6,516,56.0,4,牡,1600,ダ,重,,10,1,2,0,6,14,15.0,8,篠谷葵,12,3,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アドマイヤプリヴ,2014106188,7,451,52.0,8,セ,1600,ダ,重,,10,1,2,2,7,14,15.0,8,木間塚龍,13,4,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ダイワクンナナ,2017104809,13,511,55.0,5,牝,1600,ダ,重,,10,1,2,1,13,14,15.0,8,今野忠成,14,7,202243041511,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ベッロコルサ,2017105538,7,433,53.0,5,牡,1600,ダ,良,,10,1,0,0,7,7,15.0,8,長江慶悟,1,7,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ヤマニンゲイナー,2013101775,5,447,52.0,9,牡,1600,ダ,良,,10,1,0,0,5,7,15.0,8,深澤杏花,2,5,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アサクサチャンス,2014105572,3,494,55.0,8,牡,1600,ダ,良,,10,1,0,0,3,7,15.0,8,塚本征吾,3,3,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ネイバルエンスン,2012100373,1,454,53.0,10,セ,1600,ダ,良,,10,1,0,2,1,7,15.0,8,田中洸多,4,1,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ストレイトスタイル,2016106272,4,423,54.0,6,牝,1600,ダ,良,,10,1,0,1,4,7,15.0,8,渡辺竜也,5,4,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ヒルノエルニド,2018106364,2,450,54.0,4,牝,1600,ダ,良,,10,1,0,1,2,7,15.0,8,藤原幹生,6,2,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スイセー,2016104146,6,480,56.0,6,牡,1600,ダ,良,,10,1,0,0,6,7,15.0,8,加藤利征,7,6,202247041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ロードフェローズ,2017102386,6,477,56.0,5,牡,1600,ダ,良,,10,1,0,0,6,6,15.0,8,岡部誠,1,7,202247041505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
トーセンヴァネッサ,2018105651,4,447,50.0,4,牝,1600,ダ,良,,10,1,0,1,4,6,15.0,8,深澤杏花,2,5,202247041505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ナオアンドユリ,2014104636,2,480,53.0,8,牝,1600,ダ,良,,10,1,0,1,2,6,15.0,8,東川慎,3,2,202247041505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
キズナハイトーン,2017102652,3,468,56.0,5,セ,1600,ダ,良,,10,1,0,2,3,6,15.0,8,大原浩司,4,3,202247041505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
アップメイ,2015100471,5,442,54.0,7,牝,1600,ダ,良,,10,1,0,1,5,6,15.0,8,向山牧,5,6,202247041505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ベルブション,2017101117,1,452,56.0,5,セ,1600,ダ,良,,10,1,0,2,1,6,15.0,8,藤原幹生,6,1,202247041505,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
マナラズベリー,2018101426,7,443,54.0,4,牝,1600,ダ,良,,10,1,0,1,7,7,15.0,8,渡辺竜也,1,7,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
モーニングサクラ,2017106109,6,430,51.0,5,牝,1600,ダ,良,,10,1,0,1,6,7,15.0,8,長江慶悟,2,6,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ヤマニンシレーナ,2014100567,2,465,54.0,8,牝,1600,ダ,良,,10,1,0,1,2,7,15.0,8,大原浩司,3,2,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ショウユアセルフ,2018101825,1,471,54.0,4,牝,1600,ダ,良,,10,1,0,1,1,7,15.0,8,今井貴大,4,1,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ノスケアマゾン,2015103669,4,474,53.0,7,牝,1600,ダ,良,,10,1,0,1,4,7,15.0,8,東川慎,5,4,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
シルバーファーン,2018103482,3,493,56.0,4,牡,1600,ダ,良,,10,1,0,0,3,7,15.0,8,森島貴之,6,3,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スキャルドメール,2017106286,5,448,54.0,5,牝,1600,ダ,良,,10,1,0,1,5,7,15.0,8,向山牧,7,5,202247041506,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ジュウワンエース,2017102503,4,396,56.0,5,セ,1600,ダ,重,,10,1,2,2,4,9,15.0,8,鴨宮祥行,1,3,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
シンリン,2016102631,7,450,56.0,6,牡,1600,ダ,重,,10,1,2,0,7,9,15.0,8,大山真吾,2,6,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ムグンファ,2018102610,1,431,54.0,4,牝,1600,ダ,重,,10,1,2,1,1,9,15.0,8,高畑皓一,3,1,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
ゴールドポジション,2018102197,9,488,56.0,4,牡,1600,ダ,重,,10,1,2,0,9,9,15.0,8,渡瀬和幸,4,8,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ネオアスペクト,2018110039,3,495,56.0,4,牡,1600,ダ,重,,10,1,2,0,3,9,15.0,8,田村直也,5,2,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
イナーセレニティ,2013100097,2,449,54.0,9,牝,1600,ダ,重,,10,1,2,1,2,9,15.0,8,永井孝典,6,1,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
テンノリュウギ,2018105487,5,515,56.0,4,牡,1600,ダ,重,,10,1,2,0,5,9,15.0,8,石堂響,7,4,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
ミラクルズハプン,2017102219,8,429,51.0,5,牝,1600,ダ,重,,10,1,2,1,8,9,15.0,8,佐々木世,8,7,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
エムザックベルガー,2017102474,10,468,56.0,5,牡,1600,ダ,重,,10,1,2,0,10,9,15.0,8,田中学,9,8,202250041502,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,0
スズジャッカル,2018109102,9,494,56.0,4,牡,1600,ダ,重,,10,1,2,0,9,10,15.0,8,永井孝典,1,7,202250041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
アブラアルバム,2018106906,7,415,54.0,4,牝,1600,ダ,重,,10,1,2,1,7,10,15.0,8,吉村智洋,2,5,202250041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
レーザー,2012103121,10,502,56.0,10,牡,1600,ダ,重,,10,1,2,0,10,10,15.0,8,杉浦健太,3,8,202250041504,5,5,5,5.0,5,0,0,2.772588722239781,30,2,0,0,1
