kaisai_key,yyyymmdd,course_name,kaisai_ku,weather_code,turf_baba_code,turf_baba_sa,turf_baba_inner,turf_baba_mid,turf_baba_outer,straight_sa_most,straight_sa_inner,straight_sa_mid,straight_sa_outer,straight_sa_far,dirt_baba_code,dirt_baba_sa,dirt_baba_inner,dirt_baba_mid,dirt_baba_outer,turf_type,grass_height,rain_mid,renzoku_day,data_ku
2020030204,20200712,福島,1,2,1 ,-10.0,2,1,1,0.0,0.0,0.0,0.0,0.0,2 ,-7.0,2,2,2,3,16.0,5.0,4,4
2020090404,20200712,阪神,2,2,3 ,10.0,4,4,3,2.0,2.0,2.0,1.0,1.0,4 ,-21.0,1,1,1,3,16.0,169.0,12,4
2020020205,20200718,函館,3,2,1 ,-15.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,3,3,3,2,14.0,0.0,11,4
2020030205,20200718,福島,1,2,1 ,5.0,3,2,2,1.0,1.0,0.0,0.0,0.0,2 ,-7.0,2,2,2,3,16.0,63.5,5,4
2020090405,20200718,阪神,2,2,1 ,3.0,4,4,4,2.0,2.0,2.0,2.0,2.0,1 ,-6.0,3,3,3,3,16.0,70.0,13,4
2020020206,20200719,函館,3,4,1 ,-15.0,2,1,1,0.0,0.0,0.0,0.0,0.0,2 ,-9.0,2,2,2,2,14.0,0.0,12,4
2020030206,20200719,福島,1,2,1 ,5.0,3,2,2,1.0,1.0,0.0,0.0,0.0,2 ,-7.0,2,2,2,3,16.0,63.5,6,4
2020090406,20200719,阪神,2,2,1 ,3.0,4,4,4,2.0,2.0,2.0,2.0,2.0,1 ,-6.0,3,3,3,3,16.0,70.0,14,4
2020010101,20200725,札幌,3,2,1 ,-11.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-9.0,3,3,3,2,16.0,5.0,1,4
2020040201,20200725,新潟,1,2,2 ,-2.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-15.0,1,1,1,1,14.0,6.0,1,4
2020010102,20200726,札幌,3,2,1 ,-11.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-9.0,3,3,3,2,16.0,5.0,2,4
2020040202,20200726,新潟,1,2,2 ,-2.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-15.0,1,1,1,1,14.0,6.0,2,4
2020010103,20200801,札幌,3,1,1 ,-22.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-4.0,4,4,4,2,16.0,0.0,3,4
2020040203,20200801,新潟,1,4,3 ,6.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,4 ,-21.0,1,1,1,1,14.0,223.5,3,4
2020010104,20200802,札幌,3,2,1 ,-22.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-4.0,4,4,4,2,16.0,0.0,4,4
2020040204,20200802,新潟,1,1,1 ,-9.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,3,3,3,1,14.0,223.5,4,4
2020010105,20200808,札幌,3,2,1 ,-26.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-10.0,4,4,4,2,16.0,14.5,5,4
2020040205,20200808,新潟,1,2,1 ,-12.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-14.0,3,3,3,1,14.0,2.5,5,4
2020010106,20200809,札幌,3,2,1 ,-24.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-10.0,4,4,4,2,16.0,14.5,6,4
2020040206,20200809,新潟,1,4,3 ,-8.0,2,1,1,0.0,0.0,0.0,0.0,0.0,3 ,-18.0,1,1,1,1,14.0,2.5,6,4
2020010201,20200815,札幌,3,2,1 ,-20.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,4,4,4,2,16.0,1.0,7,4
2020040301,20200815,新潟,1,4,2 ,0.0,3,2,1,2.0,1.0,1.0,0.0,0.0,3 ,-18.0,3,3,3,1,14.0,10.5,7,4
2020100201,20200815,小倉,2,1,1 ,-20.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,1,14.0,29.0,1,4
2020010202,20200816,札幌,3,1,1 ,-20.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,4,4,4,2,16.0,1.0,8,4
2020040302,20200816,新潟,1,2,2 ,0.0,3,2,1,2.0,1.0,1.0,0.0,0.0,2 ,-16.0,3,3,3,1,14.0,10.5,8,4
2020100202,20200816,小倉,2,1,1 ,-20.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,1,14.0,29.0,2,4
2020010203,20200822,札幌,3,1,1 ,-10.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,4,4,4,2,16.0,0.5,9,4
2020040303,20200822,新潟,1,1,1 ,-12.0,3,2,1,3.0,2.0,1.0,0.0,0.0,1 ,-8.0,3,3,3,1,14.0,0.0,9,4
2020100203,20200822,小倉,2,1,1 ,-26.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,0.0,3,4
2020010204,20200823,札幌,3,1,1 ,-10.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,4,4,4,2,16.0,0.5,10,4
2020040304,20200823,新潟,1,1,1 ,-12.0,3,2,1,3.0,2.0,1.0,0.0,0.0,1 ,-8.0,3,3,3,1,14.0,0.0,10,4
2020100204,20200823,小倉,2,1,1 ,-26.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,0.0,4,4
2020010205,20200829,札幌,3,2,1 ,-12.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,4,4,4,2,16.0,0.0,11,4
2020040305,20200829,新潟,1,1,1 ,-9.0,3,2,1,3.0,2.0,1.0,0.0,0.0,1 ,-8.0,3,3,3,1,14.0,0.0,11,4
2020100205,20200829,小倉,2,1,1 ,-26.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,0.5,5,4
2020010206,20200830,札幌,3,4,3 ,-7.0,2,1,1,0.0,0.0,0.0,0.0,0.0,3 ,-15.0,4,4,4,2,16.0,0.0,12,4
2020040306,20200830,新潟,1,4,2 ,-5.0,3,2,1,3.0,2.0,1.0,0.0,0.0,2 ,-13.0,3,3,3,1,14.0,0.0,12,4
2020100206,20200830,小倉,2,1,1 ,-26.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,0.5,6,4
2020010207,20200905,札幌,3,4,2 ,-10.0,2,1,1,0.0,0.0,0.0,0.0,0.0,2 ,-20.0,4,4,4,2,16.0,2.0,13,4
2020040307,20200905,新潟,1,2,1 ,-5.0,3,2,1,3.0,2.0,1.0,0.0,0.0,1 ,-10.0,3,3,3,1,14.0,7.0,13,4
2020100207,20200905,小倉,2,4,3 ,0.0,2,2,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-18.0,2,2,2,1,14.0,2.0,7,4
2020010208,20200906,札幌,3,2,1 ,-16.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,4,4,4,2,16.0,2.0,14,4
2020040308,20200906,新潟,1,1,1 ,-5.0,3,2,1,3.0,2.0,1.0,0.0,0.0,1 ,-10.0,3,3,3,1,14.0,7.0,14,4
2020100208,20200906,小倉,2,4,4 ,0.0,2,2,1,-1.0,-1.0,0.0,0.0,0.0,4 ,-22.0,2,2,2,1,14.0,2.0,8,4
2020060401,20200912,中山,1,4,2 ,-8.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,2 ,-22.0,2,2,2,1,14.0,8.0,1,4
2020070201,20200912,中京,2,2,1 ,-12.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-10.0,2,2,2,1,12.0,72.5,1,4
2020060402,20200913,中山,1,4,3 ,-2.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-25.0,2,2,2,1,14.0,8.0,2,4
2020070202,20200913,中京,2,4,2 ,-5.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-12.0,2,2,2,1,12.0,72.5,2,4
2020060403,20200919,中山,1,2,1 ,-8.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-7.0,2,2,2,1,14.0,0.0,3,4
2020070203,20200919,中京,2,1,1 ,-10.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,1,12.0,2.0,3,4
2020060404,20200920,中山,1,4,2 ,-2.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,2 ,-15.0,2,2,2,1,14.0,0.0,4,4
2020070204,20200920,中京,2,1,1 ,-9.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,1,12.0,2.0,4,4
2020060405,20200921,中山,1,2,1 ,-8.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-7.0,2,2,2,1,14.0,0.0,5,4
2020070205,20200921,中京,2,1,1 ,-8.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,1,12.0,2.0,5,4
2020060406,20200926,中山,1,2,1 ,-4.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,30.5,6,4
2020070206,20200926,中京,2,2,1 ,-15.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,12.0,1.5,6,4
2020060407,20200927,中山,1,2,1 ,-4.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,2 ,-8.0,2,2,2,1,14.0,30.5,7,4
2020070207,20200927,中京,2,1,1 ,-15.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,12.0,1.5,7,4
2020060408,20201003,中山,1,1,1 ,-4.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,1.5,8,4
2020070208,20201003,中京,2,1,1 ,-15.0,2,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,12.0,0.0,8,4
2020060409,20201004,中山,1,1,1 ,-4.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,2 ,-8.0,2,2,2,1,14.0,1.5,9,4
2020070209,20201004,中京,2,2,1 ,-15.0,2,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,12.0,0.0,9,4
2020040401,20201010,新潟,3,4,1 ,-12.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-16.0,2,2,2,1,14.0,7.5,1,4
2020050401,20201010,東京,1,4,3 ,-4.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-8.0,2,2,2,3,16.0,56.0,1,4
2020080401,20201010,京都,2,4,2 ,-10.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,18.0,51.0,1,4
2020040402,20201011,新潟,3,1,1 ,-15.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,1,14.0,7.5,2,4
2020050402,20201011,東京,1,2,3 ,-4.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,3 ,-8.0,2,2,2,3,16.0,56.0,2,4
2020080402,20201011,京都,2,2,1 ,-15.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,18.0,51.0,2,4
2020040403,20201017,新潟,3,2,1 ,-5.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-15.0,2,2,2,1,14.0,18.5,3,4
2020050403,20201017,東京,1,4,3 ,-4.0,2,1,1,0.0,0.0,0.0,0.0,0.0,3 ,-18.0,2,2,2,3,16.0,0.0,3,4
2020080403,20201017,京都,2,4,3 ,4.0,2,1,1,0.0,0.0,0.0,0.0,0.0,3 ,-18.0,2,2,2,3,18.0,0.0,3,4
2020040404,20201018,新潟,3,1,1 ,-15.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-15.0,2,2,2,1,14.0,18.5,4,4
2020050404,20201018,東京,1,2,2 ,-4.0,2,1,1,0.0,0.0,0.0,0.0,0.0,2 ,-10.0,2,2,2,3,16.0,0.0,4,4
2020080404,20201018,京都,2,2,1 ,-10.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-12.0,2,2,2,3,18.0,0.0,4,4
2020040405,20201024,新潟,3,2,1 ,-4.0,3,2,2,3.0,2.0,1.0,0.0,0.0,1 ,-6.0,2,2,2,1,14.0,3.0,5,4
2020050405,20201024,東京,1,1,1 ,-6.0,3,2,1,2.0,1.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,9.0,5,4
2020080405,20201024,京都,2,1,2 ,-2.0,3,2,1,2.0,1.0,0.0,0.0,0.0,2 ,-10.0,2,2,2,3,18.0,30.0,5,4
2020040406,20201025,新潟,3,4,2 ,0.0,3,2,2,3.0,2.0,1.0,0.0,0.0,1 ,-10.0,2,2,2,1,14.0,3.0,6,4
2020050406,20201025,東京,1,1,1 ,-6.0,3,2,1,2.0,1.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,9.0,6,4
2020080406,20201025,京都,2,1,1 ,-6.0,3,2,1,2.0,1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,18.0,30.0,6,4
2020030301,20201031,福島,3,1,1 ,-14.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,0.0,2,2,2,3,16.0,0.0,1,4
2020050407,20201031,東京,1,1,1 ,-6.0,2,2,1,1.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,18.0,0.0,7,4
2020080407,20201031,京都,2,1,1 ,-2.0,3,2,1,2.0,1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,18.0,0.0,7,4
2020030302,20201101,福島,3,1,1 ,-14.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,0.0,2,2,2,3,16.0,0.0,2,4
2020050408,20201101,東京,1,1,1 ,-6.0,2,2,1,1.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,18.0,0.0,8,4
2020080408,20201101,京都,2,1,1 ,-2.0,3,2,1,2.0,1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,18.0,0.0,8,4
2020030303,20201107,福島,3,1,1 ,-8.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,4.0,3,4
2020050501,20201107,東京,1,2,1 ,-15.0,2,2,1,1.0,1.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,18.0,3.5,9,4
2020090501,20201107,阪神,2,2,1 ,-16.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,2.0,2,2,2,3,16.0,30.0,1,4
2020030304,20201108,福島,3,1,1 ,-8.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,4.0,4,4
2020050502,20201108,東京,1,2,1 ,-15.0,2,2,1,1.0,1.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,18.0,3.5,10,4
2020090502,20201108,阪神,2,2,1 ,-16.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,2.0,2,2,2,3,16.0,30.0,2,4
2020030305,20201114,福島,3,1,1 ,-4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,0.0,5,4
2020050503,20201114,東京,1,1,1 ,-13.0,3,2,1,3.0,3.0,2.0,1.0,0.0,1 ,-9.0,2,2,2,3,18.0,0.0,11,4
2020090503,20201114,阪神,2,1,1 ,-18.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,0.0,3,4
2020030306,20201115,福島,3,1,1 ,-4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,0.0,6,4
2020050504,20201115,東京,1,1,1 ,-13.0,3,2,1,3.0,3.0,2.0,1.0,0.0,1 ,-9.0,2,2,2,3,18.0,0.0,12,4
2020090504,20201115,阪神,2,1,1 ,-18.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,0.0,4,4
2020050505,20201121,東京,1,1,1 ,-16.0,3,2,1,2.0,2.0,1.0,0.0,0.0,1 ,-9.0,2,2,2,3,18.0,0.0,13,4
2020090505,20201121,阪神,2,1,1 ,-18.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,16.0,2.0,5,4
2020050506,20201122,東京,1,1,1 ,-16.0,3,2,1,2.0,2.0,1.0,0.0,0.0,1 ,-9.0,2,2,2,3,18.0,0.0,14,4
2020090506,20201122,阪神,2,2,1 ,-18.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,16.0,2.0,6,4
2020050507,20201123,東京,1,1,1 ,-16.0,3,2,1,2.0,2.0,1.0,0.0,0.0,1 ,-9.0,2,2,2,3,18.0,0.0,15,4
2020090507,20201123,阪神,2,1,1 ,-18.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,16.0,2.0,7,4
2020050508,20201128,東京,1,1,1 ,-15.0,3,2,1,2.0,2.0,1.0,0.0,0.0,1 ,-3.0,2,2,2,3,18.0,2.5,16,4
2020090508,20201128,阪神,2,1,1 ,-13.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,2.0,2,2,2,3,16.0,0.0,8,4
2020050509,20201129,東京,1,1,1 ,-15.0,3,2,1,2.0,2.0,1.0,0.0,0.0,1 ,-3.0,2,2,2,3,18.0,2.5,17,4
2020090509,20201129,阪神,2,1,1 ,-13.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,2.0,2,2,2,3,16.0,0.0,9,4
2020060501,20201205,中山,1,4,2 ,-6.0,1,1,1,-1.0,0.0,0.0,0.0,0.0,2 ,-10.0,2,2,2,3,14.0,4.5,1,4
2020070301,20201205,中京,3,1,1 ,-15.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-12.0,2,2,2,3,16.0,0.0,1,4
2020090601,20201205,阪神,2,1,1 ,-8.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,0.0,10,4
2020060502,20201206,中山,1,2,1 ,-8.0,1,1,1,-1.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,14.0,4.5,2,4
2020070302,20201206,中京,3,1,1 ,-15.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-12.0,2,2,2,3,16.0,0.0,2,4
2020090602,20201206,阪神,2,1,1 ,-8.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,0.0,11,4
2020060503,20201212,中山,1,1,1 ,-5.0,1,1,1,-1.0,0.0,0.0,0.0,0.0,1 ,-7.0,2,2,2,3,14.0,0.0,3,4
2020070303,20201212,中京,3,1,1 ,-20.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,0.0,3,4
2020090603,20201212,阪神,2,1,1 ,-13.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,0.0,12,4
2020060504,20201213,中山,1,1,1 ,-5.0,1,1,1,-1.0,0.0,0.0,0.0,0.0,1 ,-7.0,2,2,2,3,14.0,0.0,4,4
2020070304,20201213,中京,3,2,1 ,-20.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,0.0,4,4
2020090604,20201213,阪神,2,1,1 ,-13.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,0.0,13,4
2020060505,20201219,中山,1,1,1 ,-5.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,0.0,5,4
2020070305,20201219,中京,3,1,1 ,-8.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,6.0,5,4
2020090605,20201219,阪神,2,1,1 ,-18.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,0.5,14,4
2020060506,20201220,中山,1,1,1 ,-5.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,0.0,6,4
2020070306,20201220,中京,3,1,1 ,-8.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,6.0,6,4
2020090606,20201220,阪神,2,2,1 ,-18.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,16.0,0.5,15,4
2020060507,20201226,中山,1,1,1 ,1.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,14.0,0.0,7,4
2020090607,20201226,阪神,2,1,1 ,-2.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,0.5,16,4
2020060508,20201227,中山,1,1,1 ,1.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,14.0,0.0,8,4
2020090608,20201227,阪神,2,1,1 ,-2.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,16.0,0.5,17,4
2021060101,20210105,中山,1,1,1 ,-4.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,14.0,3.0,9,4
2021070101,20210105,中京,2,1,1 ,-8.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,0.0,2,2,2,3,16.0,6.5,1,4
2021060102,20210109,中山,1,1,1 ,-9.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,0.0,10,4
2021070102,20210109,中京,2,1,1 ,-12.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,16.0,0.0,2,4
2021060103,20210110,中山,1,1,1 ,-9.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,0.0,11,4
2021070103,20210110,中京,2,1,1 ,-12.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,16.0,0.0,3,4
2021060104,20210111,中山,1,2,1 ,-9.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,0.0,12,4
2021070104,20210111,中京,2,2,1 ,-12.0,2,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,16.0,0.0,4,4
2021060105,20210116,中山,1,1,1 ,-7.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,14.0,1.0,13,4
2021070105,20210116,中京,2,2,1 ,-14.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,0.0,2,2,2,3,14.0,0.5,5,4
2021100101,20210116,小倉,3,1,1 ,-11.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,3.0,1,4
2021060106,20210117,中山,1,2,1 ,-7.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,14.0,1.0,14,4
2021070106,20210117,中京,2,2,1 ,-14.0,2,1,1,1.0,0.0,0.0,0.0,0.0,1 ,0.0,2,2,2,3,14.0,0.5,6,4
2021100102,20210117,小倉,3,2,1 ,-11.0,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,3.0,2,4
2021060107,20210123,中山,1,4,2 ,-2.0,3,2,1,1.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,14.0,0.0,15,4
2021070107,20210123,中京,2,4,2 ,-5.0,3,2,2,2.0,1.0,1.0,0.0,0.0,1 ,-9.0,2,2,2,3,14.0,0.0,7,4
2021100103,20210123,小倉,3,4,2 ,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-14.0,2,2,2,3,16.0,3.0,3,4
2021060108,20210124,中山,1,4,3 ,3.0,3,2,1,1.0,0.0,0.0,0.0,0.0,1 ,-15.0,2,2,2,3,14.0,0.0,16,4
2021070108,20210124,中京,2,4,3 ,0.0,3,2,2,2.0,1.0,1.0,0.0,0.0,1 ,-12.0,2,2,2,3,14.0,0.0,8,4
2021100104,20210124,小倉,3,4,3 ,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-18.0,2,2,2,3,16.0,3.0,4,4
2021050101,20210130,東京,1,1,2 ,-12.0,1,1,1,0.0,0.0,0.0,0.0,0.0,2 ,-12.0,2,2,2,3,14.0,9.0,1,4
2021070109,20210130,中京,2,1,1 ,-12.0,2,2,2,1.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,14.0,19.0,9,4
2021100105,20210130,小倉,3,1,1 ,-20.0,2,2,1,1.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,8.0,5,4
2021050102,20210131,東京,1,1,1 ,-15.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,14.0,9.0,2,4
2021070110,20210131,中京,2,2,1 ,-12.0,2,2,2,1.0,0.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,14.0,19.0,10,4
2021100106,20210131,小倉,3,1,1 ,-20.0,2,2,1,1.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,8.0,6,4
2021050103,20210206,東京,1,1,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,3.5,3,4
2021070111,20210206,中京,2,1,1 ,-6.0,3,2,2,2.0,1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,14.0,7.5,11,4
2021100107,20210206,小倉,3,1,1 ,-7.0,3,2,2,2.0,1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,30.0,7,4
2021050104,20210207,東京,1,1,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-5.0,2,2,2,3,14.0,3.5,4,4
2021070112,20210207,中京,2,1,1 ,-12.0,3,2,2,2.0,1.0,0.0,0.0,0.0,1 ,-6.0,2,2,2,3,14.0,7.5,12,4
2021100108,20210207,小倉,3,1,1 ,-7.0,3,2,2,2.0,1.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,30.0,8,4
2021050105,20210213,東京,1,1,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,14.0,0.0,5,4
2021090101,20210213,阪神,2,2,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,14.0,0.5,1,4
2021100201,20210213,小倉,3,2,1 ,-6.0,3,2,2,1.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,30.0,9,4
2021050106,20210214,東京,1,1,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,14.0,0.0,6,4
2021090102,20210214,阪神,2,1,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-4.0,2,2,2,3,14.0,0.5,2,4
2021100202,20210214,小倉,3,4,1 ,-6.0,3,2,2,1.0,0.0,0.0,0.0,0.0,1 ,-8.0,2,2,2,3,16.0,30.0,10,4
2021050107,20210220,東京,1,1,1 ,-23.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-7.0,2,2,2,3,14.0,50.5,7,4
2021090103,20210220,阪神,2,1,1 ,-20.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1 ,-2.0,2,2,2,3,14.0,20.5,3,4
