race_id,horse_id,corner_position_delta,jockey_trainer_combo_top3_exp
0718340503,16104484.0,-11.0,0.45714285714285713
0718411007,16104484.0,0.0,0.36
0721591113,16104484.0,-5.0,0.2
0722381009,16104484.0,-2.0,0.0
0819241104,16104484.0,-10.0,0.5
0920361107,16104484.0,-2.0,0.5514705882352942
0922191113,16104484.0,-6.0,0.41025641025641024
1018270204,16104484.0,-9.0,0.4090909090909091
1020261102,16104484.0,1.0,0.5485714285714286
1021361102,16104484.0,1.0,0.40350877192982454
0818560112,16104485.0,,0.25
0819150213,16104485.0,-8.0,0.22727272727272727
0819230315,16104485.0,-9.0,0.2916666666666667
0918450101,16104485.0,-3.0,0.3076923076923077
0918490103,16104485.0,-5.0,0.2857142857142857
0918550115,16104485.0,-10.0,0.2926829268292683
0919131104,16104485.0,-6.0,0.30952380952380953
1018270510,16104485.0,-7.0,0.2857142857142857
0120111102,16104486.0,,
0518580701,16104486.0,-14.0,0.5882352941176471
0519111006,16104486.0,-5.0,0.3384615384615385
0519541006,16104486.0,-9.0,0.36046511627906974
0520481002,16104486.0,-9.0,0.5333333333333333
0618460515,16104486.0,-10.0,0.6071428571428571
0619261112,16104486.0,-7.0,0.31645569620253167
0619481101,16104486.0,-2.0,0.3167701863354037
0619591015,16104486.0,-10.0,0.31901840490797545
0620411006,16104486.0,-11.0,0.75
0621160904,16104486.0,-13.0,0.36363636363636365
0621211106,16104486.0,-13.0,0.23333333333333334
0919261105,16104486.0,-12.0,0.32653061224489793
0920110905,16104486.0,-12.0,0.125
0419160108,16104487.0,,
0718330608,16104487.0,-10.0,0.0
0718370101,16104487.0,-4.0,0.5
0719340414,16104487.0,-9.0,0.3333333333333333
0919150203,16104487.0,-3.0,0.29411764705882354
0919210216,16104487.0,-3.0,0.34782608695652173
0919270209,16104487.0,-5.0,0.4444444444444444
1019250413,16104487.0,-6.0,0.4056603773584906
0319240312,16104489.0,,
0518460501,16104489.0,-1.0,0.1
0519120210,16104489.0,-15.0,
0719250214,16104490.0,,0.35714285714285715
0918520603,16104490.0,1.0,0.30952380952380953
0918560305,16104490.0,-15.0,0.2222222222222222
0118251107,16104491.0,,
0218120508,16104491.0,-3.0,
0218261111,16104491.0,-2.0,1.0
0319331115,16104491.0,-11.0,1.0
0320211115,16104491.0,6.0,
0321141009,16104491.0,-4.0,
0420460403,16104491.0,-1.0,
0421351106,16104491.0,0.0,0.08333333333333333
0421451008,16104491.0,-15.0,
0421531103,16104491.0,-13.0,0.07692307692307693
0518530901,16104491.0,-7.0,
0519180905,16104491.0,-6.0,0.35
0519280909,16104491.0,-4.0,0.0
0520110912,16104491.0,-4.0,0.46153846153846156
0520151013,16104491.0,-4.0,0.42857142857142855
0520550810,16104491.0,-4.0,0.3333333333333333
0521521003,16104491.0,-6.0,0.38461538461538464
0522121008,16104491.0,-4.0,0.0
0522181005,16104491.0,-2.0,0.0
0522251015,16104491.0,-4.0,0.0
0619341002,16104491.0,-12.0,0.0
0621120809,16104491.0,0.0,0.16666666666666666
0621431107,16104491.0,0.0,0.23809523809523808
0621581001,16104491.0,-9.0,0.0
0622151012,16104491.0,-7.0,0.0
0622240902,16104491.0,-1.0,0.0
0720141105,16104491.0,-3.0,0.25
0721611109,16104491.0,-8.0,0.0
0819571014,16104491.0,-9.0,0.4117647058823529
0820360913,16104491.0,-2.0,0.4
0820391011,16104491.0,-4.0,0.0
0918480902,16104491.0,-14.0,0.52
0918560712,16104491.0,-4.0,0.5384615384615384
1019231108,16104491.0,5.0,0.2857142857142857
1019291109,16104491.0,1.0,0.3103448275862069
1020241015,16104491.0,0.0,0.2916666666666667
1020271009,16104491.0,-1.0,0.28
0320241008,16104492.0,,0.0
0419221206,16104492.0,7.0,0.16666666666666666
0519290606,16104492.0,3.0,0.0
0619270409,16104492.0,1.0,0.22727272727272727
0619490801,16104492.0,4.0,0.6363636363636364
0620161005,16104492.0,0.0,0.8461538461538461
0620270905,16104492.0,1.0,0.2608695652173913
0621371201,16104492.0,2.0,0.25
0621561008,16104492.0,0.0,0.0
0921311016,16104492.0,-2.0,0.3333333333333333
0922451208,16104492.0,-1.0,0.5714285714285714
0922641003,16104492.0,0.0,0.5
0119111009,16104494.0,,0.46153846153846156
0119160611,16104494.0,-3.0,0.4666666666666667
0320150904,16104494.0,-5.0,0.0
0419330815,16104494.0,-11.0,0.35
0720310612,16104494.0,-4.0,0.34
0721250911,16104494.0,-13.0,0.41935483870967744
0818570516,16104494.0,-10.0,0.8333333333333334
0819151004,16104494.0,-2.0,0.525
0919210901,16104494.0,-10.0,0.4742268041237113
1021140902,16104494.0,-4.0,0.29411764705882354
0720221011,16104495.0,,0.7777777777777778
0720281011,16104495.0,0.0,0.75
0721161114,16104495.0,0.0,0.34375
0818571109,16104495.0,0.0,0.3333333333333333
0819161001,16104495.0,0.0,0.2857142857142857
0819440707,16104495.0,0.0,0.25
0819540710,16104495.0,1.0,0.5555555555555556
0820120911,16104495.0,2.0,0.5789473684210527
08203A1111,16104495.0,2.0,0.5
0918360509,16104495.0,2.0,0.2222222222222222
0919121001,16104495.0,-7.0,0.2727272727272727
0919230907,16104495.0,1.0,0.3333333333333333
0919531005,16104495.0,1.0,0.52
0920281001,16104495.0,3.0,0.5333333333333333
09211C1108,16104495.0,1.0,0.35374149659863946
1019210908,16104495.0,-2.0,0.26666666666666666
1019240904,16104495.0,3.0,0.3125
02211C1009,16104496.0,,0.43902439024390244
0521291211,16104496.0,-13.0,1.0
0521321206,16104496.0,-6.0,0.5
0521531201,16104496.0,-4.0,0.5
0522141008,16104496.0,-3.0,0.5714285714285714
0522221012,16104496.0,-6.0,0.421875
0523341006,16104496.0,-8.0,0.0
0719321212,16104496.0,-6.0,0.5433070866141733
0722110905,16104496.0,-10.0,0.5470588235294118
0722571008,16104496.0,-6.0,0.4583333333333333
0820410615,16104496.0,-9.0,0.4647887323943662
0919150202,16104496.0,-11.0,0.4523809523809524
0919340703,16104496.0,-10.0,0.42424242424242425
0920560707,16104496.0,-10.0,0.44623655913978494
0921170709,16104496.0,-6.0,0.5896328293736501
09211C0701,16104496.0,-3.0,0.4472361809045226
0921431204,16104496.0,-6.0,0.45714285714285713
0922471209,16104496.0,-7.0,0.452991452991453
0922561213,16104496.0,-9.0,0.459915611814346
09231C1016,16104496.0,-12.0,0.5714285714285714
0918570517,16104497.0,,0.3333333333333333
0919370611,16104497.0,-5.0,0.3246753246753247
1019220402,16104497.0,-18.0,0.21875
1019290412,16104497.0,-2.0,0.25
0918480506,16104498.0,,0.2
0918590101,16104498.0,-9.0,0.19444444444444445
0919220508,16104498.0,-3.0,0.1935483870967742
0421221201,16104499.0,,
0421341009,16104499.0,0.0,0.2857142857142857
0719370202,16104499.0,-5.0,0.5
0721161016,16104499.0,0.0,0.5
0721381216,16104499.0,-1.0,0.0
0819110513,16104499.0,-2.0,0.4230769230769231
08193B0411,16104499.0,-13.0,0.5714285714285714
0819460603,16104499.0,1.0,0.5333333333333333
0819540808,16104499.0,0.0,0.6111111111111112
0919370201,16104499.0,-2.0,0.5
0920221211,16104499.0,-1.0,0.4117647058823529
0920341013,16104499.0,0.0,0.14285714285714285
0921261209,16104499.0,-1.0,0.25
0921451008,16104499.0,0.0,0.14285714285714285
1019290613,16104499.0,0.0,0.4883720930232558
1020131106,16104499.0,4.0,0.375
10201B1009,16104499.0,0.0,0.4
0319221106,16104500.0,,0.6
0320231116,16104500.0,-1.0,
0322231111,16104500.0,-3.0,0.2857142857142857
0422141101,16104500.0,-3.0,0.1875
0519240706,16104500.0,-1.0,1.0
0519531004,16104500.0,-3.0,0.3333333333333333
05202A1006,16104500.0,-2.0,0.5
0520551105,16104500.0,-6.0,0.17857142857142858
0521531005,16104500.0,-8.0,0.38461538461538464
0618580411,16104500.0,-9.0,0.2
0619461214,16104500.0,-2.0,0.4523809523809524
0621351011,16104500.0,-2.0,0.5714285714285714
0621421014,16104500.0,-7.0,0.42857142857142855
0622211101,16104500.0,-12.0,0.4
0622321009,16104500.0,-5.0,0.14893617021276595
0622541009,16104500.0,-11.0,0.0
0623271004,16104500.0,1.0,0.21428571428571427
0721341004,16104500.0,3.0,0.2857142857142857
0721611103,16104500.0,-15.0,0.375
0919160704,16104500.0,-10.0,0.2903225806451613
0221181008,16104501.0,,0.27586206896551724
02211C1006,16104501.0,-4.0,
0322351005,16104501.0,-2.0,0.2
0420161215,16104501.0,-11.0,0.0
0621471204,16104501.0,-5.0,0.3287671232876712
0719420802,16104501.0,-16.0,0.6
0818510501,16104501.0,-2.0,0.5
0819160605,16104501.0,-2.0,0.4727272727272727
0819220309,16104501.0,-6.0,0.47305389221556887
0820191207,16104501.0,-2.0,0.5
0918510414,16104501.0,-10.0,0.6
0919590912,16104501.0,-9.0,0.36363636363636365
0922281205,16104501.0,-1.0,0.0
0819340303,16104502.0,,0.14285714285714285
0919220110,16104502.0,-1.0,0.15384615384615385
0919330205,16104502.0,-5.0,0.13333333333333333
0519130909,16104503.0,,0.2222222222222222
0718350506,16104503.0,-4.0,0.35714285714285715
0818420904,16104503.0,-3.0,0.2222222222222222
0818580901,16104503.0,-1.0,0.2
1018240103,16104503.0,-3.0,0.3333333333333333
10182C1103,16104503.0,-1.0,0.23529411764705882
1019181005,16104503.0,-5.0,0.20689655172413793
05192C1106,16104505.0,,
0519491110,16104505.0,0.0,
0618591105,16104505.0,-3.0,0.0
0619381112,16104505.0,-2.0,0.5
0619581110,16104505.0,-1.0,0.0
0720161106,16104505.0,6.0,0.6
0818480901,16104505.0,0.0,0.38461538461538464
0918340505,16104505.0,-4.0,0.5409836065573771
0919471103,16104505.0,-4.0,0.46153846153846156
0920381105,16104505.0,1.0,0.4666666666666667
0320180705,16104506.0,,0.5
0519160603,16104506.0,-7.0,
0719410710,16104506.0,-12.0,0.125
0720110806,16104506.0,-4.0,0.0
0818430306,16104506.0,-11.0,0.19047619047619047
0818490103,16104506.0,-15.0,0.18181818181818182
0919180507,16104506.0,-9.0,0.17582417582417584
0919260509,16104506.0,-10.0,0.17204301075268819
0919430712,16104506.0,-8.0,0.0
0920330710,16104506.0,-13.0,0.0
10192B1205,16104506.0,-16.0,0.08695652173913043
1020261202,16104506.0,-6.0,0.0
0318270505,16104507.0,,0.0
04192B1107,16104507.0,5.0,0.42857142857142855
0518430212,16104507.0,-10.0,0.45161290322580644
0518580703,16104507.0,-3.0,0.5
0519341006,16104507.0,-5.0,0.5294117647058824
0519491008,16104507.0,-10.0,0.5283018867924528
0519581012,16104507.0,-9.0,0.3333333333333333
0520131101,16104507.0,-11.0,0.5357142857142857
0520271009,16104507.0,-13.0,0.2857142857142857
0521260904,16104507.0,-2.0,0.4857142857142857
0521381015,16104507.0,-15.0,0.4657534246575342
0522151010,16104507.0,-7.0,0.4675324675324675
0522211010,16104507.0,-12.0,0.25806451612903225
0720141102,16104507.0,-17.0,0.3305084745762712
0819121105,16104507.0,-5.0,0.36363636363636365
0919211109,16104507.0,-7.0,0.3967391304347826
09211B1003,16104507.0,-4.0,0.14285714285714285
0719130502,16104508.0,,0.2857142857142857
1019210404,16104508.0,-7.0,0.2727272727272727
10192B0410,16104508.0,-1.0,0.2608695652173913
0119220704,16104509.0,,
0418270503,16104509.0,0.0,0.0
0720160703,16104509.0,3.0,0.2222222222222222
0819110805,16104509.0,0.0,0.3793103448275862
0819210905,16104509.0,-1.0,0.5256410256410257
0819330602,16104509.0,0.0,0.3870967741935484
0918460306,16104509.0,-3.0,0.36363636363636365
0919230908,16104509.0,2.0,0.3883495145631068
10201B0907,16104509.0,0.0,0.358974358974359
0119230615,16104511.0,,
0119260411,16104511.0,3.0,0.4
0120270714,16104511.0,5.0,0.6304347826086957
0220111004,16104511.0,2.0,0.0
02211B1009,16104511.0,1.0,0.6477272727272727
0320130807,16104511.0,0.0,0.2
0419240408,16104511.0,-1.0,0.5454545454545454
0419340705,16104511.0,0.0,0.2727272727272727
0520480602,16104511.0,-4.0,0.5963302752293578
0520590507,16104511.0,-7.0,0.5991189427312775
0521151209,16104511.0,-3.0,0.6
0620490707,16104511.0,-11.0,0.6090651558073654
0620580915,16104511.0,2.0,0.6049723756906077
0719411215,16104511.0,2.0,
0220141104,16104512.0,,0.3333333333333333
0418290501,16104512.0,-15.0,0.5
0419221003,16104512.0,-3.0,
0518420206,16104512.0,-3.0,0.16666666666666666
0519130902,16104512.0,-3.0,0.6456692913385826
0519260505,16104512.0,-10.0,0.6180555555555556
0519551004,16104512.0,-8.0,0.6134969325153374
0520131103,16104512.0,-4.0,0.6184971098265896
0520241007,16104512.0,-7.0,0.3076923076923077
0521381107,16104512.0,-6.0,0.35294117647058826
0620421106,16104512.0,-10.0,0.4
0620551115,16104512.0,-9.0,0.37037037037037035
0621251110,16104512.0,-5.0,0.36
0718411005,16104512.0,0.0,0.36363636363636365
0919441112,16104512.0,-3.0,0.5707434052757794
0920110912,16104512.0,-2.0,0.4117647058823529
0118150201,16104513.0,,0.0
0218220503,16104513.0,-1.0,0.25
0218250111,16104513.0,0.0,0.2
0220160806,16104513.0,2.0,0.0
0220250809,16104513.0,7.0,0.0
0319111008,16104513.0,1.0,1.0
0320110811,16104513.0,1.0,0.0
0518520903,16104513.0,1.0,0.25
0819480607,16104513.0,-4.0,0.46511627906976744
0819570712,16104513.0,0.0,0.18181818181818182
1019111004,16104513.0,0.0,0.3333333333333333
10201A0612,16104513.0,-1.0,0.16666666666666666
0320151101,16104514.0,,
0420451102,16104514.0,5.0,
0619110609,16104514.0,-5.0,0.47058823529411764
0619551108,16104514.0,-1.0,0.4375
0620251109,16104514.0,-2.0,0.5
0719361206,16104514.0,2.0,0.46153846153846156
0818470505,16104514.0,-1.0,0.2727272727272727
0819441117,16104514.0,-1.0,0.5
0819541008,16104514.0,2.0,0.5283018867924528
0918530404,16104514.0,-2.0,0.42857142857142855
0919350701,16104514.0,-8.0,0.5
0920541117,16104514.0,-8.0,0.4230769230769231
0120141005,16104515.0,,0.3333333333333333
0219260201,16104515.0,-1.0,0.5833333333333334
0220140704,16104515.0,0.0,0.2727272727272727
0418230103,16104515.0,0.0,0.6666666666666666
0518360513,16104515.0,-5.0,0.6888888888888889
0520550903,16104515.0,-2.0,0.39285714285714285
0521161211,16104515.0,-3.0,0.08333333333333333
0521311213,16104515.0,-1.0,0.15384615384615385
0521431205,16104515.0,-1.0,0.2
0522161216,16104515.0,-1.0,0.17647058823529413
0618450203,16104515.0,-6.0,0.6557377049180327
0618570416,16104515.0,-6.0,0.7058823529411765
0621370805,16104515.0,-4.0,0.13793103448275862
0119130206,16104516.0,,0.0
0219110206,16104516.0,4.0,0.0
0219150305,16104516.0,2.0,0.0
0219230305,16104516.0,1.0,0.1111111111111111
0818490412,16104516.0,6.0,0.16666666666666666
0818560412,16104516.0,3.0,0.4
0819230306,16104516.0,-5.0,0.15
0819280110,16104516.0,-10.0,0.13636363636363635
0919180104,16104516.0,-11.0,0.10714285714285714
0919260104,16104516.0,-5.0,0.25
0318270502,16104517.0,,
0319340503,16104517.0,5.0,
0320240111,16104517.0,7.0,0.6666666666666666
0320360412,16104517.0,2.0,0.5
0419240713,16104517.0,0.0,0.36666666666666664
0420360112,16104517.0,5.0,0.13043478260869565
0420430411,16104517.0,3.0,0.125
0421240510,16104517.0,2.0,0.6
0421460105,16104517.0,3.0,0.5
0421550405,16104517.0,2.0,0.5714285714285714
0422110114,16104517.0,4.0,0.625
0423110102,16104517.0,4.0,
0518430101,16104517.0,-1.0,0.39344262295081966
0519110501,16104517.0,-1.0,0.2727272727272727
0519280206,16104517.0,0.0,0.0
0519330202,16104517.0,0.0,0.0
0618450301,16104517.0,2.0,0.5909090909090909
0618540305,16104517.0,6.0,0.3496932515337423
0719440401,16104517.0,-1.0,0.6
0720340407,16104517.0,0.0,
0721440105,16104517.0,1.0,1.0
0722530801,16104517.0,-2.0,0.5833333333333334
0921650408,16104517.0,0.0,0.5
0922650402,16104517.0,2.0,0.47058823529411764
1023250810,16104517.0,1.0,0.0
0818440504,16104518.0,,0.0
0918590205,16104518.0,-14.0,0.0
0919230209,16104518.0,-5.0,0.33
0118120505,16104519.0,,
0118250209,16104519.0,3.0,0.42857142857142855
0320260915,16104519.0,10.0,
0324311007,16104519.0,-7.0,0.0
0419150511,16104519.0,3.0,0.2222222222222222
0421241214,16104519.0,2.0,0.3333333333333333
0421420915,16104519.0,4.0,
0424341001,16104519.0,5.0,0.5
0521170810,16104519.0,0.0,0.2857142857142857
0521340907,16104519.0,0.0,0.3333333333333333
0621140910,16104519.0,1.0,0.23333333333333334
0719441208,16104519.0,4.0,0.0
0720330401,16104519.0,0.0,0.25
0721510909,16104519.0,0.0,0.0
0721561208,16104519.0,1.0,0.0
0722580809,16104519.0,0.0,0.18181818181818182
0723160905,16104519.0,0.0,0.047619047619047616
0818470202,16104519.0,1.0,0.5428571428571428
0818510205,16104519.0,-2.0,0.3064516129032258
0818570209,16104519.0,6.0,0.2923076923076923
0819570703,16104519.0,-3.0,0.525
0820360701,16104519.0,8.0,0.6043956043956044
0823180905,16104519.0,0.0,0.3333333333333333
0823261012,16104519.0,1.0,0.0
0823340701,16104519.0,-1.0,0.0
0824120910,16104519.0,0.0,0.0
0824510801,16104519.0,0.0,0.0
0919220608,16104519.0,-1.0,0.46153846153846156
0920170802,16104519.0,4.0,0.23333333333333334
0920240605,16104519.0,-1.0,0.23809523809523808
0920280803,16104519.0,2.0,0.5766423357664233
0920670908,16104519.0,1.0,
0921620802,16104519.0,-1.0,0.12
0921650914,16104519.0,2.0,0.15384615384615385
0922460910,16104519.0,2.0,0.3132530120481928
0922680906,16104519.0,-3.0,0.07272727272727272
09231B0907,16104519.0,2.0,0.07142857142857142
0923250903,16104519.0,3.0,0.10526315789473684
0923340901,16104519.0,1.0,0.14285714285714285
0923440911,16104519.0,2.0,0.07017543859649122
0923540807,16104519.0,1.0,0.07142857142857142
0924170909,16104519.0,0.0,0.125
0924250906,16104519.0,0.0,0.17647058823529413
1019140311,16104519.0,-1.0,0.3333333333333333
1019180511,16104519.0,3.0,0.3333333333333333
1019210907,16104519.0,5.0,0.09523809523809523
10192C1206,16104519.0,1.0,0.08
1020211010,16104519.0,6.0,0.19480519480519481
1024331006,16104519.0,1.0,0.14285714285714285
0120270804,16104520.0,,
0419110504,16104520.0,2.0,0.3333333333333333
0419211205,16104520.0,-3.0,0.38461538461538464
0518560201,16104520.0,-4.0,0.4
0519140513,16104520.0,-11.0,0.0
0519180411,16104520.0,-14.0,0.3055555555555556
0519410705,16104520.0,-4.0,0.35714285714285715
0519510806,16104520.0,-10.0,0.6666666666666666
0520170903,16104520.0,-5.0,
0520291205,16104520.0,-9.0,1.0
0520311207,16104520.0,-5.0,1.0
0520540808,16104520.0,-12.0,0.5
0618430504,16104520.0,-12.0,0.22
0620551214,16104520.0,-6.0,0.0
0119130310,16104521.0,,
0119260509,16104521.0,-14.0,
0818560608,16104521.0,5.0,0.44
0121140902,16104523.0,,
0122120809,16104523.0,-1.0,0.0
0122280707,16104523.0,-2.0,
02211A0706,16104523.0,-2.0,0.23076923076923078
0222120909,16104523.0,-1.0,0.16666666666666666
0319120507,16104523.0,1.0,0.5
0319260609,16104523.0,3.0,0.625
0319350901,16104523.0,10.0,0.6
0320111214,16104523.0,-1.0,0.5
0320160904,16104523.0,-1.0,0.5
0320250903,16104523.0,-3.0,0.4
0322151205,16104523.0,1.0,0.4375
0322360714,16104523.0,0.0,0.4117647058823529
0419120511,16104523.0,-4.0,0.42857142857142855
0419170616,16104523.0,-7.0,0.43478260869565216
0419340710,16104523.0,-6.0,0.4230769230769231
0420440606,16104523.0,-6.0,0.43333333333333335
0421170807,16104523.0,-9.0,0.41935483870967744
0518460411,16104523.0,-11.0,0.30434782608695654
0518560208,16104523.0,-12.0,0.34210526315789475
0520310901,16104523.0,-11.0,0.3333333333333333
0521420708,16104523.0,-3.0,0.0
0521510706,16104523.0,-11.0,0.07692307692307693
0522420804,16104523.0,-11.0,0.3404255319148936
0619411103,16104523.0,-10.0,0.3137254901960784
0620450711,16104523.0,2.0,0.27586206896551724
0621340711,16104523.0,-1.0,0.2909090909090909
0621440709,16104523.0,-4.0,0.2982456140350877
0621590706,16104523.0,-2.0,0.0
0721660904,16104523.0,2.0,0.2857142857142857
0722160709,16104523.0,0.0,0.0
1022150906,16104523.0,-5.0,0.11904761904761904
0119220313,16104524.0,,
0119230611,16104524.0,-1.0,0.0
0120120909,16104524.0,1.0,
0220211210,16104524.0,6.0,0.6153846153846154
0319210414,16104524.0,1.0,1.0
0319250413,16104524.0,4.0,1.0
0319320710,16104524.0,9.0,1.0
0319350705,16104524.0,1.0,0.0
0518490502,16104524.0,2.0,0.5
0518570302,16104524.0,-10.0,
0519260302,16104524.0,-7.0,0.43119266055045874
0519310617,16104524.0,-5.0,0.625
05202B1006,16104524.0,-5.0,0.4263565891472868
0520450807,16104524.0,-10.0,0.5
0520561203,16104524.0,-14.0,0.56
0619170512,16104524.0,-4.0,0.647887323943662
0620281209,16104524.0,2.0,0.376271186440678
0620360812,16104524.0,-11.0,0.37919463087248323
0620470911,16104524.0,-12.0,0.38205980066445183
0621211007,16104524.0,-3.0,0.15217391304347827
0621380803,16104524.0,1.0,0.2222222222222222
0719420712,16104524.0,-6.0,0.5625
0319140306,16104525.0,,
0319210202,16104525.0,1.0,0.0
0418330505,16104525.0,-1.0,0.48
0419140109,16104525.0,-5.0,0.5
0419230208,16104525.0,0.0,0.0
0420371202,16104525.0,0.0,0.21428571428571427
0420430801,16104525.0,-7.0,0.125
0519150115,16104525.0,-13.0,0.2545454545454545
0520371211,16104525.0,-3.0,0.0
0618480513,16104525.0,-8.0,0.3333333333333333
0619150504,16104525.0,-9.0,0.3567251461988304
0620470702,16104525.0,-3.0,0.1
0621171205,16104525.0,-3.0,0.0
0720360818,16104525.0,-3.0,0.08695652173913043
0721230913,16104525.0,2.0,0.2
0721250801,16104525.0,-18.0,0.3076923076923077
0418340514,16104526.0,,0.0
0419330809,16104526.0,-13.0,0.3333333333333333
0420211009,16104526.0,-11.0,0.6
0421351003,16104526.0,-11.0,0.0
0519170604,16104526.0,-14.0,0.25
0519530807,16104526.0,-4.0,0.5
0520280710,16104526.0,-6.0,0.6
0521131001,16104526.0,-6.0,0.2727272727272727
0521171215,16104526.0,-4.0,0.25
0521291001,16104526.0,-4.0,0.21052631578947367
0521411201,16104526.0,-3.0,0.0
0719440913,16104526.0,-11.0,0.4050632911392405
0720111209,16104526.0,-9.0,0.0
0918541117,16104526.0,-10.0,0.16
0319130410,16104527.0,,
0918450510,16104527.0,1.0,0.0
0918520306,16104527.0,-7.0,0.0
0918570308,16104527.0,-7.0,0.0
1019130302,16104527.0,-15.0,0.2727272727272727
0518440505,16104528.0,,0.3333333333333333
0818480302,16104528.0,-6.0,0.1388888888888889
0919330415,16104528.0,-14.0,0.0
1019110207,16104528.0,-11.0,0.3611111111111111
1019180109,16104528.0,-1.0,0.07407407407407407
0518551107,16104529.0,,0.5454545454545454
05192C1113,16104529.0,-7.0,0.5348837209302325
0521341103,16104529.0,-1.0,0.0
0521421109,16104529.0,-8.0,0.0
0521571114,16104529.0,-9.0,0.3333333333333333
0522141112,16104529.0,-12.0,0.2
0619381107,16104529.0,-3.0,0.5436893203883495
0619581114,16104529.0,1.0,0.5480769230769231
0720331109,16104529.0,-1.0,0.5357142857142857
0721161109,16104529.0,0.0,0.5238095238095238
0722111113,16104529.0,-1.0,0.0
0819161007,16104529.0,-9.0,0.5756457564575646
0819471113,16104529.0,2.0,0.573943661971831
0918430903,16104529.0,0.0,0.16666666666666666
0919171108,16104529.0,-2.0,0.5921375921375921
0919471105,16104529.0,0.0,0.5957446808510638
1018240515,16104529.0,1.0,0.3
10201C1106,16104529.0,2.0,0.5925925925925926
1021421108,16104529.0,0.0,0.36363636363636365
1022241102,16104529.0,0.0,
0518560407,16104530.0,,0.0
0519170310,16104530.0,-14.0,0.0
0519270215,16104530.0,-8.0,0.25
0618410511,16104530.0,-2.0,0.6
0618530310,16104530.0,-1.0,
0719240502,16104530.0,-4.0,0.1935483870967742
0218130601,16104531.0,,0.0
0318310104,16104531.0,-7.0,
0419140113,16104531.0,4.0,0.0
0818470102,16104531.0,-5.0,0.25
0819280104,16104531.0,-9.0,0.13333333333333333
0919120508,16104531.0,-9.0,0.25
1018210107,16104531.0,-2.0,0.16326530612244897
1018290112,16104531.0,-4.0,0.17307692307692307
0518320514,16104532.0,,0.6272727272727273
0518411104,16104532.0,-2.0,0.6283185840707964
0519261107,16104532.0,-2.0,0.6164383561643836
0520321111,16104532.0,-6.0,0.2857142857142857
0521281106,16104532.0,-7.0,0.5954198473282443
0521321105,16104532.0,-10.0,0.5947955390334573
0521481109,16104532.0,-11.0,0.6048951048951049
0620491110,16104532.0,-2.0,0.6067415730337079
0720181108,16104532.0,-15.0,0.46153846153846156
0918561102,16104532.0,-12.0,0.573170731707317
0919261108,16104532.0,-2.0,0.5714285714285714
0919571105,16104532.0,-1.0,0.569377990430622
0920561104,16104532.0,-8.0,0.5676959619952494
0921241112,16104532.0,-5.0,0.5697399527186762
0921561112,16104532.0,3.0,0.5670588235294117
0119160601,16104533.0,,0.0
0119230902,16104533.0,-10.0,0.0
0719460804,16104533.0,0.0,0.25
0818540416,16104533.0,0.0,0.45454545454545453
0819231003,16104533.0,-10.0,0.38235294117647056
0919260908,16104533.0,-6.0,0.5142857142857142
0920310610,16104533.0,1.0,0.25
1020181207,16104533.0,-7.0,0.30824372759856633
10201C0710,16104533.0,0.0,0.22448979591836735
0319110205,16104534.0,,
0518570611,16104534.0,-10.0,0.27586206896551724
0218260503,16104535.0,,
0519250309,16104535.0,1.0,0.5348837209302325
0519320715,16104535.0,-1.0,0.5454545454545454
0419150610,16104536.0,,0.23870967741935484
0419210308,16104536.0,1.0,0.0
0519320401,16104536.0,-6.0,0.26627218934911245
0619210608,16104536.0,-1.0,
0419341005,16104537.0,,0.25
0421411113,16104537.0,-1.0,0.0
0518550604,16104537.0,-11.0,
0520141204,16104537.0,-4.0,
0520361003,16104537.0,-1.0,0.16666666666666666
0521151013,16104537.0,-4.0,0.24
0718320610,16104537.0,-1.0,0.5
0718370907,16104537.0,-2.0,0.5
0718451013,16104537.0,-6.0,0.0
0719111012,16104537.0,-7.0,0.25
0719211003,16104537.0,-4.0,0.15384615384615385
0719440903,16104537.0,-1.0,0.0
0719451208,16104537.0,-1.0,0.2222222222222222
0720341111,16104537.0,-2.0,0.3333333333333333
0721521002,16104537.0,-2.0,0.28205128205128205
0721611110,16104537.0,-8.0,0.3
0820351003,16104537.0,-1.0,0.2857142857142857
0820411010,16104537.0,-2.0,0.5294117647058824
0918460905,16104537.0,-2.0,0.5217391304347826
0919210609,16104537.0,-5.0,0.5094339622641509
0119230803,16104538.0,,0.0
0219130903,16104538.0,-9.0,1.0
0219220711,16104538.0,-14.0,
0318270615,16104538.0,-15.0,0.5
0618480906,16104538.0,-1.0,0.10526315789473684
0918540606,16104538.0,-3.0,0.25
0219120202,16104539.0,,0.3333333333333333
0719250404,16104539.0,-1.0,0.35294117647058826
0919270508,16104539.0,-4.0,0.6571428571428571
0219240306,16104540.0,,
0219260302,16104540.0,-2.0,0.0
0518440106,16104540.0,-2.0,0.5454545454545454
0519230509,16104540.0,-4.0,0.16666666666666666
0618420513,16104540.0,-2.0,0.47058823529411764
0619240512,16104540.0,-5.0,0.2
0319280415,16104541.0,,0.0
0419120104,16104541.0,1.0,0.0
0419250601,16104541.0,2.0,0.2
0619170603,16104541.0,-15.0,0.22580645161290322
0220111007,16104542.0,,0.4444444444444444
0220160808,16104542.0,1.0,0.5
0220250806,16104542.0,-6.0,0.45454545454545453
0319330809,16104542.0,1.0,0.2
0420411004,16104542.0,4.0,0.16666666666666666
