race_id,horse_id,corner_position_delta,jockey_trainer_combo_top3_exp
0522150815,18103029.0,-9.0,0.3333333333333333
0522380805,18103029.0,0.0,0.2962962962962963
0522421003,18103029.0,0.0,0.3333333333333333
0620560207,18103029.0,-1.0,0.27450980392156865
0621270210,18103029.0,-5.0,0.22818791946308725
0622140712,18103029.0,1.0,0.3236994219653179
0622450914,18103029.0,-1.0,0.327683615819209
0121140403,18103030.0,,
0320330204,18103030.0,-2.0,0.0
0420240508,18103030.0,-2.0,
0421130609,18103030.0,-17.0,0.125
0421220505,18103030.0,3.0,0.2222222222222222
0421260610,18103030.0,-1.0,0.18181818181818182
0421330202,18103030.0,0.0,0.12727272727272726
0520440307,18103030.0,-16.0,0.0
0321120310,18103031.0,,0.375
0321150701,18103031.0,-2.0,0.3333333333333333
0321240909,18103031.0,-1.0,0.1875
0421550311,18103031.0,-2.0,0.14705882352941177
0521140107,18103031.0,-2.0,0.0
0521230213,18103031.0,-5.0,0.3333333333333333
0522150407,18103031.0,-4.0,0.1076923076923077
0620510605,18103031.0,-4.0,0.25
0620560107,18103031.0,-6.0,0.16666666666666666
0621240108,18103031.0,-2.0,0.14285714285714285
0621330213,18103031.0,-3.0,0.125
0621510705,18103031.0,-3.0,0.14
0622360811,18103031.0,-3.0,0.14864864864864866
0722231212,18103031.0,-3.0,0.14285714285714285
0120220104,18103033.0,,
0120250212,18103033.0,-8.0,0.0
0220160504,18103033.0,-6.0,0.16666666666666666
0320340213,18103033.0,-10.0,0.5
0520580107,18103033.0,-14.0,0.08333333333333333
0521160104,18103033.0,-1.0,0.07142857142857142
0322340306,18103035.0,,
0323120903,18103035.0,0.0,1.0
0420210607,18103035.0,2.0,0.0
0423140915,18103035.0,-4.0,
0423211010,18103035.0,3.0,0.0
0423330901,18103035.0,0.0,
0423381013,18103035.0,0.0,0.0
0523310904,18103035.0,-1.0,0.125
0720240210,18103035.0,-8.0,0.3333333333333333
0721550706,18103035.0,-2.0,0.4
0722311210,18103035.0,1.0,0.42857142857142855
0722610909,18103035.0,-2.0,0.08333333333333333
0820420115,18103035.0,9.0,0.11764705882352941
0921120113,18103035.0,-4.0,1.0
0921260106,18103035.0,-5.0,0.14285714285714285
09212C0210,18103035.0,-3.0,0.0
0921330314,18103035.0,-5.0,0.0
1020250102,18103035.0,-10.0,0.125
1021430212,18103035.0,-3.0,0.16666666666666666
1023111004,18103035.0,5.0,0.08333333333333333
1023151014,18103035.0,-1.0,0.08333333333333333
0321130415,18103036.0,,0.0
0421350308,18103036.0,9.0,0.5
0521120514,18103036.0,3.0,0.2692307692307692
0521170614,18103036.0,-6.0,0.3611111111111111
0521310412,18103036.0,-5.0,0.34146341463414637
0521360616,18103036.0,-9.0,0.35714285714285715
0621120506,18103036.0,-5.0,0.045454545454545456
0621270515,18103036.0,-8.0,0.18556701030927836
0621360512,18103036.0,-5.0,0.043478260869565216
0420320509,18103037.0,,
0421150602,18103037.0,-2.0,1.0
0720360106,18103037.0,-13.0,0.1
0721240216,18103037.0,-2.0,0.09090909090909091
0820430207,18103037.0,-6.0,0.18055555555555555
1021120106,18103037.0,-8.0,0.08333333333333333
0121210209,18103039.0,,0.0
0121250813,18103039.0,1.0,0.0
0121270601,18103039.0,-1.0,0.0
0320210510,18103039.0,-8.0,0.25
0321130305,18103039.0,-7.0,0.0
0321240313,18103039.0,1.0,
0420220105,18103039.0,-5.0,0.2857142857142857
0420340107,18103039.0,-5.0,0.375
0420420109,18103039.0,-8.0,0.0
0421230307,18103039.0,-12.0,0.16666666666666666
0421510212,18103039.0,1.0,0.25
0521210414,18103039.0,0.0,0.12
0521340613,18103039.0,-11.0,0.0
0620430402,18103039.0,-18.0,0.0
0721620708,18103039.0,-5.0,0.3333333333333333
0421130302,18103040.0,,0.0
0421240601,18103040.0,3.0,0.14285714285714285
0421441208,18103040.0,1.0,0.1875
0521180216,18103040.0,2.0,0.09523809523809523
0621180602,18103040.0,4.0,0.09090909090909091
0622240713,18103040.0,0.0,0.07692307692307693
0722260614,18103040.0,1.0,0.1875
0421230206,18103042.0,,0.75
0621340210,18103042.0,2.0,0.5
0721140304,18103042.0,-1.0,
0721230405,18103042.0,-2.0,0.125
0820480412,18103042.0,-10.0,0.0
0920670206,18103042.0,-14.0,0.0
0320320205,18103044.0,,0.2
0420370504,18103044.0,-15.0,0.0
0620430301,18103044.0,-11.0,0.09090909090909091
1021170218,18103044.0,-15.0,0.06097560975609756
0421340405,18103045.0,,0.18181818181818182
0521320211,18103045.0,0.0,0.23529411764705882
0620490302,18103045.0,-14.0,0.10344827586206896
0621110104,18103045.0,-14.0,0.1016949152542373
0621310316,18103045.0,-16.0,0.125
0121230704,18103046.0,,0.0
0521170213,18103046.0,-1.0,0.0975609756097561
0521230508,18103046.0,-3.0,0.3
0621320116,18103046.0,-8.0,0.20833333333333334
0320320113,18103047.0,,0.0
0421360207,18103047.0,4.0,0.1
0720230110,18103047.0,3.0,0.3125
0720260104,18103047.0,-10.0,0.47368421052631576
0721410101,18103047.0,-9.0,0.1
0820430107,18103047.0,-12.0,0.08333333333333333
0921270102,18103047.0,2.0,0.09090909090909091
0921320215,18103047.0,0.0,0.11864406779661017
1020260506,18103047.0,-14.0,0.13043478260869565
0321240611,18103048.0,,0.16
0420330510,18103048.0,-4.0,0.1111111111111111
0422350805,18103048.0,1.0,0.18181818181818182
0520460108,18103048.0,2.0,0.4603174603174603
0522120410,18103048.0,-2.0,0.08695652173913043
05222A0606,18103048.0,-2.0,0.10638297872340426
0522310809,18103048.0,-10.0,0.2926829268292683
0620540705,18103048.0,-10.0,0.2
0621470807,18103048.0,-6.0,0.208
0621490416,18103048.0,-3.0,0.20634920634920634
0722210706,18103048.0,-5.0,0.2
0722240809,18103048.0,-15.0,0.16666666666666666
0421340708,18103049.0,,0.0
0721320207,18103049.0,-2.0,0.0
0721410303,18103049.0,-2.0,0.0
0921280318,18103049.0,-4.0,0.0625
1021320312,18103049.0,-3.0,0.06818181818181818
1021360307,18103049.0,-3.0,0.07692307692307693
0121220413,18103050.0,,0.0
0221150612,18103050.0,-3.0,0.25
0322121203,18103050.0,2.0,0.0
0420460104,18103050.0,-14.0,1.0
0521220608,18103050.0,-2.0,
0720270416,18103050.0,-3.0,0.6
0721220413,18103050.0,-12.0,
0721360402,18103050.0,-4.0,0.0
0920660105,18103050.0,-7.0,0.410958904109589
1021120102,18103050.0,-6.0,0.34328358208955223
1022240704,18103050.0,0.0,0.11764705882352941
0321130314,18103051.0,,0.3333333333333333
0421480413,18103051.0,6.0,0.5416666666666666
0520480502,18103051.0,-1.0,0.0
0521220510,18103051.0,-9.0,0.1724137931034483
05212A0404,18103051.0,1.0,0.1935483870967742
0521330614,18103051.0,-4.0,0.4230769230769231
0621350405,18103051.0,8.0,0.4013605442176871
0621490701,18103051.0,-2.0,0.0
0721150105,18103051.0,0.0,0.14285714285714285
0721320215,18103052.0,,0.1
0820430403,18103052.0,-6.0,0.3181818181818182
0920560304,18103052.0,-10.0,0.2916666666666667
0921120102,18103052.0,-1.0,0.16666666666666666
0921170214,18103052.0,-16.0,0.0
0921260107,18103052.0,-10.0,0.08333333333333333
1021130308,18103052.0,-8.0,0.26666666666666666
0920510606,18103054.0,,0.1111111111111111
0920570108,18103054.0,4.0,0.10714285714285714
0920610204,18103054.0,3.0,0.08
0220220502,18103055.0,,0.625
0221151013,18103055.0,-4.0,0.3333333333333333
0421110210,18103055.0,-1.0,0.28
0421170606,18103055.0,0.0,0.0
05212A0213,18103055.0,0.0,0.4722222222222222
0521450612,18103055.0,-3.0,0.48
0521540406,18103055.0,-4.0,0.234375
0522130804,18103055.0,-2.0,0.23076923076923078
0522271211,18103055.0,-7.0,0.5
0620520204,18103055.0,-6.0,0.35714285714285715
0721210410,18103055.0,0.0,0.0
0721640507,18103055.0,0.0,0.6
0722210812,18103055.0,-6.0,0.5
0722250703,18103055.0,1.0,0.625
0421260601,18103056.0,,0.3
0921240207,18103056.0,-2.0,0.25
0221190610,18103057.0,,0.23076923076923078
0321130702,18103057.0,0.0,0.0
0322241209,18103057.0,0.0,1.0
0322280915,18103057.0,-1.0,1.0
0620520504,18103057.0,-2.0,0.0425531914893617
0621350604,18103057.0,4.0,0.041666666666666664
0622240410,18103057.0,2.0,0.0
0622331213,18103057.0,-1.0,0.25
0623371208,18103057.0,-1.0,0.14705882352941177
0623421201,18103057.0,-4.0,0.058823529411764705
0623521207,18103057.0,-7.0,0.05454545454545454
0923311214,18103057.0,-8.0,0.0
0322121003,18103058.0,,0.3333333333333333
0620580406,18103058.0,-2.0,0.375
0621421208,18103058.0,-1.0,0.2
0721150408,18103058.0,-2.0,0.21739130434782608
0921551216,18103058.0,-2.0,0.08333333333333333
1021241014,18103058.0,-2.0,0.18181818181818182
1021331214,18103058.0,-4.0,0.4911504424778761
1021351208,18103058.0,-3.0,0.49344978165938863
1021460805,18103058.0,-6.0,0.291970802919708
1022151002,18103058.0,-1.0,0.2924187725631769
0121110408,18103059.0,,
0121240412,18103059.0,1.0,0.0
0121270308,18103059.0,0.0,
0221120408,18103059.0,-2.0,0.0
0221180412,18103059.0,3.0,0.0
0721240501,18103059.0,0.0,0.25
0921170413,18103059.0,-1.0,0.1111111111111111
0121120305,18103060.0,,0.3333333333333333
0220210501,18103060.0,-4.0,0.32
0422220806,18103060.0,-7.0,0.0
0621590803,18103060.0,-9.0,0.3939393939393939
0623220813,18103060.0,-14.0,0.15476190476190477
07211B0512,18103060.0,-15.0,0.2692307692307692
0722650216,18103060.0,-8.0,0.1568627450980392
07211C0601,18103062.0,,0.25
0921210503,18103062.0,-2.0,0.2
09212A0514,18103062.0,-16.0,0.29411764705882354
1021420610,18103062.0,-2.0,0.10638297872340426
1021430410,18103062.0,-10.0,0.05263157894736842
0123110706,18103063.0,,
0223140815,18103063.0,-6.0,0.07142857142857142
0223210908,18103063.0,-6.0,0.1875
0321211205,18103063.0,-8.0,0.3333333333333333
0322311001,18103063.0,-10.0,0.5
0323320501,18103063.0,-13.0,
0324210108,18103063.0,-1.0,0.0
0324340802,18103063.0,-3.0,0.0
0421220213,18103063.0,-2.0,0.0
0422111202,18103063.0,-1.0,0.375
0422161207,18103063.0,-14.0,0.3333333333333333
0423131208,18103063.0,-7.0,0.36
0423410106,18103063.0,-8.0,1.0
0424411216,18103063.0,0.0,0.25
0521370313,18103063.0,-13.0,0.42105263157894735
0721130507,18103063.0,-2.0,0.16666666666666666
0721420408,18103063.0,-1.0,0.375
0721551203,18103063.0,-4.0,0.2682926829268293
0724450209,18103063.0,-5.0,0.15789473684210525
0920680605,18103063.0,-1.0,0.18571428571428572
0922320813,18103063.0,-2.0,0.13043478260869565
1021180615,18103063.0,-4.0,0.1111111111111111
1021450413,18103063.0,-8.0,0.17667844522968199
1022111217,18103063.0,-1.0,0.17894736842105263
1022211211,18103063.0,-3.0,0.17307692307692307
1022461206,18103063.0,-8.0,0.17465753424657535
1022480713,18103063.0,-2.0,0.17747440273037543
1023111218,18103063.0,-2.0,0.26
1023181213,18103063.0,-14.0,0.18085106382978725
1023380703,18103063.0,0.0,0.17666666666666667
1024170404,18103063.0,-2.0,0.13924050632911392
1024270408,18103063.0,0.0,0.13414634146341464
0121240402,18103066.0,,
0121260408,18103066.0,3.0,1.0
0121270301,18103066.0,5.0,
0221190205,18103066.0,2.0,0.3333333333333333
0321210703,18103066.0,2.0,0.2727272727272727
0421180106,18103066.0,1.0,0.0
0421511004,18103066.0,3.0,0.07142857142857142
0421550803,18103066.0,0.0,0.06666666666666667
0520590611,18103066.0,-3.0,0.0
0521150202,18103066.0,-8.0,0.0
0521280315,18103066.0,6.0,0.25
05212C0303,18103066.0,0.0,0.24324324324324326
0521380103,18103066.0,1.0,
0620580203,18103066.0,-7.0,0.06666666666666667
0621260111,18103066.0,11.0,0.11764705882352941
0621330105,18103066.0,6.0,0.1
1022130801,18103066.0,5.0,0.07407407407407407
1022170806,18103066.0,-1.0,0.07142857142857142
1022261208,18103066.0,1.0,0.0
0420340504,18103068.0,,0.21428571428571427
0721120205,18103071.0,,
0920560603,18103071.0,-16.0,0.0
0320220611,18103073.0,,0.6666666666666666
0420220101,18103073.0,-8.0,0.4
0421230415,18103073.0,-14.0,0.1875
0520450305,18103073.0,-11.0,0.0
0520510206,18103073.0,-2.0,0.2
0521180115,18103073.0,-11.0,0.16666666666666666
0521330306,18103073.0,-11.0,0.14285714285714285
1021270603,18103073.0,-2.0,0.0
0121140207,18103074.0,,
0221150214,18103074.0,3.0,0.0
02211B0212,18103074.0,6.0,0.0
0421170105,18103074.0,7.0,0.21818181818181817
0421260311,18103074.0,5.0,0.22413793103448276
0520470509,18103074.0,3.0,0.0
0520510301,18103074.0,-15.0,0.0
0520550301,18103074.0,-14.0,0.0
0521150214,18103074.0,-15.0,0.19318181818181818
0620510215,18103074.0,4.0,0.0
0620570210,18103074.0,6.0,0.0
0621160213,18103074.0,-4.0,0.1696969696969697
0621230114,18103074.0,5.0,0.17261904761904762
0721260302,18103074.0,2.0,0.2926829268292683
0521230203,18103076.0,,0.25
0521290513,18103076.0,-16.0,0.1509433962264151
0620540613,18103076.0,-13.0,0.2608695652173913
0621130201,18103076.0,3.0,0.25
0121210604,18103077.0,,
0221180305,18103077.0,-3.0,0.5
0321240403,18103077.0,-8.0,
0420340211,18103077.0,-3.0,0.25
0421450405,18103077.0,-18.0,0.25
0421530105,18103077.0,-12.0,0.2
0520430116,18103077.0,-2.0,0.16129032258064516
0521250215,18103077.0,-12.0,0.18181818181818182
0521290209,18103077.0,-5.0,0.15384615384615385
0521370316,18103077.0,-6.0,0.0
0620440112,18103077.0,-2.0,0.12121212121212122
0620570115,18103077.0,-11.0,0.11267605633802817
0621370305,18103077.0,-3.0,0.08
0721150302,18103077.0,-7.0,0.0
0920430601,18103077.0,0.0,0.25
0921630511,18103077.0,-8.0,0.07142857142857142
0921680503,18103077.0,-1.0,0.0
0720280103,18103078.0,,0.1
0721370205,18103078.0,-16.0,0.10752688172043011
0920330505,18103078.0,-14.0,0.2
0920370108,18103078.0,-8.0,0.08333333333333333
0921320605,18103078.0,-8.0,0.0
07211C0407,18103079.0,,0.1111111111111111
0721340514,18103079.0,0.0,0.1935483870967742
0721361012,18103079.0,0.0,0.1875
0722130704,18103079.0,-2.0,0.2752808988764045
07221A0709,18103079.0,2.0,0.14285714285714285
0723160911,18103079.0,2.0,0.18181818181818182
0820440306,18103079.0,2.0,0.0
0823131009,18103079.0,-11.0,0.10526315789473684
0920430502,18103079.0,0.0,0.0
0921290607,18103079.0,-12.0,0.2222222222222222
0921670706,18103079.0,4.0,0.2696629213483146
0922110703,18103079.0,2.0,0.2125
09221A0610,18103079.0,1.0,0.2334293948126801
0922250710,18103079.0,5.0,0.23512747875354106
0922280702,18103079.0,1.0,0.2
0923160809,18103079.0,2.0,0.21739130434782608
09231C1212,18103079.0,2.0,0.21428571428571427
0923260809,18103079.0,3.0,0.2112676056338028
1021120105,18103079.0,0.0,0.19480519480519481
1023151005,18103079.0,1.0,0.22538293216630198
0520450514,18103080.0,,0.0625
0520510101,18103080.0,-12.0,0.2733812949640288
0520540104,18103080.0,-13.0,0.0
0521110309,18103080.0,-4.0,0.0
0621210212,18103080.0,-9.0,0.0
0121230411,18103081.0,,
0220110603,18103081.0,-15.0,0.4
0220160108,18103081.0,-9.0,0.3333333333333333
0720280113,18103081.0,-6.0,0.2777777777777778
0721430617,18103081.0,-15.0,1.0
0820430210,18103081.0,-17.0,0.1111111111111111
09211B0309,18103081.0,-12.0,0.25
0921240102,18103081.0,-15.0,0.0
1021260514,18103081.0,-1.0,0.27906976744186046
0120281010,18103082.0,,0.0
0220120508,18103082.0,-1.0,0.0
0220251104,18103082.0,-1.0,0.07692307692307693
0221171001,18103082.0,-9.0,0.2
0520511102,18103082.0,-1.0,0.8
0620520705,18103082.0,-1.0,0.75
0621170713,18103082.0,-1.0,0.5
0721211009,18103082.0,-2.0,0.22727272727272727
0721371112,18103082.0,-2.0,0.1
0921151009,18103082.0,-2.0,0.36633663366336633
0121241211,18103084.0,,
0122161013,18103084.0,-10.0,
0122241205,18103084.0,-6.0,
0122270905,18103084.0,-8.0,1.0
0221140710,18103084.0,-10.0,0.25
0221191002,18103084.0,-4.0,0.3333333333333333
0222111107,18103084.0,-6.0,0.6
0222131106,18103084.0,-13.0,0.75
0222180909,18103084.0,-6.0,0.3333333333333333
02221C1202,18103084.0,-15.0,0.0
0321231201,18103084.0,-6.0,0.125
0420420107,18103084.0,-14.0,0.4117647058823529
0521250605,18103084.0,-3.0,0.3076923076923077
0620450506,18103084.0,-13.0,0.21739130434782608
0621511215,18103084.0,-1.0,0.29411764705882354
0621581211,18103084.0,-5.0,0.3181818181818182
0720340616,18103084.0,-11.0,0.3611111111111111
0721130511,18103084.0,-15.0,0.35294117647058826
07211B0511,18103084.0,-2.0,0.35135135135135137
0722581210,18103084.0,-11.0,0.39622641509433965
0723131006,18103084.0,-3.0,0.39285714285714285
0921150503,18103084.0,-3.0,0.39759036144578314
0921290212,18103084.0,-5.0,0.3387096774193548
0922480801,18103084.0,-3.0,0.36619718309859156
0922661008,18103084.0,-4.0,0.40816326530612246
09231B1012,18103084.0,-4.0,0.1111111111111111
1023161106,18103084.0,-5.0,0.25
0321150903,18103085.0,,0.25
0521220508,18103085.0,1.0,0.22105263157894736
05212A0407,18103085.0,1.0,0.23
0620580506,18103085.0,12.0,0.19834710743801653
0621210614,18103085.0,1.0,0.1927710843373494
0621340514,18103085.0,0.0,0.19367588932806323
0621451101,18103085.0,2.0,0.1937984496124031
0120130501,18103086.0,,0.0
0120260101,18103086.0,-4.0,0.5
0123211106,18103086.0,-6.0,
0223141109,18103086.0,0.0,
0421351211,18103086.0,-14.0,
0520471116,18103086.0,0.0,0.25
0523211001,18103086.0,-4.0,0.25
0622531003,18103086.0,-8.0,
0720260205,18103086.0,-10.0,0.5882352941176471
0721520609,18103086.0,-2.0,0.0
0721581209,18103086.0,-1.0,0.1111111111111111
0722571001,18103086.0,-4.0,0.14285714285714285
07231B0901,18103086.0,-4.0,0.125
09211A1110,18103086.0,-3.0,0.1
0921240508,18103086.0,-12.0,0.09090909090909091
0921611209,18103086.0,-6.0,0.15384615384615385
0922131008,18103086.0,-2.0,0.17857142857142858
0922241204,18103086.0,-1.0,0.14285714285714285
0922471212,18103086.0,-7.0,0.0
09231B1003,18103086.0,-4.0,0.07692307692307693
1022351115,18103086.0,-8.0,0.24561403508771928
0320350405,18103087.0,,0.375
0322351001,18103087.0,-2.0,
0421520904,18103087.0,-3.0,0.0
0422441012,18103087.0,-2.0,0.17391304347826086
0721140210,18103087.0,-2.0,0.14
07211A0213,18103087.0,-2.0,0.14814814814814814
0721320609,18103087.0,-1.0,0.15
0721380514,18103087.0,-11.0,0.3333333333333333
0721610514,18103087.0,-3.0,0.34782608695652173
0721650610,18103087.0,-2.0,
0722221201,18103087.0,-2.0,0.15384615384615385
0722330703,18103087.0,-1.0,0.14285714285714285
0722371210,18103087.0,-1.0,0.0
0723210906,18103087.0,-2.0,0.23529411764705882
08231C0812,18103087.0,-1.0,0.5
0920370503,18103087.0,-10.0,0.16176470588235295
0920460210,18103087.0,-6.0,0.15942028985507245
0920670102,18103087.0,-13.0,0.15813953488372093
0921270616,18103087.0,-1.0,0.17316017316017315
1020240208,18103087.0,-7.0,0.25
1021351210,18103087.0,-2.0,0.4166666666666667
1021420813,18103087.0,-7.0,0.4
1022240309,18103087.0,-7.0,0.21052631578947367
1022431210,18103087.0,-1.0,0.21951219512195122
0421210202,18103088.0,,0.3333333333333333
0421260512,18103088.0,1.0,
0520460412,18103088.0,1.0,0.3333333333333333
0721430104,18103088.0,-4.0,0.0
0920540207,18103088.0,0.0,0.5769230769230769
0921120502,18103088.0,-15.0,0.0
0921270516,18103088.0,-8.0,0.25925925925925924
0121140301,18103089.0,,0.6666666666666666
02211B0404,18103089.0,-7.0,0.5
0421150112,18103089.0,-5.0,
0920680608,18103089.0,-3.0,0.13333333333333333
1021110309,18103089.0,-5.0,0.25
1021170308,18103089.0,-2.0,0.25925925925925924
0722430910,18103090.0,,0.21428571428571427
0922320708,18103090.0,0.0,0.16030534351145037
1021430208,18103090.0,-1.0,0.3333333333333333
1022321203,18103090.0,3.0,0.16049382716049382
0421240610,18103091.0,,0.0
0721210403,18103091.0,0.0,0.24096385542168675
0721420205,18103091.0,0.0,0.1
0721540602,18103091.0,-1.0,0.0
1021170215,18103091.0,0.0,0.18635170603674542
1021230312,18103091.0,-17.0,0.18393782383419688
1021440304,18103091.0,1.0,0.2283464566929134
0721130605,18103092.0,,0.37209302325581395
0421140310,18103093.0,,0.25
0421170309,18103093.0,0.0,0.23863636363636365
0421260514,18103093.0,0.0,0.24731182795698925
0421320407,18103093.0,-1.0,0.25
0421350306,18103093.0,0.0,0.4
0721130309,18103093.0,0.0,0.2345679012345679
0721150201,18103093.0,-7.0,0.6666666666666666
0721210508,18103093.0,-14.0,0.23952095808383234
0820450402,18103093.0,0.0,0.2
0920510201,18103093.0,0.0,0.17073170731707318
0920550210,18103093.0,0.0,0.18770226537216828
0921220405,18103093.0,-4.0,0.1956521739130435
0921620401,18103093.0,-1.0,0.4090909090909091
0921680510,18103093.0,1.0,0.391304347826087
0922230813,18103093.0,-1.0,0.4166666666666667
1021260205,18103093.0,-1.0,0.18251928020565553
1021320410,18103093.0,0.0,0.125
1021460401,18103093.0,0.0,0.11428571428571428
1021480603,18103093.0,-1.0,0.1111111111111111
1022120401,18103093.0,-3.0,0.46153846153846156
0121130409,18103094.0,,0.0625
0121220710,18103094.0,4.0,0.25
0122160713,18103094.0,8.0,0.0
0122280808,18103094.0,2.0,0.07692307692307693
0221151006,18103094.0,-4.0,0.3088235294117647
0222111210,18103094.0,2.0,0.11764705882352941
0222140804,18103094.0,1.0,0.1111111111111111
0321210611,18103094.0,4.0,0.23076923076923078
0322120811,18103094.0,4.0,0.1
0322150805,18103094.0,4.0,0.13636363636363635
0323131207,18103094.0,0.0,0.27722772277227725
0420410204,18103094.0,0.0,0.2857142857142857
0421110608,18103094.0,-3.0,0.19047619047619047
0423110710,18103094.0,1.0,0.0
0721360312,18103094.0,1.0,0.2631578947368421
0723140412,18103094.0,-10.0,0.2727272727272727
0723311213,18103094.0,-11.0,0.2647058823529412
0920460501,18103094.0,3.0,0.0
0920660113,18103094.0,0.0,0.1724137931034483
09211C0309,18103094.0,-2.0,0.21739130434782608
0921560605,18103094.0,0.0,0.36
1020230201,18103094.0,0.0,0.15625
1021150105,18103094.0,1.0,0.22954545454545455
1021240110,18103094.0,1.0,0.22799097065462753
1021280614,18103094.0,10.0,0.22767857142857142
1022110701,18103094.0,13.0,0.17142857142857143
1022221211,18103094.0,0.0,0.16666666666666666
1022260707,18103094.0,7.0,0.16216216216216217
1023140811,18103094.0,-1.0,0.18421052631578946
0720270410,18103095.0,,0.5409836065573771
07211C0306,18103095.0,-6.0,0.5555555555555556
0820430203,18103095.0,-1.0,0.2857142857142857
0921160606,18103095.0,-5.0,0.3769230769230769
1020220612,18103099.0,,0.2943396226415094
1020240206,18103099.0,-16.0,0.29213483146067415
0122140802,18103101.0,,0.0
0122251208,18103101.0,0.0,
0721130209,18103101.0,1.0,0.2222222222222222
07211A0303,18103101.0,-1.0,0.2
0721370304,18103101.0,1.0,0.16129032258064516
0722240803,18103101.0,1.0,0.25
0920630509,18103101.0,0.0,0.1694915254237288
0921110304,18103101.0,-11.0,0.16666666666666666
0921330613,18103101.0,-1.0,0.2878787878787879
0922240604,18103101.0,-1.0,0.23529411764705882
1021420203,18103101.0,-1.0,0.12087912087912088
0321231009,18103102.0,,0.0
0322141010,18103102.0,-8.0,0.0
0322340812,18103102.0,-9.0,0.3
0324110409,18103102.0,1.0,0.0
0421230511,18103102.0,0.0,
0421320701,18103102.0,-1.0,0.0
0421350411,18103102.0,2.0,0.5
0421511012,18103102.0,5.0,0.4166666666666667
0422460910,18103102.0,6.0,0.2962962962962963
0423431001,18103102.0,-10.0,0.22388059701492538
0721370505,18103102.0,-2.0,0.3333333333333333
0721611205,18103102.0,2.0,0.25
0722260707,18103102.0,-1.0,0.2
0823130707,18103102.0,-2.0,0.23529411764705882
08231C0607,18103102.0,1.0,0.18652849740932642
0823220909,18103102.0,0.0,0.19072164948453607
08243C0408,18103102.0,-4.0,0.21428571428571427
0921140416,18103102.0,-3.0,0.14814814814814814
0921270501,18103102.0,-2.0,0.2608695652173913
09212C0406,18103102.0,-4.0,0.23076923076923078
0922651215,18103102.0,0.0,0.2
0922671206,18103102.0,-13.0,0.2222222222222222
09231C0703,18103102.0,2.0,0.2
0923270704,18103102.0,-1.0,0.23809523809523808
0923511205,18103102.0,0.0,0.2465753424657534
0923540806,18103102.0,-5.0,0.3333333333333333
0924180403,18103102.0,0.0,0.17647058823529413
1021340404,18103102.0,0.0,0.2222222222222222
1021440408,18103102.0,-2.0,0.21621621621621623
1022380711,18103102.0,3.0,0.04
1022460907,18103102.0,-1.0,0.19696969696969696
1023130703,18103102.0,-3.0,0.0
1023220707,18103102.0,-1.0,0.32142857142857145
1024231013,18103102.0,2.0,0.1375
0121120107,18103103.0,,
0121150406,18103103.0,-4.0,1.0
0121250604,18103103.0,-6.0,0.0
0221140308,18103103.0,-7.0,
0322250813,18103103.0,0.0,0.0
0322321202,18103103.0,-9.0,0.0
0323350809,18103103.0,-15.0,0.125
0422171214,18103103.0,-15.0,0.07142857142857142
0423161208,18103103.0,-12.0,0.08333333333333333
0521220212,18103103.0,-13.0,0.21428571428571427
0620540606,18103103.0,-12.0,0.0
0721180510,18103103.0,2.0,0.0
0722211205,18103103.0,-5.0,
0722641205,18103103.0,-6.0,0.0
0322140711,18103104.0,,0.18181818181818182
0421170412,18103104.0,-11.0,
0422110707,18103104.0,-10.0,0.07142857142857142
0422151208,18103104.0,1.0,
0422410901,18103104.0,-2.0,0.2222222222222222
0721360503,18103104.0,-1.0,0.11864406779661017
0721430401,18103104.0,8.0,0.11290322580645161
0722370706,18103104.0,0.0,0.0
0722540605,18103104.0,-1.0,0.2597402597402597
0722580610,18103104.0,1.0,0.25316455696202533
0922490804,18103104.0,1.0,0.14479638009049775
1021310713,18103104.0,-5.0,0.14979757085020243
1021410704,18103104.0,1.0,0.14741035856573706
1021470401,18103104.0,1.0,0.15294117647058825
0223121110,18103105.0,,0.0
0322351102,18103105.0,-8.0,
0425280710,18103105.0,-1.0,
0623121012,18103105.0,-1.0,0.16666666666666666
0623281001,18103105.0,-1.0,0.0
0623361108,18103105.0,-1.0,0.2857142857142857
0623541103,18103105.0,-1.0,0.375
0624541115,18103105.0,-1.0,
0625381008,18103105.0,-1.0,
0721321008,18103105.0,-11.0,
0721371115,18103105.0,-1.0,0.0
0722641111,18103105.0,-1.0,0.4
0820460206,18103105.0,-2.0,0.22380952380952382
0823341015,18103105.0,-9.0,0.25
0920450517,18103105.0,-1.0,0.18596491228070175
0920530301,18103105.0,-14.0,0.2857142857142857
0920620902,18103105.0,-1.0,0.1443850267379679
0922310903,18103105.0,-1.0,0.2727272727272727
0925321102,18103105.0,-1.0,0.0
1022341207,18103105.0,-1.0,0.4
0421170307,18103106.0,,0.0
0721220202,18103106.0,0.0,0.34146341463414637
0721340410,18103106.0,1.0,0.35555555555555557
0820470103,18103106.0,-1.0,0.125
0920360511,18103106.0,-1.0,0.11764705882352941
0920640209,18103106.0,-8.0,0.2222222222222222
0921210612,18103106.0,-3.0,0.13513513513513514
1020270114,18103106.0,-5.0,0.1724137931034483
0721430308,18103108.0,,0.125
0920660505,18103108.0,-1.0,0.21311475409836064
1021110604,18103108.0,0.0,0.13114754098360656
0321230813,18103109.0,,0.1
0421320715,18103109.0,0.0,1.0
0720260506,18103109.0,1.0,0.5
