race_id,category,horses
202507010110,能力,2ウナギ7ペプチ15ミラバタイム指数へ
202507010110,上昇度,8アイフ10サウン12ミルト調子偏差値へ
202507010111,能力,5アスク9シャド15ドゥアタイム指数へ
202507010111,上昇度,3シュバ11コレペ12フィー調子偏差値へ
202507010112,能力,6オーシ7ブリッ9メイシタイム指数へ
202507010112,上昇度,1オトコ13マルカ16ダーク調子偏差値へ
202507010201,能力,2コンテ4ヴォル8ネトルタイム指数へ
202507010201,上昇度,5コトリ8ネトル11プリマ調子偏差値へ
202507010202,能力,6エコロ7リード15キングタイム指数へ
202507010202,上昇度,1ダイメ4コパノ10エスペ調子偏差値へ
202507010204,能力,6チュウ8ナルカ10ロードタイム指数へ
202507010204,上昇度,6チュウ7メイシ11ベイラ調子偏差値へ
202507010205,能力,4レッド11ミラー15ロールタイム指数へ
202507010205,上昇度,4レッド10メイシ16トロワ調子偏差値へ
202507010206,能力,6オニマ10エクレ18ハリウタイム指数へ
202507010206,上昇度,10エクレ14ヒロス17マゴイ調子偏差値へ
202507010207,能力,7セブン11パカー15ヒロノタイム指数へ
202507010207,上昇度,6メイシ8メイシ15ヒロノ調子偏差値へ
202507010208,能力,9メティ10ジーク15ルディタイム指数へ
202507010208,上昇度,6レアリ12ララガ14カール調子偏差値へ
202507010209,能力,1バロン7アルフ16メイシタイム指数へ
202507010209,上昇度,9ヘヴン13ダノン14リジン調子偏差値へ
202507010210,能力,4シェイ7ルシフ9ラヴァタイム指数へ
202507010210,上昇度,16ウイン17セレブ18メイシ調子偏差値へ
202507010211,能力,6カレン15グラン17メイシタイム指数へ
202507010211,上昇度,11ウェイ12フルー17メイシ調子偏差値へ
202507010212,能力,2チャン8ジャス15スカイタイム指数へ
202507010212,上昇度,4ナムラ8ジャス15スカイ調子偏差値へ
202507010301,能力,1エンマ9メイシ15レイザタイム指数へ
202507010301,上昇度,6ゴール13デュジ14サンデ調子偏差値へ
202507010302,能力,1ビアン5コパノ7ワイルタイム指数へ
202507010302,上昇度,5コパノ6スナー7ワイル調子偏差値へ
202507010304,能力,10ワンダ13トモジ14ダミエタイム指数へ
202507010304,上昇度,3オリン4フォテ10ワンダ調子偏差値へ
202507010305,能力,2カミノ5マイネ11アルハタイム指数へ
202507010305,上昇度,6ホウオ9マイユ13ポセイ調子偏差値へ
202507010306,能力,3ガンマ5フード7カンシタイム指数へ
202507010306,上昇度,1セディ4カネト7カンシ調子偏差値へ
202507010307,能力,4シャハ6アーク16ポルポタイム指数へ
202507010307,上昇度,1ルフト5マルモ16ポルポ調子偏差値へ
202507010308,上昇度,6ファル9ハーツ10ビップ調子偏差値へ
202507010309,能力,4サトノ8ジュン10ランスタイム指数へ
202507010309,上昇度,4サトノ8ジュン12サダム調子偏差値へ
202507010310,能力,2テーオ13オーケ16ダブルタイム指数へ
202507010310,上昇度,6アルム9フェル15キープ調子偏差値へ
202507010311,能力,7ペリエ10フリー14ショウタイム指数へ
202507010311,上昇度,1オマツ4バトル15サトノ調子偏差値へ
202507010312,能力,2キント3パープ15フィヤタイム指数へ
202507010312,上昇度,1マルー13タガノ16ウイン調子偏差値へ
202507010401,能力,9ロック10テイエ16メイシタイム指数へ
202507010401,上昇度,5ヴォル6カンプ16メイシ調子偏差値へ
202507010402,能力,1フェイ15ロンテ16ミライタイム指数へ
202507010402,上昇度,1フェイ5バルミ15ロンテ調子偏差値へ
202507010403,能力,6モンテ7アスコ9チムニタイム指数へ
202507010403,上昇度,8サンム12ソイジ14パイソ調子偏差値へ
202507010404,上昇度,1サクセ9タマモ11ワープ調子偏差値へ
202507010406,能力,11クイー12ニシノ17エリセタイム指数へ
202507010406,上昇度,9セイキ15バーミ16レーゼ調子偏差値へ
202507010407,能力,6テーオ7ピエマ9ヘニータイム指数へ
202507010407,上昇度,1サノノ13シャド14フェス調子偏差値へ
202507010408,能力,4サンラ7ヨドノ8スタータイム指数へ
202507010408,上昇度,1サクラ8スター13マイネ調子偏差値へ
202507010409,能力,1ショー3ミッキ16シュプタイム指数へ
202507010409,上昇度,1ショー11エンツ14ヒルノ調子偏差値へ
202507010410,能力,2ブリュ12リッケ13ショウタイム指数へ
202507010410,上昇度,5ワール7エター16トラマ調子偏差値へ
202507010411,能力,1バルサ4エトヴ14メイシタイム指数へ
202507010411,上昇度,1バルサ3ヤクシ15ダディ調子偏差値へ
202507010412,能力,5ソルト6トラペ8リアラタイム指数へ
202507010412,上昇度,2プリン7ヴァイ10レッド調子偏差値へ
202507010501,能力,5アスタ7ノボリ8アンデタイム指数へ
202507010501,上昇度,1ベスト6ココレ9オリビ調子偏差値へ
202507010502,能力,4ゲイル11テーオ14ホウシタイム指数へ
202507010502,上昇度,6ダブル9リトル12アンノ調子偏差値へ
202507010503,能力,1ルセル2ジーテ7テルアタイム指数へ
202507010503,上昇度,3エイユ8タイセ16タガノ調子偏差値へ
202507010506,能力,8プウス9ロンシ12アンジタイム指数へ
202507010506,上昇度,1ステラ3アート5ラピダ調子偏差値へ
202507010507,能力,7アラナ10ディア15ティムタイム指数へ
202507010507,上昇度,8ダノン9ディー12トゥル調子偏差値へ
202507010508,能力,1タケノ3イージ8テンエタイム指数へ
202507010508,上昇度,1タケノ3イージ15ハギノ調子偏差値へ
202507010509,能力,2ミッド5ジャス10リジルタイム指数へ
202507010509,上昇度,8フライ9セント13アナス調子偏差値へ
202507010510,能力,1プラー8サイモ12ネッケタイム指数へ
202507010510,上昇度,4タイト5マリア13マオノ調子偏差値へ
202507010511,能力,1マイネ4リラエ8アルテタイム指数へ
202507010511,上昇度,1マイネ9リカン10ゴール調子偏差値へ
202507010512,能力,4トーホ7ルヴァ8タガノタイム指数へ
202507010512,上昇度,9アスク10カイカ13スカプ調子偏差値へ
202507010601,能力,1コーラ6ハヤテ10サファタイム指数へ
202507010601,上昇度,2バトン12トリプ16ジャス調子偏差値へ
202507010602,能力,3ソード5イダイ6タケルタイム指数へ
202507010602,上昇度,1ヒロノ4ダニエ10タガノ調子偏差値へ
202507010604,能力,10ベルベ11ロード15マテンタイム指数へ
202507010604,上昇度,1コシュ14ボルト15マテン調子偏差値へ
202507010605,能力,1ウイン7ペール15トッピタイム指数へ
202507010605,上昇度,10シャル11メイシ15トッピ調子偏差値へ
202507010606,能力,6ルクス8セクシ15レッドタイム指数へ
202507010606,上昇度,2ステア4タガノ15レッド調子偏差値へ
202507010607,能力,1アンバ6レイワ12ウォータイム指数へ
202507010607,上昇度,2メイシ4ヤマカ9ブリオ調子偏差値へ
202507010608,能力,3モーデ10ジーク16スーパタイム指数へ
202507010608,上昇度,11ゼンカ12イリス14グリモ調子偏差値へ
202507010609,能力,12メイシ13バロン14イモータイム指数へ
202507010609,上昇度,4チカミ6アウト11マーブ調子偏差値へ
202507010610,能力,2キャッ3ザラタ5アイサタイム指数へ
202507010610,上昇度,2キャッ8ナムラ12ザロー調子偏差値へ
202507010611,能力,3エンヤ9ジョデ16コンクタイム指数へ
202507010611,上昇度,7エイシ10トーア16コンク調子偏差値へ
202507010612,能力,3プロト5ケイデ7アルトタイム指数へ
202507010612,上昇度,2レディ4パンド5ケイデ調子偏差値へ
202507010701,能力,10サント11ツーピ15ミッシタイム指数へ
202507010701,上昇度,3ヌーヴ8リポジ15ミッシ調子偏差値へ
202507010702,能力,1スーパ6ラヴス11ラファタイム指数へ
202507010702,上昇度,1スーパ4ジェン5ロード調子偏差値へ
202507010703,能力,1キーチ10サンラ12ダンツタイム指数へ
202507010703,上昇度,4エンジ5ケイア9リュウ調子偏差値へ
202507010704,能力,1ピスト2コズミ7グリプタイム指数へ
202507010704,上昇度,5オゴオ7グリプ8パーフ調子偏差値へ
202507010706,能力,2スカイ3ドラゴ5トゥロタイム指数へ
202507010706,上昇度,1ペイシ4トゥイ7セント調子偏差値へ
202507010707,能力,1エアフ4マリン6パカータイム指数へ
202507010707,上昇度,1エアフ5エノラ7ジーテ調子偏差値へ
202507010708,能力,5ワンダ6テーオ14タイセタイム指数へ
202507010708,上昇度,1マテン4モラト7ペプチ調子偏差値へ
202507010709,能力,4ベレザ7エグラ10ミッキタイム指数へ
202507010709,上昇度,2クロシ9アトミ11マンデ調子偏差値へ
202507010710,能力,2ドゥー7プレイ8スペシタイム指数へ
202507010710,上昇度,2ドゥー8スペシ12ブルー調子偏差値へ
202507010711,能力,3ヴェル9サトノ10キングタイム指数へ
202507010711,上昇度,2バトル7ホール13ヴェロ調子偏差値へ
202507010712,能力,6リアラ7エイシ9サクタイム指数へ
202507010712,上昇度,4アドマ11グラン16ディー調子偏差値へ
202507010801,能力,1エコロ3ビレッ4クライタイム指数へ
202507010801,上昇度,2ルミナ6ジャコ16テイエ調子偏差値へ
202507010802,能力,7メイシ10テステ12ミラクタイム指数へ
202507010802,上昇度,3トーラ4コウジ10テステ調子偏差値へ
202507010803,能力,1コリエ2リアル4ブロンタイム指数へ
202507010803,上昇度,1コリエ4ブロン6ネーヴ調子偏差値へ
202507010805,能力,3マルー6チムグ16ゼンダタイム指数へ
202507010805,上昇度,1オーケ11ルジャ14オール調子偏差値へ
202507010806,能力,3バイオ6マーゴ14サラダタイム指数へ
202507010806,上昇度,3バイオ7クイー15ヴァイ調子偏差値へ
202507010807,能力,2ミッキ4ペネト14アルゴタイム指数へ
202507010807,上昇度,10メンド14アルゴ15ワオン調子偏差値へ
202507010808,能力,3カフェ8リジル9ブリータイム指数へ
202507010808,上昇度,7ベルブ11タガノ15ビター調子偏差値へ
202507010809,能力,5リカン7サトノ9ジュタタイム指数へ
202507010809,上昇度,2ミラー8グラフ9ジュタ調子偏差値へ
202507010810,能力,3ヒノデ8メイシ12ショータイム指数へ
202507010810,上昇度,1ボック5ホルト11ラヴオ調子偏差値へ
202507010811,能力,3サイモ9ハギノ10ネッケタイム指数へ
202507010811,上昇度,3サイモ4テーオ12メイシ調子偏差値へ
202507010812,能力,4レジェ8アラナ10マハナタイム指数へ
202507010812,上昇度,1シルキ5プリズ7エイト調子偏差値へ
202507010901,能力,2クイン8フクキ10ゴーオタイム指数へ
202507010901,上昇度,1タマモ2クイン10ゴーオ調子偏差値へ
202507010902,能力,3スリー9マギー14ブレイタイム指数へ
202507010902,上昇度,3スリー4ランド11テーオ調子偏差値へ
202507010903,能力,7カルテ9ウィス11タイセタイム指数へ
202507010903,上昇度,8ロング9ウィス10スムー調子偏差値へ
202507010904,能力,1ミライ3ゴール5チュウタイム指数へ
202507010904,上昇度,1ミライ3ゴール8ナンヨ調子偏差値へ
202507010906,能力,4ライヴ13トロワ16ショウタイム指数へ
202507010906,上昇度,5ハミル7レッド12ダノン調子偏差値へ
202507010907,能力,3オコタ10ナゲッ13キーウタイム指数へ
202507010907,上昇度,1ベニシ4シグル15シュニ調子偏差値へ
202507010908,能力,1ムーラ5ヴァズ8パルクタイム指数へ
202507010908,上昇度,5ヴァズ7セージ10エイユ調子偏差値へ
202507010909,能力,4ランス5タガノ9タイキタイム指数へ
202507010909,上昇度,5タガノ6ライフ9タイキ調子偏差値へ
202507010910,能力,2アルト3レベレ8ブリュタイム指数へ
202507010910,上昇度,4ヴィア9アクー11ユハン調子偏差値へ
202507010911,能力,3ドゥラ9サンラ14ミッキタイム指数へ
202507010911,上昇度,10オメガ15ペプチ16サトノ調子偏差値へ
202507010912,能力,1ミッキ2トラペ12バンドタイム指数へ
202507010912,上昇度,3サトノ5ウイン7アスク調子偏差値へ
202507020101,能力,6ローズ7リュク16ミッシタイム指数へ
202507020101,上昇度,8マンノ9インナ14ヴォル調子偏差値へ
202507020102,能力,6インデ14コンパ16ロッキタイム指数へ
202507020102,上昇度,7ベルト15テイエ16ロッキ調子偏差値へ
202507020103,能力,9ウイン11スマー12ケリフタイム指数へ
202507020103,上昇度,4ロング9ウイン12ケリフ調子偏差値へ
202507020104,能力,2メイシ8カミノ14ゴットタイム指数へ
202507020104,上昇度,1オドラ13キタノ14ゴット調子偏差値へ
202507020105,能力,3コスモ12エリー14エキサタイム指数へ
202507020105,上昇度,4ロック14エキサ15ヒシカ調子偏差値へ
202507020106,能力,5メイシ6リープ13エンマタイム指数へ
202507020106,上昇度,7チュウ10ニヒト11コズミ調子偏差値へ
202507020107,能力,5シュヴ9カフェ11レジータイム指数へ
202507020107,上昇度,3ペイシ7ラジエ10フイノ調子偏差値へ
202507020108,能力,1モルト3アラナ9ファミタイム指数へ
202507020108,上昇度,7チビノ11ディー14ダノン調子偏差値へ
202507020109,能力,3ヤマニ7ヒルノ9セントタイム指数へ
202507020109,上昇度,1テーオ6タイキ9セント調子偏差値へ
202507020110,能力,3イトカ5ヴィレ11タケトタイム指数へ
202507020110,上昇度,5ヴィレ6バンフ8ピクシ調子偏差値へ
202507020111,能力,5ナイト6ドゥー7ストレタイム指数へ
202507020111,上昇度,4パーテ6ドゥー14リジル調子偏差値へ
202507020112,能力,3ジョウ6エフォ8クリータイム指数へ
202507020112,上昇度,4ビーグ11ライズ12ダイシ調子偏差値へ
202507020201,能力,1エイミ7スルー12ナッシタイム指数へ
202507020201,上昇度,8アリー10ノワス16エイプ調子偏差値へ
202507020202,能力,2アメリ4アバッ8エマータイム指数へ
202507020202,上昇度,1レッド5メイシ11リヴァ調子偏差値へ
202507020203,能力,3ペイド6テーオ7ザックタイム指数へ
202507020203,上昇度,3ペイド6テーオ8ジェミ調子偏差値へ
202507020204,能力,2ヴァリ4キタサ15オブラタイム指数へ
202507020204,上昇度,1ヒルノ6トロワ13マイネ調子偏差値へ
202507020205,能力,2エイシ12ハイタ13ウインタイム指数へ
202507020205,上昇度,1リケア6ロイヤ13ウイン調子偏差値へ
202507020206,能力,3メイシ6ロステ9ベルイタイム指数へ
202507020206,上昇度,5キャロ8ジーテ9ベルイ調子偏差値へ
202507020207,能力,5ドリー9トレミ14ミッキタイム指数へ
202507020207,上昇度,1マテン4ミエノ16エイシ調子偏差値へ
202507020208,能力,9パカー11デステ14ムーンタイム指数へ
202507020208,上昇度,9パカー12ショー14ムーン調子偏差値へ
202507020209,能力,4マテン5トーセ7システタイム指数へ
202507020209,上昇度,4マテン5トーセ10デルマ調子偏差値へ
202507020210,能力,2ストッ4フレッ7ポールタイム指数へ
202507020210,上昇度,1ペイシ2ストッ11ハグ調子偏差値へ
202507020211,能力,2ホウオ5デシエ8プログタイム指数へ
202507020211,上昇度,2ホウオ7ディー9ラヴェ調子偏差値へ
202507020212,能力,3クレイ4プリン10メッエタイム指数へ
202507020212,上昇度,5グラテ12ポーク16アスキ調子偏差値へ
202507020301,能力,2ロミヒ3フェア5メルロタイム指数へ
202507020301,上昇度,8ベルラ9ビガー11ストラ調子偏差値へ
202507020302,能力,6キチロ10ミトノ16トラヴタイム指数へ
202507020302,上昇度,5サルジ8ローレ15ワナカ調子偏差値へ
202507020303,能力,2マイネ5ジェン10グティタイム指数へ
202507020303,上昇度,4ピエナ5ジェン9ボルダ調子偏差値へ
202507020304,能力,3ミュー11デルマ13トーセタイム指数へ
202507020304,上昇度,2ニホン4バルミ14ロベル調子偏差値へ
202507020305,能力,2マイネ8テーオ11レディタイム指数へ
202507020305,上昇度,7ビップ10ディフ13ミスサ調子偏差値へ
202507020306,能力,2モズノ8ポッド12アイルタイム指数へ
202507020306,上昇度,5ワンオ8ポッド11エイシ調子偏差値へ
202507020307,能力,3メラヴ11ドリー15イスラタイム指数へ
202507020307,上昇度,1ダーク4スノー6オタル調子偏差値へ
202507020308,能力,5メイシ9アイフ11ザロッタイム指数へ
202507020308,上昇度,6アンド10ベルノ11ザロッ調子偏差値へ
202507020309,能力,1トライ17アドミ18レジェタイム指数へ
202507020309,上昇度,4ミント5コスモ8コスモ調子偏差値へ
202507020310,能力,5メイシ8ルージ14エチャタイム指数へ
202507020310,上昇度,4トゥー6モズア15ケイデ調子偏差値へ
202507020311,能力,5モズナ6ヤンキ14リリータイム指数へ
202507020311,上昇度,3バニー8ニタモ9チムグ調子偏差値へ
202507020312,能力,7テイエ9トモジ16ヨシノタイム指数へ
202507020312,上昇度,3ローガ14プラタ16ヨシノ調子偏差値へ
202507020401,能力,2エーデ4ペンテ9セレジタイム指数へ
202507020401,上昇度,5ラヴィ13エイミ14テイエ調子偏差値へ
202507020402,能力,2インタ10シウダ13キャスタイム指数へ
202507020402,上昇度,8タイキ11プレシ12ハクサ調子偏差値へ
202507020403,能力,2モズシ7フェア11ハクサタイム指数へ
202507020403,上昇度,1カワキ10サニー16ブリッ調子偏差値へ
202507020404,能力,4オカゲ17ベルリ18ルチアタイム指数へ
202507020404,上昇度,8ノース12エファ16ラピル調子偏差値へ
202507020405,能力,3サミダ15ジョイ17スリータイム指数へ
202507020405,上昇度,1ウイン10ジョウ18エンゲ調子偏差値へ
202507020406,能力,3スター7ラジエ8エイシタイム指数へ
202507020406,上昇度,1ジュタ11カルネ13メイシ調子偏差値へ
202507020407,能力,6コスモ13シャハ16レイワタイム指数へ
202507020407,上昇度,1ゴルデ5ウイン15ホウオ調子偏差値へ
202507020408,能力,3バルミ13ワンダ15ダイオタイム指数へ
202507020408,上昇度,1オンザ5シャイ12メイシ調子偏差値へ
202507020409,能力,4メイシ8ザラタ9ウィルタイム指数へ
202507020409,上昇度,3メイシ5ブルー6フラン調子偏差値へ
202507020410,能力,9アンバ14カズタ16アルフタイム指数へ
202507020410,上昇度,11エスシ14カズタ16アルフ調子偏差値へ
202507020411,能力,7イフェ13グラン18ナナオタイム指数へ
202507020411,上昇度,5コラソ7イフェ13グラン調子偏差値へ
202507020412,能力,3ピース14アドマ18カフェタイム指数へ
202507020412,上昇度,9ガット10ハッピ12ランベ調子偏差値へ
202507020501,能力,1エイミ15ライズ16キョラタイム指数へ
202507020501,上昇度,6フェデ13マリリ14シック調子偏差値へ
202507020502,能力,4ミラク12メイシ13ディータイム指数へ
202507020502,上昇度,5スコー6ベイビ10サンラ調子偏差値へ
202507020503,能力,3ワンウ4コーリ11ジェミタイム指数へ
202507020503,上昇度,3ワンウ5アスタ7アドラ調子偏差値へ
202507020504,能力,1ブレイ2メイシ4キタノタイム指数へ
202507020504,上昇度,7サラサ8マイネ10オーケ調子偏差値へ
202507020505,能力,1マイネ3オブラ5サトノタイム指数へ
202507020505,上昇度,11バルナ13ハイア14ドラギ調子偏差値へ
202507020506,能力,5フラッ6オリー12メイシタイム指数へ
202507020506,上昇度,1デアパ3ジョセ9インマ調子偏差値へ
202507020507,能力,10アルゴ13テンカ14ワンダタイム指数へ
202507020507,上昇度,3インペ7クルル11ストロ調子偏差値へ
202507020508,能力,5パシフ7サンウ11レッドタイム指数へ
202507020508,上昇度,2レオン8セント10ザハー調子偏差値へ
202507020509,能力,3サパテ4ダディ7エクリタイム指数へ
202507020509,上昇度,1ユメハ7エクリ12ログラ調子偏差値へ
202507020510,能力,1ストッ3モズマ4ライフタイム指数へ
202507020510,上昇度,1ストッ4ライフ6グラン調子偏差値へ
202507020511,能力,4オック8スミ9バウンタイム指数へ
202507020511,上昇度,2メルト3ルミノ9バウン調子偏差値へ
202507020512,能力,8ミスエ9ランス12ベンダタイム指数へ
202507020512,上昇度,7コウユ8ミスエ15ビーコ調子偏差値へ
202507020601,能力,1シャヴ2コスモ8マンノタイム指数へ
202507020601,上昇度,1シャヴ2コスモ6リュク調子偏差値へ
202507020602,能力,4エムテ14ベルト15ヘッズタイム指数へ
202507020602,上昇度,2ケイツ7ヒット10キュー調子偏差値へ
202507020603,能力,1ライジ2コンパ7ニュータイム指数へ
202507020603,上昇度,2コンパ3ワウワ13エンド調子偏差値へ
202507020604,能力,1エンス8エリー13エキサタイム指数へ
202507020604,上昇度,10アール11ジェッ12シャイ調子偏差値へ
202507020605,能力,5タッチ11ビービ13デボラタイム指数へ
202507020605,上昇度,12ミズイ15カハン16ウイン調子偏差値へ
202507020606,能力,3ピース4ダノン10サンセタイム指数へ
202507020606,上昇度,1モアリ8インビ11マーゴ調子偏差値へ
202507020607,能力,3ベルイ8フロー9リノアタイム指数へ
202507020607,上昇度,5フルレ7キャロ8フロー調子偏差値へ
202507020608,能力,4シャル5ウォー6ロットタイム指数へ
202507020608,上昇度,1タイム4シャル6ロット調子偏差値へ
202507020609,能力,1メイシ4カルパ7スタータイム指数へ
202507020609,上昇度,3グラテ6ワキノ11マイテ調子偏差値へ
202507020610,能力,2オンザ4フルオ6フジマタイム指数へ
202507020610,上昇度,1ラフエ6フジマ7レヴォ調子偏差値へ
202507020611,能力,1マッド6ルガル14ナムラタイム指数へ
202507020611,上昇度,5オフト12トウシ17ドロッ調子偏差値へ
202507020612,能力,6セミマ9ミッド11ルージタイム指数へ
202507020612,上昇度,4プウス9ミッド11ルージ調子偏差値へ
202507030101,上昇度,1ヘザル11ナムラ13フェー調子偏差値へ
202507030102,能力,2リアル9スーパ16パドメタイム指数へ
202507030102,上昇度,4グルー11モダン15キュア調子偏差値へ
202507030103,能力,1フォー3トライ6バースタイム指数へ
202507030103,上昇度,1フォー3トライ6バース調子偏差値へ
202507030105,能力,3ワンウ4ハヤブ10テイエタイム指数へ
202507030105,上昇度,2メイシ5バイル8ブルゴ調子偏差値へ
202507030106,能力,5ダミエ6トーホ16トーセタイム指数へ
202507030106,上昇度,10タイガ14ヴェロ15ワイワ調子偏差値へ
202507030107,能力,3タガノ4ロワン10ヴィレタイム指数へ
202507030107,上昇度,4ロワン7ミッキ9シルキ調子偏差値へ
202507030108,能力,1パルク4チカミ6フラータイム指数へ
202507030108,上昇度,1パルク3クリノ4チカミ調子偏差値へ
202507030109,上昇度,3ミラク6テンメ7クラウ調子偏差値へ
202507030110,能力,6シドニ7カレン8テーオタイム指数へ
202507030110,上昇度,7カレン9ショウ10メイシ調子偏差値へ
202507030111,能力,9オーバ10レッド11デルタタイム指数へ
202507030111,上昇度,3アロガ5イダイ6パルジ調子偏差値へ
202507030112,能力,1ダイシ7ザカリ10ミニトタイム指数へ
202507030112,上昇度,7ザカリ8リアル10ミニト調子偏差値へ
202507030201,上昇度,1シュハ4ディー12スマラ調子偏差値へ
202507030202,能力,6エポエ12エイシ13メイシタイム指数へ
202507030202,上昇度,8ポジテ9バトン13メイシ調子偏差値へ
202507030204,能力,3リリー10メイシ15インデタイム指数へ
202507030204,上昇度,1マダム3リリー15インデ調子偏差値へ
202507030205,能力,3ロイヤ7メイシ17エンベタイム指数へ
202507030205,上昇度,2コンプ3ロイヤ10マグナ調子偏差値へ
202507030206,能力,1アレナ3ヤング7ヴァリタイム指数へ
202507030206,上昇度,1アレナ4バンフ7ヴァリ調子偏差値へ
202507030207,能力,2ビダー3オメガ8インユタイム指数へ
202507030207,上昇度,5イグザ15リジル16サンラ調子偏差値へ
202507030208,能力,1ツーネ2フルレ4ピエタタイム指数へ
202507030208,上昇度,3ラッキ4ピエタ5メイケ調子偏差値へ
202507030209,能力,1ヴァン3ベファ4ブラッタイム指数へ
202507030209,上昇度,2ペイシ6アンド7アリス調子偏差値へ
202507030210,能力,8シルフ9アメリ12エイシタイム指数へ
202507030210,上昇度,1ヴァカ6ジェバ11クリオ調子偏差値へ
202507030211,能力,1パイオ5ホウオ8マイネタイム指数へ
202507030211,上昇度,4マテン6ルーク7リビン調子偏差値へ
202507030212,能力,4エコロ6フォテ9ウィンタイム指数へ
202507030212,上昇度,1ピスト2ブラッ6フォテ調子偏差値へ
202507030301,能力,1ジュー2ゴール5タマモタイム指数へ
202507030301,上昇度,1ジュー4アダマ5タマモ調子偏差値へ
202507030303,能力,9サント13フラン15メイシタイム指数へ
202507030303,上昇度,13フラン14ユナパ15メイシ調子偏差値へ
202507030304,能力,3コスモ4アスク14マイネタイム指数へ
202507030304,上昇度,1アロン6ボナペ7ウイン調子偏差値へ
202507030305,能力,1シュパ9レーヴ11モズケタイム指数へ
202507030305,上昇度,3ダイゴ10チェリ12メイシ調子偏差値へ
202507030306,能力,1キング7ワンダ8グラヴタイム指数へ
202507030306,上昇度,2メイシ8グラヴ12ボック調子偏差値へ
202507030307,能力,9テーオ11レディ13マイネタイム指数へ
202507030307,上昇度,10キタサ11レディ13マイネ調子偏差値へ
202507030308,能力,7フレイ10フェン13テーオタイム指数へ
202507030308,上昇度,4シンエ10フェン13テーオ調子偏差値へ
202507030309,能力,1ショー6エンマ10シャンタイム指数へ
202507030309,上昇度,1ショー4レガッ8スーパ調子偏差値へ
202507030310,能力,6カルパ7ガビー9ハクサタイム指数へ
202507030310,上昇度,5アシャ6カルパ7ガビー調子偏差値へ
202507030311,能力,2キーパ8サイレ13スズカタイム指数へ
202507030311,上昇度,3アラベ4マドモ11ジョワ調子偏差値へ
202507030312,能力,3モズレ8ダノン16マロータイム指数へ
202507030312,上昇度,1タイプ3モズレ16マロー調子偏差値へ
202507030401,能力,3メイシ4コスモ5ユヴァタイム指数へ
202507030401,上昇度,1モンド3メイシ5ユヴァ調子偏差値へ
202507030404,能力,1ヴァリ7メイシ9ワイドタイム指数へ
202507030404,上昇度,9ワイド10サンラ11ラムセ調子偏差値へ
202507030405,能力,2ビップ9ジュン13タイセタイム指数へ
202507030405,上昇度,2ビップ7マイベ8カフジ調子偏差値へ
202507030406,能力,7シゲル8ストレ10マイネタイム指数へ
202507030406,上昇度,1ペプチ2アッチ10マイネ調子偏差値へ
202507030407,能力,3シゲル6サンデ9ゼットタイム指数へ
202507030407,上昇度,7ルクス8フタイ10マンマ調子偏差値へ
202507030408,能力,2チェル4オトコ6サクラタイム指数へ
202507030408,上昇度,4オトコ5ディア6サクラ調子偏差値へ
202507030409,能力,2ダノン4ワイド13ジョリタイム指数へ
202507030409,上昇度,5アンビ9セキト10ロッツ調子偏差値へ
202507030410,能力,13ヨドノ15フィド16スカイタイム指数へ
202507030410,上昇度,4ツーピ5ヴェン9キョラ調子偏差値へ
202507030411,能力,1シンド2スカイ4オメガタイム指数へ
202507030411,上昇度,6ヘルツ7ワーキ8サトノ調子偏差値へ
202507030412,能力,4レイザ8チムグ14ショウタイム指数へ
202507030412,上昇度,1ジャン7スピリ14ショウ調子偏差値へ
202507030501,上昇度,2ビーン4サンダ8ゴール調子偏差値へ
202507030502,能力,2ヒサエ7ルセル8ハッピタイム指数へ
202507030502,上昇度,3コスモ13エアニ15ベラジ調子偏差値へ
202507030503,能力,4エボニ10フレン12オタルタイム指数へ
202507030503,上昇度,4エボニ6メテオ9ケンヴ調子偏差値へ
202507030505,能力,2アルム7デーモ16キーガタイム指数へ
202507030505,上昇度,5ルクス7デーモ13シマエ調子偏差値へ
202507030506,能力,4スリー6パルテ10カンシタイム指数へ
202507030506,上昇度,1アドマ6パルテ11タイセ調子偏差値へ
202507030507,能力,4メイシ13ポッド15オメガタイム指数へ
202507030507,上昇度,2レーウ6アルゴ15オメガ調子偏差値へ
202507030508,能力,1ビヨン3デルシ5ニュータイム指数へ
202507030508,上昇度,2エコテ3デルシ5ニュー調子偏差値へ
202507030509,能力,4テンク5マリー8ステラタイム指数へ
202507030509,上昇度,4テンク6ラブア7ブラッ調子偏差値へ
202507030510,能力,3メイシ8モズタ10ダイシタイム指数へ
202507030510,上昇度,8モズタ10ダイシ11アメリ調子偏差値へ
202507030511,能力,10モズア14ロンテ15キタノタイム指数へ
202507030511,上昇度,2シーザ12スター18ソルレ調子偏差値へ
202507030512,能力,2ケリフ6オリー10サクタイム指数へ
202507030512,上昇度,2ケリフ3ルージ10サク調子偏差値へ
202507030601,上昇度,2トーア7アドミ8リアル調子偏差値へ
202507030602,能力,4テイエ10イフウ13ロカヒタイム指数へ
202507030602,上昇度,7エイユ11エイシ12フラン調子偏差値へ
202507030603,能力,3ハード4アンド9コスモタイム指数へ
202507030603,上昇度,3ハード10トモエ12タフバ調子偏差値へ
202507030605,能力,6クイン11モンサ13ヴェンタイム指数へ
202507030605,上昇度,1ルルー10ベネチ12メイシ調子偏差値へ
202507030606,能力,4タケト5プリズ8シャハタイム指数へ
