umaban,train_type,train_course_type,train_baba,train_mark,train_amount,train_change,train_comment,comment_year,comment_date,train_eval,train_course,race_id
10,0,5,3,0,1,0,100000000002464  64B2,   ,   , ,  ,202310030708
1,0,6,1,0,1,0,000000000002350  56B3,   ,   , ,  ,202310030709
2,0,6,1,0,1,0,000000100002332  53B3,   ,   , ,  ,202310030709
3,0,3,1,0,1,0,000000000002454  52B2,   ,   , ,  ,202310030709
4,0,5,1,0,1,0,100000100002344  54A4,   ,   , ,  ,202310030709
5,0,6,1,0,1,0,000000000002352  56B3,   ,   , ,  ,202310030709
6,0,5,1,0,1,0,000000000002359  59B2,   ,   , ,  ,202310030709
7,0,5,3,0,1,0,100000000002346  45B3,   ,   , ,  ,202310030709
8,0,6,1,0,1,0,000000000002339  44B3,   ,   , ,  ,202310030709
9,0,8,2,0,0,0,100000000001344  53B3,   ,   , ,  ,202310030709
10,0,5,1,0,1,0,000000000002357  60B3,   ,   , ,  ,202310030709
11,0,5,1,0,1,0,000000000002356  60B3,   ,   , ,  ,202310030709
12,0,4,3,0,1,0,100000100001360  60A2,   ,   , ,  ,202310030709
13,0,6,1,0,1,0,000000000002331  44B4,   ,   , ,  ,202310030709
14,0,5,1,0,1,0,000000000002349  52B3,   ,   , ,  ,202310030709
1,0,6,1,0,1,0,000000000002446  49A3,   ,   , ,  ,202310030710
2,0,5,3,0,1,0,100000000001352  49B3,   ,   , ,  ,202310030710
3,0,5,1,0,1,0,100000000002462  60A3,   ,   , ,  ,202310030710
4,0,6,1,0,1,0,000000000002449  49B3,   ,   , ,  ,202310030710
5,0,6,2,0,0,0,001000000001346  47B3,   ,   , ,  ,202310030710
6,0,2,3,0,1,0,100000000002351  56A4,   ,   , ,  ,202310030710
7,1,0,0,0,0,0,0000000000000    55B3,   ,   , ,  ,202310030710
8,0,5,3,0,1,0,001000000002344  48B3,   ,   , ,  ,202310030710
9,1,1,0,0,0,0,0000000000000    61D3,   ,   , ,  ,202310030710
10,0,5,3,0,1,0,100000000002446  58B3,   ,   , ,  ,202310030710
1,0,4,1,0,1,0,000000000002473  73A2,   ,   , ,  ,202310030711
2,0,3,3,0,1,0,100000000002460  60A3,   ,   , ,  ,202310030711
3,0,6,1,0,1,0,000000000002342  46B3,   ,   , ,  ,202310030711
4,0,8,2,0,0,0,100000000001363  63B2,   ,   , ,  ,202310030711
5,0,6,2,0,0,0,000000000011443  52B3,   ,   , ,  ,202310030711
6,0,5,3,0,1,0,100000100002462  58B3,   ,   , ,  ,202310030711
7,0,5,1,0,1,0,000000000002356  60B4,   ,   , ,  ,202310030711
8,0,6,1,0,1,0,000000100002345  50C3,   ,   , ,  ,202310030711
9,0,6,3,0,1,0,100000000001348  62B2,   ,   , ,  ,202310030711
10,0,5,3,0,1,0,100000000002346  60B4,   ,   , ,  ,202310030711
11,0,6,1,0,1,0,100000000002457  53B3,   ,   , ,  ,202310030711
12,0,4,1,0,1,0,000000000002359  59A3,   ,   , ,  ,202310030711
13,0,6,1,0,1,0,000000100002459  59B2,   ,   , ,  ,202310030711
1,0,6,1,0,1,0,000000000002349  49B2,   ,   , ,  ,202310030712
2,0,5,2,0,0,0,100000000001355  51B2,   ,   , ,  ,202310030712
3,0,8,1,0,1,0,000000000002461  54B3,   ,   , ,  ,202310030712
4,0,6,2,0,0,0,001000000001466  66B1,   ,   , ,  ,202310030712
5,0,5,1,0,1,0,000000000002458  59A3,   ,   , ,  ,202310030712
6,0,9,2,0,0,0,001000000002112  38D4,   ,   , ,  ,202310030712
7,0,6,2,0,0,0,001000000002128  46B4,   ,   , ,  ,202310030712
8,0,5,2,0,0,0,100000000002356  56B3,   ,   , ,  ,202310030712
9,0,5,3,0,1,0,1000000000000    55B3,   ,   , ,  ,202310030712
10,1,0,0,0,0,0,0000000000000    58B3,   ,   , ,  ,202310030712
11,0,4,3,0,1,0,100000000001349  52B3,   ,   , ,  ,202310030712
12,0,4,1,0,1,0,100000000002444  48A2,   ,   , ,  ,202310030712
13,0,8,3,0,1,0,100000100001346  45B4,   ,   , ,  ,202310030712
14,0,9,1,0,1,0,000000000002464  63B3,   ,   , ,  ,202310030712
15,0,6,1,0,1,0,000000000002443  54B4,   ,   , ,  ,202310030712
16,0,6,3,0,1,0,100000000001425  46B3,   ,   , ,  ,202310030712
1,0,6,2,0,0,0,000010000001459  59B2,   ,   , ,  ,202301020801
2,0,5,2,0,0,0,100000000001346  46A2,   ,   , ,  ,202301020801
3,0,7,2,0,0,0,001000000001455  43C2,   ,   , ,  ,202301020801
4,0,2,2,0,0,0,100010000001356  55B2,   ,   , ,  ,202301020801
5,0,6,2,0,0,0,001000000001114  25B3,   ,   , ,  ,202301020801
6,1,0,0,0,0,0,0000000000000    35B3,   ,   , ,  ,202301020801
7,0,5,2,0,0,0,001000000001438  40B3,   ,   , ,  ,202301020801
8,0,8,2,0,0,0,001000000001454  44C2,   ,   , ,  ,202301020801
9,1,0,0,0,0,0,0000000000000    60B3,   ,   , ,  ,202301020801
10,0,6,2,0,0,0,001000000001346  53B3,   ,   , ,  ,202301020801
11,0,5,2,0,0,0,001000000001349  50B3,   ,   , ,  ,202301020801
1,0,6,2,0,0,0,001000000001151  52B3,   ,   , ,  ,202301020802
2,0,6,2,0,0,0,001000000001449  49B3,   ,   , ,  ,202301020802
3,0,5,2,0,0,0,001000000001444  44B3,   ,   , ,  ,202301020802
4,0,6,2,0,0,0,001000000001337  49B4,   ,   , ,  ,202301020802
5,0,6,2,0,0,0,001010000001357  57B2,   ,   , ,  ,202301020802
6,1,0,0,0,0,0,0000000000000    35B3,   ,   , ,  ,202301020802
7,0,6,2,0,0,0,001000000001437  53B3,   ,   , ,  ,202301020802
8,0,5,2,0,0,0,001000000001451  61B3,   ,   , ,  ,202301020802
9,0,6,2,0,0,0,000010000001160  60B2,   ,   , ,  ,202301020802
1,0,9,2,0,0,0,001000000002470  63B3,   ,   , ,  ,202301020803
2,0,6,2,0,0,0,001000000001446  46B3,   ,   , ,  ,202301020803
3,0,5,2,0,0,0,001000000001449  61B3,   ,   , ,  ,202301020803
4,0,6,2,0,0,0,100000000001363  63B3,   ,   , ,  ,202301020803
5,0,6,2,0,0,0,001000000001447  64B4,   ,   , ,  ,202301020803
6,0,9,2,0,0,0,001000000001265  50B3,   ,   , ,  ,202301020803
7,0,5,2,0,0,0,001000000002457  51A3,   ,   , ,  ,202301020803
8,1,0,0,0,0,0,0000000000000    62B3,   ,   , ,  ,202301020803
9,0,2,2,0,0,0,001000000002467  60A2,   ,   , ,  ,202301020803
10,0,8,2,0,0,0,001000000001459  59C2,   ,   , ,  ,202301020803
11,0,6,2,0,0,0,100000000001333  27D4,   ,   , ,  ,202301020803
12,0,5,2,0,0,0,100000000001346  52B3,   ,   , ,  ,202301020803
13,0,5,2,0,0,0,101000000001438  43B3,   ,   , ,  ,202301020803
14,1,0,0,0,0,0,0000000000000    62B3,   ,   , ,  ,202301020803
1,0,5,2,0,0,0,001000000001454  54B3,   ,   , ,  ,202301020804
2,1,0,0,0,0,0,0000000000000    51B3,   ,   , ,  ,202301020804
3,0,9,2,0,0,0,001000000001447  50B3,   ,   , ,  ,202301020804
4,1,0,0,0,0,0,0000000000000    58B3,   ,   , ,  ,202301020804
5,0,9,2,0,0,0,101000000001462  54C2,   ,   , ,  ,202301020804
6,0,6,2,0,0,0,001000000001261  68B3,   ,   , ,  ,202301020804
7,0,5,2,0,0,0,101000000001441  49B3,   ,   , ,  ,202301020804
8,0,2,2,0,0,0,001000000001461  66A2,   ,   , ,  ,202301020804
9,1,0,0,0,0,0,0000000000000    62B3,   ,   , ,  ,202301020804
10,0,9,2,0,0,0,001000000001456  44C3,   ,   , ,  ,202301020804
11,1,0,0,0,0,0,0000000000000    58B3,   ,   , ,  ,202301020804
12,0,2,2,0,0,0,001000000001439  49B3,   ,   , ,  ,202301020804
13,1,0,0,0,0,0,0000000000000    58B3,   ,   , ,  ,202301020804
14,0,9,2,0,0,0,001000000002453  55C4,   ,   , ,  ,202301020804
15,0,5,2,0,0,0,001000000001443  47B2,   ,   , ,  ,202301020804
16,0,6,2,0,0,0,10100000000219   50B4,   ,   , ,  ,202301020804
1,0,8,2,0,0,0,100000100011441  41C3,   ,   , ,  ,202301020805
2,1,0,0,0,0,0,0000000000000    48B3,   ,   , ,  ,202301020805
3,0,6,2,0,0,0,100000000001349  47B3,   ,   , ,  ,202301020805
4,0,3,2,0,0,0,100000000001366  58B3,   ,   , ,  ,202301020805
5,0,9,2,0,0,0,101000000001456  54C3,   ,   , ,  ,202301020805
6,1,0,0,0,0,0,0000000000000    58B3,   ,   , ,  ,202301020805
7,0,6,2,0,0,0,001000000002451  54B3,   ,   , ,  ,202301020805
8,0,3,2,0,0,0,001000000001139  48B3,   ,   , ,  ,202301020805
9,1,0,0,0,0,0,0000000000000    55B3,   ,   , ,  ,202301020805
10,0,2,2,0,1,0,001000000001455  58A3,   ,   , ,  ,202301020805
11,1,0,0,0,0,0,0000000000000    40B3,   ,   , ,  ,202301020805
12,0,8,2,0,0,0,000000000011329  40C4,   ,   , ,  ,202301020805
13,1,0,0,0,0,0,0000000000000    51B3,   ,   , ,  ,202301020805
14,1,0,0,0,0,0,0000000000000    62B3,   ,   , ,  ,202301020805
1,0,9,2,0,0,0,001000000001454  54D4,   ,   , ,  ,202301020806
2,0,6,2,0,0,0,001000000002344  55B3,   ,   , ,  ,202301020806
3,0,7,2,0,0,0,001000000004459  47B3,   ,   , ,  ,202301020806
4,0,9,2,0,0,0,001000000001341  45C3,   ,   , ,  ,202301020806
5,0,5,2,0,0,0,001010100001454  58B3,   ,   , ,  ,202301020806
6,0,5,2,0,0,0,001000000001149  49B2,   ,   , ,  ,202301020806
7,0,8,2,0,0,0,001000000001129  51B4,   ,   , ,  ,202301020806
8,0,5,2,0,0,0,001000000001453  53B3,   ,   , ,  ,202301020806
9,0,8,2,0,0,0,101000000001357  53B3,   ,   , ,  ,202301020806
10,0,9,2,0,0,0,001000000001456  56C3,   ,   , ,  ,202301020806
11,0,9,2,0,0,0,100010000002336  49B3,   ,   , ,  ,202301020806
12,1,0,0,0,0,0,0000000000000    38B3,   ,   , ,  ,202301020806
13,0,3,2,0,0,0,001000000001430  41B4,   ,   , ,  ,202301020806
14,1,0,0,0,0,0,0000000000000    60B3,   ,   , ,  ,202301020806
15,0,6,2,0,0,0,001000000001456  56B2,   ,   , ,  ,202301020806
16,1,0,0,0,0,0,0000000000000    66B3,   ,   , ,  ,202301020806
1,0,5,2,0,0,0,001000000001454  58B3,   ,   , ,  ,202301020807
2,0,3,2,0,0,0,001000000001453  56B3,   ,   , ,  ,202301020807
3,0,9,2,0,0,0,001000000002467  64B3,   ,   , ,  ,202301020807
4,0,3,2,0,0,0,101000000001446  52B3,   ,   , ,  ,202301020807
5,0,9,2,0,0,0,001000000001426  37D3,   ,   , ,  ,202301020807
6,0,9,2,0,0,0,001000000002140  40C3,   ,   , ,  ,202301020807
7,0,3,2,0,0,0,001000000001440  59B1,   ,   , ,  ,202301020807
8,0,4,2,0,0,0,101000000001447  62B3,   ,   , ,  ,202301020807
9,0,5,2,0,0,0,001000000001447  48B3,   ,   , ,  ,202301020807
10,0,6,2,0,0,0,001000000001453  53B3,   ,   , ,  ,202301020807
11,0,5,2,0,0,0,001000000001448  53B3,   ,   , ,  ,202301020807
12,0,8,2,0,0,0,001010000001330  45B4,   ,   , ,  ,202301020807
13,0,6,2,0,0,0,001000000002415  37B4,   ,   , ,  ,202301020807
14,0,5,2,0,0,0,001000000001454  54B3,   ,   , ,  ,202301020807
1,0,8,2,0,0,0,001000000001153  41C4,   ,   , ,  ,202301020808
2,0,6,2,0,0,0,101000000001444  49B4,   ,   , ,  ,202301020808
3,0,6,2,0,0,0,001000000001458  61B3,   ,   , ,  ,202301020808
4,0,5,2,0,0,0,001000000001449  67B3,   ,   , ,  ,202301020808
5,0,5,2,0,0,0,101000000001468  68B1,   ,   , ,  ,202301020808
6,0,5,2,0,0,0,001000000001351  62B4,   ,   , ,  ,202301020808
7,0,6,2,0,0,0,001000000001428  47B4,   ,   , ,  ,202301020808
8,0,5,2,0,0,0,001000000001447  60B4,   ,   , ,  ,202301020808
9,0,6,2,0,0,0,001000000001457  57B3,   ,   , ,  ,202301020808
10,1,0,0,0,0,0,0000000000000    74B3,   ,   , ,  ,202301020808
11,0,9,2,0,0,0,001000000001445  44C3,   ,   , ,  ,202301020808
12,0,6,2,0,0,0,001000000002464  64B3,   ,   , ,  ,202301020808
13,0,7,2,0,0,0,101000000001164  53B3,   ,   , ,  ,202301020808
14,0,6,2,0,0,0,001000000001114  37B4,   ,   , ,  ,202301020808
1,0,5,2,0,0,0,101010000002147  51B2,   ,   , ,  ,202301020809
2,0,5,2,0,0,0,101010000001347  51B3,   ,   , ,  ,202301020809
3,0,5,2,0,0,0,100010000001363  60B3,   ,   , ,  ,202301020809
4,0,9,2,0,0,0,001000000002167  40D3,   ,   , ,  ,202301020809
5,0,5,2,0,0,0,001000000001456  66B2,   ,   , ,  ,202301020809
6,0,6,2,0,0,0,000010000001463  63B1,   ,   , ,  ,202301020809
7,0,9,2,0,0,0,001000000002173  44D3,   ,   , ,  ,202301020809
8,0,9,2,0,0,0,001000000002179  47D3,   ,   , ,  ,202301020809
9,0,9,2,0,0,0,001000000001457  54D1,   ,   , ,  ,202301020809
10,0,9,2,0,0,0,001000000002166  40D3,   ,   , ,  ,202301020809
11,0,5,2,0,0,0,101000000001435  51B4,   ,   , ,  ,202301020809
12,0,9,2,0,0,0,001010000001449  48B2,   ,   , ,  ,202301020809
13,0,9,2,0,0,0,001000000002179  47D3,   ,   , ,  ,202301020809
14,0,9,2,0,0,0,001000000002174  44D3,   ,   , ,  ,202301020809
1,0,5,2,0,0,0,001000000001345  53B3,   ,   , ,  ,202301020810
2,0,6,2,0,0,0,001000000001359  64A3,   ,   , ,  ,202301020810
3,0,6,2,0,0,0,001000000001465  60B3,   ,   , ,  ,202301020810
4,0,8,2,0,0,0,001000000002363  54B3,   ,   , ,  ,202301020810
5,0,5,2,0,0,0,001000000001451  60B4,   ,   , ,  ,202301020810
6,0,5,2,0,0,0,001000000001456  60B3,   ,   , ,  ,202301020810
7,0,6,2,0,0,0,001000000001439  52B4,   ,   , ,  ,202301020810
8,0,6,2,0,0,0,101000000001462  57B2,   ,   , ,  ,202301020810
9,0,6,2,0,0,0,001000000001250  53B3,   ,   , ,  ,202301020810
10,0,6,2,0,0,0,001000000001461  61B3,   ,   , ,  ,202301020810
11,0,9,2,0,0,0,001000000001124  42B4,   ,   , ,  ,202301020810
12,0,9,2,0,0,0,001000000001453  46B2,   ,   , ,  ,202301020810
1,0,9,2,0,0,0,001000000001466  54B4,   ,   , ,  ,202301020811
2,0,8,2,0,0,0,001000000001460  53B3,   ,   , ,  ,202301020811
3,0,5,2,0,0,0,101000000001462  59B3,   ,   , ,  ,202301020811
4,0,8,2,0,0,0,001000000001466  61B4,   ,   , ,  ,202301020811
5,0,6,2,0,0,0,001010000001446  53B3,   ,   , ,  ,202301020811
6,0,8,2,0,0,0,001000000001440  45B3,   ,   , ,  ,202301020811
7,0,5,2,0,0,0,101000000001463  61B3,   ,   , ,  ,202301020811
8,0,8,2,0,0,0,001000000001346  61B4,   ,   , ,  ,202301020811
9,0,2,2,0,0,0,001000000001446  63B3,   ,   , ,  ,202301020811
10,0,8,2,0,0,0,101000000001464  53B3,   ,   , ,  ,202301020811
11,0,8,2,0,0,0,001000000002460  42B3,   ,   , ,  ,202301020811
12,0,5,3,0,1,0,101000000001340  50B3,   ,   , ,  ,202301020811
13,0,9,2,0,0,0,001000000001345  51B3,   ,   , ,  ,202301020811
14,0,5,2,0,0,0,101010000001463  66B3,   ,   , ,  ,202301020811
1,0,6,2,0,0,0,001000000002477  77B1,   ,   , ,  ,202301020812
2,0,8,2,0,0,0,001000000001454  50B3,   ,   , ,  ,202301020812
3,0,6,2,0,0,0,001000000001447  58B3,   ,   , ,  ,202301020812
4,0,6,2,0,0,0,001000000001453  58B3,   ,   , ,  ,202301020812
5,1,0,0,0,0,0,0000000000000    54B3,   ,   , ,  ,202301020812
6,0,4,2,0,0,0,001000000001455  55A2,   ,   , ,  ,202301020812
7,1,0,0,0,0,0,0000000000000    69B3,   ,   , ,  ,202301020812
8,0,5,2,0,0,0,101000000001463  62B2,   ,   , ,  ,202301020812
9,0,3,2,0,0,0,101000000001451  52B3,   ,   , ,  ,202301020812
10,0,2,2,0,0,0,101000000002269  69A2,   ,   , ,  ,202301020812
11,0,6,2,0,0,0,001000000001435  44B3,   ,   , ,  ,202301020812
12,0,8,2,0,0,0,101000000001469  57B3,   ,   , ,  ,202301020812
13,0,9,2,0,0,0,001000000001460  57B4,   ,   , ,  ,202301020812
14,0,8,2,0,0,0,101000000001356  69B4,   ,   , ,  ,202301020812
1,0,6,2,0,0,0,100000000001321  38B4,   ,   , ,  ,202304030801
2,0,5,3,0,1,0,100000000002333  39B3,   ,   , ,  ,202304030801
3,0,5,2,0,0,0,100000100001350  54B2,   ,   , ,  ,202304030801
4,0,8,2,0,0,0,100000000001338  38C2,   ,   , ,  ,202304030801
5,0,6,2,0,0,0,100000100001346  51B3,   ,   , ,  ,202304030801
6,0,6,2,0,0,0,100000100001340  42B3,   ,   , ,  ,202304030801
7,0,6,2,0,0,0,001000000001156  56B3,   ,   , ,  ,202304030801
8,0,3,2,0,0,0,100000000002441  48B3,   ,   , ,  ,202304030801
9,0,5,2,0,0,0,101000000001339  44B3,   ,   , ,  ,202304030801
10,0,2,2,0,0,0,100000000001353  54B2,   ,   , ,  ,202304030801
11,0,5,2,0,0,0,100000000001343  57B3,   ,   , ,  ,202304030801
12,0,9,2,0,0,0,100000000001347  39C3,   ,   , ,  ,202304030801
13,0,8,2,0,0,0,100000000011452  38B1,   ,   , ,  ,202304030801
14,0,5,2,0,0,0,100000000001320  21B3,   ,   , ,  ,202304030801
15,0,8,2,0,0,0,001000000001368  58B3,   ,   , ,  ,202304030801
1,0,6,2,0,0,0,100000000001344  45B3,   ,   , ,  ,202304030802
2,0,8,2,0,0,0,100000000001352  43B3,   ,   , ,  ,202304030802
3,0,6,2,0,0,0,100000000011451  52B3,   ,   , ,  ,202304030802
4,0,5,2,0,0,0,100000000001358  58B2,   ,   , ,  ,202304030802
5,0,5,2,0,0,0,100000000001344  48B3,   ,   , ,  ,202304030802
6,0,7,1,0,1,0,000000000002453  43B2,   ,   , ,  ,202304030802
7,0,6,2,0,0,0,100000000001351  51B2,   ,   , ,  ,202304030802
8,0,5,2,0,0,0,100000000001352  56B3,   ,   , ,  ,202304030802
9,0,6,2,0,0,0,101000000001336  57B3,   ,   , ,  ,202304030802
10,0,9,2,0,0,0,100000000012123  39C4,   ,   , ,  ,202304030802
11,0,6,2,0,1,0,100000000001351  52B3,   ,   , ,  ,202304030802
12,0,5,2,0,0,0,101000000001470  62B3,   ,   , ,  ,202304030802
13,0,6,2,0,0,0,100000000001350  53B3,   ,   , ,  ,202304030802
1,1,0,0,0,0,0,0000000000000    26B3,   ,   , ,  ,202304030803
2,1,0,0,0,0,0,0000000000000    54B3,   ,   , ,  ,202304030803
3,0,5,2,0,0,0,100000000002355  60B3,   ,   , ,  ,202304030803
4,0,5,2,0,0,0,100000100001351  54B3,   ,   , ,  ,202304030803
5,1,0,0,0,0,0,0000000000000    43B3,   ,   , ,  ,202304030803
6,0,5,2,0,0,0,100000000001351  50B3,   ,   , ,  ,202304030803
7,1,0,0,0,0,0,0000000000000    48B3,   ,   , ,  ,202304030803
8,1,0,0,0,0,0,0000000000000    52D3,   ,   , ,  ,202304030803
9,0,5,2,0,0,0,100000100011437  43B4,   ,   , ,  ,202304030803
10,1,0,0,0,0,0,0000000000000    57B3,   ,   , ,  ,202304030803
11,0,5,2,0,0,0,100000100001357  60B3,   ,   , ,  ,202304030803
12,1,0,0,0,0,0,0000000000000    55B3,   ,   , ,  ,202304030803
13,1,0,0,0,0,0,0000000000000    29B3,   ,   , ,  ,202304030803
14,1,0,0,0,0,0,0000000000000    52B3,   ,   , ,  ,202304030803
15,0,6,2,0,0,0,100000000001356  60B3,   ,   , ,  ,202304030803
1,0,9,5,0,0,0,000000001012377  36C4,   ,   , ,  ,202304030804
2,0,6,2,0,0,0,100000000001334  41B3,   ,   , ,  ,202304030804
3,0,5,2,0,0,0,100000000011339  42B3,   ,   , ,  ,202304030804
4,0,5,2,0,0,0,100000000001246  47B3,   ,   , ,  ,202304030804
5,0,2,2,0,0,0,101000000001342  52A3,   ,   , ,  ,202304030804
6,1,0,0,0,0,0,0000000000000    44B3,   ,   , ,  ,202304030804
7,0,6,2,0,0,0,100000000002331  58B3,   ,   , ,  ,202304030804
8,1,0,0,0,0,0,0000000000000    42B3,   ,   , ,  ,202304030804
9,0,8,2,0,0,0,100000000001353  58B3,   ,   , ,  ,202304030804
10,0,8,2,0,0,0,100000000011347  40C4,   ,   , ,  ,202304030804
11,0,5,2,0,0,0,100010000001454  56A3,   ,   , ,  ,202304030804
12,0,6,2,0,0,0,100000000001343  42B3,   ,   , ,  ,202304030804
13,0,6,2,0,0,0,001000000002343  46B3,   ,   , ,  ,202304030804
14,0,6,2,0,0,0,001000000001357  57B2,   ,   , ,  ,202304030804
15,0,5,2,0,0,0,100000000001345  52A3,   ,   , ,  ,202304030804
16,0,6,2,0,0,0,001000000002359  59B2,   ,   , ,  ,202304030804
17,0,6,2,0,0,0,100000000001341  50B3,   ,   , ,  ,202304030804
18,0,5,2,0,0,0,100000000001353  53B3,   ,   , ,  ,202304030804
1,0,8,3,0,1,0,100010000001173  58B3,   ,   , ,  ,202304030805
2,0,8,2,0,0,0,100000000001451  48B3,   ,   , ,  ,202304030805
3,0,5,2,0,0,0,100000000001346  47A3,   ,   , ,  ,202304030805
4,0,5,2,0,0,0,100000000001348  49B3,   ,   , ,  ,202304030805
5,0,5,3,0,1,0,101000000001463  64A3,   ,   , ,  ,202304030805
6,0,5,2,0,0,0,100000000001358  51B3,   ,   , ,  ,202304030805
7,0,8,2,0,0,0,100000000001357  41B3,   ,   , ,  ,202304030805
8,0,8,2,0,0,0,100000000001248  48B3,   ,   , ,  ,202304030805
9,0,8,2,0,0,0,100000100001357  53B3,   ,   , ,  ,202304030805
10,0,5,2,0,0,0,100000000001343  41B3,   ,   , ,  ,202304030805
11,0,5,2,0,0,0,100000000001361  62B3,   ,   , ,  ,202304030805
12,0,5,2,0,0,0,100010000011447  60B3,   ,   , ,  ,202304030805
13,0,5,3,0,1,0,100000000001354  55B3,   ,   , ,  ,202304030805
1,0,9,2,0,0,0,100000000001440  24C3,   ,   , ,  ,202304030806
2,0,8,2,0,0,0,100000000001339  40B3,   ,   , ,  ,202304030806
3,0,5,2,0,0,0,100000000001356  49B3,   ,   , ,  ,202304030806
4,0,8,2,0,0,0,100000000001454  49B3,   ,   , ,  ,202304030806
5,0,5,2,0,0,0,100000000001356  57A3,   ,   , ,  ,202304030806
6,0,8,2,0,0,0,100000000001350  44B3,   ,   , ,  ,202304030806
7,0,5,2,0,0,0,100000000001361  60B3,   ,   , ,  ,202304030806
8,0,7,2,0,0,0,100000000001337  39B3,   ,   , ,  ,202304030806
9,0,5,2,0,0,0,100000000001329  47B3,   ,   , ,  ,202304030806
10,0,5,2,0,0,0,100000000001340  45B3,   ,   , ,  ,202304030806
11,0,5,2,0,0,0,100000000001341  36A3,   ,   , ,  ,202304030806
12,0,9,1,0,1,0,100000000002326  36B3,   ,   , ,  ,202304030806
13,0,8,2,0,0,0,100000000011337  41B3,   ,   , ,  ,202304030806
14,0,7,2,0,0,0,100010100001360  41B3,   ,   , ,  ,202304030806
15,0,8,2,0,0,0,100000000011352  44B3,   ,   , ,  ,202304030806
16,0,5,2,0,0,0,100010000001437  50B3,   ,   , ,  ,202304030806
17,0,5,1,0,1,0,100000000002155  55B3,   ,   , ,  ,202304030806
18,0,9,2,0,0,0,100000000001358  54B3,   ,   , ,  ,202304030806
1,1,0,0,0,0,0,0000000000000    45B3,   ,   , ,  ,202304030807
2,1,0,0,0,0,0,0000000000000    46B3,   ,   , ,  ,202304030807
3,0,6,2,0,0,0,10000000000230   19B4,   ,   , ,  ,202304030807
4,0,6,2,0,0,0,100000100001352  50B3,   ,   , ,  ,202304030807
5,0,6,2,0,0,0,100000000001356  56B2,   ,   , ,  ,202304030807
6,0,5,2,0,0,0,100000000001352  62B3,   ,   , ,  ,202304030807
7,0,9,2,0,0,0,000000000011332  23B3,   ,   , ,  ,202304030807
8,1,0,0,0,0,0,0000000000000    51B3,   ,   , ,  ,202304030807
9,1,1,0,0,0,0,0000001000000    25D3,   ,   , ,  ,202304030807
10,1,0,0,0,0,0,0000000000000    47B3,   ,   , ,  ,202304030807
11,0,6,2,0,0,0,100000000001345  49B3,   ,   , ,  ,202304030807
12,0,2,2,0,0,0,100000000001346  52A4,   ,   , ,  ,202304030807
13,0,6,2,0,0,0,100000000001353  53B3,   ,   , ,  ,202304030807
14,0,5,2,0,0,0,100000000011339  47B4,   ,   , ,  ,202304030807
15,1,0,0,0,0,0,0000000000000    54B3,   ,   , ,  ,202304030807
1,0,5,2,0,0,0,1000000000000    55B3,   ,   , ,  ,202304030808
2,0,6,2,0,0,0,100000000001348  51B3,   ,   , ,  ,202304030808
3,0,5,2,0,0,0,100000000001412  45B4,   ,   , ,  ,202304030808
4,0,5,2,0,0,0,100000000001347  52B3,   ,   , ,  ,202304030808
5,1,0,0,0,0,0,0000000000000    50B3,   ,   , ,  ,202304030808
6,0,6,2,0,0,0,100000000001344  53B3,   ,   , ,  ,202304030808
7,0,6,2,0,0,0,100000100001344  59B4,   ,   , ,  ,202304030808
8,0,3,2,0,0,0,101000000001347  50B3,   ,   , ,  ,202304030808
9,0,6,2,0,0,0,100000000001346  49B3,   ,   , ,  ,202304030808
10,1,1,0,0,0,0,0000000000000    29D3,   ,   , ,  ,202304030808
11,0,6,2,0,0,0,100000000001345  56B3,   ,   , ,  ,202304030808
12,0,8,2,0,0,0,100000000001352  50B3,   ,   , ,  ,202304030808
13,0,6,3,0,1,0,100000000001355  55B3,   ,   , ,  ,202304030808
14,0,8,3,0,1,0,100000000001452  54B3,   ,   , ,  ,202304030808
15,0,6,2,0,0,0,100000000001346  51B3,   ,   , ,  ,202304030808
1,0,6,2,0,0,0,100000000001334  50B4,   ,   , ,  ,202304030809
2,0,8,2,0,0,0,100000000002350  54B4,   ,   , ,  ,202304030809
3,0,6,3,0,1,0,100000000001359  57B3,   ,   , ,  ,202304030809
4,0,6,3,0,1,0,001000000002332  46B4,   ,   , ,  ,202304030809
5,0,8,1,0,1,0,000000000002349  56C2,   ,   , ,  ,202304030809
6,0,5,2,0,0,0,100000000001356  55B3,   ,   , ,  ,202304030809
7,0,3,1,0,1,0,000000000002344  55B4,   ,   , ,  ,202304030809
8,0,7,1,0,1,0,000000000002466  66B3,   ,   , ,  ,202304030809
9,0,5,2,0,0,0,100000000002367  55B3,   ,   , ,  ,202304030809
10,0,9,2,0,0,0,100000100001351  56B3,   ,   , ,  ,202304030809
11,0,6,2,0,0,0,100000100001350  56B3,   ,   , ,  ,202304030809
12,0,6,2,0,0,0,100000000001340  49B3,   ,   , ,  ,202304030809
13,0,6,2,0,0,0,100000000001355  56B3,   ,   , ,  ,202304030809
1,0,8,2,0,0,0,100000100001360  48B3,   ,   , ,  ,202304030810
2,0,6,2,0,0,0,100000100001433  48B4,   ,   , ,  ,202304030810
3,0,5,1,0,1,0,000000000002435  49B3,   ,   , ,  ,202304030810
4,0,2,3,0,1,0,101000000002457  53A4,   ,   , ,  ,202304030810
5,0,9,2,0,0,0,100000000001352  49B3,   ,   , ,  ,202304030810
6,0,5,2,0,0,0,100000000001351  60B4,   ,   , ,  ,202304030810
