umaban,train_type,train_course_type,train_baba,train_mark,train_amount,train_change,train_comment,comment_year,comment_date,train_eval,train_course,race_id
9,0,3,2,0,0,0,001000000002174  74B1,   ,   , ,  ,202110010701
10,0,5,3,0,1,0,100000000011439  42B3,   ,   , ,  ,202110010701
11,0,2,2,0,0,0,001000000001450  70B2,   ,   , ,  ,202110010701
12,0,6,2,0,0,0,001000000002427  51B4,   ,   , ,  ,202110010701
13,0,5,2,0,0,0,001000000001450  56B3,   ,   , ,  ,202110010701
14,0,5,1,0,1,0,000000000002338  45B3,   ,   , ,  ,202110010701
15,0,9,3,0,1,0,001000000001455  51C3,   ,   , ,  ,202110010701
16,0,6,1,0,1,0,000000000002412  75B2,   ,   , ,  ,202110010701
1,0,8,2,0,0,0,101000000002458  51B2,   ,   , ,  ,202110010702
2,0,8,2,0,0,0,001000000001468  62B2,   ,   , ,  ,202110010702
3,0,8,1,0,1,0,100000000002355  48B4,   ,   , ,  ,202110010702
4,0,8,3,0,1,0,101000000002458  54B3,   ,   , ,  ,202110010702
5,0,6,2,0,0,0,001000000001430  39B3,   ,   , ,  ,202110010702
6,0,8,1,0,1,0,100000000002467  59B3,   ,   , ,  ,202110010702
7,0,5,1,0,1,0,000000000002460  54B2,   ,   , ,  ,202110010702
8,0,9,3,0,1,0,100000000001461  44B3,   ,   , ,  ,202110010702
9,0,2,1,0,1,0,000000000002359  59A3,   ,   , ,  ,202110010702
10,0,5,3,0,1,0,100000000002333  68B3,   ,   , ,  ,202110010702
11,0,5,2,0,0,0,001000000002441  46B3,   ,   , ,  ,202110010702
12,0,8,1,0,1,0,100000000002452  52B2,   ,   , ,  ,202110010702
13,0,3,1,0,1,0,000000000002466  66B2,   ,   , ,  ,202110010702
14,0,8,1,0,1,0,000000000002471  52B3,   ,   , ,  ,202110010702
15,0,2,1,0,1,0,000000000002449  52A3,   ,   , ,  ,202110010702
16,0,5,1,0,1,0,100000000001461  56B3,   ,   , ,  ,202110010702
17,0,5,1,0,1,0,000000000002464  54B3,   ,   , ,  ,202110010702
18,0,8,2,0,0,0,101000000001426  40C4,   ,   , ,  ,202110010702
1,0,5,1,0,1,0,000000100002457  53B3,   ,   , ,  ,202110010703
2,0,8,3,0,1,0,000000100012455  40B2,   ,   , ,  ,202110010703
3,0,8,1,0,1,0,000000100002457  51B2,   ,   , ,  ,202110010703
4,0,5,1,0,1,0,000000000002350  54B3,   ,   , ,  ,202110010703
5,0,8,1,0,1,0,000000000002338  40B3,   ,   , ,  ,202110010703
6,0,5,2,0,0,0,001000000001344  50B3,   ,   , ,  ,202110010703
7,0,8,1,0,1,0,000000000002447  31D3,   ,   , ,  ,202110010703
8,0,4,3,0,1,0,100000000002455  63B3,   ,   , ,  ,202110010703
9,0,4,3,0,1,0,001000000001141  61B3,   ,   , ,  ,202110010703
10,0,7,2,0,1,0,100000000011453  45B2,   ,   , ,  ,202110010703
11,0,5,1,0,1,0,100000000002163  59B1,   ,   , ,  ,202110010703
12,0,5,1,0,1,0,000000000002465  65B3,   ,   , ,  ,202110010703
13,0,5,1,0,1,0,000000000002446  50B3,   ,   , ,  ,202110010703
14,0,6,2,0,0,0,001000000002455  56B3,   ,   , ,  ,202110010703
1,0,8,5,0,0,0,100000001002333  44B3,   ,   , ,  ,202110010704
2,0,5,5,0,1,0,100000001001459  55B2,   ,   , ,  ,202110010704
3,0,5,5,0,0,0,100000001002429  44B3,   ,   , ,  ,202110010704
4,0,8,2,0,1,0,100000000001451  55B3,   ,   , ,  ,202110010704
5,0,5,2,0,0,0,00100000000245   36B4,   ,   , ,  ,202110010704
6,0,7,1,0,1,0,000000100002164  57B3,   ,   , ,  ,202110010704
7,0,5,1,0,1,0,100000000001455  59B3,   ,   , ,  ,202110010704
8,0,6,2,0,0,0,001000000001462  62B1,   ,   , ,  ,202110010704
9,0,2,3,0,1,0,100000000001458  56A2,   ,   , ,  ,202110010704
10,0,2,1,0,1,0,000000000002469  65B2,   ,   , ,  ,202110010704
11,0,6,2,0,0,0,100000000001418  21C3,   ,   , ,  ,202110010704
12,0,6,1,0,1,0,000000000002327  61B2,   ,   , ,  ,202110010704
13,0,5,2,0,0,0,100000100001476  72B1,   ,   , ,  ,202110010704
14,0,4,2,0,1,0,100000000001459  58B1,   ,   , ,  ,202110010704
1,0,8,2,0,0,0,101000000001451  53B3,   ,   , ,  ,202110010705
2,0,5,5,0,1,0,100000001001477  73B2,   ,   , ,  ,202110010705
3,0,5,5,0,1,0,100000001001470  61B3,   ,   , ,  ,202110010705
4,0,8,2,0,0,0,001000000001462  62C1,   ,   , ,  ,202110010705
5,0,6,2,0,0,0,00100000000247   44B4,   ,   , ,  ,202110010705
6,0,6,2,0,0,0,001000000002449  49B2,   ,   , ,  ,202110010705
7,0,9,5,0,1,0,0000000010020    65C2,   ,   , ,  ,202110010705
8,0,3,3,0,1,0,000000000012429  79B1,   ,   , ,  ,202110010705
9,0,5,3,0,1,0,001000000001437  54B4,   ,   , ,  ,202110010705
10,0,8,1,0,1,0,000000000002337  47C4,   ,   , ,  ,202110010705
11,0,2,5,0,1,0,100000001002470  70A2,   ,   , ,  ,202110010705
12,0,5,2,0,0,0,101000000001460  60B2,   ,   , ,  ,202110010705
1,0,4,1,0,1,0,000000000002462  58B2,   ,   , ,  ,202110010706
2,0,5,2,0,1,0,100000000001467  61B2,   ,   , ,  ,202110010706
3,0,5,1,0,1,0,000000000012445  45B3,   ,   , ,  ,202110010706
4,0,6,1,0,1,0,000000000002459  59B3,   ,   , ,  ,202110010706
5,0,5,3,0,1,0,100000100001459  60B2,   ,   , ,  ,202110010706
6,0,5,1,0,1,0,101000000002464  61B2,   ,   , ,  ,202110010706
7,0,5,1,0,1,0,000000000002456  55B3,   ,   , ,  ,202110010706
8,0,6,2,0,0,0,001000000001436  47B4,   ,   , ,  ,202110010706
9,0,6,1,0,1,0,000000100002429  40B3,   ,   , ,  ,202110010706
10,0,6,1,0,1,0,000000000002442  47B1,   ,   , ,  ,202110010706
11,0,6,3,0,1,0,100000000001461  64B3,   ,   , ,  ,202110010706
12,0,6,1,0,1,0,000000000002448  48B2,   ,   , ,  ,202110010706
13,0,9,2,0,0,0,001000000001461  50C3,   ,   , ,  ,202110010706
14,0,6,2,0,0,0,001000000001441  44B3,   ,   , ,  ,202110010706
15,0,8,3,0,1,0,100000000012447  58B4,   ,   , ,  ,202110010706
16,0,8,1,0,1,0,000000000002448  43B3,   ,   , ,  ,202110010706
1,0,3,1,0,1,0,000000000002463  63B2,   ,   , ,  ,202110010707
2,0,8,1,0,1,0,000000000002459  51B3,   ,   , ,  ,202110010707
3,0,7,1,0,1,0,000000000002451  63B4,   ,   , ,  ,202110010707
4,0,2,1,0,1,0,100000000002449  52A3,   ,   , ,  ,202110010707
5,0,6,2,0,0,0,100000000001148  48B2,   ,   , ,  ,202110010707
6,0,6,2,0,0,0,001000000001446  52B3,   ,   , ,  ,202110010707
7,0,7,2,0,0,0,001000000001131  37B3,   ,   , ,  ,202110010707
8,0,6,1,0,1,0,000000000002445  45B3,   ,   , ,  ,202110010707
9,0,6,2,0,0,0,001000000001464  64B3,   ,   , ,  ,202110010707
10,0,9,2,0,0,0,001000000001362  62C2,   ,   , ,  ,202110010707
11,0,8,1,0,1,0,000000000002170  62B3,   ,   , ,  ,202110010707
12,0,5,3,0,1,0,101000000001442  54B4,   ,   , ,  ,202110010707
13,0,5,1,0,1,0,000000000002357  57B3,   ,   , ,  ,202110010707
14,0,2,1,0,1,0,000000000002462  62A3,   ,   , ,  ,202110010707
15,0,7,2,0,0,0,100000000001456  56B3,   ,   , ,  ,202110010707
16,0,5,1,0,1,0,000000000002465  62B3,   ,   , ,  ,202110010707
17,0,5,1,0,1,0,100000000002336  52B4,   ,   , ,  ,202110010707
18,0,6,2,0,0,0,001000000001437  49B4,   ,   , ,  ,202110010707
1,0,6,2,0,0,0,001000000001453  53B2,   ,   , ,  ,202110010708
2,1,0,0,0,0,0,0000000000000    51B3,   ,   , ,  ,202110010708
3,0,5,3,0,1,0,100000000001444  40B4,   ,   , ,  ,202110010708
4,0,4,2,0,0,0,001000000001456  56B2,   ,   , ,  ,202110010708
5,0,6,2,0,0,0,001000000002450  50B3,   ,   , ,  ,202110010708
6,1,0,0,0,0,0,0000000000000    67B3,   ,   , ,  ,202110010708
7,0,5,1,0,1,0,000000100002467  63B3,   ,   , ,  ,202110010708
8,0,6,2,0,0,0,001000000001441  53B4,   ,   , ,  ,202110010708
9,0,8,3,0,1,0,101000000001469  63B2,   ,   , ,  ,202110010708
10,0,3,3,0,1,0,100000000002460  60B3,   ,   , ,  ,202110010708
11,0,5,2,0,0,0,001000000002344  53B3,   ,   , ,  ,202110010708
12,0,8,3,0,1,0,001000000001465  52B3,   ,   , ,  ,202110010708
13,0,8,2,0,1,0,100000000001459  52B2,   ,   , ,  ,202110010708
14,0,9,2,0,0,0,001000000002453  55C3,   ,   , ,  ,202110010708
1,0,8,2,0,1,0,101000000001448  62B4,   ,   , ,  ,202110010709
2,0,6,1,0,1,0,000000000002424  40B4,   ,   , ,  ,202110010709
3,0,5,1,0,1,0,000000000002333  42B3,   ,   , ,  ,202110010709
4,0,6,2,0,0,0,001000000001449  56B3,   ,   , ,  ,202110010709
5,0,5,3,0,1,0,100000000011458  55B3,   ,   , ,  ,202110010709
6,0,2,2,0,0,0,100000000001468  68A2,   ,   , ,  ,202110010709
7,0,5,1,0,1,0,100000000001469  59B3,   ,   , ,  ,202110010709
8,0,8,1,0,1,0,100000000001480  46B3,   ,   , ,  ,202110010709
9,0,5,3,0,1,0,1000000000000    54B3,   ,   , ,  ,202110010709
1,0,3,1,0,1,0,000000000002440  48B3,   ,   , ,  ,202110010710
2,0,5,2,0,0,0,001000000001442  42B3,   ,   , ,  ,202110010710
3,0,6,2,0,0,0,001000000001454  54B2,   ,   , ,  ,202110010710
4,0,9,1,0,1,0,000000000002468  53C2,   ,   , ,  ,202110010710
5,0,9,1,0,1,0,000000000002343  47B3,   ,   , ,  ,202110010710
6,0,8,1,0,1,0,000000000002367  63B3,   ,   , ,  ,202110010710
7,0,9,1,0,1,0,100000000002453  50B4,   ,   , ,  ,202110010710
8,0,2,1,0,1,0,000000000002269  59A3,   ,   , ,  ,202110010710
9,0,6,2,0,0,0,001000000001134  45B4,   ,   , ,  ,202110010710
10,0,8,2,0,0,0,101000000002442  58B3,   ,   , ,  ,202110010710
11,1,0,0,0,0,0,0000000000000    59B3,   ,   , ,  ,202110010710
12,0,6,2,0,0,0,001000000001452  52B2,   ,   , ,  ,202110010710
13,1,1,0,0,0,0,0000000000000    32D3,   ,   , ,  ,202110010710
1,0,5,1,0,1,0,000000000002471  71B2,   ,   , ,  ,202110010711
2,0,3,3,0,1,0,100000100001456  56B2,   ,   , ,  ,202110010711
3,0,5,3,0,1,0,101000000011459  56B3,   ,   , ,  ,202110010711
4,0,6,2,0,0,0,001000000001466  66B2,   ,   , ,  ,202110010711
5,0,2,2,0,0,0,100000100001458  64A2,   ,   , ,  ,202110010711
6,0,5,2,0,0,0,101000000001356  60B3,   ,   , ,  ,202110010711
7,1,1,0,0,0,0,0000000000000    48D3,   ,   , ,  ,202110010711
8,0,3,1,0,1,0,000000000002346  71B1,   ,   , ,  ,202110010711
9,0,8,1,0,1,0,100000000002462  53B3,   ,   , ,  ,202110010711
10,1,0,0,0,0,0,0000000000000    45B3,   ,   , ,  ,202110010711
1,0,6,2,0,0,0,001000000001440  40B2,   ,   , ,  ,202110010712
2,0,5,1,0,1,0,000000000002364  64B2,   ,   , ,  ,202110010712
3,1,0,0,0,0,0,0000000000000    49B3,   ,   , ,  ,202110010712
4,0,8,3,0,1,0,100000000002158  49B3,   ,   , ,  ,202110010712
5,0,5,1,0,1,0,000000000002460  60B2,   ,   , ,  ,202110010712
6,0,8,3,0,1,0,100000000001459  43B3,   ,   , ,  ,202110010712
7,0,6,2,0,0,0,001000000001464  64B3,   ,   , ,  ,202110010712
8,0,8,2,0,0,0,100000000001448  51B3,   ,   , ,  ,202110010712
9,0,6,1,0,1,0,000000100002342  49B3,   ,   , ,  ,202110010712
10,0,5,1,0,1,0,000000100002264  64B2,   ,   , ,  ,202110010712
11,0,8,1,0,1,0,001000000001440  41B4,   ,   , ,  ,202110010712
12,0,5,2,0,0,0,001000000001169  69B1,   ,   , ,  ,202110010712
13,0,5,2,0,0,0,001000000002337  37B3,   ,   , ,  ,202110010712
1,0,3,3,0,1,0,100000000001357  58B3,   ,   , ,  ,202105010401
2,0,7,1,0,1,0,000000000002450  47B2,   ,   , ,  ,202105010401
3,0,6,3,0,1,0,101000000002163  54B2,   ,   , ,  ,202105010401
4,0,8,3,0,1,0,100000000002462  57B2,   ,   , ,  ,202105010401
5,0,5,1,0,1,0,000000000002153  55B3,   ,   , ,  ,202105010401
6,0,7,1,0,1,0,000000000002443  43C3,   ,   , ,  ,202105010401
7,0,5,1,0,1,0,000000100002351  51B2,   ,   , ,  ,202105010401
8,0,5,1,0,1,0,000000000002457  59B3,   ,   , ,  ,202105010401
9,0,8,1,0,1,0,000000000002470  61B2,   ,   , ,  ,202105010401
10,0,5,1,0,1,0,000000000002450  52B2,   ,   , ,  ,202105010401
11,0,8,2,0,0,0,100000000001466  66C3,   ,   , ,  ,202105010401
12,0,5,1,0,1,0,100000000002350  53B3,   ,   , ,  ,202105010401
13,0,5,2,0,0,0,001000000001469  64B2,   ,   , ,  ,202105010401
14,0,6,3,0,1,0,100000000001470  61B3,   ,   , ,  ,202105010401
15,0,7,3,0,1,0,100000000002465  55B3,   ,   , ,  ,202105010401
16,0,8,2,0,0,0,100000000001460  58B3,   ,   , ,  ,202105010401
1,0,6,2,0,0,0,000000000011351  59B3,   ,   , ,  ,202105010402
2,0,3,3,0,1,0,100000000011464  64B2,   ,   , ,  ,202105010402
3,0,5,2,0,1,0,101000000001473  66B2,   ,   , ,  ,202105010402
4,0,5,3,0,1,0,100000000001455  57B3,   ,   , ,  ,202105010402
5,0,5,1,0,1,0,101000000002442  52B3,   ,   , ,  ,202105010402
6,0,2,1,0,1,0,001000000002471  69A2,   ,   , ,  ,202105010402
7,0,2,3,0,1,0,100000000001462  70A2,   ,   , ,  ,202105010402
8,0,4,2,0,0,0,100000000001479  79B1,   ,   , ,  ,202105010402
9,0,8,1,0,1,0,000000000002451  51B2,   ,   , ,  ,202105010402
10,0,5,2,0,0,0,001000000001449  58B3,   ,   , ,  ,202105010402
11,0,5,3,0,1,0,100000000001154  57B2,   ,   , ,  ,202105010402
12,0,4,2,0,0,0,100000000001459  62B3,   ,   , ,  ,202105010402
13,0,5,1,0,1,0,000000000002464  58B2,   ,   , ,  ,202105010402
14,0,3,3,0,1,0,100000100001457  57B2,   ,   , ,  ,202105010402
15,0,5,3,0,1,0,000000000012453  64B4,   ,   , ,  ,202105010402
16,0,5,3,0,1,0,100000100001459  60B3,   ,   , ,  ,202105010402
1,0,6,1,0,1,0,000000100002461  61B3,   ,   , ,  ,202105010403
2,0,5,1,0,1,0,000000000002462  57B3,   ,   , ,  ,202105010403
3,0,8,2,0,0,0,100000000001466  59B3,   ,   , ,  ,202105010403
4,0,9,2,0,0,0,100000000001343  46C3,   ,   , ,  ,202105010403
5,0,6,2,0,0,0,001000000002425  43B4,   ,   , ,  ,202105010403
6,0,5,3,0,1,0,100000000001462  62B3,   ,   , ,  ,202105010403
7,0,5,3,0,1,0,100000000001458  55B2,   ,   , ,  ,202105010403
8,0,5,3,0,1,0,100000000001463  64B3,   ,   , ,  ,202105010403
9,0,9,2,0,0,0,100000000001454  48D4,   ,   , ,  ,202105010403
10,0,2,1,0,1,0,000000000002441  47B3,   ,   , ,  ,202105010403
11,0,6,2,0,0,0,100000000001149  50B3,   ,   , ,  ,202105010403
12,0,5,2,0,0,0,100000000001448  49B3,   ,   , ,  ,202105010403
13,0,5,2,0,0,0,000000000011351  60B3,   ,   , ,  ,202105010403
14,0,5,3,0,1,0,100000000001459  54B2,   ,   , ,  ,202105010403
15,0,9,3,0,1,0,101000000001466  68B4,   ,   , ,  ,202105010403
1,0,8,2,0,1,0,100000000001462  54B3,   ,   , ,  ,202105010404
2,0,5,3,0,1,0,101000000001340  53B4,   ,   , ,  ,202105010404
3,0,4,1,0,1,0,000000100002443  54B3,   ,   , ,  ,202105010404
4,0,9,1,0,1,0,000000100002447  55D4,   ,   , ,  ,202105010404
5,0,8,1,0,1,0,000000000002456  54C3,   ,   , ,  ,202105010404
6,0,5,3,0,1,0,101000000011352  53B3,   ,   , ,  ,202105010404
7,0,5,1,0,1,0,100000000001466  58B3,   ,   , ,  ,202105010404
8,0,8,2,0,0,0,100000000001341  58B3,   ,   , ,  ,202105010404
9,0,6,2,0,0,0,000000000011222  43B4,   ,   , ,  ,202105010404
10,0,6,1,0,1,0,000000100002438  52B4,   ,   , ,  ,202105010404
11,0,8,1,0,1,0,000000000002169  60B3,   ,   , ,  ,202105010404
12,0,3,2,0,0,0,100000000001475  75B1,   ,   , ,  ,202105010404
13,0,5,2,0,1,0,100000000002453  52B4,   ,   , ,  ,202105010404
14,0,6,1,0,1,0,000000000002461  61B2,   ,   , ,  ,202105010404
15,0,6,1,0,1,0,000000000002465  65B2,   ,   , ,  ,202105010404
16,0,2,2,0,1,0,101000000011479  76A2,   ,   , ,  ,202105010404
1,0,8,2,0,0,0,000000000011457  55B4,   ,   , ,  ,202105010405
2,0,5,3,0,1,0,101000000001160  55B3,   ,   , ,  ,202105010405
3,0,7,2,0,0,0,100000000001454  46C2,   ,   , ,  ,202105010405
4,0,8,2,0,1,0,100000100001457  51B2,   ,   , ,  ,202105010405
5,0,9,2,0,1,0,100010000001471  57B2,   ,   , ,  ,202105010405
6,0,9,2,0,0,0,100000000001469  61C2,   ,   , ,  ,202105010405
7,0,5,2,0,1,0,100000000001484  70B2,   ,   , ,  ,202105010405
8,0,6,3,0,1,0,100000000001468  62B4,   ,   , ,  ,202105010405
9,0,8,3,0,1,0,100000000001160  53B2,   ,   , ,  ,202105010405
10,0,8,1,0,1,0,000000100002467  67C1,   ,   , ,  ,202105010405
11,0,5,1,0,1,0,100000000001456  61B3,   ,   , ,  ,202105010405
12,0,2,1,0,1,0,100000000001446  57A3,   ,   , ,  ,202105010405
13,0,9,3,0,1,0,100000000002449  51B3,   ,   , ,  ,202105010405
14,0,3,1,0,1,0,000000000002459  59B3,   ,   , ,  ,202105010405
15,0,6,3,0,1,0,100000000001478  69B2,   ,   , ,  ,202105010405
16,0,8,3,0,1,0,100000000002441  43B3,   ,   , ,  ,202105010405
1,0,8,1,0,1,0,000000000002462  45B3,   ,   , ,  ,202105010406
2,0,5,3,0,1,0,100010000002441  52B3,   ,   , ,  ,202105010406
3,0,8,3,0,1,0,100000000002440  43B3,   ,   , ,  ,202105010406
4,0,8,1,0,1,0,000000000002429  34B3,   ,   , ,  ,202105010406
5,0,8,2,0,1,0,100010000001431  41B3,   ,   , ,  ,202105010406
6,0,8,3,0,1,0,100000000001147  36B3,   ,   , ,  ,202105010406
7,0,8,3,0,1,0,100000000001455  53B3,   ,   , ,  ,202105010406
8,0,7,2,0,0,0,100000000001459  51B3,   ,   , ,  ,202105010406
9,0,7,2,0,0,0,100000000002460  52B3,   ,   , ,  ,202105010406
10,0,8,2,0,0,0,100000000001152  45B3,   ,   , ,  ,202105010406
11,0,5,3,0,1,0,101000000002159  51B3,   ,   , ,  ,202105010406
12,0,5,2,0,1,0,100000100001436  38B3,   ,   , ,  ,202105010406
13,0,8,2,0,0,0,100000000001435  38B3,   ,   , ,  ,202105010406
14,0,5,1,0,1,0,000000000002455  56B3,   ,   , ,  ,202105010406
15,0,2,3,0,1,0,101000000004454  62A3,   ,   , ,  ,202105010406
16,0,8,2,0,1,0,100000000002467  53B3,   ,   , ,  ,202105010406
1,0,6,2,0,0,0,100000000001430  47B4,   ,   , ,  ,202105010407
2,0,8,2,0,0,0,001000000001458  58B3,   ,   , ,  ,202105010407
3,0,3,2,0,0,0,100000100001461  61B2,   ,   , ,  ,202105010407
4,0,6,1,0,1,0,000000000002164  65B3,   ,   , ,  ,202105010407
5,0,6,3,0,1,0,100000000001468  62C2,   ,   , ,  ,202105010407
6,0,6,2,0,0,0,100000000001465  65B2,   ,   , ,  ,202105010407
7,0,6,2,0,0,0,001000000002325  32B3,   ,   , ,  ,202105010407
8,0,8,2,0,0,0,101000000001474  53B3,   ,   , ,  ,202105010407
9,0,9,1,0,1,0,100000100002462  62B3,   ,   , ,  ,202105010407
10,0,5,3,0,1,0,100000000002458  57B2,   ,   , ,  ,202105010407
11,0,5,2,0,0,0,001000000001461  61B1,   ,   , ,  ,202105010407
12,0,5,3,0,1,0,100000000002459  56B3,   ,   , ,  ,202105010407
13,0,4,2,0,0,0,100000000001455  56B3,   ,   , ,  ,202105010407
14,0,5,1,0,1,0,100000000002458  54B3,   ,   , ,  ,202105010407
1,0,7,2,0,0,0,100000000001471  52C4,   ,   , ,  ,202105010408
2,0,9,3,0,1,0,100000000001471  53C2,   ,   , ,  ,202105010408
3,0,8,2,0,0,0,100000000011165  61C3,   ,   , ,  ,202105010408
4,0,5,2,0,0,0,100000000001467  61B3,   ,   , ,  ,202105010408
5,0,8,2,0,0,0,001000000001468  68B1,   ,   , ,  ,202105010408
6,0,8,3,0,1,0,100000000002466  51B2,   ,   , ,  ,202105010408
7,0,2,1,0,1,0,100000000001462  62A3,   ,   , ,  ,202105010408
8,0,5,2,0,1,0,100000000002460  55B3,   ,   , ,  ,202105010408
9,0,5,1,0,1,0,100000000002452  54B3,   ,   , ,  ,202105010408
10,0,6,1,0,1,0,000000000002346  53B3,   ,   , ,  ,202105010408
1,0,5,3,0,1,0,100000000001474  64B2,   ,   , ,  ,202105010409
2,0,6,2,0,0,0,100000000001385  74B2,   ,   , ,  ,202105010409
3,0,2,1,0,1,0,100000000002464  68A2,   ,   , ,  ,202105010409
4,0,5,1,0,1,0,100000000002448  51A4,   ,   , ,  ,202105010409
5,0,3,1,0,1,0,100000100002463  64B3,   ,   , ,  ,202105010409
6,0,6,3,0,1,0,100000000002450  63B3,   ,   , ,  ,202105010409
7,0,8,3,0,1,0,100000000002463  57B2,   ,   , ,  ,202105010409
8,0,2,3,0,1,0,100000100002459  62A2,   ,   , ,  ,202105010409
9,0,2,3,0,1,0,100010000001461  62A2,   ,   , ,  ,202105010409
1,0,4,2,0,1,0,100000000001459  59A3,   ,   , ,  ,202105010410
2,0,6,1,0,1,0,000000000002463  65B3,   ,   , ,  ,202105010410
3,0,5,2,0,1,0,100000100001458  57A3,   ,   , ,  ,202105010410
4,0,3,1,0,1,0,000000000002461  64B3,   ,   , ,  ,202105010410
5,0,8,3,0,1,0,001000000002466  62B4,   ,   , ,  ,202105010410
6,1,0,0,0,0,0,0000000000000    44B3,   ,   , ,  ,202105010410
7,0,6,2,0,0,0,100000100001168  68B2,   ,   , ,  ,202105010410
8,0,3,1,0,1,0,000000000002330  72B2,   ,   , ,  ,202105010410
9,0,6,1,0,1,0,000000000002351  64B4,   ,   , ,  ,202105010410
10,0,5,2,0,0,0,100000000001169  70B3,   ,   , ,  ,202105010410
11,0,2,1,0,1,0,100000100002468  63A3,   ,   , ,  ,202105010410
12,0,5,1,0,1,0,000000000002442  49B3,   ,   , ,  ,202105010410
13,0,5,1,0,1,0,000000000002461  65B3,   ,   , ,  ,202105010410
14,0,5,1,0,1,0,000000000002349  48B3,   ,   , ,  ,202105010410
15,0,5,2,0,0,0,100000000001447  60A3,   ,   , ,  ,202105010410
16,0,6,1,0,1,0,000000000002457  63B3,   ,   , ,  ,202105010410
1,0,6,3,0,1,0,100000000001470  70B2,   ,   , ,  ,202105010411
2,0,2,1,0,1,0,100000000001464  63A3,   ,   , ,  ,202105010411
3,0,6,1,0,1,0,000000000002456  56B3,   ,   , ,  ,202105010411
4,0,5,3,0,1,0,100000000002358  60B3,   ,   , ,  ,202105010411
5,0,5,1,0,1,0,000000100002432  49B3,   ,   , ,  ,202105010411
6,0,8,2,0,0,0,100000000001483  70B3,   ,   , ,  ,202105010411
7,0,8,2,0,0,0,100000000001463  59B2,   ,   , ,  ,202105010411
8,0,2,3,0,1,0,100000000002458  63A3,   ,   , ,  ,202105010411
9,0,2,1,0,1,0,000000000002359  64A3,   ,   , ,  ,202105010411
10,0,5,1,0,1,0,000000000002473  65B3,   ,   , ,  ,202105010411
11,0,8,3,0,1,0,100000000002356  58B3,   ,   , ,  ,202105010411
12,0,2,1,0,1,0,000000000002467  61B3,   ,   , ,  ,202105010411
13,0,9,3,0,1,0,100010000002443  47B3,   ,   , ,  ,202105010411
14,0,5,2,0,0,0,100000000002470  69B3,   ,   , ,  ,202105010411
15,0,5,2,0,0,0,100000000001469  66B3,   ,   , ,  ,202105010411
16,0,5,1,0,1,0,000000100002461  62B3,   ,   , ,  ,202105010411
1,0,5,1,0,1,0,100000100002445  51B4,   ,   , ,  ,202105010412
2,0,5,3,0,1,0,100000100001468  59B2,   ,   , ,  ,202105010412
3,0,5,2,0,0,0,001000000001463  62B3,   ,   , ,  ,202105010412
4,0,8,3,0,1,0,001000000002440  35B3,   ,   , ,  ,202105010412
5,0,5,3,0,1,0,100000000011460  51B4,   ,   , ,  ,202105010412
6,0,8,2,0,0,0,000000000011456  36C4,   ,   , ,  ,202105010412
7,0,8,1,0,1,0,100000000002472  63C3,   ,   , ,  ,202105010412
8,0,6,2,0,0,0,001010000011355  57B2,   ,   , ,  ,202105010412
9,0,9,1,0,1,0,000000100002452  51B3,   ,   , ,  ,202105010412
10,0,5,2,0,0,0,100000000001480  71B2,   ,   , ,  ,202105010412
11,0,8,2,0,0,0,001000000001458  50B3,   ,   , ,  ,202105010412
12,0,9,1,0,1,0,000000000002144  54B3,   ,   , ,  ,202105010412
13,0,2,3,0,1,0,100000000001455  59B3,   ,   , ,  ,202105010412
14,0,8,2,0,0,0,100000100001473  71C3,   ,   , ,  ,202105010412
15,0,6,1,0,1,0,000000000002462  62B2,   ,   , ,  ,202105010412
16,0,8,2,0,0,0,001000000001463  54D4,   ,   , ,  ,202105010412
1,0,6,2,0,0,0,100000000001446  46B1,   ,   , ,  ,202107011201
2,0,6,2,0,0,0,000000100011434  43B3,   ,   , ,  ,202107011201
3,0,6,1,0,1,0,000000000002442  64B2,   ,   , ,  ,202107011201
4,0,8,2,0,0,0,101000000011470  59B2,   ,   , ,  ,202107011201
5,0,2,1,0,1,0,000000000002466  66B2,   ,   , ,  ,202107011201
6,0,9,1,0,1,0,000000000002458  45C3,   ,   , ,  ,202107011201
7,0,4,1,0,1,0,000000100002439  51B4,   ,   , ,  ,202107011201
8,0,9,1,0,1,0,000000000002336  45B3,   ,   , ,  ,202107011201
9,0,4,1,0,1,0,000000100002461  61B2,   ,   , ,  ,202107011201
10,0,4,1,0,1,0,000000000002467  60B2,   ,   , ,  ,202107011201
11,0,5,1,0,1,0,000000000002449  49B3,   ,   , ,  ,202107011201
12,0,6,1,0,1,0,000000100002433  43B3,   ,   , ,  ,202107011201
13,0,5,1,0,1,0,000000000002463  55B3,   ,   , ,  ,202107011201
14,0,8,1,0,1,0,000000000002462  55B3,   ,   , ,  ,202107011201
15,0,6,1,0,1,0,000000000002437  40B3,   ,   , ,  ,202107011201
16,0,8,1,0,1,0,100000000002455  60B2,   ,   , ,  ,202107011201
1,0,6,1,0,1,0,00000000000238   38B4,   ,   , ,  ,202107011202
2,0,6,2,0,0,0,100000000001463  63B2,   ,   , ,  ,202107011202
3,0,5,1,0,1,0,000000100002369  61B3,   ,   , ,  ,202107011202
4,1,0,0,0,0,0,0000000000000    38B3,   ,   , ,  ,202107011202
5,0,4,2,0,0,0,100000000001465  65B2,   ,   , ,  ,202107011202
6,0,4,1,0,1,0,000000000002449  49B3,   ,   , ,  ,202107011202
