race_id,num_horses,tierce_count,tierce_min,tierce_max,tierce_median,tierce_p10
202006010110,16,3360,61.1,769999.8,7150.5,728.6
202006010111,17,4080,75.5,319769.6,8340.5,989.8
202006010112,16,3360,117.2,64656.5,3959.0,800.0
202006010101,16,3360,48.9,769999.8,15099.9,881.3
202006010102,16,3360,30.2,769999.8,17830.8,997.9
202006010103,16,3360,32.0,769999.8,13971.3,898.1
202006010104,16,3360,56.3,769999.8,11134.6,852.5
202006010105,10,720,33.3,43888.8,1124.0,166.4
202006010106,15,2730,21.4,769999.8,13081.5,815.0
202006010107,16,3360,74.8,536905.6,6699.8,775.9
202006010108,16,3360,82.6,670822.3,5453.6,760.6
202006010109,16,3360,161.5,41496.1,3818.3,809.5
202008010101,16,3360,32.7,195130.2,9816.7,869.6
202008010102,16,3360,49.2,769999.8,10373.4,855.2
202008010103,16,3360,37.1,300228.8,8264.9,829.3
202008010104,12,1320,36.7,57584.1,2320.2,315.8
202008010105,16,3360,115.9,283015.3,6311.4,890.3
202008010106,16,3360,48.2,351227.9,8745.0,826.1
202008010107,16,3360,92.1,308945.1,6068.4,766.5
202008010108,16,3360,28.6,206758.6,10211.3,937.5
202008010109,7,210,38.0,666.9,141.2,58.6
202008010110,16,3360,45.7,375843.2,7215.1,832.2
202008010111,18,4896,139.1,535549.8,7234.5,1140.1
202008010112,16,3360,52.4,297259.9,7392.2,813.4
202006010201,16,3360,102.0,769999.8,7239.8,705.8
202006010202,16,3360,62.4,769999.8,8450.0,757.8
202006010203,16,3360,45.2,769999.8,9205.2,829.1
202006010204,16,3360,36.1,330168.5,9394.8,902.2
202006010205,16,3360,41.6,769999.8,10571.6,816.0
202006010206,16,3360,102.3,769999.8,8117.6,742.7
202006010207,11,990,24.3,41123.8,2003.5,236.2
202006010208,16,3360,55.4,769999.8,12009.2,841.0
202006010209,16,3360,129.7,769999.8,5683.7,698.1
202006010210,15,2730,56.7,434484.2,6126.7,655.1
202006010211,11,990,59.8,31505.1,1134.4,224.8
202006010212,11,990,35.7,38110.0,1689.0,221.5
202008010201,15,2730,175.8,163476.0,3849.4,613.7
202008010202,16,3360,78.7,211953.4,5219.2,761.5
202008010203,16,3360,45.7,168117.6,8106.3,816.3
202008010204,12,1320,26.3,44235.1,2167.8,305.8
202008010205,16,3360,40.5,769999.8,10991.6,856.3
202008010206,9,504,36.7,8603.0,737.5,145.6
202008010207,15,2730,88.3,76089.8,4892.6,706.6
202008010208,12,1320,40.5,55834.8,2162.0,313.9
202008010209,12,1320,71.6,29892.2,1677.3,332.6
202008010210,11,990,53.3,25150.5,1268.8,227.3
202008010211,15,2730,68.3,60124.8,3880.6,662.4
202008010212,16,3360,40.6,113002.3,6641.9,837.5
202006010301,16,3360,40.0,769999.8,14485.2,884.8
202006010302,16,3360,37.8,769999.8,12171.0,892.8
202006010303,16,3360,40.0,769999.8,19169.1,932.0
202006010304,16,3360,36.4,769999.8,19454.7,966.6
202006010305,16,3360,73.8,769999.8,8955.3,806.5
202006010306,16,3360,55.5,769999.8,10853.8,810.0
202006010307,16,3360,119.0,769999.8,7346.6,829.9
202006010308,13,1716,52.4,165419.8,3530.4,406.8
202006010309,16,3360,114.0,769999.8,5952.7,716.2
202006010310,16,3360,71.1,468921.5,6341.9,779.5
202006010311,13,1716,80.7,108452.0,2493.5,353.1
202006010312,16,3360,101.3,769999.8,6924.5,711.8
202008010301,16,3360,82.9,769999.8,7950.9,778.9
202008010302,16,3360,62.0,379681.8,8150.2,874.0
202008010303,16,3360,42.7,134720.4,7417.9,878.6
202008010304,13,1716,47.5,55578.0,2562.9,398.6
202008010305,16,3360,70.0,129215.7,5390.7,798.2
202008010306,16,3360,73.1,227147.6,5788.9,754.8
202008010307,8,336,18.6,5616.0,419.7,76.8
202008010308,11,990,47.9,38463.8,1270.0,216.8
202008010309,16,3360,50.1,463726.9,8756.1,813.4
202008010310,12,1320,64.6,20266.8,1616.0,278.9
202008010311,15,2730,67.8,389236.5,6030.2,638.6
202008010312,16,3360,42.3,170453.4,8123.9,835.1
202006010407,16,3360,55.2,769999.8,8078.1,728.0
202006010408,16,3360,174.9,81047.4,3320.3,819.3
202006010409,13,1716,44.0,88242.8,3040.0,397.5
202006010410,12,1320,56.2,21079.7,1523.8,318.0
202006010411,15,2730,43.1,608446.8,7445.0,642.6
202006010412,16,3360,48.0,769999.8,9595.6,799.2
202008010401,16,3360,54.5,417743.2,7864.4,789.6
202008010402,14,2184,37.4,93313.1,4288.6,530.5
202008010403,16,3360,73.4,644673.3,6124.9,746.0
202008010404,16,3360,41.2,128783.2,8123.3,898.4
202008010405,16,3360,53.7,769999.8,8878.3,798.2
202008010406,15,2730,64.2,480662.7,5301.5,603.4
202008010407,16,3360,65.0,145258.1,5468.6,796.6
202008010408,16,3360,73.9,129041.9,5344.9,801.0
202008010409,16,3360,76.2,124966.6,5590.4,793.3
202008010410,16,3360,65.5,423828.9,7630.2,809.3
202008010411,10,720,26.3,14370.1,966.4,166.6
202008010412,12,1320,54.1,26116.9,1765.3,305.8
202006010401,16,3360,52.8,769999.8,14480.1,892.7
202006010402,16,3360,74.2,769999.8,7848.5,759.5
202006010403,16,3360,39.7,769999.8,11403.4,815.4
202006010404,14,2184,27.5,403648.6,7484.6,571.5
202006010405,16,3360,49.7,769999.8,10652.2,795.4
202006010406,16,3360,98.9,769999.8,7060.1,691.8
202006010501,16,3360,80.2,769999.8,11379.2,731.5
202006010502,16,3360,18.1,769999.8,20301.6,1136.9
202006010503,16,3360,40.9,769999.8,10249.2,839.7
202006010504,16,3360,29.3,280827.1,10082.2,957.7
202006010505,15,2730,63.2,393354.7,6029.4,655.0
202006010506,16,3360,53.7,769999.8,10106.2,792.5
202006010507,15,2730,74.7,769999.8,7263.3,560.6
202006010508,10,720,25.2,64055.0,1491.3,176.4
202006010509,16,3360,92.7,164934.6,5193.9,753.4
202006010510,16,3360,123.4,176392.1,4403.4,780.2
202006010511,16,3360,46.7,769999.8,11996.2,916.7
202006010512,16,3360,94.5,769999.8,8964.6,697.5
202008010501,15,2730,43.4,769999.8,8792.8,673.1
202008010502,16,3360,60.2,769999.8,8253.7,766.1
202008010503,14,2184,70.5,109576.6,3547.7,502.1
202008010504,14,2184,40.1,116398.1,4999.4,561.3
202008010505,16,3360,38.0,420491.3,8718.0,876.3
202008010506,13,1716,33.8,51916.4,2903.2,401.8
202008010507,16,3360,53.4,769999.8,9679.7,876.0
202008010508,13,1716,79.2,68255.5,2326.1,404.7
202008010509,15,2730,32.5,202022.3,7278.2,667.2
202008010510,13,1716,71.1,21217.5,2005.9,404.6
202008010511,14,2184,71.4,114809.9,3808.0,516.7
202008010512,12,1320,35.3,17434.5,1589.2,296.8
202006010601,16,3360,86.2,104413.3,5411.8,788.0
202006010602,15,2730,33.0,769999.8,8288.4,711.6
202006010603,16,3360,55.4,769999.8,7127.5,769.5
202006010604,14,2184,41.7,195137.0,4762.1,515.1
202006010605,16,3360,70.0,241105.0,7285.5,775.9
202006010606,7,210,11.2,8428.6,312.9,49.9
202006010607,16,3360,76.0,769999.8,7293.3,808.3
202006010608,16,3360,33.3,769999.8,12667.6,911.5
202006010609,16,3360,97.6,273812.0,5217.1,760.4
202006010610,16,3360,98.1,504142.6,6069.1,782.3
202006010611,16,3360,80.5,109911.5,4772.4,800.2
202006010612,10,720,95.6,4410.6,506.4,196.4
202008010601,16,3360,24.2,769999.8,15417.9,1001.1
202008010602,10,720,20.3,13757.3,1266.5,167.5
202008010603,13,1716,37.4,137399.6,4268.3,426.5
202008010604,16,3360,42.8,769999.8,11807.3,871.5
202008010605,15,2730,27.3,636986.3,9486.2,739.3
202008010606,6,120,18.0,505.9,97.7,29.3
202008010607,12,1320,60.3,14984.7,1322.2,320.2
202008010608,14,2184,70.5,24666.6,2523.4,495.6
202008010609,12,1320,37.7,40948.5,2010.2,294.4
202008010610,10,720,92.6,2215.6,570.9,184.4
202008010611,15,2730,38.4,157375.1,6322.2,680.4
202008010612,16,3360,55.5,203111.0,7196.1,800.3
202010010101,13,1716,81.2,80137.8,2321.5,394.2
202010010102,15,2730,51.8,338243.0,6061.1,550.9
202010010103,18,4896,57.4,769999.8,14945.6,1255.7
202010010104,12,1320,24.4,66407.3,2960.9,330.3
202010010105,15,2730,30.3,152733.1,6386.8,749.1
202010010106,13,1716,71.0,38928.8,2343.9,396.3
202010010107,16,3360,45.1,342394.7,7888.2,822.1
202010010108,18,4896,95.6,769999.8,9924.5,1106.3
202010010109,16,3360,38.2,353229.9,8960.6,867.7
202010010110,16,3360,39.5,453895.7,9394.9,850.2
202010010111,16,3360,91.5,659065.3,6163.2,751.2
202010010112,14,2184,38.6,55615.2,3911.1,520.4
202006010701,16,3360,79.5,769999.8,9245.4,726.7
202006010702,16,3360,50.0,769999.8,18859.8,961.8
202006010703,15,2730,24.2,769999.8,12751.4,791.9
202006010704,16,3360,87.7,769999.8,6859.2,785.9
202006010705,16,3360,89.8,769999.8,8403.5,773.5
202006010706,16,3360,46.4,769999.8,10361.3,769.1
202006010707,15,2730,56.7,244143.5,6369.1,657.9
202006010708,15,2730,79.3,769999.8,5727.6,581.4
202006010709,12,1320,38.7,46194.4,2040.3,299.8
202006010710,16,3360,70.0,106977.1,5892.6,816.7
202006010711,12,1320,62.1,33195.9,1556.4,297.5
202006010712,16,3360,186.6,769999.8,5339.2,677.7
202008010701,9,504,13.0,17454.3,1016.2,109.3
202008010702,13,1716,45.7,109876.2,3278.4,418.9
202008010703,13,1716,59.2,101392.3,2676.9,390.4
202008010704,11,990,40.8,44798.4,1605.1,233.5
202008010705,16,3360,91.2,167902.5,6312.7,813.0
202008010706,12,1320,48.1,42262.5,2157.5,311.9
202008010707,10,720,30.6,7571.7,819.4,165.2
202008010708,10,720,18.9,30717.4,1283.2,150.7
202008010709,9,504,37.7,12661.3,547.7,109.6
202008010710,8,336,54.4,2006.6,282.1,87.2
202008010711,14,2184,87.0,75522.8,3032.9,496.0
202008010712,16,3360,74.4,259768.0,6317.5,770.7
202010010201,15,2730,41.0,182979.0,5656.3,671.0
202010010202,14,2184,135.8,76578.3,2351.9,472.2
202010010203,16,3360,77.9,229193.3,6627.2,805.3
202010010204,18,4896,63.8,332026.5,10249.7,1216.4
202010010205,15,2730,63.1,150821.8,4664.0,631.8
202010010206,18,4896,219.4,108386.8,5981.2,1138.0
202010010207,13,1716,53.6,82584.3,2911.4,379.3
202010010208,18,4896,93.9,240624.0,8652.9,1182.4
202010010209,14,2184,51.1,106785.4,4100.3,476.9
202010010210,7,210,15.2,4851.5,275.7,44.4
202010010211,18,4896,86.1,769999.8,11787.5,1139.8
202010010212,14,2184,72.3,72722.9,3228.8,502.0
202006010801,16,3360,39.8,769999.8,10781.4,812.7
202006010802,14,2184,38.7,189294.6,6522.9,575.5
202006010803,12,1320,55.1,60339.7,2074.1,308.6
202006010804,16,3360,71.3,769999.8,7400.4,774.9
202006010805,15,2730,134.3,769999.8,6946.4,479.0
202006010806,16,3360,70.2,769999.8,8718.2,769.5
202006010807,11,990,54.6,72965.4,1410.3,216.4
202006010808,14,2184,82.3,176541.2,3503.3,490.6
202006010809,13,1716,55.1,68737.9,2540.5,369.7
202006010810,11,990,45.1,19082.1,1325.1,241.2
202006010811,16,3360,56.5,694343.9,6903.7,777.0
202006010812,16,3360,174.7,294853.7,3482.2,768.9
202008010801,10,720,13.7,28883.0,1650.0,187.0
202008010802,14,2184,30.8,157467.1,5703.2,544.0
202008010803,11,990,33.6,10203.3,1044.3,195.0
202008010804,14,2184,44.7,48900.2,4419.6,541.3
202008010805,11,990,24.6,94577.9,2257.6,232.8
202008010806,16,3360,60.5,482914.0,8154.1,798.4
202008010807,11,990,25.1,36102.7,1784.2,224.8
202008010808,11,990,42.7,19622.4,1262.9,228.8
202008010809,10,720,22.3,20709.0,1178.3,167.9
202008010810,9,504,16.2,17208.5,779.3,97.9
202008010811,16,3360,73.7,158580.1,5378.2,799.6
202008010812,9,504,17.5,29403.8,917.4,115.0
202010010301,14,2184,43.4,61528.4,3623.6,539.5
202010010302,11,990,41.7,16836.8,1384.5,253.0
202010010303,17,4080,53.7,565143.7,8542.0,1036.5
202010010304,13,1716,24.8,58618.8,3429.3,415.3
202010010305,9,504,16.3,9509.0,779.0,106.6
202010010306,12,1320,66.4,32913.3,1469.6,310.5
202010010307,16,3360,72.5,84753.0,4968.5,837.3
202010010308,10,720,45.3,16687.6,791.3,163.5
202010010309,8,336,52.9,1276.6,246.4,94.4
202010010310,10,720,33.3,27908.7,1037.7,157.4
202010010311,16,3360,86.7,232723.1,5271.7,737.9
202010010312,13,1716,67.8,34514.6,2050.4,393.5
202006010901,16,3360,56.3,247431.3,6617.5,812.3
202006010902,12,1320,60.7,192747.0,2144.8,270.9
202006010903,16,3360,35.7,769999.8,18983.8,996.2
202006010904,14,2184,51.2,231323.2,4221.5,507.0
202006010905,16,3360,84.6,769999.8,14009.7,712.0
202006010906,16,3360,57.8,769999.8,10402.8,805.3
202006010907,16,3360,85.1,325723.9,5375.5,745.1
202006010908,15,2730,66.8,769999.8,5399.2,598.1
202006010909,11,990,54.8,88247.1,1475.9,201.7
202006010910,12,1320,30.6,57043.1,2374.5,333.5
202006010911,12,1320,58.6,26097.8,1717.8,308.8
202006010912,6,120,12.1,781.0,106.1,33.7
202008010901,9,504,14.9,19416.9,889.6,108.0
202008010902,11,990,22.2,55646.4,1970.0,227.1
202008010903,11,990,32.0,44095.7,1848.1,236.8
202008010904,15,2730,59.2,218677.0,6592.5,674.8
202008010905,10,720,19.3,27741.0,1380.5,166.0
202008010906,16,3360,65.5,546098.0,9863.9,873.3
202008010907,9,504,22.3,12320.5,753.5,129.7
202008010908,5,60,6.5,366.6,57.8,15.8
202008010909,16,3360,87.3,182718.9,5295.4,782.8
202008010910,6,120,15.7,766.2,106.3,33.0
202008010911,16,3360,69.1,186689.0,7811.4,803.0
202008010912,13,1716,70.2,107402.1,2368.1,378.2
202010010401,16,3360,59.1,160648.6,6255.3,797.4
202010010402,14,2184,87.2,74410.0,2877.0,516.3
202010010403,16,3360,95.0,257452.7,5020.6,757.9
202010010404,10,720,16.9,13046.0,1114.6,151.5
202010010405,18,4896,82.1,769999.8,9899.7,1112.3
202010010406,11,990,123.8,7815.2,860.3,280.0
202010010407,10,720,44.9,10513.5,807.0,174.3
202010010408,16,3360,43.3,121260.0,6937.2,872.9
202010010409,12,1320,37.1,18839.5,1608.4,321.9
202010010410,16,3360,102.3,339446.0,4573.6,764.6
202010010411,16,3360,59.4,53526.6,5045.9,865.6
202010010412,17,4080,52.7,722866.1,10747.7,1021.8
202005010101,15,2730,76.2,769999.8,14031.4,520.4
202005010102,16,3360,31.3,769999.8,15595.2,949.4
202005010103,16,3360,95.2,769999.8,8276.0,753.2
202005010104,11,990,37.7,24383.9,1689.1,278.5
202005010105,16,3360,44.2,769999.8,12518.0,857.9
202005010106,12,1320,22.7,50544.8,2540.4,299.8
202005010107,16,3360,60.8,769999.8,9548.9,756.0
202005010108,16,3360,43.9,397048.3,9384.1,854.9
202005010109,16,3360,175.6,340937.6,4610.8,793.1
202005010110,10,720,27.2,27332.5,1130.1,153.5
202005010111,14,2184,63.6,75299.6,3022.5,505.4
202005010112,15,2730,36.6,576499.2,7198.0,661.7
202008020101,10,720,17.0,34088.2,1347.8,158.6
202008020102,16,3360,50.7,769999.8,11972.7,904.4
202008020103,15,2730,36.2,593770.5,8698.8,713.0
202008020104,11,990,25.3,42612.9,1966.3,238.2
202008020105,12,1320,42.4,73389.3,2178.9,301.8
202008020106,13,1716,99.2,84767.8,2179.0,351.7
202008020107,12,1320,45.5,27284.2,1918.0,295.0
202008020108,14,2184,58.5,75269.1,4494.2,448.6
202008020109,10,720,51.8,5174.3,768.8,168.2
202008020110,12,1320,53.1,64460.7,1986.4,287.4
202008020111,14,2184,46.7,70877.3,3685.1,524.1
202008020112,11,990,64.2,11937.6,973.5,243.0
202010010501,14,2184,68.1,76509.9,3761.3,518.4
202010010502,16,3360,35.0,324214.2,8358.2,907.5
202010010503,14,2184,47.0,197443.3,4803.0,514.3
202010010504,18,4896,54.9,769999.8,13896.2,1223.3
202010010505,9,504,30.4,4477.8,635.4,129.2
202010010506,14,2184,66.0,38526.3,3085.2,513.8
202010010507,9,504,41.6,7318.2,507.8,116.6
202010010508,12,1320,30.1,37051.7,2184.5,319.4
202010010509,8,336,25.7,5497.8,394.8,70.9
202010010510,8,336,29.3,2529.8,308.6,84.3
202010010511,13,1716,90.8,24829.0,1716.8,407.3
202010010512,12,1320,58.0,12505.0,1595.0,306.5
202005010201,15,2730,48.3,264517.0,6435.2,676.7
202005010202,16,3360,63.4,620962.7,7502.1,793.2
202005010203,16,3360,56.2,769999.8,10808.7,761.2
202005010204,16,3360,61.9,769999.8,9524.3,757.0
202005010205,16,3360,86.8,769999.8,11631.2,696.0
202005010206,16,3360,195.8,136489.9,3582.3,824.6
202005010207,16,3360,73.3,122993.4,5517.7,790.6
202005010208,16,3360,207.2,769999.8,5415.2,653.3
202005010209,13,1716,56.4,412035.4,4303.3,368.9
202005010210,13,1716,102.6,103844.7,2115.0,337.7
202005010211,16,3360,73.1,653613.0,6399.9,770.7
202005010212,10,720,48.6,22033.7,845.3,163.2
202008020201,12,1320,28.2,49223.3,2467.3,312.5
202008020202,13,1716,32.0,189646.9,4375.1,428.7
202008020203,9,504,57.6,4306.7,484.3,118.8
202008020204,13,1716,26.5,79202.7,4469.0,410.8
202008020205,16,3360,59.9,674305.8,8301.8,762.2
202008020206,14,2184,82.1,239065.8,3408.5,496.7
202008020207,8,336,27.3,2398.9,360.0,87.2
202008020208,16,3360,62.9,438276.1,8302.5,772.2
202008020209,9,504,32.9,12154.9,596.0,115.6
202008020210,13,1716,160.5,56207.7,1954.2,364.8
202008020211,18,4896,206.3,451495.5,7319.2,1081.0
202008020212,11,990,50.8,9875.4,1180.5,226.8
202010010601,16,3360,45.0,597763.9,11494.8,827.5
202010010602,14,2184,76.5,86019.5,2919.4,476.2
202010010603,18,4896,146.0,427860.4,8400.5,1147.6
202010010604,18,4896,52.6,769999.8,13862.5,1267.4
202010010605,16,3360,71.8,187437.7,6362.6,802.0
202010010606,10,720,34.4,17601.9,1071.8,178.9
202010010607,16,3360,74.8,357043.6,6264.7,769.0
202010010608,11,990,37.7,22932.1,1483.3,227.2
202010010609,8,336,16.6,12951.6,480.3,75.0
202010010610,13,1716,58.1,59603.9,2497.8,389.6
202010010611,18,4896,125.7,319069.7,9272.6,1158.7
202010010612,11,990,41.3,26342.8,1461.2,231.8
202005010301,16,3360,86.4,769999.8,11997.8,714.6
202005010302,16,3360,31.0,769999.8,15270.6,920.7
202005010303,16,3360,62.1,257533.4,7603.3,791.6
202005010304,15,2730,73.9,231082.6,4804.8,625.5
202005010305,16,3360,47.9,769999.8,10212.3,844.4
202005010306,15,2184,58.6,271122.0,4945.9,526.4
202005010307,16,3360,75.2,769999.8,6707.5,799.6
202005010308,15,2730,71.4,461866.4,6005.5,691.6
202005010309,16,3360,72.9,769999.8,6335.9,734.1
202005010310,11,990,35.4,12754.4,1521.2,230.7
202005010311,16,3360,45.8,769999.8,9531.6,821.1
202005010312,15,2730,112.5,59356.6,3187.5,575.4
202008020301,12,1320,27.6,76326.0,3258.5,305.2
202008020302,12,1320,38.3,41392.1,2288.2,303.7
202008020303,15,2730,70.1,274251.1,5223.4,639.0
202008020304,12,1320,56.1,32715.5,1846.8,297.2
202008020305,12,1320,63.4,45675.1,1645.0,294.1
202008020306,16,3360,65.2,236633.2,8539.8,853.7
202008020307,16,3360,62.2,340387.0,6664.7,763.6
202008020308,15,2730,31.5,573668.3,8352.5,710.4
202008020309,12,1320,61.3,16361.7,1478.3,301.5
202008020310,12,1320,70.2,38728.0,1700.5,296.3
202008020311,16,3360,27.2,728484.4,13569.9,969.5
202008020312,9,504,35.7,6075.4,517.2,117.6
202010010701,14,2184,78.4,53990.6,2712.9,494.8
202010010702,16,3360,228.1,196261.2,3959.6,769.5
202010010703,15,2730,27.2,500438.2,8590.4,729.1
202010010704,17,4080,60.3,533615.2,8745.4,988.3
202010010705,10,720,28.3,14141.3,975.8,161.0
202010010706,10,720,68.0,14025.5,687.4,165.6
202010010707,10,720,29.1,24736.2,1144.2,165.0
202010010708,13,1716,48.8,50727.4,2893.1,391.2
202010010709,11,990,40.2,30692.4,1406.8,227.3
202010010710,15,2730,100.4,310813.7,4164.0,580.7
202010010711,12,1320,88.8,18622.5,1395.6,317.9
202010010712,17,4080,97.6,410111.3,6491.3,937.2
202005010401,16,3360,48.0,769999.8,10174.1,829.0
202005010402,15,2730,55.8,769999.8,9027.5,643.6
202005010403,16,3360,66.1,196645.1,5332.8,819.4
202005010404,16,3360,45.7,769999.8,11216.3,820.5
202005010405,16,3360,54.7,769999.8,9292.9,820.2
202005010406,16,3360,58.9,769999.8,11943.8,884.2
202005010407,12,1320,48.8,59465.9,2013.0,310.3
202005010408,16,3360,123.6,769999.8,9078.5,632.9
202005010409,9,504,36.8,3292.9,430.5,121.2
202005010410,16,3360,75.2,147497.9,6014.2,814.5
202005010411,16,3360,71.5,67882.8,5488.5,806.5
202005010412,13,1716,29.4,571728.3,5421.2,411.3
202008020401,16,3360,59.2,192816.5,7948.0,850.9
202008020402,15,2730,23.4,769999.8,10489.2,798.2
202008020403,12,1320,25.4,39372.9,2372.8,307.5
202008020404,13,1716,25.9,72745.2,4746.7,451.5
202008020405,12,1320,23.5,93086.8,3160.1,319.2
202008020406,16,3360,64.0,279198.5,6686.8,804.9
202008020407,13,1716,30.0,93020.5,3407.6,427.1
202008020408,13,1716,44.3,70499.2,2728.1,410.8
202008020409,16,3360,79.4,169620.4,7192.2,727.0
202008020410,16,3360,56.1,254894.6,7775.8,820.4
202008020411,8,336,28.5,3785.2,414.3,67.1
202008020412,12,1320,25.4,36921.6,2278.3,297.5
202010010801,14,2184,40.0,134381.0,4522.8,515.7
202010010802,14,2184,97.6,33475.9,2526.9,527.1
202010010803,18,4896,128.7,134995.9,6979.2,1093.1
202010010804,16,3360,50.4,426985.9,8443.4,800.7
202010010805,18,4896,90.8,571983.4,12811.4,1257.4
202010010806,11,990,66.0,8715.3,1015.9,242.7
202010010807,9,504,34.9,8309.8,555.6,125.3
202010010808,14,2184,69.5,41906.4,2678.8,512.4
202010010809,18,4896,102.7,547083.9,10308.1,1148.7
202010010810,16,3360,99.3,72092.8,4561.2,821.5
202010010811,13,1716,85.2,52776.0,1924.5,398.1
202010010812,13,1716,44.9,52026.8,2541.7,411.3
202005010501,16,3360,64.8,769999.8,7982.8,783.2
202005010502,16,3360,32.5,769999.8,17599.5,1011.3
202005010503,16,3360,54.2,769999.8,9162.8,794.7
202005010504,16,3360,54.6,769999.8,10040.6,822.4
202005010505,16,3360,33.2,769999.8,13840.5,854.3
202005010506,14,2184,31.0,294122.8,6528.2,559.9
202005010507,16,3360,62.2,769999.8,7179.0,786.9
202005010508,16,3360,60.3,769999.8,8992.5,728.0
202005010509,15,2730,66.7,109275.8,3769.8,702.9
202005010510,16,3360,105.5,200838.3,4958.6,769.1
202005010511,14,2184,65.1,158670.3,4121.2,496.3
202005010512,16,3360,89.7,769999.8,6908.3,733.0
202008020501,16,3360,28.4,769999.8,13139.2,918.8
202008020502,11,990,24.1,31105.9,1908.7,234.5
202008020503,16,3360,52.4,322971.2,8336.7,816.3
202008020504,14,2184,42.6,110543.0,5262.2,520.4
202008020505,13,1716,30.1,109603.8,4430.0,418.9
202008020506,16,3360,57.6,256943.0,7678.3,844.5
202008020507,16,3360,52.4,227150.2,6804.7,787.9
202008020508,13,1716,37.0,75542.2,2932.5,428.7
202008020509,7,210,17.9,2074.1,221.8,52.7
202008020510,12,1320,75.2,34817.1,1397.9,310.4
202008020511,13,1716,78.5,46207.8,1970.9,406.6
202008020512,15,2730,50.9,306303.8,5918.4,641.8
202010010901,14,2184,118.3,21491.4,2237.3,537.5
202010010902,11,990,58.6,27258.8,1189.6,233.2
202010010903,14,2184,65.8,101915.0,3064.2,476.4
202010010904,18,4896,150.5,231884.4,6784.2,1125.7
202010010905,12,1320,54.6,20482.5,1562.1,307.2
202010010906,11,990,77.3,8290.0,898.7,255.0
202010010907,10,720,24.0,6522.5,935.5,154.5
202010010908,13,1716,65.6,80079.1,2362.3,383.2
202010010909,14,2184,90.2,23656.4,2375.1,529.4
202010010910,12,1320,59.9,18217.4,1391.9,306.9
202010010911,17,4080,100.0,181492.2,6269.9,975.2
202010010912,15,2730,44.5,191274.9,5055.0,725.6
202005010601,16,3360,61.2,769999.8,9627.5,808.2
202005010602,16,3360,77.0,769999.8,7542.9,729.0
202005010603,16,3360,80.4,577984.9,6747.4,742.7
202005010604,16,3360,67.7,681551.2,9018.4,753.5
202005010605,16,3360,34.3,769999.8,12134.5,809.0
202005010606,14,2184,39.3,234096.2,4678.8,513.9
202005010607,16,3360,67.4,769999.8,7958.6,772.6
202005010608,12,1320,75.5,15709.3,1382.8,318.2
202005010609,15,2730,79.8,143176.9,4127.4,637.6
202005010610,16,3360,73.1,131944.2,5386.5,796.3
202005010611,9,504,14.9,27492.2,1007.0,110.1
202005010612,12,1320,41.8,95902.2,2309.2,291.9
202008020601,15,2730,51.6,425575.3,6011.2,632.8
202008020602,16,3360,29.0,289270.8,9173.9,1080.9
202008020603,13,1716,53.7,72339.7,2446.1,383.2
202008020604,13,1716,57.8,59928.7,2538.5,399.7
202008020605,14,2184,55.1,116602.7,4021.0,514.2
202008020606,16,3360,45.9,300202.8,9119.2,866.7
202008020607,16,3360,70.8,84386.3,5165.4,808.3
202008020608,9,504,14.2,20829.3,970.7,116.0
202008020609,7,210,22.4,1072.8,181.6,58.0
202008020610,14,2184,51.1,87187.6,4349.0,537.4
202008020611,10,504,18.5,13822.7,737.4,103.6
202008020612,16,3360,126.0,223574.5,5004.1,777.8
202010011001,16,3360,69.6,434242.1,6799.3,787.9
202010011002,12,1320,40.2,42864.2,2046.0,303.3
202010011003,18,4896,96.6,769999.8,8605.4,1110.9
202010011004,13,1716,76.6,71298.5,2635.3,389.2
202010011005,12,1320,71.1,19452.2,1460.5,305.6
202010011006,12,1320,61.1,18234.4,1645.2,296.8
202010011007,13,1716,80.1,74041.2,2325.0,386.4
202010011008,14,2184,106.6,47397.8,2336.2,512.9
202010011009,14,2184,129.7,155281.7,3043.6,450.5
202010011010,16,3360,85.2,136816.8,4833.9,765.0
202010011011,17,4080,55.4,202688.5,7834.7,1006.5
202010011012,10,720,27.7,11135.7,988.1,173.0
202005010701,16,3360,30.7,769999.8,11653.2,908.9
202005010702,16,3360,73.9,700493.7,7601.4,789.6
202005010703,16,3360,80.3,769999.8,6777.0,734.3
202005010704,16,3360,63.6,769999.8,10856.8,792.3
202005010705,16,3360,78.4,769999.8,15334.7,1048.1
202005010706,12,1320,60.8,265830.6,2489.9,258.8
202005010707,16,3360,56.3,318097.3,7207.2,819.8
202005010708,7,210,20.5,2860.4,220.5,47.7
202005010709,16,3360,70.0,426790.1,7062.9,797.6
202005010710,16,3360,69.4,769999.8,8712.4,801.1
202005010711,16,3360,97.1,161191.0,5572.5,773.5
202005010712,13,1716,51.9,39155.1,2681.8,411.0
202008020701,16,3360,18.6,769999.8,17467.0,1140.9
202008020702,15,2730,27.0,769999.8,11091.7,744.9
202008020703,16,3360,76.4,769999.8,11036.6,730.5
202008020704,14,2184,41.3,68549.6,4673.3,563.0
202008020705,16,3360,43.1,535255.8,9535.9,797.3
202008020706,10,720,50.7,10501.3,707.9,172.4
202008020707,7,210,14.2,6287.5,268.5,43.4
202008020708,16,3360,103.4,196763.3,4806.6,771.7
202008020709,8,336,28.3,2293.5,313.4,80.9
202008020710,16,3360,101.7,105763.4,4970.0,740.4
