race_id,num_horses,wide_min,wide_max,wide_median
202110030106,9,1.9,47.3,12.3
202110030107,18,1.9,221.9,77.1
202110030108,7,1.6,43.7,7.4
202110030109,14,4.5,154.8,30.8
202110030110,11,5.5,94.6,16.3
202110030111,16,2.1,179.8,56.3
202110030112,14,3.1,155.0,35.7
202102010201,12,2.3,137.2,29.1
202102010202,10,1.7,66.8,21.8
202102010203,12,2.8,146.1,27.3
202102010204,16,3.8,223.0,50.8
202102010205,14,2.1,132.0,43.0
202102010206,13,2.8,125.0,26.9
202102010207,12,5.5,136.1,19.9
202102010208,11,5.1,63.0,16.5
202102010209,16,3.2,217.9,46.0
202102010210,11,3.0,52.0,17.7
202102010211,11,2.5,96.5,20.8
202102010212,9,2.7,96.6,15.1
202103010201,9,1.7,85.3,14.7
202103010202,16,3.0,201.4,55.4
202103010203,15,2.4,232.5,59.2
202103010204,16,3.6,244.5,53.6
202103010205,16,4.3,282.3,51.8
202103010206,14,2.9,222.8,37.4
202103010207,15,3.1,221.3,46.7
202103010208,16,3.1,237.3,52.0
202103010209,15,4.1,205.5,37.6
202103010210,12,3.6,159.3,23.9
202103010211,16,8.4,188.3,37.8
202103010212,15,3.4,244.4,46.5
202110030201,6,1.3,30.2,4.9
202110030202,18,3.1,234.1,72.6
202110030203,14,3.9,170.5,33.5
202110030204,16,2.0,212.3,64.5
202110030205,8,1.4,59.2,13.1
202110030206,12,1.9,74.0,30.7
202110030207,8,1.6,51.2,10.0
202110030208,16,3.8,222.1,46.0
202110030209,7,1.4,47.3,6.8
202110030210,7,1.4,36.7,9.3
202110030211,13,2.5,150.0,34.1
202110030212,8,2.1,29.6,9.5
202102010301,9,2.2,63.4,13.8
202102010302,12,2.9,84.1,25.1
202102010303,16,3.3,229.2,44.4
202102010304,14,2.5,163.6,41.9
202102010305,11,3.1,94.2,18.3
202102010306,16,3.6,240.8,55.6
202102010307,14,3.8,168.8,30.9
202102010308,15,6.3,156.6,32.4
202102010309,12,7.1,86.7,17.5
202102010310,13,4.4,147.1,28.9
202102010311,14,4.2,133.3,31.5
202102010312,13,2.6,149.6,29.8
202103010301,11,3.8,128.3,16.5
202103010302,12,3.2,200.2,25.8
202103010303,16,2.9,236.9,52.5
202103010304,15,3.1,243.5,51.4
202103010305,12,4.0,93.9,22.2
202103010306,14,2.4,187.8,41.1
202103010307,16,2.5,223.2,53.2
202103010308,14,5.1,181.6,31.3
202103010309,8,1.5,46.4,11.2
202103010310,15,2.2,190.1,54.2
202103010311,13,3.9,147.6,28.5
202103010312,14,3.7,209.7,33.3
202110030301,11,2.9,95.7,22.1
202110030302,16,1.8,158.5,71.6
202110030303,14,4.4,148.2,30.7
202110030304,7,1.4,44.1,6.9
202110030305,7,2.2,22.9,6.1
202110030306,16,2.9,198.3,57.6
202110030307,18,3.3,231.0,68.7
202110030308,14,3.4,174.8,32.7
202110030309,13,2.3,132.9,34.5
202110030310,14,3.1,153.9,31.3
202110030311,7,2.3,21.7,6.1
202110030312,14,2.0,158.3,40.8
202102010401,12,2.9,87.2,24.9
202102010402,16,3.6,222.9,48.9
202102010403,16,3.8,251.7,53.7
202102010404,14,3.0,166.0,36.0
202102010405,12,3.4,86.8,21.3
202102010406,12,3.9,114.2,26.4
202102010407,16,7.8,207.9,35.3
202102010408,14,4.4,155.9,31.6
202102010409,14,3.7,168.2,32.4
202102010410,9,1.7,61.5,14.8
202102010411,16,2.9,197.8,52.2
202102010412,13,6.4,139.5,24.7
202103010401,13,4.1,204.7,39.4
202103010402,15,2.8,254.1,56.6
202103010403,16,2.9,248.8,56.8
202103010404,16,2.4,226.1,69.9
202103010405,11,3.3,91.5,18.6
202103010406,11,2.0,159.7,24.2
202103010407,16,2.4,210.8,53.8
202103010408,14,2.4,142.9,39.1
202103010409,14,2.7,189.3,35.7
202103010410,15,2.4,169.9,47.2
202103010411,16,4.8,215.5,37.0
202103010412,16,3.6,255.5,42.2
202110030401,9,3.4,47.9,11.1
202110030402,16,4.0,196.8,44.6
202110030403,16,2.1,213.3,69.5
202110030404,16,4.2,239.3,49.1
202110030405,8,2.1,45.2,9.0
202110030406,8,1.6,52.4,8.8
202110030407,16,2.8,208.2,52.1
202110030408,13,3.1,148.5,29.2
202110030409,10,3.2,71.7,14.5
202110030410,8,1.7,35.3,9.6
202110030411,16,3.4,204.8,47.4
202110030412,9,2.5,73.6,11.0
202102010501,9,2.1,85.3,15.3
202102010502,14,5.0,155.7,31.3
202102010503,16,3.7,223.8,43.4
202102010504,14,2.8,123.1,35.9
202102010505,5,1.4,5.5,3.0
202102010506,16,2.3,214.8,63.6
202102010507,12,3.4,116.2,22.4
202102010508,11,2.1,111.6,21.8
202102010509,16,3.4,208.0,46.4
202102010510,14,4.0,129.4,31.4
202102010511,11,3.0,92.5,19.8
202102010512,13,3.9,134.7,26.8
202103010501,14,2.6,158.3,37.9
202103010502,15,4.1,229.5,45.7
202103010503,15,4.0,273.9,58.0
202103010504,14,3.2,172.9,35.0
202103010505,13,2.7,116.3,31.8
202103010506,16,2.8,238.7,57.7
202103010507,16,2.9,241.2,61.2
202103010508,16,2.9,207.3,49.4
202103010509,16,3.5,192.8,45.8
202103010510,16,6.2,263.1,37.3
202103010511,15,6.3,130.3,31.7
202103010512,16,3.4,250.1,46.9
202110030501,8,2.0,58.5,10.7
202110030502,16,2.0,226.0,59.8
202110030503,18,3.9,248.7,63.6
202110030504,14,3.5,156.0,31.5
202110030505,8,2.2,27.6,9.8
202110030506,11,2.2,73.2,22.3
202110030507,16,2.7,237.8,60.1
202110030508,15,3.2,233.9,44.8
202110030509,18,3.1,225.7,67.1
202110030510,14,3.3,145.7,33.0
202110030511,10,3.0,53.2,12.5
202110030512,14,4.3,126.8,29.5
202102010601,12,2.7,145.4,26.4
202102010602,14,3.1,143.7,32.2
202102010603,12,3.1,123.0,23.0
202102010604,14,4.0,154.8,30.7
202102010605,9,2.6,43.8,12.0
202102010606,16,2.9,175.6,47.0
202102010607,11,3.2,126.9,16.1
202102010608,13,5.1,162.2,25.9
202102010609,13,3.0,156.1,31.8
202102010610,9,1.9,43.0,15.4
202102010611,16,4.6,155.1,39.8
202102010612,13,2.7,162.2,30.6
202103010601,11,1.7,135.8,29.2
202103010602,16,2.4,199.9,56.9
202103010603,15,3.0,197.7,43.5
202103010604,16,2.4,224.8,57.6
202103010605,16,4.1,262.9,59.5
202103010606,13,2.5,174.4,33.0
202103010607,16,3.3,260.8,53.8
202103010608,14,4.4,182.3,29.9
202103010609,11,3.2,135.9,19.5
202103010610,14,3.1,204.5,30.3
202103010611,16,7.0,225.7,42.0
202103010612,16,4.9,208.4,42.8
202110030601,12,2.9,94.6,25.6
202110030602,11,1.8,129.8,21.3
202110030603,14,2.9,194.6,36.2
202110030604,16,2.4,140.9,60.3
202110030605,7,1.8,22.9,5.9
202110030606,18,2.1,232.4,69.7
202110030607,13,3.0,118.7,31.8
202110030608,18,3.4,237.9,64.3
202110030609,14,4.8,67.4,29.7
202110030610,14,5.4,163.9,27.8
202110030611,12,4.2,135.9,26.8
202110030612,16,2.6,201.7,54.1
202102010701,13,2.9,183.9,29.3
202102010702,16,3.2,240.5,51.6
202102010703,14,4.4,110.2,29.9
202102010704,16,4.6,193.9,45.4
202102010705,12,3.6,86.4,22.2
202102010706,16,3.1,228.4,47.8
202102010707,12,4.4,146.2,25.7
202102010708,14,2.4,160.5,34.7
202102010709,12,3.3,95.5,23.0
202102010710,12,4.1,84.3,23.2
202102010711,12,3.3,122.6,22.9
202102010712,14,7.0,146.4,31.5
202104030101,15,4.4,257.9,49.1
202104030102,10,1.5,92.3,18.7
202104030103,15,2.8,211.4,46.4
202104030104,15,3.5,262.0,48.7
202104030105,18,3.0,255.8,71.8
202104030106,15,4.2,171.3,36.1
202104030107,18,3.2,265.9,78.5
202104030108,15,2.0,199.8,49.0
202104030109,17,2.5,182.7,62.5
202104030110,17,4.7,250.6,52.2
202104030111,14,3.7,93.4,29.8
202104030112,18,4.5,206.4,51.8
202102010801,7,1.5,35.3,7.5
202102010802,14,3.1,163.3,37.1
202102010803,12,3.8,141.0,23.1
202102010804,16,2.8,186.5,51.7
202102010805,8,2.3,41.8,9.8
202102010806,11,3.3,92.6,20.0
202102010807,11,2.2,125.0,22.9
202102010808,14,2.8,139.5,33.6
202102010809,12,5.0,83.5,17.2
202102010810,13,3.6,131.0,28.1
202102010811,14,3.1,131.9,33.9
202102010812,11,3.2,82.1,18.5
202104030201,9,1.5,77.2,16.0
202104030202,15,2.2,223.2,42.8
202104030203,18,4.9,275.7,64.6
202104030204,15,3.5,225.1,48.0
202104030205,13,3.2,140.4,27.9
202104030206,18,3.8,244.3,59.5
202104030207,18,4.6,252.0,63.0
202104030208,15,2.9,210.6,43.0
202104030209,15,2.8,204.3,38.4
202104030210,12,3.5,125.6,22.8
202104030211,17,3.4,999.9,57.5
202104030212,18,6.3,273.0,58.1
202102010901,10,2.4,57.4,14.4
202102010902,13,3.7,159.4,28.2
202102010903,12,2.6,94.5,27.7
202102010904,14,2.5,154.8,38.2
202102010905,9,2.7,49.1,10.7
202102010906,14,3.0,203.8,35.6
202102010907,12,2.8,172.4,26.8
202102010908,10,2.4,74.5,15.9
202102010909,14,2.9,152.2,34.0
202102010910,15,5.0,195.8,34.0
202102010911,16,3.5,211.7,49.4
202102010912,13,3.3,77.2,29.4
202104030301,15,3.6,192.8,37.1
202104030302,18,2.7,270.3,90.3
202104030303,15,2.0,200.5,59.0
202104030304,18,3.4,253.5,78.5
202104030305,17,4.8,186.2,47.1
202104030306,18,3.6,275.8,71.4
202104030307,15,2.5,234.7,53.0
202104030308,13,2.4,170.4,31.1
202104030309,15,3.5,237.2,42.1
202104030310,15,3.0,185.6,48.1
202104030311,17,4.5,207.5,42.2
202104030312,18,3.7,268.9,78.2
202102011001,9,2.2,61.5,11.7
202102011002,14,2.9,166.0,34.9
202102011003,16,4.4,224.4,51.1
202102011004,14,2.7,172.0,37.2
202102011005,5,1.4,8.2,3.0
202102011006,16,3.5,230.0,51.1
202102011007,10,2.4,54.4,14.4
202102011008,11,3.0,149.0,19.2
202102011009,13,2.6,141.6,28.2
202102011010,10,2.8,74.7,15.0
202102011011,12,3.2,112.9,21.5
202102011012,14,3.1,145.9,33.7
202104030401,14,1.9,207.1,41.3
202104030402,18,3.4,265.4,74.4
202104030403,15,3.2,160.8,36.5
202104030404,15,1.9,192.6,55.3
202104030405,10,1.9,98.0,19.2
202104030406,18,2.9,215.5,65.7
202104030407,18,3.3,265.6,65.1
202104030408,15,4.3,255.3,38.1
202104030409,18,2.2,234.5,80.6
202104030410,15,3.3,175.1,38.6
202104030411,16,3.3,215.1,51.2
202104030412,15,3.0,219.2,41.1
202102011101,12,2.1,139.0,26.3
202102011102,14,3.0,172.4,34.1
202102011103,16,5.4,254.6,44.3
202102011104,12,3.0,94.6,27.8
202102011105,9,2.6,45.8,11.0
202102011106,16,3.8,182.9,43.6
202102011107,12,4.2,132.1,25.0
202102011108,14,5.8,136.9,29.5
202102011109,10,3.0,54.1,14.9
202102011110,14,4.7,198.5,30.8
202102011111,15,3.4,227.8,38.1
202102011112,16,4.9,223.3,41.2
202104030501,11,2.6,115.3,20.9
202104030502,13,1.6,170.9,44.5
202104030503,15,2.8,208.5,44.0
202104030504,18,5.2,279.5,65.2
202104030505,17,2.4,261.0,69.3
202104030506,15,3.3,229.1,45.2
202104030507,15,2.6,999.9,70.2
202104030508,16,5.4,229.3,42.4
202104030509,8,2.0,70.6,10.4
202104030510,15,4.5,190.5,39.1
202104030511,18,4.9,221.5,49.4
202104030512,15,2.7,190.6,40.4
202102011201,14,2.7,159.0,40.9
202102011202,16,3.9,201.8,44.8
202102011203,14,2.8,127.1,35.5
202102011204,16,3.9,226.2,53.0
202102011205,13,2.6,143.3,30.3
202102011206,16,3.0,208.8,49.6
202102011207,14,3.4,141.5,34.1
202102011208,16,2.9,220.6,50.0
202102011209,12,2.2,139.0,25.9
202102011210,16,7.2,190.4,38.9
202102011211,14,3.9,83.9,29.9
202102011212,16,3.1,205.7,50.7
202104030601,17,3.1,267.8,54.9
202104030602,15,2.2,229.7,47.0
202104030603,18,6.2,255.9,58.4
202104030604,15,2.3,193.7,47.4
202104030605,12,2.2,115.9,27.1
202104030606,15,2.0,161.7,55.1
202104030607,15,2.9,231.7,46.4
202104030608,16,2.3,169.6,54.3
202104030609,18,4.2,269.8,57.1
202104030610,14,3.5,232.0,38.1
202104030611,15,3.5,171.6,40.7
202104030612,18,4.4,261.1,61.9
202101020101,6,1.2,27.6,4.7
202101020102,14,2.2,172.3,40.1
202101020103,12,5.0,77.8,22.7
202101020104,16,3.6,216.5,54.8
202101020105,9,1.7,67.9,16.0
202101020106,14,3.6,182.5,33.4
202101020107,14,3.1,163.8,31.1
202101020108,14,2.5,184.4,36.9
202101020109,16,3.3,232.7,53.4
202101020110,6,1.7,21.4,5.0
202101020111,14,4.0,84.4,29.5
202101020112,14,3.6,159.2,33.7
202104040101,15,4.3,231.2,43.2
202104040102,11,1.8,118.9,25.3
202104040103,15,4.7,244.9,33.1
202104040104,14,2.3,192.0,43.4
202104040105,17,5.2,239.5,51.0
202104040106,17,3.5,275.9,88.7
202104040107,15,3.2,255.5,46.4
202104040108,15,3.2,235.2,45.9
202104040109,9,1.9,66.6,12.7
202104040110,17,3.1,236.8,61.1
202104040111,16,4.9,242.9,39.4
202104040112,13,5.1,221.0,31.4
202110040101,12,2.3,89.7,25.8
202110040102,15,2.3,233.6,54.9
202110040103,14,2.1,173.0,41.7
202110040104,8,2.3,28.9,8.8
202110040105,16,2.4,214.5,59.5
202110040106,16,2.1,237.5,53.5
202110040107,12,1.6,120.2,33.8
202110040108,16,2.2,179.3,68.2
202110040109,10,2.0,81.6,19.4
202110040110,10,2.4,134.0,18.2
202110040111,15,3.0,224.2,41.7
202110040112,14,2.3,150.2,36.2
202101020201,9,2.8,44.1,10.9
202101020202,12,4.0,111.5,23.0
202101020203,14,2.7,133.5,35.8
202101020204,14,2.7,169.9,42.5
202101020205,7,1.6,47.2,7.3
202101020206,12,2.4,96.5,25.1
202101020207,14,4.1,142.7,31.4
202101020208,14,7.6,152.1,25.1
202101020209,12,2.7,96.6,26.2
202101020210,10,2.1,70.3,15.9
202101020211,16,5.5,237.0,46.3
202101020212,9,1.7,84.1,12.8
202104040201,13,2.8,172.7,31.5
202104040202,14,2.4,190.1,46.6
202104040203,14,2.4,172.2,44.9
202104040204,18,4.6,272.2,55.8
202104040205,14,2.5,150.9,37.7
202104040206,15,3.3,252.2,39.3
202104040207,18,4.3,261.8,61.1
202104040208,15,3.5,254.7,41.3
202104040209,15,2.1,237.8,49.5
202104040210,12,3.3,54.6,22.5
202104040211,18,4.3,999.9,62.1
202104040212,18,2.9,254.3,75.7
202110040201,9,2.1,68.4,12.4
202110040202,16,3.8,219.0,43.3
202110040203,15,3.7,258.9,51.4
202110040204,16,3.6,207.8,50.8
202110040205,16,2.6,217.3,56.9
202110040206,18,2.9,266.8,76.9
202110040207,10,1.8,79.9,19.1
202110040208,14,4.7,130.7,29.6
202110040209,18,2.8,220.8,64.7
202110040210,9,2.2,75.9,12.8
202110040211,10,3.0,79.7,14.2
202110040212,16,4.5,231.8,45.7
202101020301,8,1.6,62.1,12.4
202101020302,11,2.9,122.8,20.7
202101020303,14,3.3,126.8,35.1
202101020304,16,4.2,255.1,51.6
202101020305,14,3.3,999.9,33.9
202101020306,14,2.7,175.0,36.0
202101020307,16,3.3,199.4,46.0
202101020308,12,2.1,70.6,31.0
202101020309,12,2.4,81.6,26.9
202101020310,15,2.6,223.2,48.1
202101020311,14,4.0,142.5,30.8
202101020312,14,3.2,130.1,30.6
202104040301,13,2.2,132.2,36.9
202104040302,15,2.6,248.0,53.2
202104040303,15,2.8,252.4,46.5
202104040304,13,2.7,148.0,36.8
202104040305,18,2.5,251.1,84.5
202104040306,16,3.1,238.1,55.1
202104040307,18,2.7,251.4,76.9
202104040308,15,2.6,145.4,39.8
202104040309,15,2.1,222.1,52.5
202104040310,15,2.7,261.1,47.4
202104040311,10,2.7,57.7,13.8
202104040312,14,2.4,190.3,38.7
202110040301,9,2.8,71.3,12.1
202110040302,16,4.9,271.4,54.6
202110040303,18,5.5,284.4,55.2
202110040304,15,2.7,186.5,51.9
202110040305,17,3.0,212.0,62.7
202110040306,16,4.8,171.6,41.2
202110040307,18,3.1,215.8,60.3
202110040308,16,2.6,194.6,52.7
202110040309,11,2.4,97.6,21.2
202110040310,7,1.3,45.3,8.5
202110040311,10,2.7,57.7,12.5
202110040312,14,3.0,149.0,33.9
202101020401,13,3.9,151.8,28.6
202101020402,12,2.7,93.1,25.5
202101020403,14,4.7,186.3,33.7
202101020404,14,2.1,151.1,37.9
202101020405,9,1.9,73.2,11.3
202101020406,12,3.0,141.9,25.3
202101020407,14,3.7,157.6,30.3
202101020408,12,3.9,145.9,24.5
202101020409,11,2.8,136.2,19.2
202101020410,14,4.2,141.8,31.5
202101020411,13,3.1,97.0,27.5
202101020412,16,3.2,191.1,47.8
202104040401,8,1.5,54.7,10.1
202104040402,17,4.9,277.1,61.3
202104040403,15,3.3,251.1,42.0
202104040404,18,4.5,290.7,62.0
202104040405,14,3.8,185.9,37.5
202104040406,13,3.0,189.4,37.9
202104040407,15,3.7,190.0,37.3
202104040408,11,1.9,94.9,22.4
202104040409,18,5.1,280.0,50.0
202104040410,12,2.0,141.4,28.7
202104040411,15,3.2,159.1,38.4
202104040412,15,3.1,238.1,45.0
202110040401,8,1.6,72.5,12.0
202110040402,16,2.3,198.5,57.4
202110040403,15,2.0,204.1,57.5
202110040404,14,3.6,204.9,33.7
202110040405,14,3.6,120.4,30.8
202110040406,14,2.3,164.0,38.6
202110040407,13,3.0,148.3,29.4
202110040408,16,2.2,227.8,60.1
202110040409,13,2.6,143.4,28.5
202110040410,16,3.7,206.0,44.1
202110040411,18,4.2,258.4,60.5
202110040412,8,1.5,59.6,10.2
202101020501,8,1.8,47.7,9.3
202101020502,10,2.7,86.8,17.1
202101020503,12,4.6,110.8,22.2
202101020504,14,2.2,168.9,40.5
202101020505,9,2.3,48.4,12.6
202101020506,14,3.8,148.2,30.0
202101020507,14,2.6,142.5,37.7
202101020508,14,3.6,146.2,30.4
202101020509,14,3.3,169.8,36.1
202101020510,14,3.5,184.5,36.1
202101020511,15,4.7,195.5,32.7
202101020512,14,3.2,155.1,31.6
202104040501,15,2.2,226.6,58.2
202104040502,15,2.6,224.3,46.1
202104040503,15,2.8,245.4,42.4
202104040504,15,3.9,253.2,48.9
202104040505,15,3.4,269.5,45.5
202104040506,18,2.0,223.9,70.3
202104040507,18,2.9,270.0,75.8
202104040508,15,3.6,223.1,40.0
202104040509,15,3.6,256.3,47.2
202104040510,18,3.4,248.0,61.9
202104040511,15,4.3,260.3,41.6
202104040512,18,3.2,266.0,71.8
202110040501,9,1.5,72.1,16.6
202110040502,9,1.6,73.0,14.8
202110040503,13,4.5,141.1,29.2
202110040504,18,4.0,187.3,70.1
202110040505,13,2.2,89.6,35.8
202110040506,16,3.3,246.6,51.9
202110040507,16,3.3,219.8,48.1
202110040508,8,1.6,47.8,11.3
202110040509,14,2.5,145.6,42.4
202110040510,10,2.7,93.0,15.3
202110040511,12,2.9,96.3,25.0
202110040512,14,3.4,114.4,31.2
202101020601,12,3.0,114.9,24.5
202101020602,12,3.6,90.6,22.6
202101020603,14,3.1,130.6,35.4
202101020604,16,3.7,211.2,39.6
202101020605,12,3.0,135.9,25.5
202101020606,14,3.1,177.2,35.4
202101020607,12,3.4,79.8,26.1
202101020608,14,3.1,193.5,31.5
202101020609,16,4.5,239.2,52.1
202101020610,14,2.3,123.4,40.7
202101020611,16,3.4,187.3,45.8
202101020612,14,3.6,171.7,31.0
202104040601,12,3.1,149.0,28.1
202104040602,15,2.8,213.3,45.7
202104040603,18,3.2,274.4,79.5
202104040604,18,2.7,256.3,77.9
202104040605,18,3.3,270.9,63.3
202104040606,15,3.7,244.4,37.7
202104040607,10,1.6,89.8,19.3
202104040608,15,3.7,164.7,37.1
202104040609,14,4.0,183.9,33.5
202104040610,18,3.4,260.8,58.8
202104040611,12,3.4,63.5,23.8
202104040612,15,2.9,236.9,50.0
202110040601,9,1.5,46.7,14.1
202110040602,16,2.0,209.5,70.2
202110040603,17,2.9,216.6,63.3
202110040604,16,2.5,221.2,67.5
202110040605,14,3.7,132.5,33.1
202110040606,8,2.3,35.7,8.7
202110040607,16,2.2,215.9,59.7
202110040608,14,3.5,143.0,30.4
202110040609,12,2.2,124.3,30.3
202110040610,16,3.4,138.3,40.7
202110040611,10,1.9,132.1,20.9
202110040612,11,1.8,92.0,27.4
202101020701,9,1.9,65.9,11.6
202101020702,12,2.9,145.6,26.6
202101020703,16,3.1,200.3,52.0
202101020704,14,3.7,165.2,34.7
202101020705,12,3.9,115.0,23.3
202101020706,14,4.0,152.8,31.1
202101020707,12,2.9,124.4,26.6
202101020708,16,4.9,252.5,50.6
202101020709,14,3.2,173.2,32.7
202101020710,16,4.2,140.4,41.0
202101020711,10,2.7,71.1,14.1
202101020712,14,2.6,82.7,35.5
202104040701,13,1.9,145.4,39.2
202104040702,15,4.0,242.2,40.2
202104040703,15,3.3,190.8,42.9
202104040704,11,2.8,121.8,20.0
202104040705,10,2.1,84.4,14.7
202104040706,18,4.8,288.2,71.7
202104040707,18,2.8,261.5,74.8
202104040708,15,3.8,226.2,38.8
202104040709,12,2.4,126.5,29.5
202104040710,13,3.0,188.4,28.1
202104040711,15,2.4,224.9,46.5
202104040712,18,4.4,274.6,67.0
202110040701,14,2.2,142.2,38.3
202110040702,16,1.8,213.8,67.3
202110040703,18,5.6,270.0,53.5
202110040704,18,2.4,212.9,67.2
202110040705,13,2.6,116.6,32.2
202110040706,14,1.9,134.6,43.4
202110040707,15,3.1,223.3,43.4
202110040708,11,1.8,111.4,26.2
202110040709,18,3.3,214.9,65.2
202110040710,16,3.2,216.9,47.9
202110040711,12,2.5,137.2,25.2
202110040712,16,3.6,211.0,44.6
202101020801,11,1.7,122.8,26.2
202101020802,13,2.6,128.6,32.4
202101020803,14,4.2,171.0,31.1
202101020804,16,3.2,251.7,58.5
202101020805,14,2.8,125.9,32.1
202101020806,16,4.0,216.4,46.6
202101020807,14,3.9,145.1,31.8
202101020808,14,5.1,156.4,31.6
202101020809,14,5.2,175.8,32.2
202101020810,9,2.1,60.7,12.3
202101020811,10,2.1,94.4,14.7
202101020812,13,2.1,129.8,34.9
202104040801,17,3.3,274.9,82.9
202104040802,10,2.2,123.0,21.1
202104040803,15,3.3,255.7,39.5
202104040804,18,5.4,293.1,68.0
202104040805,10,1.7,97.4,19.9
202104040806,18,3.9,282.4,82.1
202104040807,15,3.8,197.4,34.7
202104040808,15,2.0,207.7,52.8
202104040809,14,2.6,151.5,41.2
202104040810,15,2.2,212.5,56.2
202104040811,17,5.0,203.1,47.6
202104040812,17,3.6,269.6,63.1
202110040801,10,2.6,60.0,18.6
202110040802,13,3.6,137.5,29.0
202110040803,16,3.9,220.6,47.1
202110040804,18,4.7,228.5,58.9
202110040805,13,2.2,134.3,36.4
202110040806,16,3.9,207.6,48.4
202110040807,11,2.5,92.8,24.0
202110040808,13,2.6,98.1,29.0
202110040809,11,1.8,156.6,24.9
202110040810,16,4.3,230.3,52.9
202110040811,10,2.9,93.3,14.8
202110040812,11,2.2,110.1,21.5
202106040101,11,2.3,147.8,23.3
202106040102,16,2.9,247.3,59.3
202106040103,16,3.6,259.7,53.4
202106040104,16,3.0,258.2,64.9
202106040105,12,2.0,120.2,27.3
202106040106,16,3.2,225.0,50.6
202106040107,13,2.4,171.6,35.9
202106040108,16,3.3,228.4,56.4
202106040109,8,1.4,87.5,11.5
202106040110,10,2.5,115.0,18.7
202106040111,18,4.3,258.8,55.9
202106040112,16,3.0,247.4,46.0
202107050101,7,1.7,22.3,5.9
202107050102,12,3.0,80.3,27.8
202107050103,9,1.7,42.3,16.2
202107050104,10,1.8,81.7,23.4
202107050105,12,2.7,119.6,27.6
202107050106,12,2.5,123.4,25.7
202107050107,12,2.2,96.6,29.9
202107050108,13,3.4,148.7,26.9
202107050109,11,2.1,89.9,20.3
202107050110,13,2.3,146.5,30.1
202107050111,16,3.1,171.7,44.3
202107050112,16,2.7,206.1,55.0
202106040201,16,2.2,244.6,67.6
202106040202,10,1.7,88.1,17.7
202106040203,16,4.6,246.3,56.3
202106040204,16,3.2,245.3,60.1
202106040205,16,3.1,202.4,50.2
202106040206,13,3.5,126.8,28.7
202106040207,14,2.0,194.2,45.1
202106040208,6,1.5,20.9,4.8
202106040209,13,2.8,175.5,34.1
202106040210,15,6.6,148.5,32.2
202106040211,16,5.3,205.5,42.6
202106040212,16,2.2,237.5,60.9
202107050201,12,5.3,95.2,21.0
202107050202,15,2.8,194.5,44.7
202107050203,11,2.5,88.6,18.7
202107050204,12,2.8,122.1,24.8
202107050205,5,1.2,14.7,3.0
202107050206,16,3.0,174.1,49.1
202107050207,11,2.8,92.8,17.9
202107050208,7,1.9,17.2,6.1
202107050209,8,1.7,45.7,10.3
202107050210,16,4.8,183.6,40.1
202107050211,17,2.9,225.7,59.3
202107050212,18,2.9,237.3,68.1
202106040301,16,2.4,244.2,63.6
202106040302,10,2.3,111.8,17.6
202106040303,16,2.1,242.5,66.8
202106040304,13,1.8,138.9,44.1
202106040305,12,2.6,195.4,28.8
202106040306,14,2.4,162.0,43.5
202106040307,12,2.3,125.0,26.7
202106040308,16,5.5,241.9,45.2
202106040309,13,2.7,148.4,28.6
202106040310,14,4.1,150.8,29.4
202106040311,16,8.0,283.4,45.8
202106040312,16,2.5,238.8,54.0
202107050301,11,2.1,134.4,26.6
202107050302,10,2.7,73.8,17.6
202107050303,14,3.7,147.1,30.3
202107050304,12,2.8,113.5,26.7
202107050305,10,2.1,58.6,17.1
202107050306,14,3.7,135.1,32.6
202107050307,13,3.9,85.6,26.1
202107050308,10,2.9,120.3,15.8
202107050309,13,2.7,162.9,31.3
202107050310,13,2.2,155.6,37.5
202107050311,13,4.4,156.6,28.6
202107050312,15,2.1,168.5,55.0
202106040401,15,2.7,256.5,56.3
202106040402,13,2.4,170.1,31.5
202106040403,10,1.8,111.3,20.2
202106040404,16,5.8,273.5,62.2
202106040405,16,3.8,277.5,45.7
202106040406,15,3.3,206.9,39.2
202106040407,15,3.4,170.1,40.7
202106040408,13,2.9,193.3,34.2
202106040409,15,2.1,238.5,47.8
202106040410,15,4.4,203.7,34.4
202106040411,16,5.0,225.7,41.0
202106040412,15,3.3,234.9,42.0
202107050401,10,2.0,80.1,14.1
202107050402,8,1.7,51.2,10.7
202107050403,15,2.9,161.1,40.4
202107050404,16,2.8,215.2,50.0
202107050405,7,1.6,69.2,7.8
202107050406,12,2.7,66.3,25.7
202107050407,16,3.4,194.1,49.4
202107050408,13,3.0,127.2,29.1
202107050409,9,2.9,75.5,10.9
202107050410,12,3.1,167.5,26.8
202107050411,18,4.5,227.8,53.0
202107050412,16,4.6,172.1,42.0
202106040501,14,3.2,187.4,41.1
202106040502,15,2.9,241.2,45.0
202106040503,13,2.2,194.9,34.2
202106040504,13,1.7,183.2,43.2
202106040505,16,3.2,262.0,65.0
202106040506,10,2.3,138.4,19.9
202106040507,16,2.7,242.4,51.7
202106040508,16,3.2,253.8,51.5
202106040509,13,3.0,99.8,28.9
202106040510,7,2.0,33.1,5.6
202106040511,14,3.0,138.1,35.1
202106040512,13,2.5,182.4,31.1
202107050501,13,3.5,177.1,28.3
202107050502,10,1.6,74.4,20.7
202107050503,10,2.1,66.5,14.2
202107050504,13,2.2,136.1,32.2
202107050505,14,3.6,161.3,32.6
202107050506,13,2.5,97.2,33.9
202107050507,10,2.0,81.3,16.2
202107050508,16,4.8,197.9,41.5
