race_id,num_horses,wide_min,wide_max,wide_median
202309030407,12,2.4,113.8,27.1
202309030408,16,3.7,231.7,40.6
202309030409,13,2.5,172.6,32.3
202309030410,16,3.1,172.7,50.9
202309030411,15,2.8,177.9,42.5
202309030412,15,2.9,197.0,41.0
202302010301,16,3.1,203.5,47.4
202302010302,14,5.3,89.2,28.2
202302010303,11,3.4,91.9,20.3
202302010304,12,3.9,72.8,19.8
202302010305,14,3.7,142.9,31.7
202302010306,12,4.4,87.9,21.9
202302010307,14,3.1,141.5,32.2
202302010308,12,5.0,97.9,22.3
202302010309,11,3.3,130.4,19.7
202302010310,9,2.3,44.7,12.0
202302010311,15,5.3,172.9,33.2
202302010312,14,4.4,154.2,31.1
202305030501,16,3.4,218.7,52.0
202305030502,16,2.5,200.7,58.7
202305030503,16,2.6,192.7,54.0
202305030504,16,2.4,240.3,61.6
202305030505,16,3.7,218.4,49.0
202305030506,16,2.3,198.0,57.9
202305030507,16,1.9,205.0,65.0
202305030508,9,1.5,82.4,16.1
202305030509,16,3.0,198.4,48.8
202305030510,13,2.5,175.9,29.1
202305030511,16,3.3,235.1,43.9
202305030512,16,2.7,206.8,53.5
202309030501,8,1.7,32.9,10.5
202309030502,16,2.2,189.3,56.0
202309030503,14,2.6,164.7,35.6
202309030504,5,1.4,8.4,2.7
202309030505,13,2.4,139.7,32.4
202309030506,16,4.2,203.8,46.9
202309030507,16,3.6,191.5,43.0
202309030508,13,2.3,88.4,33.0
202309030509,8,1.8,23.3,9.5
202309030510,10,2.1,73.3,18.2
202309030511,13,2.9,133.9,34.9
202309030512,16,2.2,191.7,54.4
202302010401,14,4.2,134.7,30.7
202302010402,16,3.9,233.8,44.2
202302010403,12,3.7,85.3,21.2
202302010404,13,3.5,160.4,29.3
202302010405,11,4.2,59.2,15.7
202302010406,13,3.2,134.4,28.3
202302010407,12,3.4,89.2,24.1
202302010408,16,7.2,220.6,51.2
202302010409,11,5.3,54.8,14.5
202302010410,13,2.2,146.1,33.3
202302010411,16,4.2,179.6,45.0
202302010412,15,6.5,196.9,32.8
202305030601,6,1.3,18.2,5.7
202305030602,16,2.5,233.4,58.2
202305030603,11,2.7,120.7,20.1
202305030604,16,2.4,233.9,66.1
202305030605,13,2.1,111.0,32.8
202305030606,16,4.0,272.1,70.8
202305030607,15,2.3,232.5,54.0
202305030608,16,2.2,223.3,65.7
202305030609,8,1.5,67.6,10.9
202305030610,16,3.1,204.8,43.4
202305030611,15,2.6,189.4,47.1
202305030612,16,3.2,255.4,55.2
202309030601,16,1.9,184.4,68.7
202309030602,18,3.6,219.4,57.8
202309030603,16,2.6,183.3,56.4
202309030604,16,3.0,211.5,53.6
202309030605,11,3.7,94.0,18.0
202309030606,16,4.8,193.0,40.2
202309030607,13,4.2,135.3,28.3
202309030608,10,2.7,81.9,15.7
202309030609,11,2.7,96.1,22.1
202309030610,16,3.9,191.2,48.2
202309030611,13,2.4,96.5,36.8
202309030612,16,4.2,218.3,46.8
202302010501,10,2.4,90.0,16.5
202302010502,10,2.2,62.7,17.5
202302010503,16,6.5,268.8,37.8
202302010504,11,4.5,77.9,18.0
202302010505,5,1.3,10.3,3.4
202302010506,11,3.3,96.1,19.2
202302010507,11,2.7,83.0,19.3
202302010508,13,2.1,166.6,37.6
202302010509,8,2.3,34.3,9.3
202302010510,13,3.6,122.6,27.5
202302010511,16,2.5,226.6,45.8
202302010512,12,2.9,113.2,23.9
202305030701,16,2.9,227.9,54.7
202305030702,15,3.4,266.1,44.6
202305030703,16,2.2,251.4,63.5
202305030704,16,2.0,212.4,68.5
202305030705,11,2.4,173.6,23.1
202305030706,16,2.6,222.4,65.2
202305030707,14,4.7,130.4,32.6
202305030708,12,2.4,132.5,26.1
202305030709,16,3.3,234.3,52.4
202305030710,16,4.4,261.7,60.1
202305030711,14,3.0,156.2,33.3
202305030712,16,5.1,221.6,52.7
202309030701,9,1.8,64.1,11.2
202309030702,16,3.3,198.6,50.4
202309030703,18,3.3,218.1,69.5
202309030704,16,3.5,230.6,57.8
202309030705,9,2.2,55.5,14.6
202309030706,18,2.4,212.7,67.5
202309030707,16,3.0,201.4,53.0
202309030708,15,3.5,193.0,47.2
202309030709,16,3.1,191.0,50.5
202309030710,16,4.5,149.4,43.0
202309030711,16,4.1,204.3,45.9
202309030712,15,2.4,170.5,46.3
202302010601,16,3.9,176.3,39.7
202302010602,9,2.1,39.9,13.8
202302010603,12,3.2,80.4,21.0
202302010604,14,3.2,166.4,35.3
202302010605,6,1.4,28.1,4.9
202302010606,10,2.3,71.1,15.0
202302010607,9,2.2,61.2,11.3
202302010608,14,3.6,89.9,30.2
202302010609,13,5.1,87.9,23.4
202302010610,13,3.6,125.5,27.9
202302010611,13,3.3,144.9,28.6
202302010612,13,3.7,149.0,27.8
202305030801,6,1.3,32.7,5.0
202305030802,16,7.1,250.6,36.5
202305030803,16,3.2,207.7,51.6
202305030804,11,1.9,130.7,23.8
202305030805,16,2.7,232.2,59.0
202305030806,16,2.6,245.8,58.3
202305030807,11,2.1,137.0,24.3
202305030808,16,2.6,203.7,56.1
202305030809,12,2.3,137.9,29.0
202305030810,16,3.1,218.8,48.8
202305030811,15,6.7,179.8,31.5
202305030812,16,2.7,178.6,51.1
202309030801,15,2.2,175.9,43.5
202309030802,18,3.0,221.1,64.8
202309030803,15,2.0,155.9,62.3
202309030804,16,2.2,212.9,64.6
202309030805,7,1.8,21.7,7.7
202309030806,11,2.2,81.8,25.1
202309030807,10,2.0,47.9,17.2
202309030808,10,2.3,118.1,15.1
202309030809,12,2.1,152.4,29.3
202309030810,16,4.2,203.0,47.8
202309030811,17,2.2,234.3,76.6
202309030812,16,3.1,222.5,51.6
202302020101,9,2.7,65.6,13.3
202302020102,12,3.1,99.8,22.7
202302020103,12,2.4,79.1,26.0
202302020104,9,2.5,87.2,13.8
202302020105,6,1.6,15.6,3.9
202302020106,6,1.6,21.4,4.1
202302020107,14,4.0,132.4,29.8
202302020108,7,1.9,14.7,8.0
202302020109,12,3.8,142.4,26.7
202302020110,9,2.3,46.5,12.7
202302020111,16,5.2,172.5,39.4
202302020112,11,3.0,115.8,18.6
202303020101,13,2.6,165.4,30.7
202303020102,15,2.5,252.4,51.2
202303020103,15,4.2,270.2,53.0
202303020104,12,3.4,139.2,24.1
202303020105,13,4.4,228.5,28.9
202303020106,13,5.3,166.7,31.1
202303020107,16,2.9,248.4,52.6
202303020108,15,5.4,237.8,38.8
202303020109,10,2.5,155.8,17.4
202303020110,16,2.8,229.3,48.5
202303020111,13,3.1,208.4,28.9
202303020112,16,2.6,215.5,49.3
202307030101,7,1.7,27.6,6.5
202307030102,16,1.9,177.7,59.4
202307030103,16,2.4,225.3,55.6
202307030104,17,3.1,185.9,58.9
202307030105,7,1.5,30.1,6.3
202307030106,10,3.4,44.4,12.2
202307030107,16,3.4,177.2,50.0
202307030108,7,1.7,23.2,7.1
202307030109,8,1.8,37.1,8.8
202307030110,11,2.2,85.0,24.0
202307030111,13,3.5,138.2,29.1
202307030112,16,4.1,196.6,46.1
202302020201,9,2.7,41.0,13.0
202302020202,12,3.2,120.5,22.0
202302020203,16,3.3,204.0,44.4
202302020204,11,3.7,76.0,17.5
202302020205,5,1.3,7.8,2.9
202302020206,14,4.1,114.7,30.4
202302020207,11,2.0,73.5,21.7
202302020208,13,2.3,135.5,36.3
202302020209,14,6.2,143.2,28.7
202302020210,9,2.7,52.6,10.8
202302020211,16,2.6,169.3,52.9
202302020212,11,3.3,128.8,16.9
202303020201,7,1.4,53.8,7.8
202303020202,16,2.7,242.9,55.1
202303020203,16,3.5,262.3,62.6
202303020204,16,2.3,243.5,62.7
202303020205,16,5.3,264.3,58.7
202303020206,10,1.6,70.9,21.8
202303020207,16,3.4,253.1,68.9
202303020208,10,1.8,115.5,20.1
202303020209,16,2.6,169.6,58.8
202303020210,12,2.6,127.7,26.2
202303020211,16,5.0,169.8,41.4
202303020212,16,4.1,272.4,65.5
202307030201,10,2.1,69.3,16.2
202307030202,16,2.6,218.6,51.3
202307030203,16,2.2,187.2,62.3
202307030204,18,4.0,237.0,60.4
202307030205,8,2.0,36.0,9.1
202307030206,15,1.9,172.7,54.9
202307030207,8,1.9,53.4,10.6
202307030208,18,2.2,197.0,69.5
202307030209,9,1.7,70.7,11.2
202307030210,16,2.4,176.4,55.0
202307030211,12,2.4,96.2,28.3
202307030212,16,3.0,185.4,48.2
202302020301,7,1.5,35.0,7.2
202302020302,12,3.4,79.3,23.0
202302020303,14,3.7,141.7,29.0
202302020304,11,2.5,67.6,20.6
202302020305,13,4.1,200.0,32.1
202302020306,13,2.8,135.8,30.2
202302020307,12,3.2,135.5,27.1
202302020308,11,3.5,94.9,17.0
202302020309,10,2.5,44.6,15.9
202302020310,9,1.9,52.5,11.8
202302020311,14,4.2,180.7,31.1
202302020312,11,2.9,78.2,18.8
202303020301,9,1.9,57.8,12.6
202303020302,7,1.7,22.3,6.7
202303020303,16,3.5,253.2,59.9
202303020304,15,2.9,223.0,54.3
202303020305,12,2.1,150.1,29.9
202303020306,12,3.9,159.9,25.0
202303020307,16,3.7,257.5,53.0
202303020308,15,2.2,215.2,48.7
202303020309,13,2.6,191.0,30.4
202303020310,13,3.7,165.7,29.3
202303020311,11,2.8,96.2,19.8
202303020312,13,3.1,186.1,29.0
202307030301,10,2.0,84.3,16.5
202307030302,16,3.5,195.8,45.0
202307030303,16,3.4,243.1,49.6
202307030304,8,2.6,21.8,8.8
202307030305,9,2.1,55.6,12.0
202307030306,16,3.3,180.6,48.8
202307030307,18,3.3,206.2,56.8
202307030308,15,2.1,160.3,55.0
202307030309,10,2.4,87.3,15.1
202307030310,16,2.4,208.6,58.3
202307030311,16,3.2,170.2,53.0
202307030312,16,4.0,180.0,38.9
202302020401,12,3.4,98.0,23.7
202302020402,12,2.0,95.9,27.1
202302020403,12,2.8,133.0,27.0
202302020404,16,3.3,203.8,50.7
202302020405,9,2.1,49.0,15.4
202302020406,12,3.1,122.2,24.9
202302020407,9,2.5,76.5,13.2
202302020408,11,2.3,91.1,23.9
202302020409,12,4.8,65.5,18.2
202302020410,10,2.6,88.8,16.6
202302020411,14,4.9,125.6,29.9
202302020412,11,3.2,56.7,16.1
202303020401,11,2.1,136.1,24.0
202303020402,15,2.5,240.4,54.9
202303020403,16,2.5,239.1,54.9
202303020404,15,2.1,223.1,61.3
202303020405,11,3.3,119.0,18.6
202303020406,10,2.1,66.0,16.1
202303020407,15,2.4,240.1,50.4
202303020408,16,2.8,223.4,51.7
202303020409,16,3.6,232.2,55.6
202303020410,15,2.1,167.8,49.5
202303020411,16,4.6,232.3,39.3
202303020412,14,2.4,146.1,43.1
202307030401,5,1.3,11.3,2.9
202307030402,16,2.5,202.4,57.1
202307030403,16,3.1,179.1,57.3
202307030404,16,5.2,240.6,47.8
202307030405,8,2.0,42.6,9.5
202307030406,10,3.9,64.9,14.3
202307030407,14,2.9,160.0,35.2
202307030408,16,3.5,207.0,48.2
202307030409,18,4.1,227.1,54.0
202307030410,13,2.8,122.0,28.5
202307030411,16,2.9,213.3,50.3
202307030412,12,2.8,160.4,28.4
202302020501,9,2.0,48.4,12.5
202302020502,13,2.0,153.5,38.0
202302020503,16,4.5,225.5,38.7
202302020504,14,2.6,170.0,38.3
202302020505,8,2.0,44.3,9.6
202302020506,11,2.4,72.5,21.5
202302020507,11,2.8,69.9,20.0
202302020508,14,5.3,154.8,29.9
202302020509,14,5.3,167.3,29.5
202302020510,14,2.9,128.5,32.2
202302020511,15,4.0,130.8,40.2
202302020512,12,3.7,69.4,19.8
202303020501,13,3.9,180.9,30.0
202303020502,15,3.6,242.9,44.3
202303020503,15,2.4,237.4,55.0
202303020504,11,2.5,94.8,20.2
202303020505,14,2.9,152.5,32.1
202303020506,14,2.2,173.3,46.6
202303020507,16,2.7,223.1,50.4
202303020508,15,3.0,219.1,43.8
202303020509,10,1.9,78.0,16.5
202303020510,16,2.4,217.5,62.3
202303020511,11,2.8,169.4,18.0
202303020512,16,3.0,195.8,51.3
202307030501,8,1.5,33.8,8.0
202307030502,16,2.0,202.5,59.4
202307030503,16,3.2,194.6,54.3
202307030504,14,2.5,142.8,41.9
202307030505,8,2.2,55.5,10.4
202307030506,9,1.8,48.4,12.4
202307030507,11,2.6,76.3,18.7
202307030508,8,1.4,47.7,10.1
202307030509,9,2.1,83.5,13.9
202307030510,16,2.8,211.5,52.8
202307030511,11,2.5,84.9,18.7
202307030512,16,2.6,212.9,49.1
202302020601,16,5.2,242.7,46.8
202302020602,14,3.7,197.5,38.7
202302020603,16,5.4,135.4,36.4
202302020604,12,2.4,122.0,26.8
202302020605,14,3.2,160.0,29.9
202302020606,12,2.3,71.3,27.4
202302020607,14,3.9,179.3,31.5
202302020608,13,3.8,151.9,29.8
202302020609,14,3.4,121.7,32.4
202302020610,14,3.4,115.4,29.7
202302020611,16,4.7,124.8,39.6
202302020612,13,4.2,98.0,27.4
202303020601,11,2.2,127.7,20.1
202303020602,13,2.9,214.6,32.5
202303020603,16,2.9,238.7,49.2
202303020604,16,2.2,237.4,68.1
202303020605,13,3.7,199.3,31.6
202303020606,10,2.3,114.3,17.0
202303020607,16,5.0,225.7,44.0
202303020608,15,3.0,229.1,44.5
202303020609,11,2.3,125.3,22.8
202303020610,16,5.0,212.2,43.4
202303020611,16,5.1,239.0,46.1
202303020612,15,4.8,233.2,42.2
202307030601,10,2.4,67.6,18.5
202307030602,16,4.1,213.5,46.8
202307030603,18,4.5,244.2,67.5
202307030604,16,2.9,198.3,54.2
202307030605,12,3.5,98.1,20.8
202307030606,15,2.8,199.7,46.1
202307030607,13,2.7,96.2,32.2
202307030608,16,3.2,208.1,44.0
202307030609,18,4.4,243.9,57.7
202307030610,14,3.6,154.2,31.3
202307030611,15,2.7,226.2,46.1
202307030612,14,3.1,134.8,34.0
202301010101,8,1.7,52.8,10.2
202301010102,12,2.5,82.3,23.3
202301010103,14,3.5,169.7,31.4
202301010104,13,5.6,173.6,30.5
202301010105,10,3.8,66.5,14.8
202301010106,14,2.6,168.1,34.7
202301010107,16,2.8,195.8,55.9
202301010108,13,4.2,142.0,28.3
202301010109,9,2.3,67.1,12.3
202301010110,9,2.4,34.8,12.7
202301010111,15,4.4,128.9,32.4
202301010112,14,4.7,148.0,30.8
202303020701,15,3.7,254.1,67.5
202303020702,7,1.3,54.2,8.0
202303020703,16,3.1,240.4,50.6
202303020704,15,3.9,248.7,42.9
202303020705,9,2.0,97.2,13.5
202303020706,12,2.2,151.0,31.7
202303020707,16,3.6,256.0,53.1
202303020708,15,2.5,222.4,52.2
202303020709,14,3.0,170.9,30.4
202303020710,15,2.1,208.5,53.7
202303020711,15,3.0,228.8,44.3
202303020712,16,3.9,259.2,46.8
202307030701,10,1.8,62.2,18.0
202307030702,16,2.7,218.7,54.9
202307030703,16,1.9,201.3,61.6
202307030704,9,3.2,58.9,10.7
202307030705,8,1.9,37.1,9.3
202307030706,16,2.3,187.7,57.8
202307030707,16,2.4,215.3,51.0
202307030708,14,2.5,122.7,32.9
202307030709,12,2.2,137.9,27.3
202307030710,16,2.0,161.4,67.1
202307030711,18,4.8,228.7,50.8
202307030712,16,3.1,203.2,56.8
202301010201,8,1.8,28.8,8.5
202301010202,14,2.8,136.9,38.2
202301010203,16,2.1,194.8,55.6
202301010204,14,4.5,94.7,29.4
202301010205,6,1.5,20.6,3.9
202301010206,16,2.5,191.9,53.3
202301010207,12,3.7,119.8,22.0
202301010208,11,1.9,134.6,20.8
202301010209,10,3.8,57.5,11.8
202301010210,14,3.3,152.8,30.1
202301010211,16,5.5,206.7,36.4
202301010212,14,8.4,173.3,30.6
202303020801,13,3.1,196.9,32.9
202303020802,15,4.2,263.0,51.3
202303020803,14,2.5,180.2,37.4
202303020804,16,2.7,251.1,56.0
202303020805,10,2.3,129.0,16.1
202303020806,11,2.5,142.7,20.6
202303020807,15,2.1,226.6,55.4
202303020808,14,2.4,211.9,40.6
202303020809,15,3.1,213.9,47.3
202303020810,15,3.2,239.1,46.0
202303020811,11,4.0,136.8,15.2
202303020812,14,3.9,159.4,34.0
202307030801,8,1.6,49.5,10.8
202307030802,13,3.9,130.9,26.8
202307030803,17,3.8,214.2,59.4
202307030804,18,3.9,211.2,63.8
202307030805,11,2.4,97.5,21.9
202307030806,14,2.9,184.7,37.2
202307030807,18,2.8,216.3,72.4
202307030808,18,5.1,222.9,56.0
202307030809,10,2.3,67.8,14.9
202307030810,16,4.1,232.8,42.1
202307030811,16,3.6,164.0,41.1
202307030812,16,2.8,174.5,49.0
202301010301,9,2.1,93.3,13.3
202301010302,14,3.9,137.9,29.1
202301010303,15,2.4,220.9,50.7
202301010304,14,4.5,173.9,30.3
202301010305,14,4.5,155.9,29.7
202301010306,12,3.0,98.7,25.2
202301010307,15,2.6,196.4,45.2
202301010308,13,3.7,165.1,29.4
202301010309,14,4.4,137.0,30.4
202301010310,8,2.1,48.2,8.6
202301010311,16,3.5,146.2,43.5
202301010312,11,5.6,55.2,17.4
202304020101,10,1.9,99.4,17.5
202304020102,18,2.7,237.3,68.9
202304020103,15,3.3,262.7,50.2
202304020104,11,2.2,138.3,23.9
202304020105,6,1.4,15.1,4.4
202304020106,12,2.2,138.3,27.7
202304020107,18,2.6,263.4,78.7
202304020108,15,2.3,220.2,53.8
202304020109,17,3.4,188.4,55.5
202304020110,15,3.2,241.7,40.7
202304020111,18,4.4,281.4,67.8
202304020112,18,4.5,207.1,51.7
202301010401,14,3.1,151.3,38.4
202301010402,12,5.2,176.5,29.8
202301010403,14,3.1,155.9,32.3
202301010404,16,3.3,206.5,42.9
202301010405,12,3.9,99.5,22.3
202301010406,13,3.5,130.9,27.8
202301010407,13,2.9,93.0,28.5
202301010408,12,4.5,115.9,19.9
202301010409,14,4.6,75.5,29.8
202301010410,14,3.9,114.1,29.7
202301010411,14,4.6,112.5,29.1
202301010412,14,4.0,126.1,30.6
202304020201,11,3.1,174.6,23.5
202304020202,10,2.5,112.9,18.9
202304020203,16,4.1,266.6,56.2
202304020204,15,2.6,237.2,53.7
202304020205,9,1.9,62.7,11.9
202304020206,12,4.1,186.2,28.8
202304020207,15,2.9,241.1,47.8
202304020208,15,3.6,270.9,55.9
202304020209,13,3.1,137.2,29.8
202304020210,18,2.6,225.1,73.3
202304020211,18,5.6,184.1,48.8
202304020212,15,4.2,238.8,36.6
202301010501,14,3.0,165.7,36.0
202301010502,12,3.0,131.4,27.3
202301010503,16,4.2,173.3,45.2
202301010504,14,3.0,152.8,35.9
202301010505,10,2.7,67.5,13.4
202301010506,16,3.3,179.5,49.2
202301010507,13,3.1,158.7,27.9
202301010508,13,3.2,169.3,29.3
202301010509,9,2.2,37.6,10.9
202301010510,14,2.8,91.0,32.5
202301010511,14,3.3,147.0,32.3
202301010512,14,5.2,151.0,31.5
202304020301,12,2.0,125.4,30.5
202304020302,15,2.1,212.7,53.5
202304020303,18,4.4,283.0,74.5
202304020304,15,1.9,173.8,59.8
202304020305,13,2.2,195.6,35.8
202304020306,13,2.9,95.9,28.1
202304020307,18,3.7,259.7,64.3
202304020308,15,2.9,235.6,48.5
202304020309,13,2.9,151.2,30.7
202304020310,15,2.8,193.9,42.2
202304020311,14,3.9,214.8,30.8
202304020312,15,3.3,243.6,38.9
202301010601,14,6.1,156.6,31.5
202301010602,14,4.2,185.4,31.2
202301010603,15,4.3,219.3,38.9
202301010604,14,3.2,167.9,42.3
202301010605,7,1.6,59.1,8.1
202301010606,14,3.6,158.4,33.8
202301010607,12,3.5,122.9,24.0
202301010608,14,3.2,145.3,34.8
202301010609,11,2.4,98.3,18.3
202301010610,11,2.8,116.3,20.6
202301010611,14,4.1,125.8,29.9
202301010612,16,3.5,191.7,46.0
202304020401,11,2.2,155.0,24.8
202304020402,11,3.2,99.3,21.9
202304020403,15,2.7,246.2,50.9
202304020404,18,2.9,236.6,73.1
202304020405,11,3.1,97.7,17.8
202304020406,14,3.3,155.9,30.8
202304020407,16,3.0,225.3,52.4
202304020408,8,1.6,67.4,11.5
202304020409,15,2.5,206.1,50.3
202304020410,17,3.2,248.1,71.6
202304020411,15,3.6,172.0,39.7
202304020412,18,4.1,252.2,60.2
202301020101,9,2.6,57.1,11.4
202301020102,14,3.0,154.9,35.0
202301020103,12,2.4,126.3,29.0
202301020104,14,2.9,115.9,36.5
202301020105,13,3.5,134.1,27.9
202301020106,16,4.8,212.5,41.2
202301020107,12,3.3,114.1,23.6
202301020108,13,2.7,122.7,28.5
202301020109,9,2.5,44.6,10.8
202301020110,11,2.5,77.9,22.9
202301020111,14,3.6,110.6,30.7
202301020112,16,3.8,185.3,43.3
202304030101,15,2.8,233.4,46.2
202304030102,10,1.9,113.3,22.9
202304030103,15,3.6,244.3,39.5
202304030104,15,3.1,258.5,52.5
202304030105,13,2.1,155.0,36.9
202304030106,14,2.6,204.8,35.2
202304030107,18,3.4,255.7,61.0
202304030108,15,4.2,227.0,46.2
202304030109,15,2.9,247.6,47.3
202304030110,18,3.0,155.2,59.9
202304030111,16,4.5,198.5,41.9
202304030112,15,3.2,180.4,43.6
202310030101,12,3.2,94.2,23.9
202310030102,8,1.3,61.6,11.4
202310030103,14,2.3,141.2,40.5
202310030104,8,2.2,43.6,11.0
202310030105,14,2.8,177.2,36.8
202310030106,15,3.6,189.0,38.6
202310030107,16,2.7,199.8,47.5
202310030108,16,2.8,223.7,51.9
202310030109,16,2.6,231.1,51.9
202310030110,11,2.3,116.2,19.5
202310030111,16,3.0,213.3,49.8
202310030112,18,4.4,208.2,55.9
202301020201,7,2.1,24.6,6.4
202301020202,12,3.3,112.8,22.8
202301020203,14,2.8,132.1,39.2
202301020204,14,7.2,197.9,31.1
202301020205,10,2.7,66.0,14.2
202301020206,14,2.8,159.7,38.9
202301020207,14,2.5,127.6,37.7
202301020208,8,1.6,48.9,8.5
202301020209,11,3.0,96.5,20.5
202301020210,9,2.3,66.1,11.9
202301020211,15,4.1,158.2,34.1
202301020212,13,2.8,137.5,28.4
202304030201,14,2.5,151.4,35.0
202304030202,15,3.1,244.6,40.6
202304030203,18,3.4,252.5,62.2
202304030204,15,2.6,232.7,53.6
202304030205,12,2.8,171.4,27.0
202304030206,18,3.1,233.9,67.6
202304030207,18,3.0,261.4,68.2
202304030208,15,1.9,216.8,54.6
202304030209,15,3.0,223.2,44.8
202304030210,9,1.8,62.2,12.0
202304030211,17,4.9,215.0,48.8
202304030212,18,2.8,255.0,74.3
202310030201,10,1.8,77.4,14.0
202310030202,18,2.8,235.5,67.4
202310030203,16,3.3,209.2,52.9
202310030204,18,2.9,196.9,75.5
202310030205,16,2.4,214.4,57.9
202310030206,12,3.4,113.8,24.8
202310030207,16,4.1,198.4,43.6
202310030208,11,1.9,116.8,25.0
202310030209,16,3.1,200.5,49.3
202310030210,13,3.0,84.9,28.4
202310030211,16,3.1,221.4,53.6
202310030212,14,5.5,176.5,31.0
202301020301,12,2.3,143.6,25.8
202301020302,14,5.6,123.7,30.2
202301020303,16,5.4,203.4,42.9
202301020304,14,3.0,153.8,33.8
202301020305,11,2.4,78.7,18.9
202301020306,14,2.6,166.1,34.3
202301020307,16,1.9,200.7,58.4
202301020308,14,4.5,137.7,29.2
202301020309,14,2.9,158.6,33.5
202301020310,16,2.5,208.6,50.6
202301020311,14,5.0,176.2,32.8
202301020312,12,2.3,95.5,25.3
202304030301,14,2.9,147.7,35.4
202304030302,15,3.3,177.4,41.7
202304030303,15,3.7,255.5,45.7
202304030304,10,1.9,77.8,17.2
202304030305,18,3.3,262.5,70.2
202304030306,18,2.1,236.4,81.7
202304030307,15,2.9,238.6,53.3
202304030308,8,1.5,50.6,10.1
202304030309,15,2.9,208.1,39.9
202304030310,15,2.4,200.6,47.8
202304030311,13,2.4,132.3,31.7
202304030312,14,2.5,180.1,35.4
202310030301,18,2.0,224.2,85.5
202310030302,16,2.5,180.3,59.7
202310030303,16,4.2,190.7,47.9
202310030304,18,2.8,217.2,70.1
202310030305,13,2.6,121.1,32.8
202310030306,16,2.7,196.7,50.4
202310030307,18,2.8,215.8,70.3
202310030308,16,2.8,189.8,52.4
202310030309,14,5.4,118.8,29.3
202310030310,10,1.9,55.2,17.1
202310030311,11,2.8,93.5,16.8
202310030312,16,3.9,193.1,43.4
202301020401,11,2.4,111.3,25.2
202301020402,12,3.5,131.2,23.4
202301020403,13,5.0,126.1,29.0
202301020404,14,3.3,165.3,33.9
202301020405,9,2.3,59.0,11.0
202301020406,12,2.5,142.8,28.8
202301020407,16,4.0,171.8,39.9
202301020408,9,2.0,82.5,14.3
202301020409,14,3.0,176.4,34.4
202301020410,14,3.5,130.1,31.1
202301020411,15,3.7,229.8,42.0
202301020412,13,2.4,147.4,29.9
202304030401,9,2.6,118.0,15.2
202304030402,9,1.6,134.6,16.6
202304030403,13,2.7,115.7,32.4
202304030404,15,2.3,242.9,50.2
202304030405,16,3.4,257.7,53.4
202304030406,18,3.4,271.7,83.2
202304030407,18,3.3,271.1,85.1
202304030408,15,5.8,141.4,32.2
202304030409,18,4.4,237.7,54.3
202304030410,18,3.0,188.5,57.9
202304030411,14,5.6,151.1,32.7
202304030412,15,3.3,243.9,39.5
202310030401,12,2.3,94.6,26.4
202310030402,5,1.2,11.8,3.1
202310030403,16,2.2,213.8,55.5
202310030404,18,3.9,243.8,60.1
202310030405,16,5.2,153.3,34.3
202310030406,14,5.6,154.2,31.2
202310030407,16,3.2,206.3,46.4
202310030408,11,2.1,117.4,21.6
202310030409,16,3.2,232.3,49.4
202310030410,16,3.1,178.9,46.0
202310030411,18,3.7,229.8,52.8
202310030412,16,2.6,204.3,53.4
202301020501,11,1.8,86.2,24.0
202301020502,5,1.1,14.2,3.4
202301020503,12,2.5,111.4,26.7
202301020504,14,2.7,159.7,35.9
202301020505,13,4.2,122.5,28.6
202301020506,14,3.6,135.3,32.0
202301020507,14,3.0,195.4,34.3
202301020508,14,2.7,136.3,36.7
202301020509,14,2.7,125.9,35.1
202301020510,14,8.3,97.7,29.0
202301020511,14,4.3,89.1,28.9
202301020512,14,4.4,151.9,31.8
202304030501,18,4.2,281.4,76.0
202304030502,15,2.9,251.8,49.2
202304030503,15,2.6,228.2,47.3
202304030504,15,2.1,212.3,56.9
202304030505,11,3.0,143.1,21.9
202304030506,18,2.7,230.9,74.9
202304030507,18,4.1,274.6,59.4
202304030508,13,2.3,148.8,32.2
202304030509,15,3.3,162.2,37.5
202304030510,17,5.8,272.3,42.1
202304030511,13,3.2,144.4,27.3
202304030512,14,2.7,182.3,35.6
202310030501,11,1.7,82.4,26.0
202310030502,16,2.3,168.0,52.5
202310030503,14,3.6,152.0,32.5
202310030504,10,2.4,88.1,17.7
202310030505,12,2.8,141.0,25.3
202310030506,16,4.1,214.8,43.7
202310030507,18,3.8,254.8,61.2
202310030508,16,4.1,246.3,50.0
202310030509,18,2.0,220.8,97.1
202310030510,10,1.8,80.5,20.9
202310030511,13,4.4,99.9,27.9
202310030512,14,3.7,130.1,29.6
202301020601,9,2.9,63.9,11.7
202301020602,14,2.2,133.7,45.0
202301020603,12,2.4,77.4,24.0
202301020604,14,2.4,170.9,36.1
202301020605,5,1.1,20.2,3.5
202301020606,16,3.0,180.0,48.6
202301020607,12,3.6,98.4,23.2
202301020608,14,3.3,124.6,32.4
202301020609,16,3.0,206.9,48.8
202301020610,14,6.5,114.9,28.5
202301020611,16,4.7,169.6,45.4
202301020612,14,4.9,124.6,29.7
202304030601,14,2.0,168.5,44.1
202304030602,14,3.4,175.8,39.5
202304030603,12,2.5,110.9,25.9
202304030604,18,2.4,252.6,82.6
202304030605,12,2.4,112.1,27.4
202304030606,14,2.8,188.0,37.6
202304030607,8,1.7,81.0,11.6
202304030608,12,3.2,152.4,28.8
202304030609,17,3.6,233.1,53.3
