date,race_id,course,race_num,race_name,condition,bet_type,trio_bets,trio_result,hit,payout,investment,profit
20260321,202607010305,中京,5,中京5R,C,trio,1-2-6; 1-6-12; 2-6-9; 2-6-12; 2-6-14; 6-9-12; 6-12-14,6-9-12,1,3320,700,2620
20260321,202607010306,中京,6,中京6R,D,trio,1-6-17; 1-12-17; 4-6-17; 4-12-17; 6-8-17; 6-12-17; 8-12-17,4-8-12,0,0,700,-700
20260321,202607010307,中京,7,中京7R,D,trio,3-4-13; 3-8-13; 3-13-14; 3-13-16; 4-8-13; 8-13-14; 8-13-16,7-13-16,0,0,700,-700
20260321,202607010308,4歳以上1勝クラス,0,4歳以上1勝クラス,A,trio,1-2-11; 1-5-11; 2-5-11; 2-6-11; 2-7-11; 5-6-11; 5-7-11,5-6-11,1,1600,700,900
20260321,202607010309,岡崎特別,0,岡崎特別,D,trio,3-4-5; 3-4-10; 3-5-7; 3-5-8; 3-5-10; 3-7-10; 3-8-10,1-6-7,0,0,700,-700
20260321,202607010310,豊明S,0,豊明S,D,trio,3-6-9; 3-6-14; 3-8-9; 3-8-14; 3-9-13; 3-9-14; 3-13-14,9-13-14,0,0,700,-700
20260321,202607010311,ファルコンS,0,ファルコンS,D,trio,1-2-4; 1-2-17; 1-3-4; 1-3-17; 1-4-7; 1-4-17; 1-7-17,7-9-10,0,0,700,-700
20260321,202607010312,4歳以上1勝クラス,0,4歳以上1勝クラス,A,trio,2-3-5; 2-4-5; 2-5-9; 2-5-14; 3-4-5; 3-5-9; 3-5-14,3-4-5,1,1910,700,1210
20260321,202609010901,阪神,1,阪神1R,A,trio,1-4-9; 1-4-10; 3-4-9; 3-4-10; 4-5-9; 4-5-10; 4-9-10,3-6-9,0,0,700,-700
20260321,202609010902,阪神,2,阪神2R,D,trio,1-6-9; 1-7-9; 3-6-9; 3-7-9; 6-7-9; 6-9-10; 7-9-10,2-6-10,0,0,700,-700
20260321,202609010903,阪神,3,阪神3R,A,trio,3-4-9; 3-9-10; 4-5-9; 4-7-9; 4-9-10; 5-9-10; 7-9-10,4-7-9,1,1040,700,340
20260321,202609010904,阪神,4,阪神4R,D,trio,3-6-14; 3-6-15; 3-9-14; 3-9-15; 3-10-14; 3-10-15; 3-14-15,10-14-15,0,0,700,-700
