race_id,furlong_1,furlong_2,furlong_3,furlong_4,furlong_5,furlong_6,furlong_7,furlong_8,furlong_9,furlong_10,furlong_11,furlong_12,furlong_13,furlong_14,furlong_15,furlong_16,furlong_17,furlong_18,total_furlongs,first_3f,last_3f
202505010101,12.7,11.5,12.3,12.6,12.5,12.5,12.3,,,,,,,,,,,,7,36.5,37.3
