race_id,course,race_num,race_name,condition,num_horses,distance,surface,track_condition,top1_num,top1_name,top1_score,top2_num,top3_num,top1_finish,top2_finish,top3_finish,trio_bets,trio_result,bet_type,trio_hit,trio_payout,umaren_payout,actual_payout,investment,profit,status,date,umaren_hit,trio_bets_str,top2_name,top2_score,top3_name,top3_score,top1_num_recovered,top1_num_dp,top1_num_final,track_code,track,horse_num,odds,pop_rank,hit
202605020401,東京,1,3歳未勝利,C,,1600.0,ダ,,,,,,,5,1,6,,3-4-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-2-15; 1-13-15; 2-9-15; 2-12-15; 2-13-15; 9-13-15; 12-13-15,,,,,15.0,,15.0,05,東京,15.0,14.3,5.0,False
202605020402,東京,2,3歳未勝利,D,,1400.0,ダ,,,,,,,1,3,7,,5-7-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,5-7-10; 5-7-11; 5-7-12; 5-7-14; 5-10-11; 5-10-12; 5-10-14,,,,,5.0,,5.0,05,東京,5.0,93.4,14.0,False
202605020403,東京,3,3歳未勝利,A,,1600.0,ダ,,,,,,,2,1,3,,6-8-12,trio,1.0,560,0,560.0,700,-140.0,settled,20260503,0.0,2-6-8; 2-6-12; 6-8-10; 6-8-11; 6-8-12; 6-10-12; 6-11-12,,,,,6.0,,6.0,05,東京,6.0,19.7,6.0,True
202605020404,東京,4,3歳未勝利,C,,1600.0,芝,,,,,,,5,4,2,,1-2-17,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,2-3-6; 2-6-17; 3-6-8; 3-6-17; 3-6-18; 6-8-17; 6-17-18,,,,,6.0,,6.0,05,東京,6.0,44.2,10.0,False
202605020405,東京,5,3歳未勝利,C,,1800.0,芝,,,,,,,1,2,4,,1-4-6,trio,1.0,2540,0,2540.0,700,1840.0,settled,20260503,0.0,1-2-4; 1-2-6; 1-2-10; 1-2-11; 1-4-6; 1-4-10; 1-4-11,,,,,1.0,,1.0,05,東京,1.0,2.5,1.0,True
202605020406,東京,6,3歳1勝クラス,D,,1400.0,ダ,,,,,,,16,4,11,,7-11-15,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,2-8-14; 2-10-14; 7-8-14; 7-10-14; 8-10-14; 8-12-14; 10-12-14,,,,,14.0,,14.0,05,東京,14.0,6.6,4.0,False
202605020407,東京,7,4歳以上1勝クラス,C,,1600.0,ダ,,,,,,,4,14,5,,7-10-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,3-9-14; 3-10-14; 3-11-14; 3-12-14; 9-10-14; 9-11-14; 9-12-14,,,,,14.0,,14.0,05,東京,14.0,89.3,14.0,False
202605020408,東京,8,4歳以上2勝クラス,A,,1600.0,芝,,,,,,,8,2,4,,1-4-7,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-2-8; 1-7-8; 2-3-8; 2-4-8; 2-7-8; 3-7-8; 4-7-8,,,,,8.0,,8.0,05,東京,8.0,32.5,11.0,False
202605020409,東京,9,府中S,C,,2000.0,芝,,,,,,,17,8,1,,5-7-17,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-5-8; 1-5-10; 1-5-11; 1-5-17; 1-8-11; 1-10-11; 1-11-17,,,,,1.0,,1.0,05,東京,1.0,8.0,4.0,False
202605020410,東京,10,ブリリアントS,C,,2100.0,ダ,,,,,,,9,2,16,,7-14-15,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,5-7-8; 5-7-9; 5-7-11; 5-7-16; 5-8-11; 5-9-11; 5-11-16,,,,,5.0,,5.0,05,東京,5.0,5.3,2.0,False
202605020411,東京,11,プリンシパルS,C,,2000.0,芝,,,,,,,13,11,9,,10-12-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-4-5; 1-4-7; 1-4-8; 1-4-11; 4-5-11; 4-7-11; 4-8-11,,,,,4.0,,4.0,05,東京,4.0,5.8,2.0,False
202605020412,東京,12,4歳以上2勝クラス,D,,1300.0,ダ,,,,,,,1,13,4,,5-10-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,4-5-9; 4-5-12; 5-6-9; 5-6-12; 5-9-12; 5-9-13; 5-12-13,,,,,5.0,,5.0,05,東京,5.0,11.2,5.0,False
202608030401,京都,1,3歳未勝利,D,,1400.0,ダ,,,,,,,4,2,7,,5-9-10,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,5-6-10; 5-6-13; 6-9-10; 6-9-13; 6-10-13; 6-10-15; 6-13-15,,,,,6.0,,6.0,08,京都,6.0,39.4,11.0,False
202608030402,京都,2,3歳未勝利,A,,1900.0,ダ,,,,,,,8,9,3,,4-9-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,2-5-9; 2-5-11; 2-7-9; 2-7-11; 2-9-11; 2-9-12; 2-11-12,,,,,2.0,,2.0,08,京都,2.0,50.6,13.0,False
202608030403,京都,3,3歳未勝利,C,,1800.0,ダ,,,,,,,2,6,7,,5-10-14,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,5-6-7; 5-6-11; 5-6-12; 5-6-15; 5-7-11; 5-11-12; 5-11-15,,,,,5.0,,5.0,08,京都,5.0,35.0,13.0,False
202608030404,京都,4,3歳未勝利,A,,2400.0,芝,,,,,,,1,3,4,,3-7-11,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-7-11; 1-8-11; 6-7-11; 6-8-11; 7-8-11; 7-10-11; 8-10-11,,,,,11.0,,11.0,08,京都,11.0,8.5,4.0,False
202608030405,京都,5,3歳未勝利,A,,1800.0,芝,,,,,,,4,8,7,,5-8-9,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,3-7-10; 3-7-11; 7-8-10; 7-8-11; 7-9-10; 7-9-11; 7-10-11,,,,,7.0,,7.0,08,京都,7.0,6.9,3.0,False
202608030406,京都,6,3歳1勝クラス,D,,1400.0,ダ,,,,,,,8,2,11,,3-11-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-3-10; 1-3-12; 1-4-10; 1-4-12; 1-8-10; 1-8-12; 1-10-12,,,,,1.0,,1.0,08,京都,1.0,20.7,7.0,False
202608030407,京都,7,4歳以上1勝クラス,A,,2000.0,芝,,,,,,,2,7,6,,4-5-7,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-3-4; 1-4-8; 3-4-6; 3-4-7; 3-4-8; 4-6-8; 4-7-8,,,,,4.0,,4.0,08,京都,4.0,45.9,15.0,False
202608030408,京都,8,御池特別,D,,1200.0,芝,,,,,,,8,15,14,,5-8-11,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-7-14; 1-9-14; 2-7-14; 2-9-14; 7-8-14; 7-9-14; 8-9-14,,,,,14.0,,14.0,08,京都,14.0,47.5,14.0,False
202608030409,京都,9,六波羅特別,A,,1800.0,ダ,,,,,,,5,2,1,,3-6-8,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-5-6; 1-5-8; 3-5-6; 3-5-8; 4-5-6; 4-5-8; 5-6-8,,,,,5.0,,5.0,08,京都,5.0,12.3,5.0,False
202608030410,京都,10,朱雀S,D,,1200.0,芝,,,,,,,6,2,1,,2-3-4,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-2-3; 1-2-4; 1-2-9; 1-2-17; 1-3-4; 1-3-9; 1-3-17,,,,,1.0,,1.0,08,京都,1.0,9.3,5.0,False
202608030411,京都,11,天皇賞(春),C,,3200.0,芝,,,,,,,9,5,4,,3-7-15,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-3-4; 1-3-12; 1-4-7; 1-4-11; 1-4-12; 1-7-12; 1-11-12,,,,,1.0,,1.0,08,京都,1.0,12.2,6.0,False
202608030412,京都,12,東大路S,D,,1400.0,ダ,,,,,,,15,16,6,,10-13-16,trio,0.0,0,0,0.0,700,-700.0,settled,20260503,0.0,1-5-7; 1-5-14; 1-7-10; 1-7-12; 1-7-14; 1-10-14; 1-12-14,,,,,1.0,,1.0,08,京都,1.0,43.6,12.0,False
202604010401,新潟,1,3歳未勝利,C,,1800.0,ダ,,,,,,,1,2,6,,3-8-13,trio,1.0,800,0,800.0,700,100.0,settled,20260510,0,1-3-13; 1-5-13; 1-7-13; 1-8-13; 3-8-13; 5-8-13; 7-8-13,,,,,13.0,13.0,13.0,04,新潟,13.0,2.4,1.0,True
202604010402,新潟,2,3歳未勝利,D,,1200.0,ダ,,,,,,,4,6,11,,9-10-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-3-14; 2-5-14; 3-5-14; 3-13-14; 3-14-15; 5-13-14; 5-14-15,,,,,14.0,14.0,14.0,04,新潟,14.0,8.4,4.0,False
202604010403,新潟,3,3歳未勝利,C,,1800.0,ダ,,,,,,,14,2,4,,1-2-5,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-2-3; 1-3-5; 1-3-11; 1-3-12; 2-3-12; 3-5-12; 3-11-12,,,,,3.0,3.0,3.0,04,新潟,3.0,11.2,4.0,False
202604010405,新潟,5,3歳未勝利,C,,1800.0,芝,,,,,,,2,1,7,,7-12-16,trio,1.0,3900,0,3900.0,700,3200.0,settled,20260510,0,1-7-11; 1-7-12; 1-7-13; 1-7-16; 7-11-12; 7-12-13; 7-12-16,,,,,7.0,7.0,7.0,04,新潟,7.0,5.2,2.0,True
202604010407,新潟,7,4歳以上1勝クラス,D,,1200.0,ダ,,,,,,,2,9,12,,1-10-14,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,3-5-14; 3-7-14; 3-13-14; 3-14-15; 5-7-14; 7-13-14; 7-14-15,,,,,14.0,14.0,14.0,04,新潟,14.0,7.5,5.0,False
202604010408,新潟,8,4歳以上1勝クラス,D,,1200.0,ダ,,,,,,,1,10,3,,9-12-14,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,5-11-14; 5-12-14; 6-11-14; 6-12-14; 8-11-14; 8-12-14; 11-12-14,,,,,14.0,14.0,14.0,04,新潟,14.0,7.5,3.0,False
202604010409,新潟,9,荒川峡特別,A,,2400.0,芝,,,,,,,2,3,1,,5-12-14,trio,1.0,12570,0,12570.0,700,11870.0,settled,20260510,0,3-5-14; 3-12-14; 4-5-14; 4-12-14; 5-8-14; 5-12-14; 8-12-14,,,,,14.0,14.0,14.0,04,新潟,14.0,10.8,6.0,True
202604010410,新潟,10,五泉特別,A,,1800.0,ダ,,,,,,,2,10,1,,3-6-11,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,3-4-5; 3-4-11; 3-5-7; 3-5-9; 3-5-11; 3-7-11; 3-9-11,,,,,3.0,3.0,3.0,04,新潟,3.0,7.3,4.0,False
202604010411,新潟,11,谷川岳S,D,,1400.0,芝,,,,,,,11,8,5,,3-7-8,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-5-11; 1-11-14; 5-6-11; 5-11-13; 5-11-14; 6-11-14; 11-13-14,,,,,11.0,11.0,11.0,04,新潟,11.0,3.9,1.0,False
202604010412,新潟,12,4歳以上1勝クラス,D,,1200.0,芝,,,,,,,1,3,6,,7-10-12,trio,1.0,1400,0,1400.0,700,700.0,settled,20260510,0,6-7-8; 6-7-10; 7-8-10; 7-8-12; 7-8-13; 7-10-12; 7-10-13,,,,,7.0,7.0,7.0,04,新潟,7.0,5.0,2.0,True
202605020601,東京,1,3歳未勝利,C,,1600.0,ダ,,,,,,,16,7,4,,2-14-16,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,3-4-7; 3-4-8; 3-4-14; 3-4-16; 4-7-8; 4-7-14; 4-7-16,,,,,4.0,4.0,4.0,05,東京,4.0,29.2,11.0,False
202605020602,東京,2,3歳未勝利,D,,1400.0,ダ,,,,,,,6,3,13,,2-7-9,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-5-16; 2-6-16; 2-7-16; 2-11-16; 5-6-16; 5-7-16; 5-11-16,,,,,16.0,16.0,16.0,05,東京,16.0,1.6,1.0,False
202605020603,東京,3,3歳未勝利,C,,1600.0,芝,,,,,,,2,7,4,,5-10-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-6-10; 1-10-18; 2-6-10; 2-10-18; 3-6-10; 3-10-18; 6-10-18,,,,,10.0,10.0,10.0,05,東京,10.0,2.4,1.0,False
202605020604,東京,4,3歳未勝利,A,,2000.0,芝,,,,,,,1,11,4,,4-6-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-4-6; 2-4-7; 2-4-8; 2-4-10; 4-6-7; 4-7-8; 4-7-10,,,,,4.0,4.0,4.0,05,東京,4.0,2.3,1.0,False
202605020605,東京,5,3歳1勝クラス,C,,2100.0,ダ,,,,,,,1,10,13,,4-15-16,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-5-16; 1-9-16; 5-7-16; 5-9-16; 5-10-16; 7-9-16; 9-10-16,,,,,16.0,16.0,16.0,05,東京,16.0,2.6,1.0,False
202605020606,東京,6,4歳以上1勝クラス,D,,1400.0,芝,,,,,,,4,2,3,,5-6-10,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-6-8; 1-8-10; 5-6-8; 5-8-10; 6-8-10; 6-8-11; 8-10-11,,,,,8.0,8.0,8.0,05,東京,8.0,4.9,3.0,False
202605020607,東京,7,4歳以上1勝クラス,D,,1300.0,ダ,,,,,,,10,4,1,,1-2-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,4-9-12; 4-12-13; 9-11-12; 9-12-13; 9-12-16; 11-12-13; 12-13-16,,,,,12.0,12.0,12.0,05,東京,12.0,3.6,1.0,False
202605020608,東京,8,4歳以上2勝クラス,D,,1400.0,芝,,,,,,,1,3,2,,1-3-7,trio,1.0,2810,0,2810.0,700,2110.0,settled,20260510,0,1-3-7; 1-5-7; 1-6-7; 1-7-9; 3-5-7; 3-6-7; 3-7-9,,,,,7.0,7.0,7.0,05,東京,7.0,1.6,1.0,True
202605020609,東京,9,日吉特別,A,,2100.0,ダ,,,,,,,3,2,6,,4-7-8,trio,1.0,1810,0,1810.0,700,1110.0,settled,20260510,0,1-3-7; 1-7-8; 3-4-7; 3-6-7; 3-7-8; 4-7-8; 6-7-8,,,,,7.0,7.0,7.0,05,東京,7.0,4.3,3.0,True
202605020610,東京,10,メトロポリタンS,A,,2400.0,芝,,,,,,,6,2,3,,2-10-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-3-5; 2-5-9; 2-5-10; 2-5-12; 3-5-10; 5-9-10; 5-10-12,,,,,5.0,5.0,5.0,05,東京,5.0,8.7,5.0,False
202605020611,東京,11,NHKマイルC,C,,1600.0,芝,,,,,,,8,1,5,,11-16-17,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,4-7-12; 4-12-17; 7-9-12; 7-10-12; 7-12-17; 9-12-17; 10-12-17,,,,,12.0,12.0,12.0,05,東京,12.0,18.3,8.0,False
202605020612,東京,12,立夏S,C,,1600.0,ダ,,,,,,,7,9,6,,3-9-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-3-13; 2-6-13; 2-8-13; 2-12-13; 3-6-13; 6-8-13; 6-12-13,,,,,13.0,13.0,13.0,05,東京,13.0,13.8,7.0,False
202608030601,京都,1,3歳未勝利,A,,1800.0,ダ,,,,,,,1,8,2,,3-7-11,trio,1.0,550,0,550.0,700,-150.0,settled,20260510,0,3-7-8; 3-7-11; 4-7-8; 4-7-11; 6-7-8; 6-7-11; 7-8-11,,,,,7.0,7.0,7.0,08,京都,7.0,1.6,1.0,True
202608030602,京都,2,3歳未勝利,D,,1200.0,ダ,,,,,,,8,3,6,,2-3-5,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-4-6; 2-5-6; 4-5-6; 4-6-8; 4-6-14; 5-6-8; 5-6-14,,,,,6.0,6.0,6.0,08,京都,6.0,4.0,2.0,False
202608030603,京都,3,3歳未勝利,A,,1900.0,ダ,,,,,,,8,6,4,,6-7-9,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-2-4; 1-2-9; 1-2-11; 1-2-12; 1-4-11; 1-9-11; 1-11-12,,,,,1.0,1.0,1.0,08,京都,1.0,1.1,1.0,False
202608030604,京都,4,3歳未勝利,C,,1600.0,芝,,,,,,,4,1,6,,1-10-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-4-16; 1-6-16; 1-10-16; 1-14-16; 4-6-16; 4-10-16; 4-14-16,,,,,16.0,16.0,16.0,08,京都,16.0,2.3,1.0,False
202608030605,京都,5,3歳未勝利,A,,2000.0,芝,,,,,,,2,6,1,,8-9-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-3-8; 1-7-8; 1-8-9; 1-8-12; 3-8-9; 7-8-9; 8-9-12,,,,,8.0,8.0,8.0,08,京都,8.0,3.2,1.0,False
202608030606,京都,6,4歳以上1勝クラス,A,,2200.0,芝,,,,,,,3,9,4,,5-6-7,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,1-2-5; 1-3-5; 2-3-5; 2-5-6; 2-5-8; 3-5-6; 3-5-8,,,,,5.0,5.0,5.0,08,京都,5.0,1.6,1.0,False
202608030607,京都,7,3歳1勝クラス,A,,1800.0,ダ,,,,,,,2,1,3,,1-6-7,trio,1.0,690,0,690.0,700,-10.0,settled,20260510,0,1-5-6; 1-6-7; 1-6-10; 1-6-11; 5-6-7; 6-7-10; 6-7-11,,,,,6.0,6.0,6.0,08,京都,6.0,2.6,1.0,True
202608030608,京都,8,4歳以上1勝クラス,D,,1200.0,芝,,,,,,,2,4,3,,1-2-12,trio,1.0,1430,0,1430.0,700,730.0,settled,20260510,0,1-2-5; 1-2-8; 1-2-11; 1-2-12; 1-5-8; 1-8-11; 1-8-12,,,,,1.0,1.0,1.0,08,京都,1.0,6.2,2.0,True
202608030609,京都,9,烏丸S,A,,2400.0,芝,,,,,,,1,10,7,,1-6-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-5-6; 2-6-7; 2-6-12; 2-6-13; 5-6-12; 6-7-12; 6-12-13,,,,,6.0,6.0,6.0,08,京都,6.0,2.6,1.0,False
202608030610,京都,10,橘S,D,,1400.0,芝,,,,,,,3,4,1,,4-5-6,trio,1.0,450,0,450.0,700,-250.0,settled,20260510,0,1-4-5; 1-5-10; 4-5-6; 4-5-8; 4-5-10; 5-6-10; 5-8-10,,,,,5.0,5.0,5.0,08,京都,5.0,3.8,2.0,True
202608030611,京都,11,平城京S,C,,1800.0,ダ,,,,,,,2,1,9,,4-7-10,trio,1.0,680,0,680.0,700,-20.0,settled,20260510,0,2-4-10; 2-10-14; 4-5-10; 4-7-10; 4-10-14; 5-10-14; 7-10-14,,,,,10.0,10.0,10.0,08,京都,10.0,2.4,1.0,True
202608030612,京都,12,4歳以上2勝クラス,D,,1400.0,ダ,,,,,,,1,9,12,,5-8-14,trio,0.0,0,0,0.0,700,-700.0,settled,20260510,0,2-8-14; 2-10-14; 2-11-14; 2-12-14; 8-10-14; 10-11-14; 10-12-14,,,,,14.0,14.0,14.0,08,京都,14.0,5.3,2.0,False
202604010501,新潟,1,3歳未勝利,C,,1800.0,ダ,,4.0,ハイロード,0.4348106315179539,8.0,7.0,1,3,2,,4-7-8,trio,1.0,1040,0,1040.0,700,340.0,settled,20260516,0,4-5-7; 4-5-8; 4-7-8; 4-7-11; 4-7-14; 4-8-11; 4-8-14,ストロングボーイ,0.0,クリムゾンリーフ,0.0,4.0,4.0,4.0,04,新潟,4.0,9.2,4.0,True
202604010502,新潟,2,3歳未勝利,D,,1200.0,ダ,,14.0,シュヴァルツシルト,0.4821484799701783,12.0,3.0,1,2,3,,3-12-14,trio,1.0,710,0,710.0,700,10.0,settled,20260516,0,3-4-14; 3-7-14; 3-12-14; 3-14-15; 4-12-14; 7-12-14; 12-14-15,ナムラロダン,0.0,フィールマイプラン,0.0,14.0,14.0,14.0,04,新潟,14.0,2.0,1.0,True
202604010503,新潟,3,3歳未勝利,C,,1600.0,芝,,9.0,バンオンタイム,0.594959480767016,8.0,14.0,2,13,1,,9-11-14,trio,1.0,2680,0,2680.0,700,1980.0,settled,20260516,0,1-8-9; 1-9-14; 8-9-11; 8-9-12; 8-9-14; 9-11-14; 9-12-14,リアライズガイザー,0.0,ミラキュラスアース,0.0,9.0,9.0,9.0,04,新潟,9.0,5.8,3.0,True
202604010504,新潟,4,3歳未勝利,A,,1800.0,ダ,,8.0,テリコス,0.5181307229197973,10.0,11.0,2,3,1,,8-10-11,trio,1.0,1370,0,1370.0,700,670.0,settled,20260516,0,4-8-10; 4-8-11; 6-8-10; 6-8-11; 7-8-10; 7-8-11; 8-10-11,ワンダーブリッツ,0.0,ボールドタワー,0.0,8.0,8.0,8.0,04,新潟,8.0,13.9,5.0,True
202604010505,新潟,5,3歳未勝利,C,,1800.0,芝,,1.0,アナザーフェイス,0.3220932764180433,8.0,13.0,1,9,12,,1-9-11,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-6-8; 1-6-13; 1-8-9; 1-8-11; 1-8-13; 1-9-13; 1-11-13,シェーネエルデ,0.0,オーキーベルセルク,0.0,1.0,1.0,1.0,04,新潟,1.0,3.7,2.0,False
202604010507,新潟,7,4歳以上1勝クラス,D,,1200.0,ダ,,3.0,ペイシャマリーン,0.4773701086583901,1.0,2.0,13,7,4,,9-12-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-2-3; 1-3-4; 1-3-11; 1-3-13; 2-3-4; 2-3-11; 2-3-13,フルドド,0.0,マダムイグレイン,0.0,3.0,3.0,3.0,04,新潟,3.0,5.4,3.0,False
202604010508,新潟,8,4歳以上1勝クラス,A,,1800.0,ダ,,5.0,ダノンヴェステル,0.6953112155954293,9.0,6.0,3,1,4,,5-7-9,trio,1.0,540,0,540.0,700,-160.0,settled,20260516,0,1-5-6; 1-5-9; 5-6-7; 5-6-8; 5-6-9; 5-7-9; 5-8-9,ファルコンミノル,0.0,ソナタン,0.0,5.0,5.0,5.0,04,新潟,5.0,4.1,2.0,True
202604010509,新潟,9,石打特別,C,,1800.0,芝,,12.0,ルールーリマ,0.5269599381856043,14.0,8.0,1,3,7,,6-12-14,trio,1.0,1050,0,1050.0,700,350.0,settled,20260516,0,3-8-12; 3-12-14; 5-8-12; 5-12-14; 6-8-12; 6-12-14; 8-12-14,キアラメンテ,0.0,クイーンズワーフ,0.0,12.0,12.0,12.0,04,新潟,12.0,2.4,1.0,True
202604010510,新潟,10,中ノ岳特別,A,,1800.0,ダ,,5.0,ソニックステップ,0.6278523574817139,8.0,4.0,9,2,8,,1-2-8,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-4-5; 1-5-8; 4-5-6; 4-5-8; 4-5-9; 5-6-8; 5-8-9,ディアウス,0.0,スマートスピア,0.0,5.0,5.0,5.0,04,新潟,5.0,7.1,3.0,False
202604010511,新潟,11,新潟大賞典,C,,2000.0,芝,,14.0,シンハナーダ,0.7362439498560647,4.0,6.0,14,10,4,,3-9-11,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,3-4-14; 3-6-14; 4-6-14; 4-12-14; 4-14-15; 6-12-14; 6-14-15,アンゴラブラック,0.0,ドゥラドーレス,0.0,14.0,14.0,14.0,04,新潟,14.0,9.1,4.0,False
202604010512,新潟,12,4歳以上1勝クラス,D,,1400.0,芝,,11.0,ワンコールアウェイ,0.625413835714332,1.0,5.0,2,7,5,,10-11-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-3-11; 1-5-11; 1-10-11; 1-11-16; 3-5-11; 5-10-11; 5-11-16,ラトラース,0.0,ピアストイヤーズ,0.0,11.0,11.0,11.0,04,新潟,11.0,4.1,2.0,False
202605020701,東京,1,3歳未勝利,D,,1400.0,ダ,,1.0,オーシャンステラ,0.3707654479646927,13.0,7.0,1,13,6,,1-3-10,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-3-7; 1-3-13; 1-4-7; 1-4-13; 1-6-7; 1-6-13; 1-7-13,アクロスメモリア,0.0,ホテルストリート,0.0,1.0,1.0,1.0,05,東京,1.0,2.9,1.0,False
202605020702,東京,2,3歳未勝利,C,,1600.0,ダ,,5.0,アオイミズホ,0.3839649830530545,3.0,15.0,2,4,16,,5-13-14,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,2-3-5; 2-5-15; 3-4-5; 3-5-10; 3-5-15; 4-5-15; 5-10-15,オーパパ,0.0,トロフィーポーズ,0.0,5.0,5.0,5.0,05,東京,5.0,4.0,2.0,False
202605020703,東京,3,3歳未勝利,D,,1300.0,ダ,,12.0,ヴィスクレス,0.5478651312271513,16.0,11.0,2,3,4,,10-12-16,trio,1.0,7080,0,7080.0,700,6380.0,settled,20260516,0,8-11-12; 8-12-16; 10-11-12; 10-12-16; 11-12-13; 11-12-16; 12-13-16,レイズレガシー,0.0,ゲンテン,0.0,12.0,12.0,12.0,05,東京,12.0,18.5,5.0,True
202605020704,東京,4,3歳未勝利,A,,2000.0,芝,,13.0,シェリーシュシュ,0.4562136202851278,12.0,7.0,7,3,5,,4-8-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,4-7-13; 4-12-13; 7-8-13; 7-10-13; 7-12-13; 8-12-13; 10-12-13,ブライトエアリー,0.0,ボーントゥラブユー,0.0,13.0,13.0,13.0,05,東京,13.0,3.6,1.0,False
202605020705,東京,5,3歳未勝利,D,,1400.0,芝,,2.0,ハニージョー,0.5198898671249172,12.0,11.0,3,2,15,,2-10-12,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-2-11; 1-2-12; 2-4-11; 2-4-12; 2-9-11; 2-9-12; 2-11-12,レヴェランジェ,0.0,ベラジオカイザー,0.0,2.0,2.0,2.0,05,東京,2.0,6.0,3.0,False
202605020706,東京,6,3歳1勝クラス,A,,2400.0,芝,,4.0,イブキ,0.6025021551361177,3.0,8.0,2,1,3,,3-4-8,trio,1.0,430,0,430.0,700,-270.0,settled,20260516,0,1-3-4; 1-4-8; 3-4-5; 3-4-7; 3-4-8; 4-5-8; 4-7-8,マジョレルブルー,0.0,ブラウンバナナ,0.0,4.0,4.0,4.0,05,東京,4.0,2.5,1.0,True
202605020707,東京,7,3歳1勝クラス,D,,1400.0,ダ,,8.0,タイキブリッツェン,0.4644205398360904,3.0,6.0,4,5,7,,4-9-13,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,3-4-8; 3-6-8; 3-8-9; 3-8-12; 4-6-8; 6-8-9; 6-8-12,ウィッキドピケット,0.0,リアライズブライト,0.0,8.0,8.0,8.0,05,東京,8.0,6.0,3.0,False
202605020708,東京,8,4歳以上1勝クラス,C,,1600.0,ダ,,15.0,ハクシンブライアン,0.5629440861194184,2.0,12.0,3,5,8,,1-14-15,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,2-3-15; 2-11-15; 2-12-15; 2-13-15; 3-12-15; 11-12-15; 12-13-15,ドリーミングアップ,0.0,ビービーバザーク,0.0,15.0,15.0,15.0,05,東京,15.0,3.1,1.0,False
202605020709,東京,9,調布特別,A,,1800.0,芝,,3.0,シャンソンドール,0.6489787813121799,6.0,1.0,2,6,5,,3-5-7,trio,0.0,0,0,0.0,700,-700.0,settled,20260516,0,1-3-5; 1-3-6; 1-3-8; 1-3-9; 3-5-6; 3-6-8; 3-6-9,ウィルサヴァイブ,0.0,ルクスジニア,0.0,3.0,3.0,3.0,05,東京,3.0,1.6,1.0,False
