trainer_id,trainer,total_races,wins,top3,total_prize,win_rate,top3_rate,turf_races,turf_wins,turf_top3,turf_wr,dirt_races,dirt_wins,dirt_top3,dirt_wr
01116,新開幸一,2319,137,456,232875,0.05907718844329452,0.19663648124191463,665.0,35.0,112.0,0.05263157894736842,1654.0,102.0,344.0,0.06166868198307134
01117,高野友和,3031,345,949,911056,0.11382382052128011,0.31309798746288353,1939.0,239.0,619.0,0.12325941206807632,1092.0,106.0,330.0,0.09706959706959707
01118,高柳瑞樹,2404,205,586,443841,0.08527454242928452,0.2437603993344426,1058.0,88.0,261.0,0.0831758034026465,1346.0,117.0,325.0,0.08692421991084695
01119,田中剛,2315,116,436,247530,0.05010799136069115,0.18833693304535637,1201.0,61.0,224.0,0.0507910074937552,1114.0,55.0,212.0,0.04937163375224417
01120,千田輝彦,2819,175,548,349525,0.06207875133025896,0.19439517559418235,1552.0,88.0,288.0,0.05670103092783505,1267.0,87.0,260.0,0.06866614048934491
01121,角田晃一,2958,249,777,461139,0.08417849898580122,0.26267748478701824,1279.0,104.0,329.0,0.08131352619233777,1679.0,145.0,448.0,0.08636092912447886
01122,日吉正和,492,15,48,21906,0.03048780487804878,0.0975609756097561,205.0,5.0,17.0,0.024390243902439025,287.0,10.0,31.0,0.03484320557491289
01123,牧田和弥,3073,179,565,346459,0.05824926781646599,0.18385942076147088,1390.0,78.0,246.0,0.05611510791366906,1683.0,101.0,319.0,0.06001188354129531
01124,大和田成,2591,151,479,268417,0.05827865688923196,0.18487070629100733,1076.0,51.0,192.0,0.047397769516728624,1515.0,100.0,287.0,0.066006600660066
01125,小野次郎,2687,130,407,218075,0.048381094157052475,0.1514700409378489,1170.0,45.0,156.0,0.038461538461538464,1517.0,85.0,251.0,0.05603164139749506
01126,木村哲也,2324,405,931,1103451,0.17426850258175558,0.4006024096385542,1674.0,301.0,706.0,0.17980884109916367,650.0,104.0,225.0,0.16
01127,栗田徹,2993,262,784,518927,0.08753758770464418,0.26194453725359174,1445.0,123.0,375.0,0.08512110726643599,1548.0,139.0,409.0,0.08979328165374677
01128,今野貞一,2686,212,595,384892,0.07892777364110201,0.22151898734177214,1236.0,88.0,269.0,0.07119741100323625,1450.0,124.0,326.0,0.08551724137931034
01129,高橋義忠,2923,234,652,509481,0.08005473828258639,0.2230585015395142,1501.0,120.0,338.0,0.07994670219853431,1422.0,114.0,314.0,0.08016877637130802
01130,吉村圭司,2858,255,727,527894,0.08922323303009097,0.2543736878936319,1529.0,142.0,397.0,0.09287115761935906,1329.0,113.0,330.0,0.08502633559066967
01131,蛯名利弘,2716,79,281,141365,0.029086892488954345,0.10346097201767304,1099.0,22.0,72.0,0.020018198362147407,1617.0,57.0,209.0,0.03525046382189239
01132,金成貴史,2895,202,629,357693,0.06977547495682211,0.21727115716753023,1691.0,118.0,363.0,0.06978119455943228,1204.0,84.0,266.0,0.06976744186046512
01133,黒岩陽一,2572,200,541,383946,0.07776049766718507,0.21034214618973562,1494.0,132.0,325.0,0.08835341365461848,1078.0,68.0,216.0,0.06307977736549165
01134,高橋文雅,2528,133,477,254025,0.05261075949367089,0.1886867088607595,1155.0,59.0,220.0,0.05108225108225108,1373.0,74.0,257.0,0.053896576839038604
01135,高橋康之,2694,128,419,260236,0.047512991833704527,0.15553080920564216,1313.0,73.0,202.0,0.055597867479055596,1381.0,55.0,217.0,0.03982621288921072
01136,高橋亮,2712,220,665,415896,0.08112094395280237,0.24520648967551623,1434.0,114.0,372.0,0.0794979079497908,1278.0,106.0,293.0,0.08294209702660407
01137,中内田充,2552,470,1051,1072942,0.1841692789968652,0.41183385579937304,1605.0,317.0,699.0,0.19750778816199377,947.0,153.0,352.0,0.16156282998944033
01138,浜田多実,2797,193,576,362456,0.06900250268144441,0.20593493028244547,983.0,65.0,180.0,0.06612410986775177,1814.0,128.0,396.0,0.07056229327453142
01139,飯田祐史,2527,155,498,284045,0.06133755441234666,0.19707162643450732,738.0,37.0,118.0,0.05013550135501355,1789.0,118.0,380.0,0.06595863610955842
01140,石橋守,2653,173,527,359380,0.0652091971353185,0.19864304560874482,1309.0,83.0,261.0,0.06340718105423988,1344.0,90.0,266.0,0.06696428571428571
01141,尾形和幸,2736,150,469,238071,0.05482456140350877,0.17141812865497075,1323.0,62.0,229.0,0.04686318972033258,1413.0,88.0,240.0,0.06227883934890304
01142,森田直行,2998,150,532,318291,0.05003335557038025,0.17745163442294865,1724.0,80.0,295.0,0.04640371229698376,1274.0,70.0,237.0,0.054945054945054944
01143,和田雄二,2920,104,396,195132,0.03561643835616438,0.13561643835616438,1410.0,60.0,196.0,0.0425531914893617,1510.0,44.0,200.0,0.02913907284768212
01144,池添学,2770,313,813,682149,0.11299638989169675,0.29350180505415163,1711.0,197.0,526.0,0.11513734658094682,1059.0,116.0,287.0,0.10953729933899906
01145,奥村武,2559,218,592,388114,0.0851895271590465,0.23134036733098867,1560.0,137.0,376.0,0.08782051282051281,999.0,81.0,216.0,0.08108108108108109
01146,奥村豊,3000,246,721,427237,0.082,0.24033333333333334,1301.0,104.0,298.0,0.07993850883935434,1699.0,142.0,423.0,0.08357857563272514
01147,武井亮,2896,250,734,432951,0.08632596685082873,0.2534530386740331,1463.0,116.0,387.0,0.07928913192071087,1433.0,134.0,347.0,0.09351011863224006
01148,西村真幸,3194,270,790,587872,0.08453350031308704,0.24733876017532874,1847.0,157.0,467.0,0.08500270709258256,1347.0,113.0,323.0,0.08389012620638456
01149,松下武士,3076,227,651,450600,0.07379713914174252,0.21163849154746425,1383.0,104.0,300.0,0.07519884309472162,1693.0,123.0,351.0,0.07265209686946249
01150,池上昌和,2468,160,520,290237,0.06482982171799027,0.2106969205834684,1180.0,80.0,263.0,0.06779661016949153,1288.0,80.0,257.0,0.062111801242236024
01151,斉藤崇史,2629,312,773,792413,0.11867630277672118,0.2940281475846329,1775.0,216.0,540.0,0.12169014084507042,854.0,96.0,233.0,0.11241217798594848
01152,竹内正洋,2709,165,531,280481,0.06090808416389812,0.19601328903654486,1057.0,58.0,175.0,0.05487228003784295,1652.0,107.0,356.0,0.06476997578692494
01153,中舘英二,2741,227,626,347091,0.08281649033199562,0.2283838015322875,903.0,65.0,180.0,0.07198228128460686,1838.0,162.0,446.0,0.088139281828074
01154,橋口慎介,2383,222,640,424777,0.0931598825010491,0.26856903063365506,1315.0,121.0,348.0,0.09201520912547528,1068.0,101.0,292.0,0.0945692883895131
01155,渡辺薫彦,2597,166,574,387545,0.06391990758567578,0.2210242587601078,1271.0,80.0,288.0,0.06294256490952006,1326.0,86.0,286.0,0.06485671191553545
01156,青木孝文,2363,105,378,209723,0.04443504020313161,0.1599661447312738,1350.0,72.0,220.0,0.05333333333333334,1013.0,33.0,158.0,0.03257650542941757
01157,杉山晴紀,3126,365,943,918849,0.11676263595649392,0.3016634676903391,1636.0,207.0,506.0,0.1265281173594132,1490.0,158.0,437.0,0.10604026845637583
01158,寺島良,2988,254,729,461620,0.08500669344042838,0.24397590361445784,1438.0,97.0,305.0,0.0674547983310153,1550.0,157.0,424.0,0.10129032258064516
01159,高柳大輔,1992,183,549,456939,0.09186746987951808,0.2756024096385542,734.0,65.0,190.0,0.0885558583106267,1258.0,118.0,359.0,0.09379968203497616
01160,武幸四郎,1959,201,593,373563,0.10260336906584992,0.30270546197039305,1126.0,110.0,327.0,0.09769094138543517,833.0,91.0,266.0,0.1092436974789916
01161,武英智,2425,199,616,440474,0.08206185567010309,0.25402061855670105,1301.0,99.0,321.0,0.07609531129900077,1124.0,100.0,295.0,0.08896797153024912
01162,田中博康,1627,229,555,417933,0.1407498463429625,0.34111862323294406,770.0,87.0,239.0,0.11298701298701298,857.0,142.0,316.0,0.16569428238039674
01163,林徹,1717,158,404,304439,0.09202096680256261,0.23529411764705882,858.0,96.0,212.0,0.11188811188811189,859.0,62.0,192.0,0.07217694994179279
01164,安田翔伍,1785,176,521,458943,0.09859943977591036,0.29187675070028013,887.0,98.0,280.0,0.1104847801578354,898.0,78.0,241.0,0.08685968819599109
01165,和田勇介,1844,114,366,213995,0.06182212581344902,0.1984815618221258,872.0,56.0,161.0,0.06422018348623854,972.0,58.0,205.0,0.059670781893004114
01166,石坂公一,1636,147,423,289266,0.08985330073349633,0.25855745721271395,715.0,66.0,190.0,0.09230769230769231,921.0,81.0,233.0,0.08794788273615635
01167,稲垣幸雄,1302,99,282,159164,0.07603686635944701,0.21658986175115208,520.0,30.0,102.0,0.057692307692307696,782.0,69.0,180.0,0.08823529411764706
01168,上村洋行,1467,212,499,488474,0.1445126107702795,0.3401499659168371,814.0,117.0,291.0,0.14373464373464373,653.0,95.0,208.0,0.14548238897396631
01169,加藤士津,1722,118,388,246367,0.06852497096399536,0.22531939605110338,727.0,35.0,140.0,0.048143053645116916,995.0,83.0,248.0,0.08341708542713568
01170,坂口智康,1505,88,270,176385,0.05847176079734219,0.17940199335548174,631.0,35.0,113.0,0.0554675118858954,874.0,53.0,157.0,0.06064073226544622
01171,小手川準,1494,50,227,120631,0.03346720214190094,0.15194109772423026,744.0,20.0,99.0,0.026881720430107527,750.0,30.0,128.0,0.04
01172,新谷功一,1483,111,329,204072,0.07484828051247472,0.22184760620364127,662.0,42.0,129.0,0.0634441087613293,821.0,69.0,200.0,0.08404384896467722
01173,長谷川浩,1636,133,405,314759,0.0812958435207824,0.24755501222493886,994.0,90.0,271.0,0.09054325955734406,642.0,43.0,134.0,0.06697819314641744
01174,深山雅史,1626,67,249,157835,0.04120541205412054,0.15313653136531366,772.0,29.0,126.0,0.03756476683937824,854.0,38.0,123.0,0.04449648711943794
01175,宮田敬介,1144,148,363,281535,0.12937062937062938,0.3173076923076923,733.0,106.0,256.0,0.1446111869031378,411.0,42.0,107.0,0.10218978102189781
01176,吉岡辰弥,1366,162,414,322666,0.11859443631039532,0.30307467057101023,790.0,88.0,232.0,0.11139240506329114,576.0,74.0,182.0,0.1284722222222222
01177,伊坂重信,1188,62,189,98169,0.05218855218855219,0.1590909090909091,449.0,19.0,57.0,0.042316258351893093,739.0,43.0,132.0,0.058186738836265225
01178,杉山佳明,1458,96,322,199991,0.06584362139917696,0.22085048010973937,635.0,45.0,133.0,0.07086614173228346,823.0,51.0,189.0,0.061968408262454436
01179,鈴木慎太,1097,67,217,112868,0.061075660893345485,0.19781221513217867,399.0,19.0,77.0,0.047619047619047616,698.0,48.0,140.0,0.06876790830945559
01180,田中克典,1068,123,307,213630,0.1151685393258427,0.28745318352059923,486.0,52.0,126.0,0.10699588477366255,582.0,71.0,181.0,0.12199312714776632
01181,茶木太樹,1155,81,250,140613,0.07012987012987013,0.21645021645021645,482.0,30.0,96.0,0.06224066390041494,673.0,51.0,154.0,0.07578008915304606
01182,辻哲英,950,72,219,133696,0.07578947368421053,0.2305263157894737,448.0,38.0,108.0,0.08482142857142858,502.0,34.0,111.0,0.06772908366533864
01183,辻野泰之,1053,121,323,253423,0.11490978157644824,0.3067426400759734,570.0,71.0,183.0,0.12456140350877193,483.0,50.0,140.0,0.10351966873706005
01184,四位洋文,1080,111,318,206813,0.10277777777777777,0.29444444444444445,620.0,57.0,175.0,0.09193548387096774,460.0,54.0,143.0,0.11739130434782609
01185,小林真也,1078,90,246,173795,0.08348794063079777,0.22820037105751392,470.0,36.0,85.0,0.07659574468085106,608.0,54.0,161.0,0.08881578947368421
01186,中村直也,1018,83,244,177788,0.08153241650294696,0.23968565815324164,513.0,43.0,133.0,0.08382066276803118,505.0,40.0,111.0,0.07920792079207921
01187,西田雄一,869,46,163,79643,0.05293440736478711,0.18757192174913695,400.0,13.0,54.0,0.0325,469.0,33.0,109.0,0.07036247334754797
01188,畑端省吾,967,38,159,85661,0.03929679420889348,0.16442605997931747,369.0,10.0,42.0,0.02710027100271003,598.0,28.0,117.0,0.046822742474916385
01189,堀内岳志,926,26,122,59288,0.028077753779697623,0.13174946004319654,366.0,14.0,47.0,0.03825136612021858,560.0,12.0,75.0,0.02142857142857143
01190,村田一誠,850,36,132,64959,0.042352941176470586,0.15529411764705883,445.0,17.0,73.0,0.038202247191011236,405.0,19.0,59.0,0.04691358024691358
01191,蛯名正義,706,65,199,114448,0.09206798866855524,0.2818696883852691,441.0,43.0,125.0,0.09750566893424037,265.0,22.0,74.0,0.0830188679245283
01192,上原佑紀,635,69,196,127923,0.10866141732283464,0.30866141732283464,388.0,43.0,118.0,0.11082474226804123,247.0,26.0,78.0,0.10526315789473684
01193,緒方努,661,23,95,53320,0.03479576399394856,0.1437216338880484,297.0,6.0,38.0,0.020202020202020204,364.0,17.0,57.0,0.046703296703296704
01194,小栗実,691,63,166,103592,0.09117221418234443,0.2402315484804631,404.0,33.0,95.0,0.08168316831683169,287.0,30.0,71.0,0.10452961672473868
01195,嘉藤貴行,773,68,196,116197,0.08796895213454076,0.2535575679172057,382.0,30.0,96.0,0.07853403141361257,391.0,38.0,100.0,0.09718670076726342
01196,西園翔太,691,59,181,103607,0.085383502170767,0.2619392185238784,348.0,27.0,83.0,0.07758620689655173,343.0,32.0,98.0,0.09329446064139942
01197,小椋研介,438,18,63,37435,0.0410958904109589,0.14383561643835616,246.0,9.0,37.0,0.036585365853658534,192.0,9.0,26.0,0.046875
01198,河嶋宏樹,518,24,105,52749,0.04633204633204633,0.20270270270270271,249.0,7.0,43.0,0.028112449799196786,269.0,17.0,62.0,0.06319702602230483
01199,千葉直人,410,28,99,53035,0.06829268292682927,0.24146341463414633,194.0,11.0,43.0,0.05670103092783505,216.0,17.0,56.0,0.0787037037037037
01200,藤野健太,429,19,60,38267,0.04428904428904429,0.13986013986013987,236.0,15.0,39.0,0.0635593220338983,193.0,4.0,21.0,0.02072538860103627
01201,森一誠,304,41,94,86360,0.13486842105263158,0.3092105263157895,148.0,21.0,53.0,0.14189189189189189,156.0,20.0,41.0,0.1282051282051282
01202,矢嶋大樹,409,15,58,29009,0.03667481662591687,0.14180929095354522,243.0,9.0,40.0,0.037037037037037035,166.0,6.0,18.0,0.03614457831325301
01203,福永祐一,382,46,135,104999,0.12041884816753927,0.35340314136125656,245.0,35.0,97.0,0.14285714285714285,137.0,11.0,38.0,0.08029197080291971
01204,浅利英明,110,5,19,10067,0.045454545454545456,0.17272727272727273,68.0,2.0,13.0,0.029411764705882353,42.0,3.0,6.0,0.07142857142857142
01205,佐藤悠太,214,21,58,39925,0.09813084112149532,0.27102803738317754,109.0,11.0,33.0,0.10091743119266056,105.0,10.0,25.0,0.09523809523809523
01206,高橋一哉,439,22,71,39545,0.05011389521640091,0.16173120728929385,227.0,10.0,30.0,0.04405286343612335,212.0,12.0,41.0,0.05660377358490566
01207,田中勝春,132,5,24,18567,0.03787878787878788,0.18181818181818182,71.0,2.0,16.0,0.028169014084507043,61.0,3.0,8.0,0.04918032786885246
01208,柄崎将寿,103,6,12,8790,0.05825242718446602,0.11650485436893204,50.0,2.0,5.0,0.04,53.0,4.0,7.0,0.07547169811320754
01209,東田明士,225,16,42,26992,0.07111111111111111,0.18666666666666668,90.0,6.0,19.0,0.06666666666666667,135.0,10.0,23.0,0.07407407407407407
01210,前川恭子,234,7,34,22927,0.029914529914529916,0.1452991452991453,108.0,3.0,11.0,0.027777777777777776,126.0,4.0,23.0,0.031746031746031744
01211,宮地貴稔,277,22,70,35852,0.07942238267148015,0.2527075812274368,142.0,10.0,36.0,0.07042253521126761,135.0,12.0,34.0,0.08888888888888889
01212,秋山真一,197,9,24,16883,0.04568527918781726,0.1218274111675127,63.0,2.0,9.0,0.031746031746031744,134.0,7.0,15.0,0.05223880597014925
01214,井上智史,151,11,41,23197,0.0728476821192053,0.271523178807947,65.0,4.0,13.0,0.06153846153846154,86.0,7.0,28.0,0.08139534883720931
01215,加藤公太,168,8,28,14568,0.047619047619047616,0.16666666666666666,108.0,5.0,19.0,0.046296296296296294,60.0,3.0,9.0,0.05
05005,九日俊光,6,0,0,650,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05029,伊藤和,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05033,菅原右吉,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05055,堂山芳則,7,0,1,540,0.0,0.14285714285714285,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
05061,原孝明,2,0,1,180,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
05071,森山英雄,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05076,伊藤強一,8,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05079,井上孝彦,11,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05094,山中静治,2,0,2,520,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
05105,田部和則,3,1,2,2800,0.3333333333333333,0.6666666666666666,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0
05106,真島元徳,13,0,0,100,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05108,桧森邦夫,13,0,3,1990,0.0,0.23076923076923078,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
05109,古賀光範,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05111,林和弘,10,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05171,柴田高志,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05177,藤ヶ崎一,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05193,山中輝久,23,0,0,0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05217,佐々木由,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05235,金田一昌,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05242,角田輝也,20,0,0,107,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05254,シールゲ,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05257,手島勝利,4,0,1,350,0.0,0.25,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05266,田中道夫,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05281,塚田隆男,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05301,村上正和,9,0,2,535,0.0,0.2222222222222222,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
05302,内田勝義,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05311,角川秀樹,41,0,0,1010,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05315,佐藤賢二,5,0,2,2800,0.0,0.4,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
05331,山崎尋美,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05333,矢野久美,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05370,住吉朝男,4,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05388,佐々木仁,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05423,鈴木正也,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05433,クルーズ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05435,碇清次郎,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05436,林正人,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05439,河津裕昭,18,1,2,3740,0.05555555555555555,0.1111111111111111,18.0,1.0,2.0,0.05555555555555555,0.0,0.0,0.0,0.0
05450,川田孝好,4,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05453,松本隆宏,14,0,1,1040,0.0,0.07142857142857142,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05456,土井道隆,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05466,山口浩幸,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05480,田口輝彦,4,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
05481,瀬戸幸一,7,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05486,今津博之,11,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
05503,上杉昌宏,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05509,米川昇,26,2,6,6720,0.07692307692307693,0.23076923076923078,22.0,2.0,6.0,0.09090909090909091,4.0,0.0,0.0,0.0
05518,オブライ,5,0,0,3000,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05524,久保秀男,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05559,ダンロッ,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05566,月岡健二,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05567,森沢友貴,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05575,矢野義幸,7,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05576,ムーア,1,0,1,6000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05577,ファウン,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05578,国信満,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05590,長倉功,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05601,東眞市,12,0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05604,川西毅,4,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05606,山本学,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05607,堀千亜樹,6,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
05609,小久保智,27,0,2,1730,0.0,0.07407407407407407,8.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0
05611,サイズ,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05615,佐久間雅,5,0,0,347,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05622,宗形竹見,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05624,中川竜馬,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05625,荒山勝徳,9,0,1,1140,0.0,0.1111111111111111,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
05628,山中尊徳,5,0,1,440,0.0,0.2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05630,田中淳司,93,4,16,14739,0.043010752688172046,0.17204301075268819,89.0,4.0,16.0,0.0449438202247191,4.0,0.0,0.0,0.0
05639,小牧毅,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05643,オサリバ,1,1,1,9500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
05646,川島正一,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05647,石井勝男,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05648,斉藤敏,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05649,イウ,3,0,0,2080,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05655,蛯名雄太,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05660,斉藤正弘,14,1,1,2210,0.07142857142857142,0.07142857142857142,14.0,1.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0
05661,石川浩文,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05663,別府真司,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05667,渡辺和雄,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05668,坂口義幸,10,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05670,林隆之,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05673,森下淳平,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05674,米田英世,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05675,笹野博司,30,0,0,0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05676,シャム,3,1,2,22300,0.3333333333333333,0.6666666666666666,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0
05679,ヴェリア,1,0,0,1800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05681,新井清重,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05683,菅原勲,6,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
05685,板垣吉則,3,0,2,540,0.0,0.6666666666666666,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
05688,小野望,10,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05689,安田武広,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05691,新子雅司,5,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05694,カルヴァ,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05696,立花伸,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05697,後藤正義,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05698,嶋田幸晴,4,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05699,チャン,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05700,土屋洋之,3,0,1,331,0.0,0.3333333333333333,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
05701,グラファ,5,1,1,50000,0.2,0.2,5.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0
05702,盛本信春,9,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05703,山田質,3,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05704,飯田良弘,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05705,栗本陽一,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
