race_id,umaban,horse_name,finish_order,time_index,master_index,start_index,chase_index,agari_index
202504020411,12,マイネルアウルム,2,72,72,93,80,88
202504020411,8,パヴェリング,3,72,72,96,78,92
202504020411,13,ディベルティスマン,4,70,70,99,80,88
202504020411,11,マイネルラファール,5,69,69,100,81,86
202504020411,14,ディーズゴールド,6,70,70,95,75,91
202504020411,5,ブルーメサイア,7,68,68,89,69,94
202504020411,6,ミッドセンチュリー,8,68,68,98,78,89
202504020411,7,ケイツーブル,9,68,68,84,70,92
202504020411,3,ヴィアトル,10,66,58,92,70,87
202504020411,10,クリノフローレンス,11,64,56,91,67,88
202504020411,1,バットスティンガー,12,61,61,100,79,82
202504020411,9,ディプタルアスール,13,60,60,92,82,76
202504020411,4,カフェアリス,14,47,47,101,82,65
202504020412,4,ビービーエフォート,1,78,71,83,76,96
202504020412,6,マルモリディライト,2,75,75,87,81,94
202504020412,10,ナギサノバルコニー,3,71,71,77,72,99
202504020412,2,デボラ,4,69,69,87,81,89
202504020412,5,ナムラトロム,5,69,69,90,84,86
202504020412,12,ハッピーサプライズ,6,68,68,87,81,87
202504020412,8,レイオーバー,7,64,64,80,72,92
202504020412,7,ラブアイミー,8,62,55,73,64,91
202504020412,9,タワークライマー,9,56,56,84,75,81
202504020412,11,チカポコ,10,55,55,87,78,77
202504020412,1,テイエムパイロット,11,53,49,67,58,91
202504020412,3,コムーネ,12,53,47,87,80,67
202504020501,1,サトノボヤージュ,1,103,103,106,104,99
202504020501,15,グラティアム,2,76,76,87,85,91
202504020501,5,チュラヴェール,3,73,73,102,100,73
202504020501,4,フレンドリーエール,4,72,72,101,99,73
202504020501,7,ヨドノティアラ,5,71,71,99,96,75
202504020501,9,ラフレードピエル,6,69,69,95,92,78
202504020501,3,ミスマラッカ,7,61,61,87,79,82
202504020501,10,ベアゴーフォー,8,57,57,102,99,58
202504020501,14,ドナソール,9,57,52,90,84,69
202504020501,8,セイウンレガーメ,10,55,55,91,85,71
202504020501,12,ムービングアップ,11,55,55,101,96,59
202504020501,6,ラインカシウス,12,55,49,81,74,75
202504020501,13,アイファーアイドル,13,52,52,98,96,57
202504020501,2,ニケフェリーチェ,14,51,51,74,67,84
202504020501,11,ドングラミ,15,28,22,91,83,39
202504020502,7,ロードフィレール,1,68,68,96,77,85
202504020502,8,ストロングエース,2,60,60,90,72,84
202504020502,2,マイネルリーヒム,3,60,60,95,75,79
202504020502,5,コスモナエマ,4,61,61,91,81,71
202504020502,1,ファイアマン,5,58,58,97,79,68
202504020502,9,ヘラクレステソーロ,6,56,56,92,73,77
202504020502,4,ソルトバーン,7,42,42,95,75,64
202504020502,3,テルケンレンスキー,8,41,41,97,78,51
202504020502,10,ウィナーズロジャー,9,28,20,83,62,58
202504020503,17,ベルフラム,1,71,71,81,77,94
202504020503,6,カラーオブサクセス,2,67,67,68,66,101
202504020503,11,クイーンレグナント,3,63,63,89,84,78
202504020503,2,ドリーマーズ,4,61,61,73,68,93
202504020503,13,セイカユウヒ,5,61,61,78,73,88
202504020503,8,ニシノセイエス,6,58,58,80,76,82
202504020503,14,コスモラパウィラ,7,55,55,87,82,74
202504020503,12,ジャンシ,8,54,54,83,77,77
202504020503,10,ニシノコハルビヨリ,9,52,48,88,85,63
202504020503,1,フラクタル,10,52,52,64,59,93
202504020503,4,ルディドゥゲンジ,11,45,45,84,80,65
202504020503,7,ミラクルスパート,12,44,44,83,80,64
202504020503,5,ドロボーネコ,13,44,37,76,69,68
202504020503,15,エンゲルベルク,14,36,29,53,43,86
202504020503,9,ヴィーナスキック,15,31,31,71,61,69
202504020503,16,カンタベリービーム,16,23,23,52,47,76
202504020503,3,ショウナンライラ,17,9,9,49,33,75
202504020504,5,ソナタン,1,83,83,98,90,94
202504020504,12,エヌマエリシュ,2,77,77,98,89,89
202504020504,9,ブレゲアン,3,73,73,95,88,86
202504020504,14,レヴァントリ,4,68,68,90,84,84
202504020504,6,ボンズドゥッカ,5,67,67,91,83,86
202504020504,2,ジルクン,6,66,62,77,76,89
202504020504,8,ヤマニンエボルブ,7,65,65,96,87,80
202504020504,13,ロジアヴァンセ,8,63,63,80,76,87
202504020504,11,リュトン,9,63,63,75,72,91
202504020504,7,フランシュフック,10,55,55,73,78,76
202504020504,4,インサイト,11,46,46,78,70,78
202504020504,15,コーリンフウガ,12,39,39,95,86,58
202504020504,1,ソルデマジョ,13,36,36,93,84,57
202504020504,3,デルマガニメデ,14,17,17,70,65,53
202504020504,10,リトルシップス,15,14,14,72,62,53
202504020505,12,サンダーアリュール,1,85,80,103,106,74
202504020505,10,ペッパーミル,2,85,85,102,101,83
202504020505,15,ナインオブレター,3,83,83,99,99,85
202504020505,5,ミスエル,4,82,82,99,93,89
202504020505,14,アツキヤマト,5,82,82,95,93,89
202504020505,8,マーゴットファブ,6,78,78,98,96,82
202504020505,1,ルプランドル,7,76,76,89,89,87
202504020505,13,フレイムジョーカー,8,77,77,88,84,93
202504020505,6,ダイチラファール,9,73,73,108,110,64
202504020505,2,コスモジョセフ,10,72,72,96,90,82
202504020505,7,アルヴァレス,11,72,72,96,93,79
202504020505,3,マリノトニトゥルス,12,69,63,94,85,77
202504020505,9,ルチアーナ,13,68,61,99,94,68
202504020505,4,ペイシャニット,14,65,65,84,82,82
202504020505,11,レオエンプレス,15,62,62,89,87,75
202504020506,12,エバーハピネス,1,96,96,93,94,99
202504020506,14,クロシェットノエル,2,95,95,90,91,101
202504020506,16,クリニクラウン,3,94,94,88,90,100
202504020506,1,スマートミストラル,4,94,94,97,98,92
202504020506,13,ミーントゥビー,5,93,93,92,93,97
202504020506,6,ルトゥール,6,93,93,90,92,97
202504020506,9,マンウォル,7,91,91,94,96,93
202504020506,4,ヴァイルマティ,8,90,90,87,89,97
202504020506,10,ラレーヌデリス,9,87,87,95,98,85
202504020506,3,ロムネヤ,10,85,85,91,91,92
202504020506,15,コムユンプリュム,11,85,85,94,95,87
202504020506,7,グレイトクラウン,12,86,86,94,95,88
202504020506,8,ホウオウシェリー,13,83,83,96,97,85
202504020506,2,ルクスドヌーヴ,14,82,82,84,85,93
202504020506,5,ブーバー,15,78,78,95,96,80
202504020506,11,プレヴナンス,16,66,66,85,82,81
202504020507,8,ウンブライル,1,88,86,85,74,110
202504020507,10,ラインベック,2,87,86,88,78,107
202504020507,7,バレエマスター,3,87,84,85,74,109
202504020507,3,アスクドゥポルテ,4,85,80,84,72,106
202504020507,2,ヤマニンサンパ,5,86,84,83,73,109
202504020507,1,ダンテスヴュー,6,84,79,86,74,105
202504020507,5,バラジ,7,83,82,84,74,107
202504020507,11,シルブロン,8,83,83,78,71,111
202504020507,6,トゥデイイズザデイ,9,82,80,82,72,106
202504020507,4,ホウオウラスカーズ,10,81,78,82,71,106
202504020507,13,サンストックトン,11,80,77,89,78,99
202504020507,9,クルゼイロドスル,12,81,81,83,74,104
202504020507,12,ラーグルフ,13,77,77,87,77,98
202504020508,9,ハッピーエンジェル,1,84,84,90,77,107
202504020508,1,タイセイボーグ,2,82,82,77,64,118
202504020508,3,ハイヤーマーク,3,79,79,87,75,105
202504020508,5,ランドスター,4,79,79,84,70,110
202504020508,8,コックオーヴァン,5,79,79,79,65,114
202504020508,2,リネンタイリン,6,77,77,79,66,110
202504020508,6,フォトンゲイザー,7,74,74,85,73,101
202504020508,7,ヤマメライズ,8,73,73,82,67,106
202504020508,4,ユウファラオ,9,74,74,89,76,98
202504020509,6,コンアフェット,1,88,88,96,92,96
202504020509,8,フィールオーサム,2,86,86,101,98,89
202504020509,2,ラーナローザ,3,83,83,97,94,90
202504020509,5,グランコネクシオン,4,80,80,85,80,95
202504020509,9,ビーコ,5,79,79,100,97,83
202504020509,4,ディペンダブル,6,78,72,95,90,83
202504020509,13,アルプスオジョー,7,75,69,90,80,90
202504020509,10,シルヴァティカ,8,70,70,81,77,89
202504020509,11,ココボロ,9,68,62,94,85,79
202504020509,14,ヴィントシュティレ,10,67,67,91,89,78
202504020509,3,ミツカネヴィーナス,11,65,65,87,85,79
202504020509,1,ビップレーヌ,12,61,61,98,94,67
202504020509,12,メリーサウンド,13,57,57,98,96,62
202504020509,7,サイモンポーリア,14,39,39,97,93,47
202504020510,12,ドラゴンウェルズ,1,109,109,104,103,106
202504020510,15,ビッグドリーム,2,100,100,101,102,98
202504020510,14,アグラード,3,88,88,87,85,103
202504020510,11,ホワイトターフ,4,88,82,98,96,86
202504020510,13,ワイノナオミ,5,88,88,80,80,109
202504020510,5,フォルテローザ,6,87,87,95,91,96
202504020510,6,フェデルミエール,7,84,78,98,94,84
202504020510,3,ゼンノツキヨミ,8,81,81,97,94,88
202504020510,9,アルジェンタージョ,9,79,79,94,91,88
202504020510,10,バンブトンプロ,10,79,79,80,80,99
202504020510,7,ソーニャシュニク,11,77,73,96,91,82
202504020510,1,イルザ,12,77,77,76,75,102
202504020510,4,ケープアグラス,13,76,76,84,81,95
202504020510,8,イナフセド,14,70,70,97,94,77
202504020510,2,ウォルラス,15,60,60,74,68,92
202504020511,1,フラッシュポイント,1,90,90,97,93,93
202504020511,17,キャンディブーケ,2,88,88,93,87,95
202504020511,5,チュッチュポッポ,3,88,81,86,84,95
202504020511,7,スカイダイバー,4,78,78,79,78,99
202504020511,18,フェスティヴルキナ,5,72,72,79,76,93
202504020511,9,グリームスター,6,72,72,72,73,101
202504020511,16,リアライズリリー,7,72,72,86,84,86
202504020511,12,コウソクグルーヴ,8,72,72,77,75,95
202504020511,4,チャンキーバングル,9,70,70,88,85,82
202504020511,3,ファイアーワルツ,10,70,70,81,80,90
202504020511,10,ルージュフレイヤ,11,65,58,68,66,90
202504020511,2,ショウナンバシリス,12,63,63,91,87,72
202504020511,11,ドゥフトブリューテ,13,61,61,68,69,93
202504020511,6,ロッピス,14,61,61,73,73,88
202504020511,14,セイウンネルケ,15,58,53,80,79,73
202504020511,8,ソレイケギンチャン,16,56,46,67,65,79
202504020511,15,エストソール,17,54,54,81,76,73
202504020511,13,ソープストーン,18,49,41,72,63,70
202504020512,2,サウンドリアン,1,86,86,90,88,98
202504020512,3,ライネリーベ,2,84,84,91,88,95
202504020512,18,ラウレア,3,84,84,89,85,99
202504020512,14,クイーンラブ,4,84,84,93,88,95
202504020512,13,ママアリガトー,5,82,76,80,78,98
202504020512,7,アユツリー,6,79,79,89,88,90
202504020512,1,ギフトバスケット,7,80,80,86,83,97
202504020512,8,ホウオウヌーヴォー,8,79,72,92,88,84
202504020512,15,カツノトゥウェルヴ,9,77,71,97,93,78
202504020512,6,プリンセスロロ,10,75,75,92,88,87
202504020512,5,セイラダンサー,11,73,73,83,81,92
202504020512,12,セイウンユズカ,12,72,72,98,94,78
202504020512,4,アデニウム,13,66,66,89,86,80
202504020512,9,デアマトローナ,14,65,65,94,92,73
202504020512,11,アルデココ,15,66,60,79,73,87
202504020512,16,ミスパナギア,16,60,60,86,81,79
202504020512,10,ファランドール,17,58,53,94,87,66
202504020512,17,マリリンアスク,18,50,50,96,92,58
202504020601,5,タイセイフレッサ,1,80,80,91,81,99
202504020601,13,カレンデュラ,2,77,77,94,86,91
202504020601,16,コパノトーマス,3,75,75,97,91,84
202504020601,10,ホットゥトロット,4,75,75,87,77,98
202504020601,4,ノベンバーベイズ,5,70,70,83,75,95
202504020601,15,ラブソング,6,69,69,88,80,89
202504020601,9,フィールドアピール,7,69,67,92,82,84
202504020601,1,シンエンドーツダ,8,66,66,76,64,102
202504020601,3,エコールナヴァール,9,65,65,87,75,90
202504020601,6,マツリダシリウス,10,59,59,81,70,89
202504020601,17,キトゥンズシルバー,11,58,53,77,61,92
202504020601,7,マイネルユーゲント,12,58,58,81,70,88
202504020601,8,セイウンシシマイ,13,57,57,89,76,80
202504020601,18,ライヴマルガリータ,14,57,57,92,84,73
202504020601,2,セイウンリメンバー,15,55,55,87,76,79
202504020601,14,リュウセイコウテイ,16,54,54,89,80,74
202504020601,12,ピーエムキンチャン,17,49,43,80,62,80
202504020601,11,ハミングディスト,18,48,48,94,87,61
202504020602,3,オルネーロ,1,76,76,95,79,104
202504020602,10,ギャラボーグ,2,74,74,90,75,103
202504020602,7,バンオンタイム,3,73,73,90,71,106
202504020602,4,アッシズオブローズ,4,72,72,92,76,100
202504020602,1,クールフィデル,5,70,70,92,73,101
202504020602,5,シホノグラツィア,6,68,68,84,66,103
202504020602,8,カリドーラ,7,67,67,89,69,101
202504020602,11,モウエエデショー,8,63,63,87,69,98
202504020602,6,ジャケットポケット,9,60,60,89,64,99
202504020602,9,モーニングダリア,10,59,59,90,71,92
202504020602,12,ニシノガウェイン,11,54,54,89,69,89
202504020602,2,ユイノサシガネ,12,49,49,95,75,80
202504020603,5,マイネルミストラル,1,78,78,85,87,90
202504020603,10,イダテンシャチョウ,2,77,77,96,97,80
202504020603,15,ランスオブキング,3,70,70,96,93,77
202504020603,9,トコシエノヒトミ,4,69,67,75,74,94
202504020603,7,レディサン,5,59,59,96,94,65
202504020603,1,ドリームガッサン,6,45,45,97,98,46
202504020603,14,ロット,7,43,43,83,76,67
202504020603,2,ニッパーズ,8,42,42,76,69,73
202504020603,13,エコロバロン,9,40,40,85,80,60
202504020603,8,エクスプレスナイト,10,36,30,72,68,62
202504020603,12,ドライヴトウショウ,11,34,28,62,57,71
202504020603,3,ニシノガランテ,12,32,32,83,76,56
202504020603,6,スラッシュコード,13,31,31,89,80,51
202504020603,11,チェストー,14,30,30,72,68,62
202504020603,4,フラゲルムデイ,15,22,22,72,68,54
202504020604,14,マインドミー,1,70,70,99,84,94
202504020604,2,ルージュメアート,2,70,70,90,79,97
202504020604,13,マキャベリー,3,69,69,102,86,89
202504020604,11,ミルキープリンセス,4,67,67,101,86,89
202504020604,8,アイスリーディング,5,64,64,96,86,85
202504020604,10,インティパイロ,6,60,60,93,82,85
202504020604,9,チェントポルテ,7,60,60,100,86,81
202504020604,5,ジュールスレーヴ,8,59,59,87,78,89
202504020604,7,クロメヒョウ,9,56,50,93,78,80
202504020604,3,アンジュオスリール,10,45,39,101,85,63
202504020604,6,ムンディ,11,44,38,96,79,67
202504020604,1,ミズイロ,12,38,38,89,75,81
202504020604,4,カフェスカーレット,13,36,36,103,86,57
202504020604,12,ミッシュマッシュ,14,-240,-245,87,75,-207
202504020605,11,マイネルアズーロ,1,80,80,90,79,99
202504020605,12,アルガムベイ,2,76,76,96,89,87
202504020605,16,ウインバーテックス,3,75,75,93,84,90
202504020605,14,エキゾチックガール,4,72,67,90,78,87
202504020605,15,テンドリームガール,5,69,69,92,81,86
202504020605,13,ハクサンテュポン,6,68,63,89,75,86
202504020605,10,アンソレイユ,7,66,66,89,77,91
202504020605,4,テルケンレングレー,8,67,67,85,74,90
202504020605,3,バイオマックス,9,66,66,88,77,87
202504020605,17,ゴールドジェスター,10,65,65,81,73,94
202504020605,8,グリスタン,11,64,64,88,77,86
202504020605,7,ライジングハース,12,63,58,84,69,88
202504020605,5,ミスブランニュデイ,13,64,64,86,71,95
202504020605,18,フォーエリーゼ,14,63,63,89,77,88
202504020605,6,セブンスプラネット,15,63,63,86,74,88
202504020605,1,テルケンユミカグラ,16,62,62,82,72,90
202504020605,2,ベルアーブル,17,59,59,92,81,77
202504020605,9,スノーバンティング,18,49,46,82,67,84
202504020606,2,オクタヴィアヌス,1,87,87,96,84,105
202504020606,12,ウインアイオライト,2,87,87,98,86,103
202504020606,4,ミナデオロ,3,85,85,96,83,104
202504020606,13,グラニット,4,84,84,97,85,102
202504020606,1,チャンネルトンネル,5,83,83,93,82,103
202504020606,5,ロジシルバー,6,83,83,92,80,105
202504020606,14,マルチャン,7,83,83,93,81,103
202504020606,8,ウィステリアリヴァ,8,82,82,96,84,99
202504020606,9,ニシノライコウ,9,82,82,94,83,100
202504020606,7,オーロラエックス,10,81,81,92,79,103
202504020606,11,ライラスター,11,80,80,93,80,102
202504020606,10,セブンスレター,12,80,80,94,83,99
202504020606,6,ルージュアベリア,13,78,78,92,80,100
202504020606,3,マイネルニコラス,14,77,77,93,81,97
202504020607,1,ドンインザムード,1,106,106,103,99,106
202504020607,2,ルヴァンユニベール,2,105,105,98,97,106
202504020607,11,ヒルノハンブルク,3,105,105,105,101,104
202504020607,15,ハグ,4,101,100,104,98,102
202504020607,8,サノノワンダー,5,102,101,90,91,109
202504020607,6,ジャナドリア,6,98,98,106,102,96
202504020607,10,ヴィンセンシオ,7,97,97,97,92,103
202504020607,7,チュウジョウ,8,95,95,96,94,100
202504020607,14,ニューファウンド,9,93,93,95,91,100
202504020607,9,ロードラビリンス,10,93,92,99,95,96
202504020607,3,タガノマカシヤ,11,91,91,96,96,93
202504020607,12,トリポリタニア,12,89,89,98,92,94
202504020607,5,シンビリーブ,13,88,88,87,90,98
202504020607,13,ルグランヴァン,14,85,85,102,96,89
202504020607,4,ポールセン,15,78,78,102,97,79
202504020608,18,エコロジーク,1,86,86,93,93,93
202504020608,13,ソルレース,2,86,86,102,98,84
202504020608,16,ベイビーキッス,3,81,81,97,94,84
202504020608,9,ヴェナートル,4,79,79,86,87,93
202504020608,5,イコサン,5,79,79,101,96,78
202504020608,15,ゼンダンタカ,6,77,77,97,94,80
202504020608,7,オリアメンディ,7,75,75,81,80,94
202504020608,11,アイヲツグモノ,8,72,72,86,83,85
202504020608,17,ニシノトキメキ,9,62,62,97,93,65
202504020608,10,ブルボンクイーン,10,61,61,92,87,69
202504020608,1,アサギリ,11,59,59,72,65,87
202504020608,8,ホークレア,12,57,57,79,71,78
202504020608,14,ペイシャカレン,13,55,55,102,98,53
202504020608,12,クールベイビー,14,55,55,101,96,55
202504020608,4,セッテイロク,15,53,53,86,78,67
202504020608,6,ヤングワールド,16,50,50,75,65,74
202504020608,3,ハッピーデービー,17,46,46,82,74,64
202504020608,2,クリニエールグラス,18,44,44,79,71,65
202504020609,4,シルバードン,1,89,89,93,92,97
202504020609,7,ロッカバイベイビー,2,87,81,94,92,89
202504020609,8,アオイハナミチ,3,86,86,101,101,84
202504020609,6,ジョイナーテソーロ,4,82,82,99,101,81
202504020609,2,シンボリライト,5,81,81,88,87,94
202504020609,5,ホープリュミエール,6,78,78,87,83,95
202504020609,10,ワンダーレイザー,7,71,71,98,97,74
202504020609,3,ボンジュールアスク,8,67,67,78,76,91
202504020609,11,ロアリングフレイム,9,65,65,94,93,73
202504020609,13,シリウスライト,10,64,57,83,74,84
202504020609,14,リュウジンマル,11,56,50,76,67,83
202504020609,1,アップリンク,12,54,50,75,72,78
202504020609,9,ブルーチェリー,13,54,54,90,87,67
202504020609,12,ナックオリオン,14,48,48,99,95,53
202504020610,9,ブレトワルダ,1,87,87,96,97,95
202504020610,7,サンカルミア,2,85,85,88,93,96
202504020610,6,ニシノケンタマン,3,86,82,81,86,99
202504020610,5,メイショウソムリエ,4,85,85,91,96,95
202504020610,14,タリスマン,5,79,79,96,96,87
202504020610,4,セブンメデュラス,6,79,79,99,99,85
202504020610,10,マウントバーノン,7,78,78,95,97,87
202504020610,13,ディースプレマシー,8,78,78,92,91,90
202504020610,1,スマートクオーレ,9,77,77,88,88,92
202504020610,15,フォローウィンド,10,75,75,87,88,89
202504020610,11,キカオクベシ,11,73,73,85,86,89
202504020610,8,タイセイデクスター,12,70,62,90,86,81
202504020610,12,ヘインズポイント,13,70,70,98,98,77
202504020610,2,シュガーハイ,14,49,47,90,92,61
202504020610,3,アデランテ,15,23,17,97,96,29
202504020611,8,ズイウンゴサイ,1,83,83,82,72,113
202504020611,3,キャピタルリッチ,2,83,83,87,78,110
202504020611,9,ディヴァインスター,3,82,82,92,84,104
202504020611,14,ブルバンビーナ,4,82,76,92,82,101
202504020611,7,ロジルーラー,5,79,79,89,81,103
202504020611,12,ベルノレイズ,6,77,77,91,81,101
202504020611,6,ケイツールピア,7,77,72,83,67,106
202504020611,5,ピースヒロフェイス,8,76,76,87,78,104
202504020611,4,ノクターン,9,75,75,89,80,100
202504020611,2,コイヌール,10,73,73,85,76,103
202504020611,1,レインオンミー,11,72,69,79,64,106
202504020611,11,ファイナルヒート,12,72,72,82,73,100
202504020611,10,カシノインディード,13,68,63,84,73,96
202504020611,13,ピコブルー,14,67,67,89,79,93
202504020612,6,クレオズニードル,1,71,71,95,82,88
202504020612,18,アルレッキーノ,2,71,71,88,76,94
202504020612,4,ウフドゥウフ,3,71,71,85,73,98
202504020612,16,ゴールドシーン,4,71,71,80,70,100
202504020612,2,ラブリーガール,5,69,69,93,80,89
202504020612,8,デイジー,6,68,68,94,81,87
202504020612,12,ニシノヒナアラレ,7,66,61,82,70,91
202504020612,17,キングズブレス,8,66,66,91,79,87
202504020612,15,ルクスマーベリック,9,64,64,77,64,100
202504020612,1,レモンバーム,10,63,63,89,75,88
202504020612,5,エアグリフォン,11,62,60,89,76,83
202504020612,13,ホリーアン,12,62,55,75,62,93
202504020612,7,ハルオーブ,13,59,53,84,69,84
202504020612,9,ロンドンアームズ,14,56,56,83,69,87
202504020612,3,グランエシェゾー,15,56,56,80,68,88
202504020612,11,ソードマスター,16,54,54,71,56,98
202504020612,14,シーオン,17,46,39,87,71,68
202504020612,10,ダノンゴーイチ,18,42,42,80,68,74
202504020701,8,ジーネキング,1,71,71,94,79,95
202504020701,12,ユメシルベ,2,69,69,89,75,98
202504020701,4,トルネードアイル,3,69,69,87,73,98
202504020701,11,グランセレスト,4,68,68,90,77,95
202504020701,7,ジェイストリーク,5,66,66,93,79,91
202504020701,5,ジャストビコーズ,6,65,61,90,74,90
202504020701,1,ホッカイダイオー,7,64,64,89,76,92
202504020701,6,レイランディ,8,62,62,82,71,93
202504020701,10,カガチャンプ,9,60,60,86,74,89
202504020701,3,フラクタル,10,59,59,91,78,85
202504020701,2,エイシンイクサボシ,11,55,55,85,73,85
202504020701,13,パンジー,12,54,54,90,77,81
202504020701,9,テンオンスゴールド,13,41,41,92,78,68
202504020702,16,ヴィジョンメーカー,1,79,79,98,85,95
202504020702,10,ピコラ,2,78,78,97,76,97
202504020702,15,ナヴァラトゥナ,3,78,78,97,88,93
202504020702,1,ピュルテ,4,78,78,99,79,96
202504020702,4,エターナルシルバー,5,76,76,98,83,93
202504020702,13,トリュフチョコ,6,74,74,95,91,88
202504020702,18,キロノヴァ,7,74,74,92,71,99
202504020702,17,クラレット,8,74,74,100,85,90
202504020702,12,ブランフォルテ,9,74,74,101,81,92
202504020702,7,マイネルフィスキオ,10,73,66,81,66,93
202504020702,14,イサゴールド,11,73,68,98,77,93
202504020702,8,ブライトメール,12,71,71,92,72,96
202504020702,2,タナハシ,13,70,70,98,77,91
202504020702,5,シャイニーセーラー,14,70,70,96,73,98
202504020702,3,イルジーリオ,15,69,69,97,76,91
202504020702,9,エットトゥカム,16,67,67,70,65,95
202504020702,11,タニセンダイヤ,17,64,56,93,72,91
202504020702,6,マイウェイ,18,62,62,92,70,91
202504020703,13,キタノマーシャル,1,71,71,97,87,87
202504020703,12,カサビセンス,2,70,70,94,85,87
202504020703,5,コヴェナント,3,68,62,84,77,87
202504020703,11,フローラルデザイン,4,68,68,87,83,89
202504020703,10,サラニキケン,5,66,66,95,83,86
202504020703,1,アルマリカシバ,6,65,59,101,88,78
202504020703,8,プロメテドール,7,64,60,84,78,84
202504020703,3,プラウドモーメント,8,60,60,96,88,78
202504020703,7,ノースカトレア,9,57,57,94,85,76
202504020703,14,ホウオウヌーヴォー,10,57,57,103,98,69
202504020703,9,ムンディ,11,52,46,90,80,73
202504020703,6,メイショウナナカゼ,12,37,31,97,84,54
202504020703,4,オータムメモリー,13,18,12,91,81,39
202504020704,1,モンローウォーク,1,72,72,91,79,97
202504020704,9,キリミツ,2,68,68,85,76,97
202504020704,7,プレシャスフェザー,3,62,62,90,77,90
202504020704,3,ニンジャトットリ,4,62,62,81,73,93
202504020704,6,レモンドルチェ,5,55,55,92,79,81
202504020704,10,コスモエウポリア,6,53,53,83,76,85
202504020704,11,エクスペクタント,7,51,51,91,78,78
202504020704,8,オトシダマ,8,51,46,78,71,83
202504020704,2,スターサンサルー,9,50,50,86,77,78
202504020704,5,クラウンプレゼンタ,10,50,50,74,65,88
202504020704,4,キタノマテンロウ,11,49,49,78,71,83
202504020705,17,ベレーバスク,1,80,73,88,78,95
202504020705,16,ミティリーニ,2,74,74,94,87,87
202504020705,12,スマッシング,3,74,74,87,75,99
202504020705,3,ガラベイヤ,4,69,69,88,79,90
202504020705,1,ジャストマイウェイ,5,67,67,80,70,97
202504020705,11,リーデレクオーレ,6,65,65,93,82,83
202504020705,13,トランスマーレ,7,64,64,84,72,92
202504020705,15,セイウンマナウス,8,60,60,91,85,76
202504020705,14,ツキノマバタキ,9,58,58,88,75,83
202504020705,10,ケンブリッジサクラ,10,55,55,83,71,84
202504020705,2,カセノアステリア,11,55,55,90,80,75
202504020705,6,ルージュノヴァ,12,54,54,80,67,87
202504020705,7,エスシーレイジュ,13,52,52,87,71,80
202504020705,9,ニシノゴージャス,14,48,48,83,67,80
202504020705,8,アロハオエ,15,48,48,77,67,81
202504020705,5,ラヴィングリー,16,46,46,70,60,86
202504020705,4,メイポール,17,-8,-8,75,54,38
202504020706,7,エストゥペンダ,1,98,98,89,86,110
202504020706,2,クライスレリアーナ,2,93,93,98,94,99
202504020706,4,フォーカルフラワー,3,87,87,100,96,92
202504020706,3,キューティリップ,4,88,88,90,90,98
202504020706,8,ペプロス,5,85,85,100,95,90
202504020706,9,イージーブリージー,6,85,85,94,90,96
202504020706,1,ラルンエベール,7,84,84,94,93,91
202504020706,6,メランジェ,8,84,84,95,91,93
202504020706,10,レイユール,9,84,84,93,90,98
202504020706,12,ニシノコマチムスメ,10,78,78,90,87,94
202504020706,11,ホーリーノット,11,45,45,95,91,59
202504020707,15,タガノミスト,1,105,105,109,108,98
202504020707,10,ルディック,2,105,105,112,113,92
202504020707,7,ドンレパルス,3,104,104,91,93,111
202504020707,1,ワークソング,4,104,104,92,91,112
202504020707,5,イミュータブル,5,96,96,100,98,98
202504020707,3,ビバップ,6,96,96,112,116,80
202504020707,14,パドマ,7,96,96,109,108,88
202504020707,4,ミラバーグマン,8,94,94,96,92,102
202504020707,9,イノセントキャット,9,91,91,93,92,99
202504020707,2,ユスティニアン,10,90,90,91,88,102
202504020707,8,パルデンス,11,88,88,87,87,101
202504020707,6,メイショウタイゲイ,12,88,88,81,80,108
202504020707,13,ウナギノボリ,13,82,82,77,81,101
202504020707,11,ライジン,14,79,79,92,87,92
202504020707,12,モデルハント,15,65,65,102,95,70
202504020708,7,ピカピカサンダー,1,99,99,98,95,107
202504020708,10,タカサンフェイス,2,97,97,97,95,104
202504020708,13,マルカブリッツ,3,94,94,96,94,102
202504020708,12,グレイスザクラウン,4,91,91,92,91,102
202504020708,8,サンセットブライト,5,91,91,94,91,103
202504020708,5,シャパリュ,6,91,91,95,93,100
202504020708,2,ビターゼノビア,7,89,89,87,84,106
202504020708,1,エンファサイズ,8,89,89,94,90,103
202504020708,6,ベルベルコンパス,9,89,89,90,85,104
202504020708,11,サトミノマロン,10,87,87,84,84,104
202504020708,3,エクストラノート,11,87,87,81,84,102
202504020708,4,ニフェーデービル,12,80,80,95,92,89
202504020708,9,スプレーフォール,13,53,53,95,92,62
202504020710,12,カーフキック,1,86,86,96,97,90
202504020710,5,ギャランドゥ,2,83,83,95,94,89
202504020710,15,アドマイヤコーク,3,79,79,99,99,82
202504020710,3,メイショウニトベ,4,79,79,91,92,84
202504020710,14,ドラゴンバスター,5,77,77,86,82,95
202504020710,7,サカイシューター,6,76,76,90,85,92
202504020710,10,ホウオウサンサール,7,76,76,91,86,89
202504020710,4,サイモングリット,8,73,73,89,86,84
202504020710,9,ワウワウワウ,9,66,66,92,91,75
202504020710,1,クリプトス,10,64,64,95,94,69
202504020710,6,ロードオブキング,11,61,61,84,79,81
202504020710,2,ヒロノビックバン,12,59,53,88,78,77
