race_id,num_horses,umaren_count,umaren_min,umaren_max,umaren_median,umaren_p10
202107020605,12,66,15.9,1428.3,166.8,32.1
202107020606,16,120,19.4,3253.7,326.7,59.0
202107020607,14,91,17.6,1489.4,251.6,63.0
202107020608,11,55,7.1,791.8,167.7,30.7
202107020609,14,91,19.6,1630.0,193.6,48.7
202107020610,16,120,15.8,4207.4,377.8,65.4
202107020611,18,153,15.5,9999.8,792.0,89.9
202107020612,16,120,10.7,3603.5,432.4,76.6
202109020201,16,120,14.8,4356.9,425.4,86.1
202109020202,16,120,15.3,3965.6,397.7,63.9
202109020203,11,55,10.4,981.8,123.4,28.2
202109020204,13,78,6.5,1920.4,301.3,38.7
202109020205,12,66,12.7,1875.9,209.4,43.8
202109020206,16,120,12.4,1971.6,413.3,74.2
202109020207,11,55,9.3,1487.5,191.8,35.9
202109020208,15,105,9.5,3787.3,434.2,58.0
202109020209,10,45,6.8,1072.2,153.8,23.9
202109020210,14,91,13.2,1652.0,268.5,47.1
202109020211,15,105,21.2,7389.7,305.9,51.8
202109020212,16,120,13.3,3183.3,351.3,69.1
202106030301,15,105,9.1,5934.8,411.6,67.2
202106030302,16,120,12.1,4469.2,359.7,68.8
202106030303,16,120,11.2,4766.4,507.5,68.8
202106030304,16,120,8.4,5299.0,676.5,90.3
202106030305,18,153,9.5,9463.7,700.0,75.7
202106030306,16,120,13.6,9999.8,660.5,66.1
202106030307,12,66,8.9,2656.4,213.9,33.4
202106030308,16,120,16.5,9525.9,478.6,62.8
202106030309,8,28,6.8,1154.3,107.7,12.8
202106030310,16,120,16.6,3872.7,326.6,73.0
202106030311,16,120,18.7,2906.9,347.4,76.3
202106030312,16,120,9.5,9354.3,464.5,76.0
202109020301,16,120,11.8,3303.1,358.6,64.0
202109020302,16,120,19.4,3340.2,302.2,50.0
202109020303,16,120,13.8,7962.7,437.3,56.7
202109020304,18,153,19.3,5342.9,459.9,85.6
202109020305,16,120,14.0,2831.4,367.1,83.5
202109020306,10,45,11.9,1105.6,100.8,21.4
202109020307,13,78,18.6,2094.3,188.5,40.0
202109020308,9,36,5.0,1009.3,98.6,17.5
202109020309,8,28,8.2,422.8,93.8,11.7
202109020310,9,36,5.3,552.1,110.5,21.8
202109020311,16,120,13.3,2104.2,338.4,77.8
202109020312,14,91,31.4,753.7,148.7,59.9
202106030401,16,120,9.3,9999.8,797.7,78.8
202106030402,14,91,5.6,2659.8,465.3,54.8
202106030403,16,120,7.6,9999.8,686.2,73.9
202106030404,12,66,11.1,1768.1,200.3,41.6
202106030405,18,153,11.2,9999.8,662.2,87.7
202106030406,16,120,14.3,2292.7,293.2,66.3
202106030407,16,120,26.3,4243.2,308.0,58.1
202106030408,13,78,8.8,2883.6,251.3,42.2
202106030409,10,45,8.2,1020.4,113.9,21.4
202106030410,15,105,10.0,3037.9,280.1,65.4
202106030411,14,91,12.9,3563.0,285.5,50.0
202106030412,15,105,9.9,8511.0,431.6,81.1
202109020401,14,91,6.2,1393.4,490.4,53.3
202109020402,16,120,7.7,6319.4,593.2,77.7
202109020403,16,120,10.5,3066.5,407.8,75.9
202109020404,16,120,5.8,4139.3,885.1,77.2
202109020405,16,120,19.3,2741.4,299.4,60.6
202109020406,12,66,9.9,902.9,187.3,40.8
202109020407,15,105,21.1,5462.8,290.4,46.6
202109020408,16,120,20.8,4012.1,361.0,65.7
202109020409,9,36,8.6,1063.7,124.3,15.2
202109020410,16,120,31.3,2182.7,233.5,67.7
202109020411,13,78,6.6,4353.5,401.3,51.9
202109020412,16,120,14.5,3817.7,348.4,69.2
202104010101,15,105,9.0,9999.8,488.2,58.4
202104010102,15,105,13.2,2974.0,405.6,70.9
202104010103,15,105,12.5,4604.2,301.5,59.3
202104010104,14,91,9.8,2968.5,281.4,50.3
202104010105,16,120,11.5,8805.0,479.4,61.5
202104010106,14,91,22.5,2277.9,244.9,47.9
202104010107,15,105,16.9,3388.1,306.7,53.7
202104010108,13,78,15.6,2017.7,214.2,43.5
202104010109,15,105,14.3,5982.2,336.5,60.5
202104010110,7,21,7.7,267.6,49.6,13.4
202104010111,14,91,18.8,2579.9,200.9,51.7
202104010112,16,120,10.9,4863.6,448.2,62.4
202106030501,16,120,11.4,8876.5,520.2,74.0
202106030502,13,78,7.8,2446.0,302.4,54.1
202106030503,16,120,8.7,9999.8,526.4,71.4
202106030504,14,91,14.9,2945.0,263.7,48.7
202106030505,18,153,10.3,7088.9,653.3,104.5
202106030506,16,120,15.7,4017.8,440.8,71.8
202106030507,16,120,25.3,9999.8,351.4,62.1
202106030508,7,21,4.5,798.2,95.5,11.6
202106030509,14,91,17.0,2453.3,195.6,48.4
202106030510,16,120,22.0,5409.5,392.6,78.6
202106030511,16,120,15.5,5303.0,392.2,65.7
202106030512,16,120,10.9,2741.2,358.7,69.5
202109020501,14,91,9.8,3023.4,350.4,49.2
202109020502,15,105,8.8,3806.3,446.1,57.6
202109020503,16,120,15.1,3868.1,374.5,82.2
202109020504,13,78,5.0,2997.9,409.5,39.8
202109020505,16,120,22.7,1112.5,241.7,71.3
202109020506,11,55,17.3,824.2,158.2,32.5
202109020507,11,55,11.9,812.7,149.8,28.3
202109020508,16,120,14.9,4234.4,400.3,72.4
202109020509,12,66,9.7,1139.1,202.9,42.0
202109020510,12,66,17.2,984.6,158.4,34.1
202109020511,12,66,11.3,1136.2,177.4,41.5
202109020512,16,120,12.3,5065.2,380.6,69.7
202104010201,15,105,15.1,1877.4,309.2,53.3
202104010202,13,78,8.7,1414.5,252.2,39.3
202104010203,15,105,9.6,2506.2,354.1,61.6
202104010204,15,105,11.0,3110.2,382.8,70.3
202104010205,15,105,12.3,5671.4,392.3,60.6
202104010206,16,120,11.5,3763.8,373.9,73.1
202104010207,11,55,12.0,926.9,134.1,26.6
202104010208,15,105,20.2,2884.8,274.1,47.1
202104010209,10,45,16.9,510.3,107.7,27.1
202104010210,15,105,22.2,1647.4,237.8,73.1
202104010211,15,105,23.9,2667.4,215.6,59.6
202104010212,12,66,12.4,1209.4,184.5,34.9
202106030601,11,55,7.8,1758.1,172.8,28.6
202106030602,18,153,10.7,9999.8,733.4,88.7
202106030603,14,91,20.0,3362.4,248.5,37.4
202106030604,10,45,9.1,706.4,100.8,24.7
202106030605,15,105,12.2,7006.3,327.0,58.6
202106030606,9,36,9.6,550.5,77.3,19.3
202106030607,10,45,11.3,1712.2,114.3,19.3
202106030608,13,78,11.6,4652.3,230.8,48.6
202106030609,9,36,7.8,506.5,85.4,20.3
202106030610,10,45,21.2,460.2,84.2,28.1
202106030611,16,120,14.8,7621.8,368.4,68.1
202106030612,16,120,13.7,9999.8,552.6,69.4
202109020601,15,105,14.8,5499.1,296.3,53.5
202109020602,15,105,14.5,3538.3,348.7,57.8
202109020603,13,78,11.6,1356.2,225.6,42.8
202109020604,18,153,14.6,9999.8,588.4,100.8
202109020605,7,21,7.3,325.6,60.5,12.1
202109020606,16,120,15.5,1985.9,337.3,78.1
202109020607,9,36,9.4,817.2,95.4,20.9
202109020608,10,45,10.5,461.9,94.3,30.7
202109020609,11,55,13.2,1440.9,144.2,35.4
202109020610,14,91,11.1,1558.8,337.9,58.2
202109020611,18,153,16.0,5536.0,486.3,89.9
202109020612,16,120,7.8,2819.0,515.3,76.0
202104010301,15,105,15.5,2023.2,300.3,59.2
202104010302,15,105,14.7,4969.9,280.1,62.7
202104010303,15,105,13.3,3018.1,330.6,61.0
202104010304,15,105,11.7,6472.8,302.9,60.8
202104010305,15,105,11.3,3288.0,315.2,69.0
202104010306,16,120,22.0,4234.5,323.4,56.0
202104010307,12,66,18.6,1049.4,115.7,43.2
202104010308,15,105,14.3,2671.8,302.1,54.6
202104010309,9,36,7.6,330.5,79.6,24.5
202104010310,15,105,20.2,4469.7,244.6,76.1
202104010311,15,105,17.2,2460.7,286.9,47.9
202104010312,16,120,21.9,5984.3,347.3,71.0
202106030701,16,120,10.3,5448.9,611.3,91.1
202106030702,16,120,18.2,5206.6,389.5,59.3
202106030703,16,120,8.3,9999.8,616.5,70.4
202106030704,13,78,9.8,3676.1,319.9,42.9
202106030705,16,120,14.7,9999.8,513.1,64.0
202106030706,16,120,16.4,9999.8,445.8,69.3
202106030707,15,105,18.7,3539.2,269.3,53.4
202106030708,16,120,15.3,3184.0,316.5,60.4
202106030709,9,36,12.5,1384.5,91.7,18.8
202106030710,16,120,23.9,6582.9,255.1,66.2
202106030711,8,28,4.6,651.6,106.1,12.6
202106030712,11,55,10.3,553.0,128.7,31.3
202109020701,16,120,11.0,3414.6,495.7,78.3
202109020702,16,120,17.7,3628.6,334.2,59.5
202109020703,15,105,8.5,5226.3,405.7,65.7
202109020704,15,105,12.8,3939.7,316.7,53.8
202109020705,18,153,11.0,6939.3,582.4,88.9
202109020706,16,120,12.4,2141.5,352.6,76.6
202109020707,13,78,10.4,2071.4,262.4,44.4
202109020708,10,45,7.5,349.9,119.5,22.8
202109020709,12,66,8.2,2503.8,220.0,41.6
202109020710,16,120,23.2,2430.7,251.3,71.3
202109020711,18,153,13.9,3385.1,461.4,77.9
202109020712,12,66,11.0,1153.1,186.6,38.6
202104010401,15,105,10.9,2533.6,335.5,57.2
202104010402,15,105,9.1,6829.8,494.6,58.0
202104010403,15,105,21.8,6924.2,271.2,48.0
202104010404,15,105,14.7,7162.3,289.2,54.9
202104010405,15,105,25.6,2523.2,249.7,51.8
202104010406,16,120,11.9,9999.8,500.6,70.3
202104010407,15,105,11.3,4938.9,362.1,53.2
202104010408,12,66,25.7,738.0,128.0,37.9
202104010409,14,91,12.8,1421.0,201.8,59.0
202104010410,10,45,16.2,248.4,89.3,27.0
202104010411,16,120,11.2,5402.6,494.6,76.8
202104010412,15,105,23.9,2309.4,205.1,51.2
202106030801,15,105,13.9,9999.8,476.4,43.5
202106030802,16,120,9.0,9999.8,615.5,81.1
202106030803,16,120,11.6,9999.8,916.7,70.6
202106030804,17,136,9.9,9999.8,839.0,69.7
202106030805,11,55,16.8,1404.8,146.4,22.6
202106030806,16,120,18.4,2270.7,310.6,64.7
202106030807,12,66,10.5,3020.2,232.6,34.9
202106030808,8,28,7.8,280.7,64.9,13.5
202106030809,11,55,11.5,1127.0,126.4,22.3
202106030810,15,105,15.3,2244.6,281.2,64.0
202106030811,16,120,15.4,9999.8,336.7,65.0
202106030812,12,66,11.5,4547.1,163.2,33.9
202109020801,16,120,15.3,6794.8,409.6,76.5
202109020802,16,120,11.8,9011.3,456.7,62.5
202109020803,18,153,11.0,7117.9,919.7,108.0
202109020804,7,21,5.5,601.6,55.6,16.9
202109020805,16,120,16.5,3863.6,312.4,70.4
202109020806,7,21,5.0,171.0,55.1,17.6
202109020807,12,66,12.1,664.4,155.0,38.3
202109020808,9,36,8.9,362.2,91.9,17.5
202109020809,7,21,5.9,267.3,71.2,11.2
202109020810,15,105,25.5,2671.3,234.8,52.7
202109020811,16,120,15.3,1449.6,292.6,71.1
202109020812,16,120,14.1,2031.7,314.0,76.6
202104010501,15,105,16.7,5488.5,374.9,48.2
202104010502,14,91,7.2,3068.5,366.9,59.0
202104010503,15,105,7.7,7412.1,525.6,66.7
202104010504,15,105,15.6,9999.8,315.4,50.5
202104010505,16,120,9.1,9999.8,540.8,63.1
202104010506,15,105,11.0,7136.2,439.6,54.7
202104010507,16,120,15.2,7934.5,420.1,77.1
202104010508,14,91,18.8,1601.0,198.5,47.4
202104010509,9,36,5.2,1336.0,127.0,13.3
202104010510,16,120,15.9,5400.1,362.5,62.7
202104010511,16,120,23.5,3119.5,287.2,61.5
202104010512,15,105,30.2,845.5,194.0,57.6
202105020101,16,120,11.1,4774.0,461.8,85.7
202105020102,16,120,16.2,9999.8,537.3,54.5
202105020103,11,55,13.5,2126.1,169.2,22.1
202105020104,18,153,14.1,9999.8,684.7,95.1
202105020105,18,153,11.3,9999.8,1045.4,108.0
202105020106,14,91,9.2,2782.6,325.6,43.9
202105020107,16,120,14.8,9999.8,557.4,75.9
202105020108,6,15,4.8,627.9,75.5,8.7
202105020109,16,120,14.4,3629.8,370.9,70.5
202105020110,17,136,17.7,9999.8,378.3,70.3
202105020111,15,105,20.3,1732.2,244.6,58.8
202105020112,16,120,14.9,6145.4,372.4,61.2
202109020901,8,28,7.3,757.2,72.4,8.5
202109020902,18,153,7.8,7820.7,762.0,86.6
202109020903,16,120,9.1,6290.7,495.6,71.7
202109020904,13,78,12.1,2754.2,240.6,36.5
202109020905,12,66,13.2,975.2,191.9,40.5
202109020906,14,91,16.3,1756.7,199.6,56.5
202109020907,7,21,6.4,366.3,61.7,9.5
202109020908,14,91,17.0,1655.5,248.8,48.7
202109020909,7,21,9.9,100.6,31.9,15.8
202109020910,11,55,9.2,1217.6,178.6,26.4
202109020911,11,55,13.6,479.2,113.4,34.0
202109020912,14,91,18.8,1609.1,212.2,45.9
202104010601,14,91,18.1,1448.9,216.9,52.1
202104010602,15,105,10.2,4487.7,458.5,68.3
202104010603,15,105,10.3,7681.1,477.1,58.1
202104010604,16,120,11.7,1963.4,426.8,88.9
202104010605,13,78,8.8,3264.9,301.2,48.9
202104010606,15,105,9.2,3450.3,422.1,60.3
202104010607,13,78,12.1,1947.0,222.8,38.6
202104010608,15,105,15.1,4730.8,283.7,56.0
202104010609,8,28,10.4,477.3,64.0,14.0
202104010610,16,120,17.1,9999.8,371.4,68.4
202104010611,16,120,18.8,5591.0,297.5,73.6
202104010612,14,91,13.2,1743.1,290.3,71.8
202105020201,16,120,16.7,9999.8,487.9,60.2
202105020202,18,153,14.4,9999.9,525.5,83.0
202105020203,16,120,14.4,4404.5,428.0,73.1
202105020204,11,55,10.8,2132.8,180.9,25.1
202105020205,12,66,7.9,1572.9,245.1,36.8
202105020206,14,91,10.0,2056.9,288.5,55.4
202105020207,10,45,9.1,754.4,117.3,21.4
202105020208,15,105,12.9,9999.8,355.6,62.8
202105020209,10,45,13.9,616.1,87.5,20.2
202105020210,16,120,13.1,2764.3,336.2,70.2
202105020211,17,136,13.6,2541.5,369.9,85.7
202105020212,16,120,19.1,5391.8,291.4,70.5
202109021001,14,91,10.2,1959.0,275.3,55.5
202109021002,16,120,11.3,4084.7,424.1,74.6
202109021003,14,91,9.3,1780.5,317.4,50.9
202109021004,18,153,10.7,9999.8,650.8,94.5
202109021005,15,105,7.2,6382.0,484.7,69.6
202109021006,12,66,10.2,1584.3,194.5,38.9
202109021007,9,36,6.7,557.3,94.5,15.7
202109021008,12,66,11.3,792.5,151.1,35.1
202109021009,7,21,5.6,474.9,71.2,9.3
202109021010,16,120,19.3,4470.8,291.0,68.4
202109021011,16,120,15.4,2468.1,313.8,82.6
202109021012,16,120,12.8,2267.8,351.0,75.7
202104010701,15,105,16.1,2866.3,292.8,55.5
202104010702,15,105,15.2,6977.6,393.7,48.7
202104010703,15,105,19.1,9999.8,339.5,47.5
202104010704,16,120,9.1,9999.8,547.1,82.3
202104010705,15,105,9.3,2532.6,355.7,59.9
202104010706,16,120,9.3,5115.4,430.3,69.3
202104010707,10,45,8.1,972.4,132.3,20.3
202104010708,16,120,19.1,2850.2,278.5,63.1
202104010709,11,55,10.1,1686.5,130.8,33.2
202104010710,8,28,8.0,340.3,70.0,12.3
202104010711,16,120,14.0,5048.0,373.9,71.5
202104010712,13,78,10.8,1550.0,241.0,48.6
202105020301,16,120,11.0,9999.8,492.5,66.3
202105020302,16,120,23.0,9999.8,430.6,54.9
202105020303,16,120,16.5,6645.8,380.6,62.8
202105020304,18,153,11.2,9306.0,740.1,86.9
202105020305,12,66,7.6,3445.5,285.8,28.7
202105020306,16,120,18.4,5662.8,338.3,72.3
202105020307,12,66,14.9,1317.9,161.5,39.3
202105020308,9,36,7.0,1308.4,119.5,17.4
202105020309,10,45,8.3,577.8,121.0,23.9
202105020310,16,120,27.6,4362.2,294.9,57.8
202105020311,18,153,13.3,4870.6,435.6,96.8
202105020312,16,120,25.7,5354.0,312.7,59.7
202109021101,12,66,9.7,1644.2,222.5,41.0
202109021102,16,120,13.9,4732.3,385.4,81.8
202109021103,18,153,16.2,9999.8,543.6,95.4
202109021104,11,55,7.6,1210.4,211.3,31.4
202109021105,15,105,13.1,7162.6,410.8,36.5
202109021106,11,55,13.1,667.9,116.7,30.5
202109021107,15,105,12.3,1777.3,299.3,58.5
202109021108,15,105,8.9,9317.4,493.1,60.4
202109021109,11,55,9.4,1070.1,159.3,29.8
202109021110,18,153,23.0,4046.3,386.1,71.5
202109021111,15,105,9.2,2856.6,381.3,63.8
202109021112,10,45,11.7,579.5,131.9,30.5
202104010801,15,105,14.0,8160.9,389.2,51.5
202104010802,15,105,9.0,2724.0,455.2,71.5
202104010803,15,105,13.1,9999.8,445.4,47.3
202104010804,15,105,10.6,5849.8,342.0,64.5
202104010805,11,55,20.8,1389.8,145.0,24.1
202104010806,15,105,10.2,3750.2,335.3,53.0
202104010807,11,55,13.6,489.1,118.2,34.4
202104010808,10,45,10.6,1143.1,104.8,23.1
202104010809,15,105,13.2,5280.5,281.7,61.4
202104010810,16,120,13.2,6509.2,405.3,55.4
202104010811,15,105,21.5,3181.7,292.3,54.0
202104010812,10,45,13.3,507.1,80.3,26.5
202105020401,14,91,15.3,2808.1,261.1,38.5
202105020402,16,120,13.3,9999.8,557.3,78.0
202105020403,16,120,18.4,5748.9,320.0,71.1
202105020404,13,78,17.9,2596.3,178.8,46.5
202105020405,18,153,13.4,9999.8,788.6,85.9
202105020406,18,153,11.9,9999.8,891.7,87.7
202105020407,9,36,11.6,512.9,85.4,20.3
202105020408,14,91,14.8,6761.1,285.3,48.5
202105020409,11,55,15.4,920.3,115.7,28.8
202105020410,12,66,32.1,899.3,119.1,39.2
202105020411,13,78,23.3,523.8,128.5,48.1
202105020412,13,78,21.2,2031.2,167.7,35.1
202109021201,14,91,6.5,2996.7,569.5,50.8
202109021202,16,120,7.2,4605.7,716.9,78.3
202109021203,15,105,10.7,3742.7,387.6,85.6
202109021204,12,66,7.1,1704.9,277.1,37.8
202109021205,13,78,31.5,1047.5,123.6,48.0
202109021206,12,66,15.8,1148.1,155.4,45.0
202109021207,9,36,9.7,410.2,103.0,16.6
202109021208,8,28,8.9,658.4,81.3,11.8
202109021209,14,91,16.4,3559.8,274.4,46.7
202109021210,16,120,20.4,3039.5,351.2,55.6
202109021211,17,136,19.0,9999.8,437.9,73.9
202109021212,16,120,26.5,2456.5,266.7,70.6
202104020101,14,91,20.6,1657.8,210.6,60.2
202104020102,15,105,6.7,6054.3,626.2,73.5
202104020103,15,105,10.5,1855.3,353.1,56.7
202104020104,13,78,10.2,2677.4,277.5,46.5
202104020105,16,120,18.1,2700.8,338.6,63.2
202104020106,16,120,13.8,5608.9,417.3,69.0
202104020107,9,36,8.9,487.6,98.5,17.9
202104020108,11,55,9.9,1014.3,143.2,38.1
202104020109,15,105,12.2,2727.1,306.6,61.7
202104020110,16,120,32.9,5606.3,220.8,77.3
202104020111,9,36,12.4,590.8,73.3,21.7
202104020112,13,78,12.4,1969.8,262.9,44.1
202105020501,14,91,14.1,4964.3,283.0,42.9
202105020502,16,120,8.7,9999.8,813.5,77.2
202105020503,16,120,13.3,8989.5,463.8,63.4
202105020504,12,66,12.0,1777.2,199.6,30.8
202105020505,16,120,11.2,9999.8,547.4,67.2
202105020506,15,105,10.7,3838.0,534.2,65.6
202105020507,13,78,8.4,4381.7,310.4,45.4
202105020508,12,66,20.1,880.0,121.9,40.0
202105020509,16,120,8.4,8772.6,474.5,65.5
202105020510,11,55,9.5,1220.7,132.2,28.0
202105020511,14,91,12.9,1891.7,247.7,50.8
202105020512,16,120,31.5,4253.1,254.4,69.3
202107030101,14,91,8.9,2349.7,335.3,60.1
202107030102,16,120,8.9,3823.6,483.1,78.2
202107030103,13,78,8.4,1324.0,270.2,32.2
202107030104,15,105,13.5,3020.0,370.9,58.0
202107030105,16,120,21.4,3264.7,302.5,72.1
202107030106,9,36,12.3,520.6,82.4,20.4
202107030107,6,15,4.7,228.8,40.5,8.1
202107030108,12,66,11.1,1040.6,157.3,28.6
202107030109,10,45,7.8,843.6,127.8,24.3
202107030110,8,28,5.9,880.1,76.0,11.9
202107030111,11,55,12.1,538.1,130.5,33.4
202107030112,16,120,15.1,3733.4,348.5,70.3
202104020201,15,105,17.1,4808.9,286.2,59.6
202104020202,16,120,18.2,5647.9,351.0,60.6
202104020203,14,91,9.5,4146.9,346.8,48.6
202104020204,13,78,10.7,3671.5,229.7,48.3
202104020205,12,66,11.1,1147.8,178.9,33.4
202104020206,15,105,10.7,9999.8,515.0,67.0
202104020207,16,120,14.3,5113.0,330.3,72.3
202104020208,15,105,13.5,4791.6,336.0,55.4
202104020209,14,91,9.4,1878.5,281.4,59.5
202104020210,15,105,16.3,2483.1,234.2,58.8
202104020211,14,91,16.8,1771.2,208.6,43.2
202104020212,15,105,11.8,3620.0,326.5,59.6
202105020601,16,120,15.0,3327.4,418.3,97.6
202105020602,16,120,12.5,9999.8,462.7,65.0
202105020603,12,66,13.3,1307.9,187.7,33.6
202105020604,15,105,9.7,3010.7,353.5,56.0
202105020605,16,120,18.2,2892.4,356.8,65.5
202105020606,16,120,18.0,3365.0,365.8,75.5
202105020607,18,153,23.4,9999.8,483.0,87.7
202105020608,8,28,10.7,246.8,60.8,14.1
202105020609,18,153,27.5,8600.4,423.3,75.2
202105020610,16,120,13.0,7045.0,404.5,70.2
202105020611,18,153,14.2,5516.0,512.8,84.4
202105020612,12,66,7.9,815.2,211.6,43.4
202107030201,14,91,7.3,1542.5,387.2,54.9
202107030202,16,120,10.8,3761.7,424.0,76.5
202107030203,13,78,6.9,1890.7,340.5,43.1
202107030204,18,153,18.7,6753.6,447.0,88.8
202107030205,8,28,6.9,417.6,75.5,15.2
202107030206,16,120,19.3,3393.8,220.1,70.5
202107030207,11,55,14.8,468.9,111.4,38.1
202107030208,8,28,8.5,200.0,56.3,16.4
202107030209,10,45,9.0,855.3,110.5,24.1
202107030210,13,78,16.9,663.6,167.9,41.7
202107030211,15,105,14.2,4076.8,303.1,55.9
202107030212,10,45,7.4,540.1,125.7,23.6
202104020301,15,105,12.5,2266.9,343.7,57.2
202104020302,14,91,9.3,1595.8,298.1,55.1
202104020303,15,105,10.0,4605.9,347.7,53.4
202104020304,15,105,13.5,8316.9,452.5,52.3
202104020305,13,78,16.4,1795.3,177.2,42.7
202104020306,16,120,16.5,9999.8,405.5,52.9
202104020307,15,105,12.1,4089.4,290.1,68.1
202104020308,10,45,9.1,843.1,106.3,21.4
202104020309,12,66,12.9,1051.5,166.0,39.8
202104020310,15,105,13.7,4528.8,330.9,66.4
202104020311,15,105,9.2,6876.4,422.7,61.2
202104020312,8,28,12.5,255.7,73.3,13.5
202105020701,16,120,14.3,9999.8,497.4,71.9
202105020702,16,120,6.1,9999.8,786.2,72.2
202105020703,16,120,14.5,7696.3,544.1,64.1
202105020704,18,153,11.5,9999.8,575.6,79.2
202105020705,16,120,10.9,9999.8,528.3,70.5
202105020706,16,120,12.2,9518.3,282.3,67.9
202105020707,8,28,5.7,1560.3,153.9,11.8
202105020708,16,120,18.1,5734.5,373.5,59.2
202105020709,15,105,17.1,3058.3,258.5,58.3
202105020710,11,55,14.0,1061.3,135.6,27.6
202105020711,17,136,16.3,5725.6,347.4,73.3
202105020712,12,66,10.4,1615.9,211.9,38.8
202107030301,16,120,17.5,5202.9,307.0,73.5
202107030302,16,120,10.1,4354.8,553.7,84.3
202107030303,14,91,10.4,1454.9,274.3,56.2
202107030304,8,28,6.1,662.2,109.7,13.6
202107030305,18,153,27.9,9120.9,408.7,76.8
202107030306,7,21,4.7,486.7,68.7,10.2
202107030307,16,120,16.9,5274.3,382.1,73.7
202107030308,11,55,6.0,1246.4,221.2,33.4
202107030309,9,36,10.4,704.8,106.5,20.0
202107030310,16,120,11.1,2554.2,372.4,70.9
202107030311,12,66,8.5,1064.1,186.3,35.0
202107030312,16,120,8.2,6412.8,663.2,68.0
202104020401,16,120,11.1,6585.8,505.9,63.6
202104020402,15,105,7.4,9999.8,600.8,46.3
202104020403,15,105,9.9,6625.4,435.2,64.8
202104020404,11,55,8.6,963.4,183.3,37.1
202104020405,11,55,10.2,1159.1,152.2,25.9
202104020406,11,55,13.0,1864.3,157.7,24.3
202104020407,15,105,16.9,5207.9,377.8,46.4
202104020408,12,66,9.9,536.5,170.5,40.6
202104020409,16,120,11.0,6711.4,466.4,54.8
202104020410,9,36,9.0,189.3,73.6,26.5
202104020411,14,91,15.4,1177.4,193.8,59.5
202104020412,15,105,13.5,6721.7,353.4,51.9
202105020801,16,120,13.2,6192.4,363.3,63.4
202105020802,16,120,19.5,5121.0,331.7,71.0
202105020803,16,120,23.0,5391.1,333.5,65.0
202105020804,11,55,9.0,1554.9,173.6,27.8
202105020805,10,45,12.8,1150.1,104.3,26.8
202105020806,15,105,12.2,7189.7,372.4,55.4
202105020807,8,28,6.9,254.6,89.8,13.1
202105020808,9,36,8.1,660.8,74.2,20.0
202105020809,11,55,12.1,621.2,145.2,33.1
202105020810,13,78,15.9,1329.6,196.5,49.7
202105020811,18,153,12.6,8729.6,778.3,92.6
202105020812,16,120,27.4,9999.8,253.7,66.0
202107030401,15,105,9.7,6497.1,451.0,48.7
202107030402,10,45,9.9,670.2,114.1,30.8
202107030403,16,120,14.8,6316.9,375.4,64.4
202107030404,12,66,7.4,887.6,226.3,38.1
202107030405,15,105,24.0,2719.5,219.7,55.2
202107030406,8,28,8.5,598.6,74.5,13.5
202107030407,11,55,9.2,630.3,137.8,33.3
202107030408,9,36,9.2,266.2,80.2,24.8
202107030409,7,21,4.8,400.3,60.5,11.7
202107030410,18,153,18.5,5522.6,393.7,79.5
202107030411,16,120,18.8,1066.5,277.2,69.3
202107030412,15,105,11.2,3731.1,336.7,68.5
202104020501,14,91,14.1,2233.4,259.6,52.2
202104020502,15,105,13.8,6908.6,337.6,55.3
202104020503,15,105,10.9,9999.8,442.6,64.4
202104020504,14,91,12.2,2129.1,295.9,47.1
202104020505,16,120,12.5,6987.1,392.3,67.8
202104020506,15,105,13.1,6683.2,318.3,62.9
202104020507,16,120,12.0,4736.1,401.7,68.2
202104020508,16,120,24.4,2883.5,254.1,72.2
202104020509,15,105,18.9,2300.4,265.5,54.8
202104020510,9,36,7.1,646.6,84.3,22.9
202104020511,16,120,15.3,5825.7,394.0,68.0
202104020512,10,45,12.7,668.1,90.3,23.8
202105020901,15,105,12.6,5792.4,390.0,68.3
202105020902,16,120,9.4,9999.8,641.0,82.8
202105020903,16,120,18.1,6729.4,387.9,75.1
202105020904,16,120,9.4,7621.2,471.5,69.3
202105020905,13,78,8.4,6572.0,337.0,41.4
202105020906,16,120,10.3,2688.4,378.7,66.9
202105020907,12,66,10.7,1315.2,195.9,34.8
202105020908,16,120,34.2,2942.6,258.1,61.2
202105020909,9,36,8.4,2424.8,114.9,15.7
202105020910,7,21,6.6,131.9,41.2,13.5
202105020911,14,91,18.0,1157.3,197.2,55.9
202105020912,13,78,12.0,3278.3,220.2,38.0
202107030501,16,120,16.1,6145.1,376.3,67.5
202107030502,16,120,11.8,3942.1,439.2,66.6
202107030503,16,120,10.4,3281.9,487.4,82.3
202107030504,18,153,22.0,7501.1,431.6,70.5
202107030505,11,55,12.5,2311.5,199.5,23.8
202107030506,16,120,16.5,6175.7,386.2,76.7
202107030507,9,36,6.6,883.6,120.9,20.9
202107030508,16,120,15.6,2375.4,371.5,76.0
202107030509,9,36,7.0,724.6,113.6,16.5
202107030510,12,66,16.4,1643.7,178.6,29.6
202107030511,16,120,17.6,1744.1,332.1,71.3
202107030512,8,28,7.9,185.7,55.6,19.2
202104020601,15,105,6.8,8111.3,461.7,51.2
202104020602,15,105,8.3,9999.8,465.4,67.8
202104020603,13,78,10.5,2772.4,253.3,42.8
202104020604,14,91,12.2,1855.0,287.1,55.6
