race_id,num_horses,umaren_count,umaren_min,umaren_max,umaren_median,umaren_p10
202203010507,15,105,11.5,2019.9,301.4,67.5
202203010508,10,45,12.9,499.3,92.8,27.8
202203010509,11,55,23.8,962.9,133.1,30.2
202203010510,12,66,13.2,1157.0,147.2,51.3
202203010511,14,91,15.1,1210.1,213.5,57.2
202203010512,12,66,11.8,1414.7,164.8,36.3
202205020301,16,120,7.6,9999.8,581.8,78.2
202205020302,16,120,13.7,9999.8,465.4,67.2
202205020303,16,120,10.0,9999.8,705.8,84.9
202205020304,13,78,6.7,1411.1,307.0,32.6
202205020305,13,78,8.3,1663.8,298.0,46.2
202205020306,11,55,10.4,1310.2,170.9,30.4
202205020307,6,15,6.5,270.0,24.5,10.1
202205020308,14,91,8.9,2266.8,279.9,56.4
202205020309,14,91,21.3,1097.3,204.4,56.9
202205020310,18,153,10.6,9999.8,617.8,91.7
202205020311,14,91,17.1,9999.9,251.8,53.7
202205020312,14,91,19.2,3264.0,224.4,53.3
202209021101,12,66,7.6,1882.3,278.1,40.9
202209021102,16,120,17.5,4751.9,341.5,65.5
202209021103,17,136,9.1,7530.9,577.3,73.1
202209021104,16,120,17.1,3645.5,314.0,68.1
202209021105,14,91,10.0,1826.5,285.9,52.1
202209021106,7,21,4.2,360.2,65.8,9.6
202209021107,11,55,8.7,1183.7,176.9,26.1
202209021108,16,120,18.7,1383.7,265.4,66.9
202209021109,7,21,9.4,240.3,40.0,12.6
202209021110,16,120,9.3,3272.8,477.7,94.4
202209021111,16,120,17.2,3124.8,379.1,66.8
202209021112,11,55,16.9,1278.2,150.7,22.6
202203010601,16,120,15.0,4386.8,351.4,71.9
202203010602,13,78,9.2,1284.1,266.9,44.7
202203010603,15,105,14.7,7859.7,300.8,53.8
202203010604,14,91,20.6,1830.8,220.2,45.3
202203010605,16,120,10.1,4648.7,404.7,74.0
202203010606,13,78,11.8,1980.1,256.5,47.7
202203010607,12,66,15.7,1322.2,163.7,41.1
202203010608,9,36,9.0,374.2,92.4,20.7
202203010609,15,105,21.3,5114.7,322.9,43.2
202203010610,15,105,11.4,9999.9,441.9,58.7
202203010611,15,105,13.5,1334.5,266.2,61.6
202203010612,10,45,10.9,461.4,101.2,27.5
202205020401,16,120,12.6,9999.8,511.5,79.5
202205020402,16,120,21.1,2129.0,268.0,73.3
202205020403,16,120,7.8,6598.1,570.2,67.5
202205020404,18,153,27.0,9999.8,365.6,81.3
202205020405,16,120,9.3,9999.8,790.2,86.3
202205020406,10,45,11.9,1521.7,138.3,18.8
202205020407,16,120,17.9,8651.3,346.0,64.5
202205020408,10,45,10.9,1126.1,106.3,21.1
202205020409,12,66,9.8,2474.5,209.0,37.1
202205020410,16,120,17.1,7301.9,420.8,58.9
202205020411,10,45,9.2,753.4,108.2,21.8
202205020412,16,120,13.5,7743.0,362.4,58.7
202209021201,12,66,7.9,1113.7,222.0,39.7
202209021202,16,120,14.0,4053.4,413.2,61.9
202209021203,14,91,8.4,2370.7,292.2,56.0
202209021204,12,66,6.1,1657.5,294.1,38.3
202209021205,12,66,13.1,1659.3,182.9,33.6
202209021206,8,28,8.5,242.7,61.2,13.1
202209021207,11,55,9.2,824.7,193.9,36.0
202209021208,8,28,6.7,786.3,91.3,14.0
202209021209,10,45,14.2,529.7,85.1,28.1
202209021210,11,55,10.0,1518.0,152.9,24.1
202209021211,18,153,12.6,3220.4,463.7,100.5
202209021212,16,120,12.7,4022.7,368.7,71.0
202204010101,14,91,18.2,1853.8,188.0,63.2
202204010102,13,78,13.2,1639.4,202.0,39.6
202204010103,12,66,11.3,1355.8,178.0,46.4
202204010104,10,45,10.2,961.7,99.6,22.1
202204010105,16,120,14.5,8153.9,348.6,67.5
202204010106,16,120,18.2,2445.6,316.3,72.3
202204010107,8,28,13.5,231.8,54.4,14.9
202204010108,12,66,16.6,1237.9,151.1,33.0
202204010109,15,105,13.1,4547.2,335.6,63.9
202204010110,13,78,13.6,1824.4,206.2,44.1
202204010111,11,55,14.3,2026.8,133.5,28.7
202204010112,16,120,21.1,2440.1,226.3,68.2
202205020501,16,120,14.5,6271.6,390.5,76.5
202205020502,16,120,7.4,9999.8,596.8,69.8
202205020503,16,120,9.6,3914.5,464.9,74.1
202205020504,18,153,13.2,9999.8,1017.0,94.3
202205020505,13,78,10.2,1850.1,222.0,52.0
202205020506,13,78,12.1,887.0,186.2,44.4
202205020507,12,66,18.6,1016.8,179.5,39.6
202205020508,16,120,8.0,8752.4,653.6,74.3
202205020509,8,28,6.0,1167.8,98.2,9.2
202205020510,16,120,17.5,3553.8,353.2,59.7
202205020511,16,120,18.8,9999.9,328.0,71.5
202205020512,9,36,9.6,905.6,92.9,14.5
202207030101,14,91,13.9,2010.6,299.9,66.5
202207030102,10,45,5.6,1063.9,182.1,28.4
202207030103,16,120,10.8,4103.9,484.4,86.7
202207030104,8,28,4.6,957.8,93.4,17.8
202207030105,11,55,6.7,1476.0,195.3,33.1
202207030106,9,36,7.0,622.5,117.3,20.0
202207030107,15,105,13.8,4433.6,327.1,64.5
202207030108,10,45,10.2,839.2,110.9,23.3
202207030109,10,45,12.6,592.9,98.6,27.0
202207030110,8,28,7.2,600.0,88.7,10.8
202207030111,12,66,14.0,956.8,166.8,43.1
202207030112,10,45,12.1,639.8,101.8,22.4
202204010201,15,105,11.7,6411.1,328.3,59.9
202204010202,16,120,19.3,5788.4,319.6,68.9
202204010203,13,78,12.5,1613.7,245.8,49.0
202204010204,11,55,8.7,1099.5,131.1,27.1
202204010205,15,105,10.9,3957.3,315.2,60.2
202204010206,12,66,10.9,1100.8,180.8,39.6
202204010207,12,66,15.8,866.1,134.4,36.5
202204010208,12,66,18.2,768.0,152.8,43.2
202204010209,14,91,20.6,956.2,185.9,51.9
202204010210,16,120,11.2,6213.6,336.8,70.4
202204010211,15,105,17.9,4277.4,247.7,56.2
202204010212,15,105,8.0,4570.1,460.4,65.4
202205020601,16,120,11.5,9999.8,645.7,55.6
202205020602,16,120,7.8,9999.8,571.5,78.5
202205020603,9,36,7.0,667.6,104.2,21.5
202205020604,15,105,12.1,3708.6,341.5,58.7
202205020605,13,78,11.7,1834.0,199.8,49.5
202205020606,16,120,14.6,9999.8,531.5,57.8
202205020607,7,21,5.6,561.3,64.7,11.6
202205020608,16,120,14.8,5602.8,368.3,76.4
202205020609,16,120,32.9,3197.4,241.4,67.8
202205020610,10,45,7.4,1615.6,134.9,25.4
202205020611,18,153,19.3,9999.8,416.1,86.0
202205020612,16,120,16.5,4022.8,324.6,75.7
202207030201,13,78,8.9,1828.1,270.0,45.2
202207030202,16,120,11.5,3947.0,453.3,67.6
202207030203,12,66,7.8,913.0,215.9,43.2
202207030204,12,66,8.5,1371.9,207.2,40.7
202207030205,16,120,10.8,4809.0,491.7,82.3
202207030206,12,66,12.4,1888.5,197.3,36.1
202207030207,9,36,8.3,397.4,90.2,15.8
202207030208,9,36,9.4,936.4,100.5,15.2
202207030209,14,91,16.2,3016.1,271.2,44.9
202207030210,10,45,8.0,493.1,118.6,24.2
202207030211,18,153,12.6,5788.2,503.3,90.4
202207030212,9,36,9.6,558.4,95.5,16.7
202204010301,15,105,11.5,3821.0,390.0,71.9
202204010302,13,78,23.4,1352.7,193.3,36.1
202204010303,14,91,11.7,1704.1,282.2,58.4
202204010304,13,78,20.8,1879.4,211.0,44.1
202204010305,14,91,15.5,1692.3,240.2,52.5
202204010306,11,55,12.7,1131.0,125.7,27.4
202204010307,16,120,31.7,8723.2,235.0,61.2
202204010308,12,66,12.5,1331.9,147.3,32.5
202204010309,8,28,8.7,537.1,66.0,13.3
202204010310,13,78,14.7,1799.0,173.4,38.9
202204010311,16,120,21.7,4557.1,310.3,62.3
202204010312,15,105,18.6,2209.1,285.2,50.9
202205020701,12,66,6.8,4654.2,279.2,29.8
202205020702,14,91,22.3,2417.8,196.1,44.5
202205020703,14,91,14.2,5671.7,254.1,49.4
202205020704,13,78,9.4,4727.8,361.3,43.3
202205020705,13,78,11.3,2893.6,253.6,41.4
202205020706,16,120,19.1,1808.9,251.0,74.7
202205020707,16,120,22.1,2531.1,251.5,81.8
202205020708,11,55,11.4,724.9,141.4,33.8
202205020709,15,105,11.7,6176.0,272.3,64.1
202205020710,12,66,12.2,1124.4,163.0,33.0
202205020711,12,66,17.0,734.1,137.3,39.5
202205020712,13,78,10.8,3570.0,203.6,36.5
202207030301,16,120,6.4,6016.4,774.5,85.4
202207030302,16,120,11.0,7180.7,459.5,67.9
202207030303,15,105,14.3,3846.2,311.0,61.1
202207030304,16,120,15.6,4181.6,366.2,65.2
202207030305,10,45,9.1,883.0,138.7,21.8
202207030306,14,91,11.4,2092.1,263.0,58.7
202207030307,15,105,7.8,9999.8,480.0,60.4
202207030308,9,36,7.3,742.5,124.1,15.8
202207030309,9,36,6.2,938.0,116.3,19.0
202207030310,16,120,15.1,2942.0,325.6,76.4
202207030311,7,21,11.2,230.5,29.5,15.4
202207030312,16,120,16.7,3035.3,336.5,73.8
202204010401,15,105,18.6,2377.3,269.2,49.3
202204010402,16,120,19.6,6588.9,323.2,64.2
202204010403,15,105,13.0,6281.7,413.9,60.2
202204010404,12,66,10.4,1068.6,197.8,38.6
202204010405,12,66,10.1,1303.5,210.5,34.5
202204010406,13,78,13.3,1895.0,204.3,42.7
202204010407,15,105,10.7,4082.7,409.2,53.1
202204010408,9,36,9.0,908.2,84.5,17.9
202204010409,16,120,21.1,2968.5,289.3,68.3
202204010410,15,105,12.1,2628.5,283.3,62.8
202204010411,10,45,11.1,469.3,99.5,31.2
202204010412,16,120,20.9,2329.5,313.6,55.8
202205020801,13,78,6.0,5340.7,407.5,31.4
202205020802,14,91,12.4,4996.8,258.6,50.2
202205020803,11,55,9.7,2580.3,196.4,25.7
202205020804,18,153,13.3,9999.8,753.9,93.4
202205020805,7,21,3.5,1300.1,121.9,10.6
202205020806,11,55,11.2,1793.9,158.7,28.1
202205020807,11,55,11.8,1179.9,158.4,25.1
202205020808,9,36,11.5,415.6,69.2,19.1
202205020809,12,66,10.7,1741.1,192.0,35.0
202205020810,13,78,20.8,1562.1,154.3,42.9
202205020811,18,153,15.7,5851.5,481.6,89.7
202205020812,16,120,12.6,3441.8,408.1,74.0
202207030401,16,120,7.8,5553.0,597.0,75.2
202207030402,13,78,10.3,2124.6,244.7,42.2
202207030403,18,153,8.7,8462.3,728.6,87.1
202207030404,11,55,7.8,1164.4,156.1,33.4
202207030405,11,55,7.2,1040.4,215.2,25.5
202207030406,16,120,12.6,5977.8,500.6,74.7
202207030407,6,15,5.1,177.4,35.7,6.9
202207030408,9,36,6.2,666.1,115.9,15.9
202207030409,9,36,7.0,670.6,102.6,15.9
202207030410,9,36,7.9,703.4,101.1,15.0
202207030411,16,120,17.4,2718.1,336.7,68.1
202207030412,6,15,5.5,252.7,26.8,8.7
202204010501,13,78,12.8,2421.7,249.5,55.7
202204010502,15,105,9.3,2266.6,411.0,65.5
202204010503,15,105,10.0,4995.5,391.5,56.5
202204010504,13,78,10.4,1023.2,234.0,42.6
202204010505,16,120,13.3,9999.8,434.2,65.7
202204010506,16,120,24.2,6329.9,317.8,56.8
202204010507,16,120,16.4,9999.8,337.3,60.5
202204010508,15,105,9.4,4489.5,408.4,54.9
202204010509,10,45,11.8,640.2,96.6,23.9
202204010510,13,78,11.8,2586.0,226.5,39.4
202204010511,15,105,10.1,3092.0,468.7,73.6
202204010512,13,78,18.6,1977.2,170.5,38.5
202205020901,16,120,10.3,9862.5,641.8,75.0
202205020902,16,120,16.5,9999.8,532.7,56.0
202205020903,16,120,20.6,9999.8,495.8,66.4
202205020904,9,36,8.3,984.1,104.1,23.4
202205020905,11,55,8.3,1681.2,190.7,35.6
202205020906,10,45,10.2,1122.6,94.1,21.0
202205020907,16,120,14.4,7216.8,375.9,55.9
202205020908,15,105,8.6,8572.5,560.1,60.8
202205020909,13,78,19.6,1122.9,199.8,48.3
202205020910,10,45,13.5,1004.6,105.8,26.7
202205020911,13,78,15.7,1286.0,205.0,39.6
202205020912,16,120,36.3,3418.0,239.4,63.7
202207030501,11,55,7.5,839.8,173.8,28.2
202207030502,16,120,9.7,2699.7,464.7,70.5
202207030503,14,91,7.7,3845.4,336.5,52.4
202207030504,15,105,16.3,8589.8,332.1,55.5
202207030505,10,45,10.5,812.0,123.6,16.6
202207030506,12,66,8.0,981.7,224.8,40.8
202207030507,9,36,4.7,993.6,144.1,15.8
202207030508,16,120,19.5,3906.7,294.4,82.7
202207030509,16,120,18.2,3775.8,339.5,69.5
202207030510,10,45,11.0,792.4,108.4,27.2
202207030511,16,120,11.7,7503.8,382.7,69.4
202207030512,12,66,12.9,1755.1,211.5,34.1
202204010601,15,105,10.0,8397.6,427.6,52.1
202204010602,16,120,11.8,2746.7,380.1,66.1
202204010603,12,66,10.7,1247.8,179.8,47.6
202204010604,14,91,6.8,3096.3,348.5,51.1
202204010605,16,120,9.7,8244.7,530.1,66.1
202204010606,15,105,12.8,2400.9,329.1,59.5
202204010607,15,105,16.3,6487.2,247.4,58.5
202204010608,10,45,11.1,506.0,103.6,25.2
202204010609,13,78,14.9,1094.0,190.9,38.6
202204010610,15,105,15.5,5672.2,313.3,62.6
202204010611,16,120,20.0,9999.8,391.4,64.3
202204010612,16,120,24.9,3448.5,282.5,65.6
202205021001,16,120,10.1,9999.8,660.6,74.3
202205021002,15,105,15.3,9999.8,372.5,46.6
202205021003,18,153,12.5,9999.8,769.0,83.2
202205021004,13,78,10.1,2055.4,246.0,38.0
202205021005,16,120,13.4,5892.4,452.2,76.4
202205021006,16,120,15.6,5446.7,290.5,73.5
202205021007,10,45,13.7,1085.1,108.0,27.1
202205021008,13,78,24.4,3674.7,237.0,39.2
202205021009,9,36,5.9,1756.6,116.2,21.0
202205021010,17,136,21.6,4744.4,373.7,74.6
202205021011,18,153,17.9,8942.6,538.4,78.9
202205021012,16,120,14.0,2485.0,293.3,68.8
202207030601,16,120,12.1,3866.3,458.8,72.7
202207030602,16,120,14.3,3020.0,325.6,85.2
202207030603,10,45,5.9,1014.4,134.8,27.9
202207030604,18,153,14.9,5252.7,463.6,84.4
202207030605,11,55,7.4,916.2,173.8,40.8
202207030606,13,78,12.1,1133.4,208.4,47.2
202207030607,8,28,6.0,332.3,72.8,17.2
202207030608,14,91,12.1,2143.9,257.0,52.5
202207030609,11,55,9.8,1697.8,143.7,28.7
202207030610,10,45,7.9,730.0,142.7,26.1
202207030611,16,120,13.2,3111.1,309.3,63.4
202207030612,10,45,10.6,551.9,88.9,28.0
202204010701,14,91,21.2,1594.1,202.3,50.7
202204010702,15,105,7.9,6487.3,450.0,48.4
202204010703,15,105,7.6,7375.1,453.6,59.5
202204010704,14,91,21.1,762.6,198.3,58.4
202204010705,16,120,13.9,4095.1,369.5,64.2
202204010706,14,91,8.9,1931.1,337.8,59.6
202204010707,16,120,20.0,1885.0,328.7,76.7
202204010708,13,78,20.1,1951.5,170.2,55.8
202204010709,16,120,22.2,1865.6,292.4,63.8
202204010710,14,91,17.1,2241.6,232.7,43.8
202204010711,12,66,13.1,843.9,153.8,30.9
202204010712,16,120,16.2,7315.3,361.6,67.3
202205021101,15,105,9.6,9999.8,484.4,61.6
202205021102,16,120,16.9,9999.8,588.5,48.9
202205021103,16,120,8.2,9999.8,732.5,90.7
202205021104,16,120,6.8,9999.8,680.9,73.3
202205021105,13,78,13.1,1876.5,242.0,32.0
202205021106,11,55,11.4,3580.4,140.3,27.3
202205021107,5,10,3.8,81.6,20.7,6.8
202205021108,13,78,10.0,3094.6,293.6,32.2
202205021109,16,120,17.9,6474.1,321.7,74.9
202205021110,9,36,9.5,1390.7,113.7,14.8
202205021111,16,120,11.2,9999.8,571.5,76.6
202205021112,11,55,8.1,2027.6,198.7,33.2
202207030701,16,120,14.7,8854.7,435.2,61.5
202207030702,16,120,6.7,9999.8,724.0,65.9
202207030703,18,153,11.2,6043.5,583.8,85.8
202207030704,12,66,10.1,2098.7,219.2,40.1
202207030705,12,66,7.6,2034.9,245.7,31.8
202207030706,9,36,11.5,1153.9,111.4,19.5
202207030707,9,36,7.6,705.0,118.9,17.3
202207030708,11,55,8.9,889.4,159.6,42.2
202207030709,9,36,10.7,433.8,94.8,28.8
202207030710,16,120,15.7,4412.6,397.5,77.6
202207030711,17,136,19.3,6759.5,375.1,71.5
202207030712,16,120,13.5,6630.7,338.6,67.2
202204010801,15,105,9.8,7082.0,395.0,61.0
202204010802,16,120,21.1,1754.9,289.8,66.9
202204010803,14,91,11.5,1439.6,232.7,54.2
202204010804,14,91,12.9,2560.6,246.5,45.5
202204010805,15,105,10.3,9999.8,452.3,72.2
202204010806,12,66,12.5,1452.8,204.5,32.6
202204010807,15,105,10.7,3974.4,328.8,53.7
202204010808,13,78,14.0,2165.0,218.3,36.6
202204010809,13,78,14.9,2209.4,198.9,46.3
202204010810,16,120,19.4,1909.0,286.3,70.7
202204010811,13,78,15.8,1206.8,206.3,47.3
202204010812,15,105,13.6,3567.0,341.6,59.5
202205021201,16,120,14.1,5296.0,439.3,71.8
202205021202,16,120,9.5,9999.8,583.8,68.7
202205021203,12,66,10.8,1695.4,174.8,38.6
202205021204,18,153,14.3,9999.8,599.2,77.3
202205021205,16,120,13.0,2007.6,346.6,72.8
202205021206,16,120,16.6,3138.9,337.1,81.7
202205021207,6,15,5.4,576.6,62.2,5.4
202205021208,12,66,11.7,2186.6,221.5,42.5
202205021209,13,78,14.7,1283.9,209.2,40.9
202205021210,17,136,14.2,9419.8,386.6,84.3
202205021211,18,153,10.7,3870.6,720.8,114.3
202205021212,18,153,22.9,1813.0,354.8,86.1
202207030801,16,120,10.4,2825.4,426.1,64.4
202207030802,15,105,7.9,4431.5,459.4,63.8
202207030803,16,120,14.5,4347.3,380.7,84.1
202207030804,16,120,9.4,7295.5,472.0,73.2
202207030805,16,120,7.7,4177.6,755.2,69.7
202207030806,15,105,19.8,3444.4,292.1,47.3
202207030807,13,78,12.1,1175.4,233.0,49.2
202207030808,14,91,17.3,827.4,214.1,53.1
202207030809,9,36,8.8,385.1,90.5,24.0
202207030810,18,153,13.7,9101.0,697.5,89.4
202207030811,7,21,4.9,765.6,70.0,10.0
202207030812,16,120,15.2,2795.1,297.6,67.2
202205030101,11,55,8.6,1119.2,164.9,31.4
202205030102,15,105,10.0,9999.8,614.4,58.0
202205030103,16,120,11.0,9999.8,499.4,66.0
202205030104,18,153,25.0,9999.8,546.4,71.8
202205030105,13,78,9.5,2485.5,213.2,44.5
202205030106,16,120,11.2,9999.8,625.2,56.3
202205030107,9,36,4.2,1004.2,129.8,24.6
202205030108,16,120,11.4,3775.8,436.4,74.0
202205030109,8,28,5.7,674.1,95.3,12.5
202205030110,13,78,9.0,3126.2,259.6,42.5
202205030111,16,120,13.9,9999.8,436.3,70.1
202205030112,16,120,13.7,6934.4,431.0,77.1
202207040101,16,120,9.0,2841.5,512.9,79.5
202207040102,12,66,12.5,964.5,156.7,37.9
202207040103,16,120,15.6,4189.5,408.8,59.1
202207040104,14,91,20.2,2547.3,253.2,44.1
202207040105,9,36,10.9,446.6,84.4,19.4
202207040106,14,91,26.6,765.0,165.2,56.9
202207040107,8,28,6.7,675.1,88.0,9.0
202207040108,16,120,29.4,3102.0,270.3,68.6
202207040109,16,120,13.4,4726.9,411.9,76.6
202207040110,10,45,8.3,683.3,123.3,19.7
202207040111,10,45,12.5,705.9,103.9,25.6
202207040112,16,120,14.2,2581.8,435.8,76.7
202205030201,11,55,4.9,2504.0,222.8,32.6
202205030202,15,105,15.2,9999.8,341.2,59.9
202205030203,15,105,8.6,9999.8,502.1,63.5
202205030204,10,45,10.2,1258.9,119.1,20.9
202205030205,12,66,13.2,2441.5,180.6,37.5
202205030206,16,120,20.9,9999.8,439.3,49.1
202205030207,16,120,19.0,9999.8,431.6,58.6
202205030208,13,78,15.0,9632.7,256.2,38.7
202205030209,7,21,5.3,1081.0,83.5,12.4
202205030210,16,120,24.5,4425.2,297.4,60.3
202205030211,18,153,20.7,4315.4,401.3,80.0
202205030212,10,45,8.6,844.2,133.1,24.3
202207040201,9,36,10.4,532.6,91.4,19.1
202207040202,14,91,8.3,1268.3,332.5,55.7
202207040203,13,78,17.0,1331.7,193.1,26.8
202207040204,16,120,19.8,2819.0,305.8,59.1
202207040205,9,36,9.6,395.4,85.8,26.6
202207040206,16,120,14.0,6163.0,486.3,84.5
202207040207,12,66,14.1,842.3,168.2,35.9
202207040208,15,105,17.4,3771.5,300.3,55.9
202207040209,8,28,8.2,391.7,112.4,14.3
202207040210,15,105,15.6,3025.5,323.7,59.0
202207040211,16,120,20.9,2998.0,328.4,62.6
202207040212,10,45,8.7,732.4,128.5,22.2
202202010101,16,120,24.5,2754.4,248.5,67.8
202202010102,11,55,15.5,385.0,115.6,32.1
202202010103,12,66,10.8,851.8,165.5,33.9
202202010104,11,55,18.8,369.4,95.7,28.5
202202010105,9,36,7.3,586.0,88.6,19.0
202202010106,14,91,13.2,1876.3,222.4,54.3
202202010107,14,91,17.1,766.6,195.5,57.4
202202010108,12,66,12.6,767.8,170.9,35.6
202202010109,12,66,12.2,493.1,171.4,38.8
202202010110,16,120,22.4,1552.5,282.8,74.6
202202010111,14,91,15.1,791.0,210.6,57.0
202202010112,14,91,13.0,1490.8,197.2,43.9
202205030301,12,66,9.5,2734.2,268.7,43.8
202205030302,15,105,10.2,9999.8,448.8,62.8
202205030303,16,120,14.1,9999.8,539.3,66.5
202205030304,18,153,27.3,9999.8,292.5,91.3
202205030305,13,78,8.4,3714.6,260.6,48.2
202205030306,11,55,9.2,920.8,114.0,26.6
202205030307,16,120,10.6,9589.1,443.2,70.7
202205030308,9,36,6.9,1073.7,126.4,16.3
202205030309,16,120,16.6,4396.2,299.4,63.2
202205030310,9,36,4.5,1220.4,156.7,20.8
202205030311,15,105,11.0,3036.9,376.3,55.9
202205030312,16,120,13.3,9999.8,450.2,72.2
202207040301,14,91,8.7,1731.2,286.8,46.4
202207040302,16,120,11.7,4048.5,422.8,80.2
202207040303,12,66,21.4,1013.6,131.7,30.5
202207040304,15,105,9.3,4962.9,453.5,60.9
202207040305,11,55,13.0,785.5,155.8,32.0
202207040306,18,153,12.5,4717.6,535.4,89.2
202207040307,16,120,16.9,2094.9,315.8,73.8
202207040308,10,45,6.9,572.5,116.3,18.3
202207040309,11,55,8.7,1097.1,138.9,28.1
202207040310,16,120,18.0,2108.1,303.5,66.1
202207040311,15,105,12.9,4892.8,276.2,54.4
202207040312,12,66,10.1,685.1,223.1,44.1
202202010201,16,120,7.0,7917.0,561.7,81.5
202202010202,14,91,17.1,1126.5,215.5,58.0
202202010203,10,45,6.9,532.9,116.9,26.2
202202010204,15,105,11.5,2154.2,340.1,63.0
202202010205,9,36,11.2,475.4,72.3,19.3
202202010206,13,78,14.6,1012.5,188.7,40.4
202202010207,12,66,31.5,548.1,120.6,38.2
202202010208,14,91,16.6,673.2,195.9,63.0
202202010209,14,91,15.4,1556.4,207.4,58.4
202202010210,10,45,13.2,407.8,86.4,23.2
202202010211,16,120,14.9,2790.2,392.6,79.0
202202010212,14,91,18.4,1595.5,239.0,50.7
202205030401,11,55,5.7,3621.2,242.6,33.8
202205030402,11,55,6.8,2168.1,216.3,38.0
202205030403,16,120,12.2,9999.8,412.9,59.5
202205030404,18,153,15.6,9401.4,606.9,77.9
202205030405,12,66,9.9,1957.2,201.0,41.0
202205030406,14,91,9.2,3927.7,441.6,54.2
202205030407,13,78,18.4,2718.0,216.7,35.1
202205030408,11,55,15.4,1414.5,132.2,28.7
202205030409,16,120,15.6,8858.3,407.6,65.0
202205030410,15,105,16.7,3051.6,301.8,60.2
202205030411,12,66,14.3,2066.6,150.5,34.3
202205030412,17,136,19.5,9999.8,519.0,53.4
202207040401,13,78,7.8,2168.6,329.8,48.6
202207040402,10,45,14.4,490.4,98.7,21.7
202207040403,16,120,13.6,4808.1,360.9,67.9
202207040404,16,120,11.6,8985.7,585.2,94.7
202207040405,9,36,9.9,520.1,107.5,14.5
202207040406,12,66,9.2,922.5,193.9,38.0
202207040407,16,120,16.2,2355.9,344.1,73.5
202207040408,13,78,13.7,1452.0,175.3,56.5
202207040409,16,120,15.2,5453.8,474.6,50.5
202207040410,10,45,7.5,1032.6,121.8,21.6
202207040411,16,120,9.3,6863.3,538.8,78.0
202207040412,16,120,17.9,1336.5,302.3,79.9
202202010301,16,120,29.9,2004.6,241.4,77.7
202202010302,12,66,14.3,983.1,130.8,36.3
202202010303,12,66,19.3,981.7,153.2,34.0
202202010304,13,78,10.8,1200.2,218.2,45.9
202202010305,10,45,8.7,331.0,89.8,24.3
202202010306,8,28,14.6,339.4,58.9,15.9
202202010307,9,36,12.6,249.0,69.6,21.5
202202010308,12,66,26.4,511.3,120.0,37.5
202202010309,8,28,8.8,297.9,63.6,14.1
202202010310,9,36,9.0,220.2,90.2,19.0
202202010311,12,66,16.6,633.9,149.9,46.0
202202010312,14,91,20.2,804.9,187.0,50.1
202205030501,7,21,4.7,1108.0,93.5,9.1
202205030502,14,91,11.0,4097.0,282.4,58.2
202205030503,16,120,11.1,9999.8,672.4,64.7
202205030504,14,91,7.5,2660.7,377.2,51.5
202205030505,16,120,13.8,9999.8,464.4,70.8
202205030506,16,120,13.5,9999.8,510.6,64.3
202205030507,16,120,29.9,5496.3,268.4,69.3
202205030508,8,28,9.9,847.3,66.9,11.5
202205030509,16,120,8.1,6090.3,503.6,65.2
202205030510,11,55,12.1,1323.0,140.9,31.6
202205030511,12,66,12.9,2008.6,144.2,40.3
202205030512,12,66,8.7,3705.6,206.2,39.4
202209030101,11,55,9.6,750.9,142.0,29.8
202209030102,13,78,6.6,1083.0,307.7,42.8
202209030103,13,78,13.3,927.3,200.4,47.3
202209030104,9,36,6.9,653.1,118.5,18.6
202209030105,12,66,16.6,1563.1,180.7,30.6
202209030106,16,120,17.9,2659.4,295.5,74.1
202209030107,9,36,5.2,638.6,120.7,18.0
202209030108,16,120,14.7,2031.5,349.2,80.1
202209030109,11,55,9.7,916.0,152.0,37.1
202209030110,12,66,14.9,1175.7,154.3,38.5
202209030111,16,120,22.4,5189.7,294.6,56.6
202209030112,16,120,10.2,4073.5,406.5,57.3
202202010401,13,78,11.0,949.1,263.8,51.4
202202010402,16,120,17.2,2271.7,334.6,75.5
202202010403,12,66,10.1,538.9,164.3,39.3
202202010404,10,45,14.4,448.8,101.6,24.9
202202010405,8,28,10.1,510.5,72.6,16.1
202202010406,11,55,10.8,890.3,130.4,33.3
202202010407,14,91,19.0,910.4,180.6,63.6
202202010408,12,66,15.9,837.2,147.4,41.1
202202010409,11,55,7.6,749.8,165.8,28.3
202202010410,14,91,22.8,970.1,177.1,56.1
202202010411,16,120,23.9,1433.8,258.1,65.6
202202010412,10,45,11.7,364.0,103.8,24.8
202205030601,11,55,8.3,1063.9,184.0,29.0
202205030602,16,120,8.5,9999.8,607.2,72.7
202205030603,16,120,11.5,9999.8,550.4,55.8
202205030604,16,120,11.2,9999.8,652.3,74.4
202205030605,16,120,16.0,9999.8,479.9,77.6
202205030606,16,120,21.8,9999.8,341.6,56.4
202205030607,16,120,11.3,3464.5,425.2,73.3
202205030608,9,36,5.4,1934.0,137.0,16.3
202205030609,10,45,12.4,628.6,103.4,28.2
202205030610,10,45,9.6,1330.1,132.6,20.0
202205030611,15,105,22.6,3663.0,239.9,55.4
202205030612,16,120,24.5,9999.8,405.4,60.6
202209030201,16,120,10.9,3042.2,366.4,67.3
202209030202,18,153,11.9,8194.5,627.3,98.5
202209030203,16,120,12.7,5903.7,417.9,72.5
202209030204,16,120,17.3,3796.4,435.5,103.1
202209030205,14,91,22.5,1595.7,205.3,44.3
202209030206,16,120,14.7,5287.6,408.9,67.4
202209030207,11,55,10.1,1089.6,163.9,26.9
