horse_id,is_jackpot,jockey_id,jockey_trainer_combo_top3,race_id,umaban
2021103918,0,01192,,202604010407,3
2022102602,0,01218,,202604010407,4
2022102347,0,01221,,202604010407,5
2022105748,0,01191,,202604010407,6
2018103293,0,01206,,202604010407,7
2020103256,0,01214,,202604010407,8
2022103306,0,01217,,202604010407,9
2019105287,0,01194,,202604010407,10
2022106235,0,01209,,202604010407,11
2022103396,0,01202,,202604010407,12
2022106705,0,01222,,202604010407,13
2021104671,0,01193,,202604010407,14
2022100819,0,01187,,202604010407,15
2022105376,0,01119,,202604010408,1
2022100872,0,01161,,202604010408,2
2021103451,0,01212,,202604010408,3
2022100588,0,01217,,202604010408,4
2022104440,0,01169,,202604010408,5
2022104644,0,01095,,202604010408,6
2022101312,0,01203,,202604010408,7
2022105535,0,01135,,202604010408,8
2022103195,0,01160,,202604010408,9
2022102638,0,01127,,202604010408,10
2022104317,0,01204,,202604010408,11
2022106200,0,01152,,202604010408,12
2022104391,0,01168,,202604010408,13
2022106656,0,01221,,202604010408,14
2021101427,0,05675,,202604010408,15
2022100684,0,00689,,202604010409,1
2021103237,0,01150,,202604010409,2
2022105290,0,01160,,202604010409,3
2022101307,0,01143,,202604010409,4
2020105189,0,01144,,202604010409,5
2022105154,0,01135,,202604010409,6
2022104587,0,01193,,202604010409,7
2022103494,0,01192,,202604010409,8
2022104187,0,01161,,202604010409,9
2022105367,0,01168,,202604010409,10
2021101003,0,01185,,202604010409,11
2022103510,0,01117,,202604010409,12
2021104103,0,01152,,202604010409,13
2022105597,0,05675,,202604010409,14
2017103267,0,01161,,202604010410,1
2021101305,0,01217,,202604010410,2
2022105925,0,01160,,202604010410,3
2020101913,0,01127,,202604010410,4
2021105094,0,01191,,202604010410,5
2021105984,0,01185,,202604010410,6
2021106054,0,01212,,202604010410,7
2021104751,0,01176,,202604010410,8
2020106205,0,01141,,202604010410,9
2022107226,0,01158,,202604010410,10
2022101677,0,01221,,202604010410,11
2020105147,0,01153,,202604010410,12
2022107133,0,01214,,202604010410,13
2021105971,0,01144,,202604010410,14
2017104172,0,01161,,202604010411,1
2022106155,0,01192,,202604010411,2
2021100019,0,01168,,202604010411,3
2019101348,0,01131,,202604010411,4
2018105454,0,01160,,202604010411,5
2021104830,0,01176,,202604010411,6
2022105291,0,01150,,202604010411,7
2020102625,0,01223,,202604010411,8
2022104751,0,01125,,202604010411,9
2021105548,0,01135,,202604010411,10
2021100139,0,05675,,202604010411,11
2021102888,0,01144,,202604010411,12
2022110114,0,00689,,202604010411,13
2022105128,0,01152,,202604010411,14
2022102305,0,01185,,202604010412,1
2022107258,0,01141,,202604010412,2
2021106308,0,01209,,202604010412,3
2022101108,0,01144,,202604010412,4
2021104140,0,05675,,202604010412,5
2022102770,0,01191,,202604010412,6
2021103932,0,01221,,202604010412,7
2022105279,0,01161,,202604010412,8
2022106433,0,01192,,202604010412,9
2021101414,0,01204,,202604010412,10
2022104501,0,01117,,202604010412,11
2022103058,0,01168,,202604010412,12
2022106835,0,01150,,202604010412,13
2023102096,0,01179,,202605020601,1
2023104394,0,01140,,202605020601,2
2023104508,0,01075,,202605020601,3
2023101005,0,00733,,202605020601,4
2023106294,0,01183,,202605020601,5
2023106481,0,01077,,202605020601,6
2023104274,0,01085,,202605020601,7
2023104432,0,01178,,202605020601,8
2023106349,0,01181,,202605020601,9
2023106314,0,05674,,202605020601,10
2023107349,0,01092,,202605020601,11
2023102932,0,01096,,202605020601,12
2023103659,0,01200,,202605020601,13
2023104602,0,01162,,202605020601,14
2023102525,0,01197,,202605020601,15
2023106609,0,01009,,202605020601,16
2023103133,0,01043,,202605020602,1
2023102868,0,01197,,202605020602,2
2023105179,0,01085,,202605020602,3
2023101870,0,01075,,202605020602,4
2023109055,0,01184,,202605020602,5
2023106352,0,01162,,202605020602,6
2023105866,0,01126,,202605020602,7
2023100805,0,01181,,202605020602,8
2023105355,0,01179,,202605020602,9
2023100770,0,01180,,202605020602,10
2023105022,0,05674,,202605020602,11
2023101801,0,01207,,202605020602,12
2023107462,0,01129,,202605020602,13
