horse_career_n_races,horse_career_top3,horse_id,horse_last_agari,horse_last_class,horse_last_distance,horse_last_finish,horse_last_jockey,horse_last_pass1,horse_last_pass4,horse_last_surface,horse_last_trainer,horse_recent5_top3,horse_recent5_win,is_jackpot,jockey_id,jockey_recent30_n,jockey_recent30_top3,jockey_recent30_win,jockey_trainer_combo_top3,race_id,trainer_recent30_top3,trainer_recent30_win,umaban
2,0.0,2023102544,37.6,7,1800,12,1212,7.0,9.0,芝,1039,0.0,0.0,0,01186,30,0.23333333333333334,0.1,0.2542372881355932,202608030203,0.13333333333333333,0.0,9
,,2023100493,,,,,,,,,,,,0,01102,30,0.2,0.1,,202608030203,,,10
2,0.5,2023102408,34.1,7,1200,3,5680,0.0,11.0,芝,1211,0.5,0.0,0,05203,30,0.3,0.13333333333333333,0.0,202608030203,0.26666666666666666,0.1,11
1,0.0,2023102229,34.7,15,1600,18,1093,0.0,16.0,芝,1098,0.0,0.0,0,01222,30,0.03333333333333333,0.03333333333333333,,202608030203,0.13333333333333333,0.03333333333333333,12
5,0.0,2023106420,36.1,7,1400,9,1018,0.0,2.0,芝,1101,0.0,0.0,0,05386,30,0.43333333333333335,0.16666666666666666,0.19230769230769232,202608030203,0.26666666666666666,0.06666666666666667,13
1,0.0,2023107125,34.4,15,1200,8,1154,0.0,12.0,芝,1073,0.0,0.0,0,01180,30,0.26666666666666666,0.06666666666666667,0.4,202608030203,0.13333333333333333,0.03333333333333333,14
1,0.0,2023103794,34.1,15,1600,5,1032,0.0,4.0,芝,1144,0.0,0.0,0,01032,30,0.23333333333333334,0.1,0.2869198312236287,202608030203,0.16666666666666666,0.0,15
2,0.0,2023104358,40.2,7,1400,10,1174,0.0,3.0,ダ,1186,0.0,0.0,0,01174,30,0.3,0.1,0.41964285714285715,202608030203,0.26666666666666666,0.06666666666666667,16
,,2023102214,,,,,,,,,,,,0,01193,30,0.16666666666666666,0.06666666666666667,,202608030203,,,17
2,0.0,2023103829,37.8,7,1200,9,1138,0.0,13.0,ダ,1091,0.0,0.0,0,01141,30,0.06666666666666667,0.03333333333333333,0.0,202608030203,0.03333333333333333,0.0,18
2,0.0,2023103586,40.8,7,1800,13,1171,12.0,13.0,ダ,1039,0.0,0.0,0,01212,30,0.03333333333333333,0.0,0.18617021276595744,202608030205,0.13333333333333333,0.0,1
,,2023106218,,,,,,,,,,,,0,01032,30,0.23333333333333334,0.1,,202608030205,,,2
2,0.0,2023100604,38.5,7,1400,11,1032,0.0,16.0,ダ,1209,0.0,0.0,0,01208,30,0.06666666666666667,0.0,,202608030205,0.16666666666666666,0.03333333333333333,3
1,0.0,2023104419,35.7,15,2000,14,1220,14.0,13.0,芝,1180,0.0,0.0,0,01186,30,0.23333333333333334,0.1,0.0,202608030205,0.16666666666666666,0.1,4
,,2023107543,,,,,,,,,,,,0,01220,30,0.1,0.03333333333333333,,202608030205,,,5
,,2023102060,,,,,,,,,,,,0,01091,30,0.16666666666666666,0.1,,202608030205,,,6
,,2023105323,,,,,,,,,,,,0,01163,30,0.3333333333333333,0.13333333333333333,,202608030205,,,7
2,1.0,2023100288,35.3,7,2000,3,1157,4.0,3.0,芝,1181,1.0,0.0,0,00666,30,0.3,0.06666666666666667,0.4,202608030205,0.16666666666666666,0.0,8
1,0.0,2023107022,35.2,15,1600,9,1157,0.0,7.0,芝,1117,0.0,0.0,0,01171,30,0.3,0.06666666666666667,0.30357142857142855,202608030205,0.36666666666666664,0.2,9
,,2023104202,,,,,,,,,,,,0,01015,30,0.16666666666666666,0.06666666666666667,,202608030205,,,10
2,0.0,2023102455,34.3,7,1600,9,1166,0.0,12.0,芝,1123,0.0,0.0,0,01157,30,0.3333333333333333,0.2,0.2868217054263566,202608030205,0.23333333333333334,0.13333333333333333,11
,,2023104937,,,,,,,,,,,,0,01193,30,0.16666666666666666,0.06666666666666667,,202608030205,,,12
3,0.0,2023100241,43.5,7,1700,14,1179,2.0,1.0,ダ,1078,0.0,0.0,0,01181,30,0.0,0.0,0.22321428571428573,202608030206,0.13333333333333333,0.03333333333333333,1
4,0.5,2023101113,39.1,7,1400,3,1174,0.0,4.0,ダ,1066,0.5,0.0,0,01174,30,0.3,0.1,0.25,202608030206,0.2,0.06666666666666667,2
2,0.0,2023101199,40.7,7,1200,15,1208,0.0,8.0,ダ,1065,0.0,0.0,0,01208,30,0.06666666666666667,0.0,0.25526932084309134,202608030206,0.13333333333333333,0.0,3
2,0.0,2023107529,39.0,7,1400,6,1213,0.0,1.0,ダ,1194,0.0,0.0,0,01216,30,0.16666666666666666,0.06666666666666667,0.2857142857142857,202608030206,0.23333333333333334,0.1,4
3,0.6666666666666666,2023104700,38.0,7,1400,1,1126,0.0,1.0,ダ,1206,0.6666666666666666,0.3333333333333333,0,01213,30,0.36666666666666664,0.13333333333333333,0.3888888888888889,202608030206,0.2,0.06666666666666667,5
3,0.6666666666666666,2023110091,39.4,23,1400,7,1216,0.0,6.0,ダ,427,0.6666666666666666,0.3333333333333333,0,01191,30,0.13333333333333333,0.06666666666666667,0.1566265060240964,202608030206,0.23333333333333334,0.06666666666666667,6
,,2023100612,,,,,,,,,,,,0,05386,30,0.43333333333333335,0.16666666666666666,,202608030206,,,7
3,0.6666666666666666,2023107535,37.8,7,1400,1,1088,0.0,2.0,ダ,427,0.6666666666666666,0.3333333333333333,0,01180,30,0.26666666666666666,0.06666666666666667,0.2604166666666667,202608030206,0.23333333333333334,0.06666666666666667,8
8,0.375,2023102208,37.1,23,1400,4,1142,0.0,7.0,ダ,1198,0.4,0.2,0,01015,30,0.16666666666666666,0.06666666666666667,0.2,202608030206,0.06666666666666667,0.0,9
,,2023105126,,,,,,,,,,,,0,01171,30,0.3,0.06666666666666667,,202608030206,,,10
4,0.25,2023106228,39.8,7,1400,13,1213,0.0,9.0,ダ,1123,0.25,0.0,0,01091,30,0.16666666666666666,0.1,0.1111111111111111,202608030206,0.23333333333333334,0.13333333333333333,11
6,0.0,2022106715,35.5,7,1600,7,1200,0.0,3.0,芝,1055,0.0,0.0,0,01157,30,0.3333333333333333,0.2,0.32,202608030207,0.3333333333333333,0.1,1
31,0.25806451612903225,2020103772,39.6,23,1800,10,1015,12.0,8.0,芝,1170,0.2,0.0,0,01091,30,0.16666666666666666,0.1,0.25,202608030207,0.2,0.1,2
12,0.25,2022101605,35.5,23,2200,2,5203,16.0,7.0,芝,431,0.6,0.2,1,05203,30,0.3,0.13333333333333333,0.3333333333333333,202608030207,0.26666666666666666,0.03333333333333333,3
13,0.3076923076923077,2020102736,34.7,43,1600,12,1156,0.0,3.0,芝,1197,0.2,0.0,0,01156,30,0.06666666666666667,0.03333333333333333,0.0,202608030207,0.16666666666666666,0.1,4
5,0.4,2021105803,38.7,23,2600,10,1085,3.0,7.0,芝,1164,0.4,0.2,0,01174,30,0.3,0.1,0.425531914893617,202608030207,0.23333333333333334,0.13333333333333333,5
4,0.0,2022104947,33.4,23,1600,12,1138,0.0,15.0,芝,1185,0.0,0.0,0,01186,30,0.23333333333333334,0.1,0.125,202608030207,0.16666666666666666,0.1,6
10,0.1,2022105766,38.6,23,1800,12,1163,10.0,10.0,ダ,1075,0.0,0.0,0,01163,30,0.3333333333333333,0.13333333333333333,0.3220883534136546,202608030207,0.2,0.06666666666666667,7
10,0.2,2022104724,41.6,23,2400,12,1221,5.0,11.0,ダ,1144,0.4,0.0,0,01220,30,0.1,0.03333333333333333,0.0,202608030207,0.16666666666666666,0.0,8
13,0.23076923076923078,2022101562,38.6,23,1800,11,1157,9.0,10.0,ダ,1084,0.0,0.0,0,01015,30,0.16666666666666666,0.06666666666666667,0.15873015873015872,202608030207,0.13333333333333333,0.03333333333333333,9
11,0.0,2021105047,35.8,23,1800,15,1157,0.0,1.0,芝,1181,0.0,0.0,0,01208,30,0.06666666666666667,0.0,0.125,202608030207,0.16666666666666666,0.0,10
9,0.3333333333333333,2022107106,33.8,23,1600,4,1168,0.0,5.0,芝,1146,0.0,0.0,0,01115,30,0.2,0.03333333333333333,0.3815789473684211,202608030207,0.23333333333333334,0.1,11
5,0.4,2022110060,33.9,23,2200,2,1208,9.0,10.0,芝,1176,0.4,0.2,0,01102,30,0.2,0.1,0.4230769230769231,202608030207,0.4666666666666667,0.23333333333333334,12
17,0.058823529411764705,2020106843,34.1,23,1400,11,1154,0.0,12.0,芝,1042,0.0,0.0,0,01125,30,0.16666666666666666,0.0,0.08620689655172414,202608030207,0.2,0.03333333333333333,13
8,0.5,2022103063,34.9,23,2000,7,1213,7.0,3.0,芝,1151,0.4,0.2,0,01180,30,0.26666666666666666,0.06666666666666667,0.30501089324618735,202608030207,0.36666666666666664,0.2,14
10,0.4,2022110143,37.4,23,1800,9,1156,15.0,12.0,ダ,1185,0.2,0.0,0,01157,30,0.3333333333333333,0.2,0.3902439024390244,202608030208,0.16666666666666666,0.1,1
15,0.4666666666666667,2020106922,37.6,23,1700,6,1193,12.0,5.0,ダ,1139,0.4,0.0,0,01220,30,0.1,0.03333333333333333,,202608030208,0.13333333333333333,0.06666666666666667,2
12,0.5,2022102710,37.0,23,1800,4,1126,8.0,9.0,ダ,1142,0.4,0.0,0,01174,30,0.3,0.1,0.36538461538461536,202608030208,0.03333333333333333,0.0,3
10,0.1,2022104729,36.4,23,1200,7,1174,0.0,11.0,ダ,1158,0.0,0.0,0,01213,30,0.36666666666666664,0.13333333333333333,0.22727272727272727,202608030208,0.13333333333333333,0.03333333333333333,4
6,0.3333333333333333,2022103587,38.6,7,2000,1,1157,4.0,4.0,ダ,1185,0.4,0.2,0,01186,30,0.23333333333333334,0.1,0.125,202608030208,0.16666666666666666,0.1,5
12,0.4166666666666667,2022105795,38.5,7,1800,2,1216,5.0,4.0,ダ,1082,0.4,0.0,0,01216,30,0.16666666666666666,0.06666666666666667,0.5,202608030208,0.16666666666666666,0.06666666666666667,6
9,0.5555555555555556,2021110139,37.5,23,1800,11,5680,9.0,12.0,ダ,1205,0.4,0.0,0,01091,30,0.16666666666666666,0.1,,202608030208,0.3,0.1,7
9,0.3333333333333333,2022104176,37.5,23,1800,7,1176,15.0,12.0,ダ,1078,0.2,0.2,0,01181,30,0.0,0.0,0.22321428571428573,202608030208,0.13333333333333333,0.03333333333333333,8
7,0.2857142857142857,2022104214,38.3,23,2200,15,666,6.0,3.0,芝,1193,0.4,0.2,0,01208,30,0.06666666666666667,0.0,0.36,202608030208,0.1,0.0,9
12,0.25,2021105772,37.5,23,1700,2,1202,5.0,2.0,ダ,1210,0.6,0.0,0,05386,30,0.43333333333333335,0.16666666666666666,0.0,202608030208,0.2,0.03333333333333333,10
3,0.6666666666666666,2022105129,37.4,7,1800,1,1088,6.0,3.0,ダ,1137,0.6666666666666666,0.3333333333333333,0,01171,30,0.3,0.06666666666666667,0.4409448818897638,202608030208,0.36666666666666664,0.13333333333333333,11
8,0.375,2022106174,14.4,7,2910,9,1139,8.0,9.0,ダ,1111,0.2,0.2,0,01115,30,0.2,0.03333333333333333,0.3142857142857143,202608030208,0.23333333333333334,0.13333333333333333,12
9,0.1111111111111111,2022104654,39.2,23,1800,9,1102,1.0,1.0,ダ,1176,0.0,0.0,0,01102,30,0.2,0.1,0.4230769230769231,202608030208,0.4666666666666667,0.23333333333333334,13
8,0.25,2022107299,38.1,23,1800,8,1168,8.0,10.0,ダ,1173,0.2,0.2,0,01141,30,0.06666666666666667,0.03333333333333333,0.09859154929577464,202608030208,0.26666666666666666,0.06666666666666667,14
16,0.375,2021103064,38.7,23,1700,11,1180,15.0,16.0,ダ,1095,0.2,0.2,0,01180,30,0.26666666666666666,0.06666666666666667,0.2811594202898551,202608030208,0.16666666666666666,0.0,15
12,0.25,2021105247,36.3,23,2600,13,1191,6.0,8.0,芝,1164,0.4,0.2,0,01157,30,0.3333333333333333,0.2,0.2898550724637681,202608030209,0.23333333333333334,0.13333333333333333,1
8,0.875,2022104799,35.5,43,2500,2,5339,8.0,9.0,芝,1097,0.8,0.2,0,05386,30,0.43333333333333335,0.16666666666666666,0.4418604651162791,202608030209,0.26666666666666666,0.06666666666666667,2
15,0.2,2021101554,36.9,43,1800,11,1212,13.0,14.0,ダ,1039,0.0,0.0,0,01212,30,0.03333333333333333,0.0,0.18617021276595744,202608030209,0.13333333333333333,0.0,3
15,0.4,2022103522,35.6,43,2200,3,1161,3.0,3.0,芝,1156,0.6,0.2,0,05203,30,0.3,0.13333333333333333,0.3333333333333333,202608030209,0.16666666666666666,0.0,4
6,0.5,2022106626,33.2,23,1600,9,1157,0.0,18.0,芝,1071,0.4,0.2,0,01174,30,0.3,0.1,0.40336134453781514,202608030209,0.3333333333333333,0.06666666666666667,5
36,0.3055555555555556,2018104512,35.6,43,2200,7,1220,3.0,3.0,芝,429,0.2,0.0,0,01180,30,0.26666666666666666,0.06666666666666667,0.33014354066985646,202608030209,0.16666666666666666,0.06666666666666667,6
33,0.36363636363636365,2016102767,33.7,43,2400,5,1018,5.0,5.0,芝,1042,0.2,0.0,0,01220,30,0.1,0.03333333333333333,0.14285714285714285,202608030209,0.2,0.03333333333333333,7
14,0.35714285714285715,2022102303,36.6,23,2200,5,1174,7.0,10.0,芝,1084,0.6,0.2,0,00666,30,0.3,0.06666666666666667,0.4406779661016949,202608030209,0.13333333333333333,0.03333333333333333,8
13,0.3076923076923077,2022105422,32.9,43,1600,10,1037,0.0,11.0,芝,1099,0.2,0.2,0,01037,30,0.2,0.06666666666666667,0.12804878048780488,202608030209,0.2,0.1,9
27,0.2962962962962963,2019103816,35.5,43,1800,11,1170,12.0,11.0,芝,1148,0.0,0.0,0,01216,30,0.16666666666666666,0.06666666666666667,0.07142857142857142,202608030209,0.3,0.1,10
11,0.36363636363636365,2022101601,34.1,23,1800,7,1213,0.0,16.0,芝,1166,0.4,0.0,0,01171,30,0.3,0.06666666666666667,0.1875,202608030209,0.3,0.16666666666666666,11
8,0.625,2020103487,34.9,67,2000,5,1088,0.0,1.0,芝,1137,0.4,0.2,0,01141,30,0.06666666666666667,0.03333333333333333,0.2688679245283019,202608030210,0.36666666666666664,0.13333333333333333,1
15,0.3333333333333333,2021105856,34.6,67,2000,10,1093,0.0,8.0,芝,1075,0.4,0.0,0,01163,30,0.3333333333333333,0.13333333333333333,0.3220883534136546,202608030210,0.2,0.06666666666666667,2
8,0.375,2022102744,33.2,43,1600,1,5339,0.0,6.0,芝,1105,0.4,0.4,0,00666,30,0.3,0.06666666666666667,0.42346938775510207,202608030210,0.4666666666666667,0.06666666666666667,3
5,0.6,2022105475,35.8,43,1800,5,1174,5.0,6.0,芝,1158,0.6,0.4,0,01213,30,0.36666666666666664,0.13333333333333333,0.22727272727272727,202608030210,0.13333333333333333,0.03333333333333333,4
8,0.625,2022100699,35.8,43,1800,1,5212,2.0,2.0,芝,1104,0.6,0.4,0,01115,30,0.2,0.03333333333333333,0.2222222222222222,202608030210,0.23333333333333334,0.1,5
22,0.36363636363636365,2020104297,34.4,67,2000,10,1216,5.0,5.0,芝,1110,0.4,0.2,0,01015,30,0.16666666666666666,0.06666666666666667,0.5,202608030210,0.16666666666666666,0.06666666666666667,6
20,0.45,2020100976,35.1,67,2200,4,1088,9.0,6.0,芝,1205,0.0,0.0,0,01091,30,0.16666666666666666,0.1,,202608030210,0.3,0.1,7
11,0.2727272727272727,2022100084,34.5,43,2000,7,1091,8.0,7.0,芝,1042,0.2,0.0,0,01157,30,0.3333333333333333,0.2,0.19444444444444445,202608030210,0.2,0.03333333333333333,8
21,0.47619047619047616,2021102246,34.6,67,1600,15,1127,0.0,11.0,芝,1105,0.4,0.0,0,01220,30,0.1,0.03333333333333333,0.0,202608030210,0.4666666666666667,0.06666666666666667,9
7,0.42857142857142855,2022102500,35.6,43,2200,6,1180,3.0,3.0,芝,1144,0.4,0.2,0,01032,30,0.23333333333333334,0.1,0.2869198312236287,202608030210,0.16666666666666666,0.0,10
5,0.6,2022104750,33.7,43,2000,1,5339,0.0,6.0,芝,399,0.6,0.6,0,05386,30,0.43333333333333335,0.16666666666666666,0.4216417910447761,202608030210,0.13333333333333333,0.03333333333333333,11
7,0.5714285714285714,2022104638,33.0,43,1800,1,1102,0.0,8.0,芝,1168,0.8,0.6,0,01102,30,0.2,0.1,0.38,202608030210,0.4666666666666667,0.3,12
18,0.7222222222222222,2019104732,35.2,43,2000,4,1200,4.0,7.0,芝,1055,0.4,0.0,0,01171,30,0.3,0.06666666666666667,0.21428571428571427,202608030210,0.3333333333333333,0.1,13
11,0.5454545454545454,2021104854,34.0,67,1800,2,1200,0.0,3.0,芝,1055,0.6,0.2,0,01191,30,0.13333333333333333,0.06666666666666667,0.3333333333333333,202608030210,0.3333333333333333,0.1,14
23,0.34782608695652173,2020106660,34.2,67,1800,10,1180,0.0,1.0,芝,1148,0.0,0.0,0,01216,30,0.16666666666666666,0.06666666666666667,0.07142857142857142,202608030210,0.3,0.1,15
20,0.4,2020104013,33.3,67,1800,8,1163,0.0,10.0,芝,1148,0.0,0.0,0,01180,30,0.26666666666666666,0.06666666666666667,0.27835051546391754,202608030210,0.3,0.1,16
6,0.6666666666666666,2022105140,33.9,43,2000,2,1174,7.0,7.0,芝,1203,0.6,0.2,1,01174,30,0.3,0.1,0.525,202608030210,0.5,0.13333333333333333,17
12,0.4166666666666667,2021105578,34.4,67,1800,2,1160,1.0,1.0,芝,399,0.4,0.0,0,05203,30,0.3,0.13333333333333333,0.09090909090909091,202608030210,0.13333333333333333,0.03333333333333333,18
8,0.5,2022105891,35.2,115,1800,1,1091,1.0,1.0,芝,1200,0.4,0.2,0,01091,30,0.16666666666666666,0.1,0.4,202608030211,0.2,0.06666666666666667,1
16,0.625,2021110031,32.6,195,1600,4,1179,0.0,13.0,芝,1130,0.4,0.2,0,01174,30,0.3,0.1,0.3333333333333333,202608030211,0.13333333333333333,0.03333333333333333,2
15,0.5333333333333333,2021102419,33.9,67,1600,10,1043,0.0,15.0,芝,1092,0.4,0.2,0,01157,30,0.3333333333333333,0.2,0.3383458646616541,202608030211,0.23333333333333334,0.16666666666666666,3
18,0.3888888888888889,2020101813,33.1,131,1800,12,1160,0.0,9.0,芝,1129,0.0,0.0,0,01037,30,0.2,0.06666666666666667,0.1875,202608030211,0.16666666666666666,0.03333333333333333,4
31,0.45161290322580644,2019105239,34.5,163,2000,13,1032,8.0,4.0,芝,1117,0.0,0.0,0,01032,30,0.23333333333333334,0.1,0.3523809523809524,202608030211,0.36666666666666664,0.2,5
17,0.5294117647058824,2021105454,33.9,115,1600,3,1088,0.0,6.0,芝,1105,0.8,0.4,0,01208,30,0.06666666666666667,0.0,0.14705882352941177,202608030211,0.4666666666666667,0.06666666666666667,6
10,0.5,2021105117,33.2,67,1800,9,1216,0.0,12.0,芝,1168,0.4,0.2,0,01102,30,0.2,0.1,0.38,202608030211,0.4666666666666667,0.3,7
14,0.2857142857142857,2020103075,34.0,195,1600,14,1163,0.0,8.0,芝,1119,0.0,0.0,0,05203,30,0.3,0.13333333333333333,0.2727272727272727,202608030211,0.2,0.06666666666666667,8
6,0.5,2022105396,33.7,179,1400,6,1163,0.0,6.0,芝,1061,0.6,0.4,0,00666,30,0.3,0.06666666666666667,0.5056818181818182,202608030211,0.3333333333333333,0.13333333333333333,9
17,0.5882352941176471,2021100953,33.0,195,1600,3,1213,0.0,8.0,芝,1140,0.4,0.2,0,01213,30,0.36666666666666664,0.13333333333333333,0.4444444444444444,202608030211,0.3,0.03333333333333333,10
17,0.47058823529411764,2020107001,33.0,115,1600,5,1034,0.0,7.0,芝,1089,0.2,0.2,0,01220,30,0.1,0.03333333333333333,,202608030211,0.1,0.03333333333333333,11
13,0.5384615384615384,2021104893,33.7,179,1600,7,1197,0.0,5.0,芝,1055,0.4,0.4,0,01163,30,0.3333333333333333,0.13333333333333333,0.3333333333333333,202608030211,0.3333333333333333,0.1,12
29,0.2413793103448276,2019105482,33.9,163,1600,16,1161,0.0,16.0,芝,1132,0.0,0.0,0,01191,30,0.13333333333333333,0.06666666666666667,0.2,202608030211,0.26666666666666666,0.06666666666666667,13
28,0.32142857142857145,2018104708,33.0,195,1600,15,5203,0.0,17.0,芝,1165,0.4,0.4,0,01180,30,0.26666666666666666,0.06666666666666667,0.14285714285714285,202608030211,0.13333333333333333,0.06666666666666667,14
24,0.5833333333333334,2019105546,39.9,163,1700,14,660,12.0,11.0,ダ,1092,0.2,0.0,0,00660,30,0.23333333333333334,0.13333333333333333,0.3598326359832636,202608030211,0.23333333333333334,0.16666666666666666,15
9,0.5555555555555556,2021105724,38.6,195,1800,11,5339,2.0,2.0,ダ,399,0.4,0.4,0,05386,30,0.43333333333333335,0.16666666666666666,0.4216417910447761,202608030211,0.13333333333333333,0.03333333333333333,16
18,0.5555555555555556,2020100680,36.1,195,2500,12,1171,7.0,7.0,芝,1157,0.2,0.0,0,01171,30,0.3,0.06666666666666667,0.38071065989847713,202608030211,0.4666666666666667,0.26666666666666666,17
7,0.8571428571428571,2022104401,33.1,115,1600,1,1216,0.0,5.0,芝,1146,0.8,0.4,0,01216,30,0.16666666666666666,0.06666666666666667,0.43333333333333335,202608030211,0.23333333333333334,0.1,18
23,0.34782608695652173,2021106164,36.8,43,1800,10,1141,15.0,14.0,ダ,1121,0.2,0.0,0,01141,30,0.06666666666666667,0.03333333333333333,0.2777777777777778,202608030212,0.26666666666666666,0.06666666666666667,1
13,0.15384615384615385,2022103775,37.4,23,1400,8,1220,0.0,5.0,ダ,1212,0.2,0.0,0,01212,30,0.03333333333333333,0.0,0.14285714285714285,202608030212,0.23333333333333334,0.06666666666666667,2
19,0.3684210526315789,2021110012,37.6,23,1800,7,666,13.0,5.0,ダ,1092,0.4,0.0,0,00666,30,0.3,0.06666666666666667,0.37730870712401055,202608030212,0.23333333333333334,0.16666666666666666,3
