horse_career_n_races,horse_career_top3,horse_id,horse_last_agari,horse_last_class,horse_last_distance,horse_last_finish,horse_last_jockey,horse_last_pass1,horse_last_pass4,horse_last_surface,horse_last_trainer,horse_recent5_top3,horse_recent5_win,is_jackpot,jockey_id,jockey_recent30_n,jockey_recent30_top3,jockey_recent30_win,jockey_trainer_combo_top3,race_id,trainer_recent30_top3,trainer_recent30_win,umaban
,,2023107469,,,,,,,,,,,,0,01156,30,0.06666666666666667,0.03333333333333333,,202608030101,,,1
1,0.0,2023102028,35.3,15,2000,8,1157,2.0,2.0,芝,1154,0.0,0.0,0,01144,30,0.06666666666666667,0.0,0.225,202608030101,0.3,0.13333333333333333,2
,,2023105916,,,,,,,,,,,,0,01180,30,0.26666666666666666,0.06666666666666667,,202608030101,,,3
2,0.0,2023104099,38.3,7,1200,11,1212,0.0,13.0,ダ,1091,0.0,0.0,0,01195,30,0.1,0.03333333333333333,0.1724137931034483,202608030101,0.03333333333333333,0.0,4
1,1.0,2023103316,37.9,15,1700,3,666,4.0,3.0,ダ,1105,1.0,0.0,0,01220,30,0.1,0.03333333333333333,0.0,202608030101,0.4666666666666667,0.06666666666666667,5
2,0.5,2023106948,38.7,7,1400,4,5473,0.0,5.0,ダ,1159,0.5,0.0,0,01171,30,0.3,0.06666666666666667,0.23529411764705882,202608030101,0.4,0.13333333333333333,6
1,0.0,2023100945,37.1,15,1400,11,1115,0.0,11.0,ダ,1185,0.0,0.0,0,01138,30,0.16666666666666666,0.03333333333333333,0.19230769230769232,202608030101,0.16666666666666666,0.1,7
,,2023101049,,,,,,,,,,,,0,01212,30,0.03333333333333333,0.0,,202608030101,,,8
,,2023101650,,,,,,,,,,,,0,01174,30,0.3,0.1,,202608030101,,,9
1,0.0,2023105194,43.1,15,1800,14,1208,8.0,10.0,ダ,1065,0.0,0.0,0,01208,30,0.06666666666666667,0.0,0.25526932084309134,202608030101,0.13333333333333333,0.0,10
,,2023104066,,,,,,,,,,,,0,01157,30,0.3333333333333333,0.2,,202608030101,,,11
,,2023103548,,,,,,,,,,,,0,01213,30,0.36666666666666664,0.13333333333333333,,202608030101,,,12
,,2023103713,,,,,,,,,,,,0,01186,30,0.23333333333333334,0.1,,202608030101,,,13
,,2023102223,,,,,,,,,,,,0,01154,30,0.13333333333333333,0.03333333333333333,,202608030101,,,14
,,2023100197,,,,,,,,,,,,0,00732,30,0.16666666666666666,0.0,,202608030101,,,15
,,2023104012,,,,,,,,,,,,0,01015,30,0.16666666666666666,0.06666666666666667,,202608030101,,,16
,,2023101069,,,,,,,,,,,,0,01208,30,0.06666666666666667,0.0,,202608030102,,,1
4,0.0,2023105583,35.7,7,1400,11,1213,0.0,8.0,芝,1095,0.0,0.0,0,01180,30,0.26666666666666666,0.06666666666666667,0.2811594202898551,202608030102,0.16666666666666666,0.0,2
1,1.0,2023104876,37.3,15,1400,3,1174,0.0,7.0,ダ,1161,1.0,0.0,1,01174,30,0.3,0.1,0.34210526315789475,202608030102,0.3,0.0,3
,,2023106358,,,,,,,,,,,,0,01222,30,0.03333333333333333,0.03333333333333333,,202608030102,,,4
,,2023100786,,,,,,,,,,,,0,01147,30,0.03333333333333333,0.0,,202608030102,,,5
2,0.0,2023105801,35.3,7,1800,8,1213,0.0,4.0,芝,1194,0.0,0.0,0,01034,30,0.06666666666666667,0.0,0.19047619047619047,202608030102,0.23333333333333334,0.1,6
2,0.0,2023106124,37.2,7,1800,16,1034,0.0,5.0,芝,1069,0.0,0.0,0,00732,30,0.16666666666666666,0.0,0.24761904761904763,202608030102,0.13333333333333333,0.0,7
,,2023100608,,,,,,,,,,,,0,01126,30,0.36666666666666664,0.2,,202608030102,,,8
3,0.0,2023102218,36.9,7,1600,14,1154,0.0,4.0,芝,1142,0.0,0.0,0,01138,30,0.16666666666666666,0.03333333333333333,0.08571428571428572,202608030102,0.03333333333333333,0.0,9
,,2023103630,,,,,,,,,,,,0,01157,30,0.3333333333333333,0.2,,202608030102,,,10
5,0.2,2023105738,39.4,7,1400,4,1102,0.0,2.0,ダ,1075,0.2,0.0,0,01144,30,0.06666666666666667,0.0,0.2375,202608030102,0.2,0.06666666666666667,11
1,0.0,2023103325,34.5,15,1600,10,1144,0.0,13.0,芝,1160,0.0,0.0,0,01115,30,0.2,0.03333333333333333,0.3427230046948357,202608030102,0.3333333333333333,0.1,12
1,0.0,2023104503,44.7,15,1800,13,1126,6.0,14.0,ダ,1128,0.0,0.0,0,01216,30,0.16666666666666666,0.06666666666666667,0.2222222222222222,202608030102,0.3,0.1,13
,,2023104385,,,,,,,,,,,,0,01154,30,0.13333333333333333,0.03333333333333333,,202608030102,,,14
2,0.0,2023106223,36.7,7,1600,7,1171,0.0,4.0,芝,1173,0.0,0.0,0,01171,30,0.3,0.06666666666666667,0.32,202608030102,0.26666666666666666,0.06666666666666667,15
1,0.0,2023104345,35.5,15,1600,9,1186,0.0,8.0,芝,1069,0.0,0.0,0,01195,30,0.1,0.03333333333333333,0.125,202608030102,0.13333333333333333,0.0,16
1,1.0,2023103235,33.5,15,1600,2,666,0.0,7.0,芝,1061,1.0,0.0,0,01174,30,0.3,0.1,0.3403141361256545,202608030103,0.3333333333333333,0.13333333333333333,1
,,2023103081,,,,,,,,,,,,0,01144,30,0.06666666666666667,0.0,,202608030103,,,2
1,0.0,2023103605,36.2,15,1600,13,1115,0.0,13.0,芝,1105,0.0,0.0,0,00732,30,0.16666666666666666,0.0,0.07317073170731707,202608030103,0.4666666666666667,0.06666666666666667,3
,,2023103607,,,,,,,,,,,,0,01213,30,0.36666666666666664,0.13333333333333333,,202608030103,,,4
,,2023105993,,,,,,,,,,,,0,00726,30,0.0,0.0,,202608030103,,,5
,,2023101585,,,,,,,,,,,,0,01222,30,0.03333333333333333,0.03333333333333333,,202608030103,,,6
,,2023104321,,,,,,,,,,,,0,01181,30,0.0,0.0,,202608030103,,,7
2,0.0,2023105967,34.1,7,1600,7,1202,0.0,11.0,芝,1210,0.0,0.0,0,01126,30,0.36666666666666664,0.2,0.2857142857142857,202608030103,0.2,0.03333333333333333,8
2,1.0,2023105292,34.8,7,1600,2,5386,0.0,2.0,芝,1160,1.0,0.0,0,01115,30,0.2,0.03333333333333333,0.3427230046948357,202608030103,0.3333333333333333,0.1,9
5,0.0,2023103042,35.0,7,1200,5,1018,0.0,3.0,芝,1065,0.0,0.0,0,01208,30,0.06666666666666667,0.0,0.25526932084309134,202608030103,0.13333333333333333,0.0,10
2,0.5,2023106990,34.7,7,1800,7,1088,0.0,15.0,芝,1183,0.5,0.0,0,01216,30,0.16666666666666666,0.06666666666666667,0.3076923076923077,202608030103,0.3,0.13333333333333333,11
2,1.0,2023106894,34.2,7,1600,2,5473,0.0,4.0,芝,1209,1.0,0.0,0,01171,30,0.3,0.06666666666666667,0.6,202608030103,0.16666666666666666,0.03333333333333333,12
