horse_career_n_races,horse_career_top3,horse_id,horse_last_agari,horse_last_class,horse_last_distance,horse_last_finish,horse_last_jockey,horse_last_pass1,horse_last_pass4,horse_last_surface,horse_last_trainer,horse_recent5_top3,horse_recent5_win,is_jackpot,jockey_id,jockey_recent30_n,jockey_recent30_top3,jockey_recent30_win,jockey_trainer_combo_top3,race_id,trainer_recent30_top3,trainer_recent30_win,umaban
1,0.0,2023107095,33.8,15,1600,4,5678,0.0,4.0,芝,1187,0.0,0.0,0,05339,30,0.6,0.2,0.4,202606030701,0.1,0.06666666666666667,15
3,0.3333333333333333,2023100629,39.2,7,1800,2,1214,4.0,3.0,ダ,1038,0.3333333333333333,0.0,0,01075,30,0.36666666666666664,0.1,0.34523809523809523,202606030702,0.3333333333333333,0.06666666666666667,1
4,0.0,2023103196,34.7,7,2000,7,1154,7.0,8.0,芝,1135,0.0,0.0,0,01092,30,0.26666666666666666,0.06666666666666667,0.0,202606030702,0.06666666666666667,0.0,2
,,2023105754,,,,,,,,,,,,0,01201,30,0.03333333333333333,0.03333333333333333,,202606030702,,,3
3,0.0,2023105474,38.3,7,1700,5,1127,4.0,5.0,ダ,429,0.0,0.0,0,01184,30,0.1,0.0,,202606030702,0.16666666666666666,0.06666666666666667,4
1,0.0,2023102868,41.0,15,1800,7,5386,9.0,6.0,ダ,1112,0.0,0.0,0,01197,30,0.2,0.06666666666666667,0.2222222222222222,202606030702,0.2,0.1,5
2,0.5,2023105682,39.5,7,1800,6,5626,3.0,4.0,ダ,1124,0.5,0.0,0,01170,30,0.3,0.03333333333333333,0.32653061224489793,202606030702,0.0,0.0,6
1,0.0,2023105365,40.7,15,1800,10,1150,15.0,11.0,ダ,1145,0.0,0.0,0,05203,30,0.3,0.13333333333333333,0.25862068965517243,202606030702,0.16666666666666666,0.0,7
3,0.0,2023101841,37.9,7,1800,4,689,11.0,8.0,ダ,1079,0.0,0.0,0,00689,30,0.1,0.0,0.2,202606030702,0.13333333333333333,0.1,8
,,2023102319,,,,,,,,,,,,0,01158,30,0.0,0.0,,202606030702,,,9
1,0.0,2023103519,38.7,15,1800,5,1127,8.0,10.0,ダ,1059,0.0,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,0.125,202606030702,0.26666666666666666,0.13333333333333333,10
5,0.6,2023105838,40.3,7,1800,4,1168,2.0,2.0,ダ,1161,0.6,0.0,0,01140,30,0.26666666666666666,0.13333333333333333,0.2222222222222222,202606030702,0.3,0.0,11
2,0.0,2023103556,37.4,7,1400,6,1015,0.0,15.0,ダ,1212,0.0,0.0,0,01092,30,0.26666666666666666,0.06666666666666667,0.0,202606030703,0.23333333333333334,0.06666666666666667,1
4,0.0,2023105538,38.8,7,1200,8,1161,0.0,9.0,ダ,1043,0.0,0.0,0,01184,30,0.1,0.0,0.0,202606030703,0.03333333333333333,0.0,2
,,2023107462,,,,,,,,,,,,0,01143,30,0.16666666666666666,0.06666666666666667,,202606030703,,,3
2,0.0,2023100851,37.6,7,1200,4,689,0.0,11.0,ダ,1119,0.0,0.0,0,00689,30,0.1,0.0,0.11224489795918367,202606030703,0.2,0.06666666666666667,4
1,0.0,2023100961,37.2,15,1400,12,1122,0.0,10.0,芝,1113,0.0,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,1.0,202606030703,0.06666666666666667,0.0,5
,,2023102714,,,,,,,,,,,,0,01134,30,0.1,0.0,,202606030703,,,6
,,2023105630,,,,,,,,,,,,0,01158,30,0.0,0.0,,202606030703,,,7
,,2023104194,,,,,,,,,,,,0,01219,30,0.03333333333333333,0.0,,202606030703,,,8
1,0.0,2023105839,38.3,15,1400,4,1180,0.0,2.0,ダ,1194,0.0,0.0,0,05339,30,0.6,0.2,0.5,202606030703,0.23333333333333334,0.1,9
5,0.2,2023101712,38.9,7,1200,5,1085,0.0,6.0,ダ,1008,0.2,0.0,0,01085,30,0.1,0.0,0.15476190476190477,202606030703,0.2,0.06666666666666667,10
2,1.0,2023105795,35.2,7,1200,3,1170,0.0,6.0,芝,1118,1.0,0.0,1,01170,30,0.3,0.03333333333333333,0.3069306930693069,202606030703,0.13333333333333333,0.03333333333333333,11
1,0.0,2023103210,41.6,15,1200,16,1208,0.0,7.0,ダ,1215,0.0,0.0,0,01177,30,0.13333333333333333,0.03333333333333333,,202606030703,0.23333333333333334,0.03333333333333333,12
1,0.0,2023104567,43.0,15,1200,11,1184,0.0,6.0,ダ,1156,0.0,0.0,0,01183,30,0.03333333333333333,0.0,0.15217391304347827,202606030703,0.16666666666666666,0.0,13
1,0.0,2023106094,38.1,15,1200,9,1197,0.0,11.0,ダ,1109,0.0,0.0,0,01207,30,0.1,0.0,,202606030703,0.13333333333333333,0.03333333333333333,14
,,2023105885,,,,,,,,,,,,0,01169,30,0.03333333333333333,0.0,,202606030704,,,1
2,0.0,2023104023,34.8,7,1600,9,1009,0.0,2.0,芝,1165,0.0,0.0,0,01009,30,0.1,0.0,0.02857142857142857,202606030704,0.13333333333333333,0.06666666666666667,2
2,0.5,2023100419,39.8,7,1800,6,1162,10.0,5.0,ダ,1081,0.5,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.05714285714285714,202606030704,0.13333333333333333,0.0,3
4,0.0,2023102426,35.9,7,2000,11,1135,0.0,5.0,芝,1143,0.0,0.0,0,01109,30,0.1,0.03333333333333333,0.09004739336492891,202606030704,0.06666666666666667,0.03333333333333333,4
2,0.0,2023107348,37.8,7,1600,8,422,0.0,5.0,ダ,1147,0.0,0.0,0,05203,30,0.3,0.13333333333333333,0.16666666666666666,202606030704,0.43333333333333335,0.23333333333333334,5
,,2023105211,,,,,,,,,,,,0,01184,30,0.1,0.0,,202606030704,,,6
,,2023104504,,,,,,,,,,,,0,05339,30,0.6,0.2,,202606030704,,,7
1,0.0,2023105077,35.3,15,1800,6,5674,0.0,3.0,芝,1109,0.0,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,0.5,202606030704,0.13333333333333333,0.03333333333333333,8
,,2023104229,,,,,,,,,,,,0,01077,30,0.23333333333333334,0.06666666666666667,,202606030704,,,9
,,2023105081,,,,,,,,,,,,0,01140,30,0.26666666666666666,0.13333333333333333,,202606030704,,,10
2,0.0,2023102893,38.4,7,2000,16,641,8.0,11.0,芝,1074,0.0,0.0,0,01158,30,0.0,0.0,0.07407407407407407,202606030704,0.1,0.06666666666666667,11
,,2023104922,,,,,,,,,,,,0,01096,30,0.3,0.16666666666666666,,202606030704,,,12
,,2023100668,,,,,,,,,,,,0,01183,30,0.03333333333333333,0.0,,202606030704,,,13
1,0.0,2023100515,39.8,15,1600,8,1092,0.0,4.0,ダ,1064,0.0,0.0,0,01169,30,0.03333333333333333,0.0,0.17456021650879566,202606030705,0.1,0.0,1
3,0.0,2023105536,37.3,7,1800,9,1167,7.0,7.0,芝,1047,0.0,0.0,0,01153,30,0.16666666666666666,0.03333333333333333,0.0,202606030705,0.03333333333333333,0.0,2
2,0.0,2023102715,37.2,7,1200,14,726,0.0,15.0,ダ,1024,0.0,0.0,0,01201,30,0.03333333333333333,0.03333333333333333,0.05263157894736842,202606030705,0.06666666666666667,0.03333333333333333,3
,,2023101369,,,,,,,,,,,,0,01129,30,0.0,0.0,,202606030705,,,4
3,0.6666666666666666,2023106620,35.2,7,1800,10,1140,14.0,9.0,芝,1169,0.6666666666666666,0.0,0,01197,30,0.2,0.06666666666666667,0.2857142857142857,202606030705,0.16666666666666666,0.03333333333333333,5
,,2023104753,,,,,,,,,,,,0,05203,30,0.3,0.13333333333333333,,202606030705,,,6
7,0.0,2023100160,34.0,7,1400,7,1218,0.0,13.0,芝,1080,0.0,0.0,0,00689,30,0.1,0.0,0.09375,202606030705,0.13333333333333333,0.0,7
1,1.0,2023106886,33.0,15,1600,3,5339,0.0,3.0,芝,1175,1.0,0.0,1,05339,30,0.6,0.2,0.6363636363636364,202606030705,0.4,0.1,8
1,0.0,2023100161,36.1,15,1800,11,689,5.0,7.0,芝,1118,0.0,0.0,0,00733,30,0.13333333333333333,0.06666666666666667,0.3230769230769231,202606030705,0.13333333333333333,0.03333333333333333,9
1,0.0,2023102560,34.8,15,1400,12,1191,0.0,9.0,芝,1118,0.0,0.0,0,01077,30,0.23333333333333334,0.06666666666666667,0.2714285714285714,202606030705,0.13333333333333333,0.03333333333333333,10
,,2023105689,,,,,,,,,,,,0,01085,30,0.1,0.0,,202606030705,,,11
,,2023100314,,,,,,,,,,,,0,01075,30,0.36666666666666664,0.1,,202606030705,,,12
3,0.0,2023107066,40.2,7,1800,9,422,3.0,10.0,ダ,1079,0.0,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.2,202606030705,0.13333333333333333,0.1,13
1,0.0,2023106221,38.1,15,1200,9,1009,0.0,9.0,ダ,1043,0.0,0.0,0,01009,30,0.1,0.0,0.0,202606030705,0.03333333333333333,0.0,14
1,0.0,2023102396,34.9,15,1800,6,1179,0.0,2.0,芝,1088,0.0,0.0,0,01184,30,0.1,0.0,0.25,202606030705,0.3,0.03333333333333333,15
3,0.0,2023104069,35.0,7,1800,7,733,9.0,9.0,芝,1134,0.0,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,0.0,202606030705,0.0,0.0,16
1,1.0,2023105275,34.7,15,1600,1,1170,0.0,2.0,芝,1153,1.0,1.0,1,01170,30,0.3,0.03333333333333333,0.2692307692307692,202606030706,0.26666666666666666,0.03333333333333333,1
1,1.0,2023103386,35.7,15,1800,1,1160,2.0,1.0,芝,399,1.0,1.0,0,05386,30,0.43333333333333335,0.16666666666666666,0.4216417910447761,202606030706,0.13333333333333333,0.03333333333333333,2
,,2023103820,,,,,,,,,,,,0,01092,30,0.26666666666666666,0.06666666666666667,,202606030706,,,3
,,2023106776,,,,,,,,,,,,0,01207,30,0.1,0.0,,202606030706,,,4
2,1.0,2023107121,34.7,7,1800,1,5339,0.0,4.0,芝,1163,1.0,0.5,1,05339,30,0.6,0.2,0.5714285714285714,202606030706,0.26666666666666666,0.13333333333333333,5
2,0.5,2023106994,39.9,7,1800,3,5626,9.0,10.0,ダ,1175,0.5,0.0,0,01184,30,0.1,0.0,0.0,202606030706,0.4,0.1,6
8,0.375,2022102846,36.6,23,1600,11,660,0.0,13.0,ダ,1195,0.4,0.2,0,05674,30,0.26666666666666666,0.03333333333333333,0.3333333333333333,202606030707,0.16666666666666666,0.06666666666666667,1
57,0.03508771929824561,2020104778,35.3,43,2000,7,1215,7.0,6.0,芝,1063,0.0,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.042105263157894736,202606030707,0.03333333333333333,0.0,2
20,0.35,2021103537,34.0,23,2200,6,1197,9.0,10.0,芝,1088,0.2,0.0,0,01197,30,0.2,0.06666666666666667,0.08333333333333333,202606030707,0.3,0.03333333333333333,3
7,0.42857142857142855,2022104936,35.4,23,2000,6,1176,3.0,4.0,芝,1205,0.4,0.0,0,01184,30,0.1,0.0,0.0,202606030707,0.3,0.1,4
11,0.09090909090909091,2022104929,34.2,23,1600,10,5680,0.0,11.0,芝,1160,0.0,0.0,0,01092,30,0.26666666666666666,0.06666666666666667,0.42857142857142855,202606030707,0.3333333333333333,0.1,5
13,0.38461538461538464,2022101498,36.1,23,2400,9,1183,6.0,5.0,芝,1189,0.0,0.0,0,01183,30,0.03333333333333333,0.0,0.07142857142857142,202606030707,0.13333333333333333,0.0,6
2,1.0,2022105154,34.5,7,2400,1,1170,7.0,2.0,芝,1102,1.0,0.5,1,01170,30,0.3,0.03333333333333333,0.38095238095238093,202606030707,0.26666666666666666,0.1,7
5,0.4,2022102604,35.6,23,2200,3,1032,13.0,15.0,芝,1210,0.4,0.2,0,01140,30,0.26666666666666666,0.13333333333333333,1.0,202606030707,0.2,0.03333333333333333,8
7,0.42857142857142855,2022102745,40.8,23,1700,12,1122,2.0,2.0,ダ,1097,0.4,0.2,0,05386,30,0.43333333333333335,0.16666666666666666,0.4418604651162791,202606030707,0.26666666666666666,0.06666666666666667,9
7,0.7142857142857143,2022105338,36.8,23,2600,11,1091,16.0,14.0,芝,1191,0.8,0.2,0,05203,30,0.3,0.13333333333333333,0.3333333333333333,202606030707,0.4,0.06666666666666667,10
6,0.16666666666666666,2022101814,39.7,23,1800,7,1117,13.0,8.0,ダ,1089,0.2,0.2,0,01092,30,0.26666666666666666,0.06666666666666667,0.195,202606030708,0.1,0.03333333333333333,1
18,0.05555555555555555,2020103118,36.7,23,2100,2,1162,3.0,3.0,ダ,1182,0.2,0.0,0,05203,30,0.3,0.13333333333333333,0.22727272727272727,202606030708,0.36666666666666664,0.13333333333333333,2
10,0.2,2022104740,38.5,23,1900,4,1191,5.0,5.0,ダ,1055,0.0,0.0,0,05386,30,0.43333333333333335,0.16666666666666666,0.4222222222222222,202606030708,0.3333333333333333,0.1,3
31,0.16129032258064516,2019103219,38.6,23,1800,9,1109,13.0,10.0,ダ,1201,0.0,0.0,0,01109,30,0.1,0.03333333333333333,0.2727272727272727,202606030708,0.3,0.2,4
11,0.09090909090909091,2022103156,34.9,7,2200,7,1200,9.0,10.0,芝,1069,0.0,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.0,202606030708,0.13333333333333333,0.0,5
4,0.25,2021104822,39.6,23,1900,9,1181,2.0,3.0,ダ,1031,0.25,0.0,0,01077,30,0.23333333333333334,0.06666666666666667,0.0,202606030708,0.03333333333333333,0.0,6
8,0.25,2022100360,40.1,7,1700,10,1140,8.0,4.0,ダ,1195,0.4,0.0,0,01140,30,0.26666666666666666,0.13333333333333333,0.30526315789473685,202606030708,0.16666666666666666,0.06666666666666667,7
5,0.2,2022101438,38.1,23,1600,10,1216,0.0,2.0,ダ,1059,0.2,0.2,0,01184,30,0.1,0.0,0.0,202606030708,0.26666666666666666,0.13333333333333333,8
11,0.45454545454545453,2021106128,36.5,23,2200,15,1144,5.0,7.0,芝,1152,0.0,0.0,0,01009,30,0.1,0.0,0.0,202606030708,0.23333333333333334,0.06666666666666667,9
10,0.3,2022100557,38.5,7,1700,1,1140,12.0,1.0,ダ,1165,0.6,0.2,0,01096,30,0.3,0.16666666666666666,0.2289156626506024,202606030708,0.13333333333333333,0.06666666666666667,10
21,0.3333333333333333,2021101201,39.9,23,2500,7,1095,8.0,4.0,ダ,1141,0.2,0.0,0,01075,30,0.36666666666666664,0.1,0.2722772277227723,202606030708,0.16666666666666666,0.1,11
14,0.5714285714285714,2022106566,40.0,23,1700,10,1192,2.0,5.0,ダ,1206,0.6,0.2,0,01197,30,0.2,0.06666666666666667,0.25,202606030708,0.2,0.06666666666666667,12
12,0.16666666666666666,2022101481,39.6,23,2100,12,689,1.0,1.0,ダ,1119,0.2,0.2,0,00689,30,0.1,0.0,0.11224489795918367,202606030708,0.2,0.06666666666666667,13
11,0.5454545454545454,2022101255,40.0,23,2500,4,1085,12.0,6.0,ダ,1189,0.6,0.0,0,01085,30,0.1,0.0,0.19387755102040816,202606030708,0.13333333333333333,0.0,14
20,0.3,2021104850,37.6,23,1800,9,1095,11.0,12.0,ダ,1052,0.0,0.0,0,00733,30,0.13333333333333333,0.06666666666666667,0.08333333333333333,202606030708,0.06666666666666667,0.03333333333333333,15
13,0.38461538461538464,2022102383,37.8,23,1900,6,1206,13.0,10.0,ダ,1039,0.4,0.0,0,05339,30,0.6,0.2,0.5357142857142857,202606030708,0.13333333333333333,0.0,16
6,0.6666666666666666,2022104734,33.6,163,1200,10,1091,0.0,9.0,芝,1192,0.6,0.2,0,01077,30,0.23333333333333334,0.06666666666666667,0.2358490566037736,202606030709,0.5,0.13333333333333333,1
10,0.1,2022101469,40.3,43,1200,16,1169,0.0,5.0,ダ,1064,0.2,0.2,0,01169,30,0.03333333333333333,0.0,0.17456021650879566,202606030709,0.1,0.0,2
7,0.2857142857142857,2022104771,33.9,43,1200,5,1122,0.0,13.0,芝,1147,0.2,0.2,0,01092,30,0.26666666666666666,0.06666666666666667,0.19230769230769232,202606030709,0.43333333333333335,0.23333333333333334,3
16,0.4375,2022104197,34.8,23,1200,14,1170,0.0,10.0,芝,1190,0.4,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,,202606030709,0.13333333333333333,0.06666666666666667,4
24,0.4583333333333333,2020105073,34.5,23,1200,1,1178,0.0,2.0,芝,1209,0.2,0.2,0,01184,30,0.1,0.0,,202606030709,0.16666666666666666,0.03333333333333333,5
16,0.375,2021104074,40.3,23,1400,13,1203,0.0,5.0,ダ,1207,0.6,0.0,0,05386,30,0.43333333333333335,0.16666666666666666,0.25,202606030709,0.13333333333333333,0.0,6
8,0.5,2022101906,33.9,43,1200,6,1085,0.0,4.0,芝,1031,0.2,0.2,0,01085,30,0.1,0.0,0.13968957871396895,202606030709,0.03333333333333333,0.0,7
13,0.38461538461538464,2021101580,37.6,43,1600,16,1170,0.0,2.0,芝,1118,0.4,0.0,0,01170,30,0.3,0.03333333333333333,0.3069306930693069,202606030709,0.13333333333333333,0.03333333333333333,8
25,0.24,2020106987,34.6,43,1200,2,1134,0.0,5.0,芝,437,0.2,0.0,0,01134,30,0.1,0.0,0.09411764705882353,202606030709,0.03333333333333333,0.0,9
17,0.4117647058823529,2021101595,33.9,23,1200,12,1162,0.0,14.0,芝,1008,0.2,0.2,0,01096,30,0.3,0.16666666666666666,0.20699708454810495,202606030709,0.2,0.06666666666666667,10
43,0.09302325581395349,2018103485,33.2,43,1200,8,733,0.0,11.0,芝,1143,0.0,0.0,0,00733,30,0.13333333333333333,0.06666666666666667,0.0,202606030709,0.06666666666666667,0.03333333333333333,11
7,0.5714285714285714,2022102939,33.5,43,1200,2,1032,0.0,7.0,芝,1211,0.4,0.2,0,05339,30,0.6,0.2,0.5,202606030709,0.26666666666666666,0.1,12
20,0.45,2019101864,38.8,67,1800,6,1124,4.0,4.0,ダ,1180,0.2,0.0,0,01075,30,0.36666666666666664,0.1,,202606030710,0.16666666666666666,0.1,1
16,0.4375,2020104738,36.2,67,1800,4,1043,13.0,13.0,ダ,1153,0.0,0.0,0,01184,30,0.1,0.0,0.25,202606030710,0.26666666666666666,0.03333333333333333,2
39,0.358974358974359,2018104646,37.5,67,1700,11,1152,12.0,13.0,ダ,1124,0.2,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.06896551724137931,202606030710,0.0,0.0,3
7,0.7142857142857143,2021105356,35.2,67,1600,5,5339,0.0,6.0,ダ,1162,0.8,0.4,1,05339,30,0.6,0.2,0.5909090909090909,202606030710,0.43333333333333335,0.16666666666666666,4
5,0.6,2021106623,39.5,43,1800,6,1168,2.0,4.0,ダ,1162,0.6,0.4,0,01197,30,0.2,0.06666666666666667,0.07142857142857142,202606030710,0.43333333333333335,0.16666666666666666,5
15,0.4666666666666667,2021106797,38.5,67,2000,13,1092,9.0,9.0,ダ,1020,0.2,0.2,0,01077,30,0.23333333333333334,0.06666666666666667,0.22448979591836735,202606030710,0.1,0.0,6
24,0.4583333333333333,2020105494,34.5,67,1600,14,1158,0.0,6.0,芝,1079,0.4,0.0,0,01092,30,0.26666666666666666,0.06666666666666667,0.2909090909090909,202606030710,0.13333333333333333,0.1,7
15,0.6666666666666666,2021105182,37.1,67,1800,8,1197,13.0,8.0,ダ,1059,0.6,0.2,0,05674,30,0.26666666666666666,0.03333333333333333,0.125,202606030710,0.26666666666666666,0.13333333333333333,8
20,0.4,2021104416,39.0,67,1800,7,666,3.0,2.0,ダ,1205,0.4,0.2,0,05386,30,0.43333333333333335,0.16666666666666666,0.5,202606030710,0.3,0.1,9
4,0.75,2022102987,37.0,43,1700,1,1169,2.0,1.0,ダ,1017,0.75,0.75,0,01169,30,0.03333333333333333,0.0,0.21428571428571427,202606030710,0.43333333333333335,0.16666666666666666,10
14,0.6428571428571429,2021100170,35.8,67,1600,3,5339,0.0,8.0,ダ,1164,0.6,0.0,0,01096,30,0.3,0.16666666666666666,0.42105263157894735,202606030710,0.23333333333333334,0.13333333333333333,11
11,0.7272727272727273,2022101389,37.6,23,1800,2,1170,3.0,2.0,ダ,1026,1.0,0.2,1,01170,30,0.3,0.03333333333333333,0.2832980972515856,202606030710,0.2,0.03333333333333333,12
23,0.30434782608695654,2020100053,38.3,67,1800,11,1160,9.0,11.0,ダ,1128,0.2,0.2,0,05203,30,0.3,0.13333333333333333,0.32142857142857145,202606030710,0.3,0.1,13
13,0.23076923076923078,2021105958,37.6,43,1400,10,1018,0.0,11.0,ダ,1117,0.2,0.0,0,01077,30,0.23333333333333334,0.06666666666666667,0.21621621621621623,202606030712,0.36666666666666664,0.2,1
19,0.47368421052631576,2021100674,37.3,43,1400,14,1102,0.0,13.0,ダ,1127,0.0,0.0,0,01184,30,0.1,0.0,0.3,202606030712,0.4,0.1,2
42,0.23809523809523808,2019102163,36.9,43,1400,7,5684,0.0,14.0,ダ,1171,0.0,0.0,0,01009,30,0.1,0.0,0.26666666666666666,202606030712,0.13333333333333333,0.0,3
23,0.30434782608695654,2020105949,37.0,43,1400,7,5585,0.0,3.0,ダ,1134,0.2,0.0,0,01197,30,0.2,0.06666666666666667,0.0,202606030712,0.0,0.0,4
25,0.4,2019105041,35.8,43,1600,5,5678,0.0,6.0,ダ,1145,0.2,0.0,0,05203,30,0.3,0.13333333333333333,0.25862068965517243,202606030712,0.16666666666666666,0.0,5
38,0.13157894736842105,2020104960,37.0,43,1400,9,5613,0.0,16.0,ダ,1029,0.0,0.0,0,01158,30,0.0,0.0,0.10190217391304347,202606030712,0.1,0.03333333333333333,6
14,0.21428571428571427,2022100194,37.1,23,1200,4,1178,0.0,4.0,ダ,1178,0.4,0.0,0,01170,30,0.3,0.03333333333333333,0.6,202606030712,0.13333333333333333,0.03333333333333333,7
6,0.16666666666666666,2022103859,37.4,23,1200,1,1109,0.0,2.0,ダ,1116,0.2,0.2,0,01109,30,0.1,0.03333333333333333,0.1111111111111111,202606030712,0.2,0.16666666666666666,8
14,0.2857142857142857,2021100639,36.5,43,1400,9,1216,0.0,11.0,ダ,1180,0.2,0.2,0,01096,30,0.3,0.16666666666666666,0.2727272727272727,202606030712,0.16666666666666666,0.1,9
4,0.75,2022106568,37.2,43,1200,10,1179,0.0,5.0,ダ,1088,0.75,0.5,0,00689,30,0.1,0.0,0.13978494623655913,202606030712,0.3,0.03333333333333333,10
5,0.6,2022107359,36.4,43,1200,6,1170,0.0,8.0,ダ,1199,0.6,0.4,0,01143,30,0.16666666666666666,0.06666666666666667,0.25,202606030712,0.3,0.13333333333333333,11
13,0.46153846153846156,2021104058,37.0,23,1200,8,1161,0.0,6.0,ダ,1047,0.4,0.0,0,05339,30,0.6,0.2,0.3333333333333333,202606030712,0.03333333333333333,0.0,12
8,0.25,2022100574,38.1,23,1150,11,1091,0.0,3.0,ダ,1048,0.2,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.23423423423423423,202606030712,0.2,0.06666666666666667,13
1,1.0,2023101421,37.5,15,1200,2,1143,0.0,1.0,ダ,1127,1.0,0.0,0,01206,30,0.13333333333333333,0.06666666666666667,0.36363636363636365,202603010301,0.4,0.1,1
1,0.0,2023106556,38.5,15,1200,8,1124,0.0,3.0,ダ,1113,0.0,0.0,0,01124,30,0.23333333333333334,0.06666666666666667,0.24074074074074073,202603010301,0.06666666666666667,0.0,2
1,0.0,2023105592,38.9,15,1400,7,1160,0.0,7.0,ダ,1089,0.0,0.0,0,01194,30,0.1,0.03333333333333333,0.0,202603010301,0.1,0.03333333333333333,3
1,0.0,2023102525,36.6,15,1600,9,5626,0.0,4.0,芝,1103,0.0,0.0,0,01221,30,0.1,0.06666666666666667,0.0,202603010301,0.13333333333333333,0.0,4
1,0.0,2023103841,43.3,15,1800,13,422,8.0,12.0,ダ,1112,0.0,0.0,0,01223,30,0.13333333333333333,0.06666666666666667,,202603010301,0.2,0.1,5
1,0.0,2023103226,35.9,15,1200,8,1209,0.0,6.0,芝,1089,0.0,0.0,0,01204,30,0.13333333333333333,0.03333333333333333,,202603010301,0.1,0.03333333333333333,6
,,2023106702,,,,,,,,,,,,0,01112,30,0.13333333333333333,0.03333333333333333,,202603010301,,,7
,,2023106156,,,,,,,,,,,,0,01141,30,0.06666666666666667,0.03333333333333333,,202603010301,,,8
4,0.0,2023100452,36.2,7,1200,6,1157,0.0,8.0,ダ,1178,0.0,0.0,0,01185,30,0.23333333333333334,0.0,,202603010301,0.13333333333333333,0.03333333333333333,9
1,0.0,2023106207,39.5,15,1200,11,1170,0.0,7.0,ダ,1023,0.0,0.0,0,01203,30,0.06666666666666667,0.06666666666666667,0.0,202603010301,0.13333333333333333,0.06666666666666667,10
5,0.2,2023106359,38.5,7,1150,7,1216,0.0,8.0,ダ,1200,0.2,0.0,0,01091,30,0.16666666666666666,0.1,0.4,202603010301,0.2,0.06666666666666667,11
1,0.0,2023100756,35.4,15,1400,10,1153,0.0,3.0,芝,1152,0.0,0.0,0,01218,30,0.03333333333333333,0.0,,202603010301,0.23333333333333334,0.06666666666666667,12
1,0.0,2023100982,41.5,15,1400,12,1138,0.0,3.0,ダ,1087,0.0,0.0,0,01138,30,0.16666666666666666,0.03333333333333333,0.0,202603010301,0.16666666666666666,0.06666666666666667,13
