horse_career_n_races,horse_career_top3,horse_id,horse_last_agari,horse_last_class,horse_last_distance,horse_last_finish,horse_last_jockey,horse_last_pass1,horse_last_pass4,horse_last_surface,horse_last_trainer,horse_recent5_top3,horse_recent5_win,is_jackpot,jockey_id,jockey_recent30_n,jockey_recent30_top3,jockey_recent30_win,jockey_trainer_combo_top3,race_id,trainer_recent30_top3,trainer_recent30_win,umaban
3,0.0,2023100332,41.1,7,1800,10,1069,3.0,9.0,ダ,1027,0.0,0.0,0,01096,30,0.3,0.16666666666666666,0.2127659574468085,202606030501,0.2,0.1,1
2,0.5,2023109067,41.7,7,1800,6,1197,1.0,1.0,ダ,1152,0.5,0.0,0,01170,30,0.3,0.03333333333333333,0.17647058823529413,202606030501,0.23333333333333334,0.06666666666666667,2
2,0.0,2023101063,39.7,7,1200,15,1218,0.0,14.0,ダ,1118,0.0,0.0,0,01009,30,0.1,0.0,0.0,202606030501,0.13333333333333333,0.03333333333333333,3
,,2023100985,,,,,,,,,,,,0,00733,30,0.13333333333333333,0.06666666666666667,,202606030501,,,4
1,0.0,2023106929,37.0,15,1200,5,1135,0.0,9.0,ダ,1153,0.0,0.0,0,01184,30,0.1,0.0,0.25,202606030501,0.26666666666666666,0.03333333333333333,5
6,0.16666666666666666,2023106586,35.3,7,1600,11,422,0.0,11.0,芝,1056,0.2,0.0,0,01134,30,0.1,0.0,0.14285714285714285,202606030501,0.13333333333333333,0.06666666666666667,6
2,0.0,2023107456,35.1,7,1400,16,733,0.0,13.0,芝,1077,0.0,0.0,0,01201,30,0.03333333333333333,0.03333333333333333,0.0392156862745098,202606030501,0.06666666666666667,0.03333333333333333,7
,,2023106130,,,,,,,,,,,,0,01183,30,0.03333333333333333,0.0,,202606030501,,,8
,,2023101731,,,,,,,,,,,,0,05203,30,0.3,0.13333333333333333,,202606030501,,,9
,,2023106330,,,,,,,,,,,,0,01217,30,0.03333333333333333,0.0,,202606030501,,,10
1,0.0,2023100693,38.3,15,1200,13,1177,0.0,11.0,ダ,405,0.0,0.0,0,01197,30,0.2,0.06666666666666667,0.0,202606030501,0.2,0.06666666666666667,11
2,0.0,2023101260,41.4,7,1200,16,1170,0.0,16.0,ダ,1023,0.0,0.0,0,01207,30,0.1,0.0,0.08108108108108109,202606030501,0.13333333333333333,0.06666666666666667,12
4,0.25,2023101046,35.9,7,1600,10,1162,0.0,7.0,芝,1106,0.25,0.0,0,01077,30,0.23333333333333334,0.06666666666666667,0.33440514469453375,202606030501,0.1,0.0,13
2,0.0,2023106349,41.5,7,1800,10,1162,13.0,13.0,ダ,1035,0.0,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.046875,202606030501,0.06666666666666667,0.0,14
2,0.0,2023105830,37.8,7,1600,7,1154,0.0,10.0,ダ,1165,0.0,0.0,0,01140,30,0.26666666666666666,0.13333333333333333,0.3220338983050847,202606030501,0.13333333333333333,0.06666666666666667,15
1,0.0,2023103602,38.6,15,1800,9,1179,1.0,1.0,芝,1109,0.0,0.0,0,01092,30,0.26666666666666666,0.06666666666666667,0.3076923076923077,202606030501,0.13333333333333333,0.03333333333333333,16
2,0.0,2023102072,39.9,7,1600,10,1184,0.0,7.0,ダ,1171,0.0,0.0,0,01207,30,0.1,0.0,0.10638297872340426,202606030502,0.13333333333333333,0.0,1
2,0.0,2023105022,39.2,7,1400,6,1178,0.0,3.0,ダ,1187,0.0,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,,202606030502,0.1,0.06666666666666667,2
2,0.0,2023103308,36.7,7,1200,7,1181,0.0,11.0,ダ,1018,0.0,0.0,0,01182,30,0.1,0.03333333333333333,0.20952380952380953,202606030502,0.2,0.13333333333333333,3
2,0.0,2023105803,41.3,7,1600,6,1140,0.0,2.0,ダ,1199,0.0,0.0,0,01140,30,0.26666666666666666,0.13333333333333333,0.4,202606030502,0.3,0.13333333333333333,4
7,0.2857142857142857,2023106605,34.2,7,1600,10,1184,0.0,10.0,芝,1195,0.2,0.0,0,01184,30,0.1,0.0,0.3181818181818182,202606030502,0.16666666666666666,0.06666666666666667,5
3,0.0,2023101479,40.4,7,1800,8,1160,5.0,3.0,ダ,1207,0.0,0.0,0,00641,30,0.2,0.06666666666666667,0.25,202606030502,0.13333333333333333,0.0,6
,,2023102159,,,,,,,,,,,,0,01167,30,0.06666666666666667,0.0,,202606030502,,,7
2,0.0,2023101869,39.5,7,1300,14,1184,0.0,8.0,ダ,1076,0.0,0.0,0,05203,30,0.3,0.13333333333333333,0.2727272727272727,202606030502,0.3,0.06666666666666667,8
2,0.0,2023106162,34.9,7,1400,7,1160,0.0,11.0,芝,1051,0.0,0.0,0,01162,30,0.13333333333333333,0.03333333333333333,0.20930232558139536,202606030502,0.23333333333333334,0.03333333333333333,9
2,0.0,2023105600,35.0,7,1600,4,1009,0.0,7.0,芝,1132,0.0,0.0,0,01119,30,0.2,0.06666666666666667,0.15217391304347827,202606030502,0.26666666666666666,0.06666666666666667,10
,,2023105781,,,,,,,,,,,,0,01201,30,0.03333333333333333,0.03333333333333333,,202606030502,,,11
4,0.25,2023106407,38.8,7,1400,7,1197,0.0,5.0,ダ,1052,0.25,0.0,0,01197,30,0.2,0.06666666666666667,0.18674698795180722,202606030502,0.06666666666666667,0.03333333333333333,12
5,0.0,2023104288,42.8,7,1800,15,1209,8.0,12.0,ダ,1143,0.0,0.0,0,01009,30,0.1,0.0,0.1448692152917505,202606030502,0.06666666666666667,0.03333333333333333,13
4,0.0,2023100949,37.6,7,1300,10,1095,0.0,10.0,ダ,1174,0.0,0.0,0,01075,30,0.36666666666666664,0.1,0.3333333333333333,202606030502,0.13333333333333333,0.03333333333333333,14
,,2023104590,,,,,,,,,,,,0,01217,30,0.03333333333333333,0.0,,202606030502,,,15
,,2023101347,,,,,,,,,,,,0,00733,30,0.13333333333333333,0.06666666666666667,,202606030502,,,16
,,2023101124,,,,,,,,,,,,0,05386,30,0.43333333333333335,0.16666666666666666,,202606030503,,,1
1,0.0,2023103475,33.7,15,1800,4,1153,0.0,7.0,芝,1174,0.0,0.0,0,01153,30,0.16666666666666666,0.03333333333333333,0.030303030303030304,202606030503,0.13333333333333333,0.03333333333333333,2
2,0.0,2023105973,38.5,7,1800,7,1215,12.0,11.0,ダ,1174,0.0,0.0,0,01075,30,0.36666666666666664,0.1,0.3333333333333333,202606030503,0.13333333333333333,0.03333333333333333,3
1,0.0,2023103778,41.2,15,1800,5,1184,12.0,6.0,ダ,1145,0.0,0.0,0,01184,30,0.1,0.0,0.030303030303030304,202606030503,0.16666666666666666,0.0,4
,,2023102220,,,,,,,,,,,,0,01092,30,0.26666666666666666,0.06666666666666667,,202606030503,,,5
7,0.0,2023107440,41.5,7,1800,11,1177,3.0,4.0,ダ,1124,0.0,0.0,0,01207,30,0.1,0.0,0.0,202606030503,0.0,0.0,6
5,0.2,2023103932,37.7,7,2000,15,1174,8.0,10.0,芝,1114,0.2,0.0,0,05674,30,0.26666666666666666,0.03333333333333333,1.0,202606030503,0.1,0.06666666666666667,7
3,0.0,2023101482,37.7,7,1200,10,1215,0.0,15.0,ダ,1063,0.0,0.0,0,01201,30,0.03333333333333333,0.03333333333333333,0.0,202606030503,0.03333333333333333,0.0,8
4,0.5,2023101778,39.4,7,1400,9,1127,0.0,5.0,ダ,1077,0.5,0.0,0,05203,30,0.3,0.13333333333333333,0.0,202606030503,0.06666666666666667,0.03333333333333333,9
,,2023103750,,,,,,,,,,,,0,01197,30,0.2,0.06666666666666667,,202606030503,,,10
3,0.0,2023103506,34.1,7,2000,5,1150,7.0,7.0,芝,1079,0.0,0.0,0,01077,30,0.23333333333333334,0.06666666666666667,0.1388888888888889,202606030503,0.13333333333333333,0.1,11
,,2023102714,,,,,,,,,,,,0,01162,30,0.13333333333333333,0.03333333333333333,,202606030503,,,12
,,2023101160,,,,,,,,,,,,0,01096,30,0.3,0.16666666666666666,,202606030503,,,13
,,2023102805,,,,,,,,,,,,0,01092,30,0.26666666666666666,0.06666666666666667,,202606030505,,,1
1,0.0,2023101171,34.8,15,1600,5,1140,0.0,2.0,芝,1102,0.0,0.0,0,01140,30,0.26666666666666666,0.13333333333333333,0.45454545454545453,202606030505,0.26666666666666666,0.1,2
