date,race_id,race_num,formation,n_bets,inv,pay,hit
20260426,202603010610,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202603010610,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202603010610,10,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202603010610,10,Box5_10,10,1000,0.0,0
20260426,202603010610,10,Box6_20,20,2000,0.0,0
20260426,202603010610,10,2axis_4,4,700,0.0,0
20260426,202603010611,11,V15_baseline_7,7,700,0.0,0
20260426,202603010611,11,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202603010611,11,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202603010611,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202603010611,11,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202603010611,11,Box5_10,10,1000,0.0,0
20260426,202603010611,11,Box6_20,20,2000,0.0,0
20260426,202603010611,11,2axis_4,4,700,0.0,0
20260426,202603010612,12,V15_baseline_7,7,700,0.0,0
20260426,202603010612,12,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202603010612,12,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202603010612,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202603010612,12,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202603010612,12,Box5_10,10,1000,0.0,0
20260426,202603010612,12,Box6_20,20,2000,0.0,0
20260426,202603010612,12,2axis_4,4,700,0.0,0
20260426,202608030201,1,V15_baseline_7,7,700,0.0,0
20260426,202608030201,1,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030201,1,V15+T14_T15_T16_10,10,1000,0.0,1
20260426,202608030201,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,1
20260426,202608030201,1,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030201,1,Box5_10,10,1000,0.0,0
20260426,202608030201,1,Box6_20,20,2000,0.0,1
20260426,202608030201,1,2axis_4,4,700,0.0,0
20260426,202608030202,2,V15_baseline_7,7,700,330.0,1
20260426,202608030202,2,V15+T1-T4-T5_8,8,800,330.0,1
20260426,202608030202,2,V15+T14_T15_T16_10,10,1000,330.0,1
20260426,202608030202,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,330.0,1
20260426,202608030202,2,V15+T2-T3-T4_8,8,800,330.0,1
20260426,202608030202,2,Box5_10,10,1000,330.0,1
20260426,202608030202,2,Box6_20,20,2000,330.0,1
20260426,202608030202,2,2axis_4,4,700,577.5,1
20260426,202608030203,3,V15_baseline_7,7,700,0.0,0
20260426,202608030203,3,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030203,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030203,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030203,3,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030203,3,Box5_10,10,1000,0.0,1
20260426,202608030203,3,Box6_20,20,2000,0.0,1
20260426,202608030203,3,2axis_4,4,700,0.0,0
20260426,202608030205,5,V15_baseline_7,7,700,1710.0000000000002,1
20260426,202608030205,5,V15+T1-T4-T5_8,8,800,1710.0000000000002,1
20260426,202608030205,5,V15+T14_T15_T16_10,10,1000,1710.0000000000002,1
20260426,202608030205,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,1710.0000000000002,1
20260426,202608030205,5,V15+T2-T3-T4_8,8,800,1710.0000000000002,1
20260426,202608030205,5,Box5_10,10,1000,0.0,0
20260426,202608030205,5,Box6_20,20,2000,1710.0000000000002,1
20260426,202608030205,5,2axis_4,4,700,0.0,0
20260426,202608030206,6,V15_baseline_7,7,700,0.0,0
20260426,202608030206,6,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030206,6,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030206,6,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030206,6,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030206,6,Box5_10,10,1000,0.0,0
20260426,202608030206,6,Box6_20,20,2000,0.0,0
20260426,202608030206,6,2axis_4,4,700,0.0,0
20260426,202608030207,7,V15_baseline_7,7,700,0.0,0
20260426,202608030207,7,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030207,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030207,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030207,7,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030207,7,Box5_10,10,1000,0.0,0
20260426,202608030207,7,Box6_20,20,2000,0.0,0
20260426,202608030207,7,2axis_4,4,700,0.0,0
20260426,202608030208,8,V15_baseline_7,7,700,0.0,0
20260426,202608030208,8,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030208,8,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030208,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030208,8,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030208,8,Box5_10,10,1000,0.0,0
20260426,202608030208,8,Box6_20,20,2000,0.0,0
20260426,202608030208,8,2axis_4,4,700,0.0,0
20260426,202608030209,9,V15_baseline_7,7,700,0.0,0
20260426,202608030209,9,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030209,9,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030209,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030209,9,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030209,9,Box5_10,10,1000,0.0,0
20260426,202608030209,9,Box6_20,20,2000,0.0,0
20260426,202608030209,9,2axis_4,4,700,0.0,0
20260426,202608030210,10,V15_baseline_7,7,700,0.0,0
20260426,202608030210,10,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030210,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030210,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030210,10,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030210,10,Box5_10,10,1000,0.0,0
20260426,202608030210,10,Box6_20,20,2000,0.0,0
20260426,202608030210,10,2axis_4,4,700,0.0,0
20260426,202608030211,11,V15_baseline_7,7,700,0.0,0
20260426,202608030211,11,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030211,11,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030211,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030211,11,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030211,11,Box5_10,10,1000,0.0,0
20260426,202608030211,11,Box6_20,20,2000,0.0,0
20260426,202608030211,11,2axis_4,4,700,0.0,0
20260426,202608030212,12,V15_baseline_7,7,700,0.0,0
20260426,202608030212,12,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202608030212,12,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202608030212,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202608030212,12,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202608030212,12,Box5_10,10,1000,0.0,0
20260426,202608030212,12,Box6_20,20,2000,0.0,0
20260426,202608030212,12,2axis_4,4,700,0.0,0
20260426,202605020201,1,V15_baseline_7,7,700,0.0,0
20260426,202605020201,1,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202605020201,1,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202605020201,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202605020201,1,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202605020201,1,Box5_10,10,1000,0.0,0
20260426,202605020201,1,Box6_20,20,2000,0.0,0
20260426,202605020201,1,2axis_4,4,700,0.0,0
20260426,202605020202,2,V15_baseline_7,7,700,0.0,0
20260426,202605020202,2,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202605020202,2,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202605020202,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202605020202,2,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202605020202,2,Box5_10,10,1000,0.0,0
20260426,202605020202,2,Box6_20,20,2000,0.0,0
20260426,202605020202,2,2axis_4,4,700,0.0,0
20260426,202605020203,3,V15_baseline_7,7,700,0.0,0
20260426,202605020203,3,V15+T1-T4-T5_8,8,800,0.0,0
20260426,202605020203,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260426,202605020203,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260426,202605020203,3,V15+T2-T3-T4_8,8,800,0.0,0
20260426,202605020203,3,Box5_10,10,1000,0.0,0
20260426,202605020203,3,Box6_20,20,2000,0.0,1
20260426,202605020203,3,2axis_4,4,700,0.0,0
20260426,202605020204,4,V15_baseline_7,7,700,1280.0,1
20260426,202605020204,4,V15+T1-T4-T5_8,8,800,1280.0,1
20260426,202605020204,4,V15+T14_T15_T16_10,10,1000,1280.0,1
20260426,202605020204,4,V15+T1-T4-T5+T1-T4-T6_9,9,900,1280.0,1
20260426,202605020204,4,V15+T2-T3-T4_8,8,800,1280.0,1
20260426,202605020204,4,Box5_10,10,1000,0.0,0
20260426,202605020204,4,Box6_20,20,2000,1280.0,1
20260426,202605020204,4,2axis_4,4,700,2240.0,1
20260502,202608030301,1,V15_baseline_7,7,700,0.0,0
20260502,202608030301,1,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030301,1,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030301,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030301,1,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030301,1,Box5_10,10,1000,0.0,0
20260502,202608030301,1,Box6_20,20,2000,0.0,0
20260502,202608030301,1,2axis_4,4,700,0.0,0
20260502,202608030302,2,V15_baseline_7,7,700,0.0,0
20260502,202608030302,2,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030302,2,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030302,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030302,2,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030302,2,Box5_10,10,1000,0.0,0
20260502,202608030302,2,Box6_20,20,2000,0.0,0
20260502,202608030302,2,2axis_4,4,700,0.0,0
20260502,202608030303,3,V15_baseline_7,7,700,0.0,0
20260502,202608030303,3,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030303,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030303,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030303,3,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030303,3,Box5_10,10,1000,0.0,0
20260502,202608030303,3,Box6_20,20,2000,0.0,0
20260502,202608030303,3,2axis_4,4,700,0.0,0
20260502,202608030304,4,V15_baseline_7,7,700,0.0,0
20260502,202608030304,4,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030304,4,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030304,4,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030304,4,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030304,4,Box5_10,10,1000,0.0,0
20260502,202608030304,4,Box6_20,20,2000,0.0,0
20260502,202608030304,4,2axis_4,4,700,0.0,0
20260502,202608030305,5,V15_baseline_7,7,700,730.0,1
20260502,202608030305,5,V15+T1-T4-T5_8,8,800,730.0,1
20260502,202608030305,5,V15+T14_T15_T16_10,10,1000,730.0,1
20260502,202608030305,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,730.0,1
20260502,202608030305,5,V15+T2-T3-T4_8,8,800,730.0,1
20260502,202608030305,5,Box5_10,10,1000,730.0,1
20260502,202608030305,5,Box6_20,20,2000,730.0,1
20260502,202608030305,5,2axis_4,4,700,1277.5,1
20260502,202608030306,6,V15_baseline_7,7,700,0.0,0
20260502,202608030306,6,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030306,6,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030306,6,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030306,6,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030306,6,Box5_10,10,1000,0.0,0
20260502,202608030306,6,Box6_20,20,2000,0.0,1
20260502,202608030306,6,2axis_4,4,700,0.0,0
20260502,202608030307,7,V15_baseline_7,7,700,0.0,0
20260502,202608030307,7,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030307,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030307,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030307,7,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030307,7,Box5_10,10,1000,0.0,0
20260502,202608030307,7,Box6_20,20,2000,0.0,0
20260502,202608030307,7,2axis_4,4,700,0.0,0
20260502,202608030308,8,V15_baseline_7,7,700,0.0,0
20260502,202608030308,8,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030308,8,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030308,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030308,8,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030308,8,Box5_10,10,1000,0.0,0
20260502,202608030308,8,Box6_20,20,2000,0.0,0
20260502,202608030308,8,2axis_4,4,700,0.0,0
20260502,202608030309,9,V15_baseline_7,7,700,0.0,0
20260502,202608030309,9,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030309,9,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030309,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030309,9,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030309,9,Box5_10,10,1000,0.0,0
20260502,202608030309,9,Box6_20,20,2000,0.0,1
20260502,202608030309,9,2axis_4,4,700,0.0,0
20260502,202608030310,10,V15_baseline_7,7,700,0.0,0
20260502,202608030310,10,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202608030310,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202608030310,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202608030310,10,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202608030310,10,Box5_10,10,1000,0.0,0
20260502,202608030310,10,Box6_20,20,2000,0.0,0
20260502,202608030310,10,2axis_4,4,700,0.0,0
20260502,202608030311,11,V15_baseline_7,7,700,860.0,1
20260502,202608030311,11,V15+T1-T4-T5_8,8,800,860.0,1
20260502,202608030311,11,V15+T14_T15_T16_10,10,1000,860.0,1
20260502,202608030311,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,860.0,1
20260502,202608030311,11,V15+T2-T3-T4_8,8,800,860.0,1
20260502,202608030311,11,Box5_10,10,1000,860.0,1
20260502,202608030311,11,Box6_20,20,2000,860.0,1
20260502,202608030311,11,2axis_4,4,700,1505.0,1
20260502,202608030312,12,V15_baseline_7,7,700,2390.0,1
20260502,202608030312,12,V15+T1-T4-T5_8,8,800,2390.0,1
20260502,202608030312,12,V15+T14_T15_T16_10,10,1000,2390.0,1
20260502,202608030312,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,2390.0,1
20260502,202608030312,12,V15+T2-T3-T4_8,8,800,2390.0,1
20260502,202608030312,12,Box5_10,10,1000,2390.0,1
20260502,202608030312,12,Box6_20,20,2000,2390.0,1
20260502,202608030312,12,2axis_4,4,700,0.0,0
20260502,202604010102,2,V15_baseline_7,7,700,0.0,0
20260502,202604010102,2,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010102,2,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010102,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010102,2,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010102,2,Box5_10,10,1000,0.0,0
20260502,202604010102,2,Box6_20,20,2000,0.0,0
20260502,202604010102,2,2axis_4,4,700,0.0,0
20260502,202604010103,3,V15_baseline_7,7,700,0.0,0
20260502,202604010103,3,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010103,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010103,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010103,3,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010103,3,Box5_10,10,1000,0.0,1
20260502,202604010103,3,Box6_20,20,2000,0.0,1
20260502,202604010103,3,2axis_4,4,700,0.0,0
20260502,202604010105,5,V15_baseline_7,7,700,0.0,0
20260502,202604010105,5,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010105,5,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010105,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010105,5,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010105,5,Box5_10,10,1000,0.0,0
20260502,202604010105,5,Box6_20,20,2000,0.0,0
20260502,202604010105,5,2axis_4,4,700,0.0,0
20260502,202604010106,6,V15_baseline_7,7,700,0.0,0
20260502,202604010106,6,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010106,6,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010106,6,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010106,6,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010106,6,Box5_10,10,1000,0.0,0
20260502,202604010106,6,Box6_20,20,2000,0.0,0
20260502,202604010106,6,2axis_4,4,700,0.0,0
20260502,202604010107,7,V15_baseline_7,7,700,0.0,0
20260502,202604010107,7,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010107,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010107,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010107,7,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010107,7,Box5_10,10,1000,0.0,0
20260502,202604010107,7,Box6_20,20,2000,0.0,0
20260502,202604010107,7,2axis_4,4,700,0.0,0
20260502,202604010108,8,V15_baseline_7,7,700,0.0,0
20260502,202604010108,8,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010108,8,V15+T14_T15_T16_10,10,1000,0.0,1
20260502,202604010108,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010108,8,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010108,8,Box5_10,10,1000,0.0,0
20260502,202604010108,8,Box6_20,20,2000,0.0,1
20260502,202604010108,8,2axis_4,4,700,0.0,0
20260502,202604010109,9,V15_baseline_7,7,700,0.0,0
20260502,202604010109,9,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010109,9,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010109,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010109,9,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010109,9,Box5_10,10,1000,0.0,0
20260502,202604010109,9,Box6_20,20,2000,0.0,0
20260502,202604010109,9,2axis_4,4,700,0.0,0
20260502,202604010110,10,V15_baseline_7,7,700,0.0,0
20260502,202604010110,10,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010110,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010110,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010110,10,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010110,10,Box5_10,10,1000,0.0,0
20260502,202604010110,10,Box6_20,20,2000,0.0,0
20260502,202604010110,10,2axis_4,4,700,0.0,0
20260502,202604010111,11,V15_baseline_7,7,700,0.0,0
20260502,202604010111,11,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202604010111,11,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202604010111,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202604010111,11,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202604010111,11,Box5_10,10,1000,0.0,0
20260502,202604010111,11,Box6_20,20,2000,0.0,0
20260502,202604010111,11,2axis_4,4,700,0.0,0
20260502,202605020301,1,V15_baseline_7,7,700,0.0,0
20260502,202605020301,1,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020301,1,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020301,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020301,1,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020301,1,Box5_10,10,1000,0.0,0
20260502,202605020301,1,Box6_20,20,2000,0.0,0
20260502,202605020301,1,2axis_4,4,700,0.0,0
20260502,202605020302,2,V15_baseline_7,7,700,350.0,1
20260502,202605020302,2,V15+T1-T4-T5_8,8,800,350.0,1
20260502,202605020302,2,V15+T14_T15_T16_10,10,1000,350.0,1
20260502,202605020302,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,350.0,1
20260502,202605020302,2,V15+T2-T3-T4_8,8,800,350.0,1
20260502,202605020302,2,Box5_10,10,1000,0.0,0
20260502,202605020302,2,Box6_20,20,2000,350.0,1
20260502,202605020302,2,2axis_4,4,700,612.5,1
20260502,202605020303,3,V15_baseline_7,7,700,0.0,0
20260502,202605020303,3,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020303,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020303,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020303,3,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020303,3,Box5_10,10,1000,0.0,0
20260502,202605020303,3,Box6_20,20,2000,0.0,0
20260502,202605020303,3,2axis_4,4,700,0.0,0
20260502,202605020304,4,V15_baseline_7,7,700,1150.0,1
20260502,202605020304,4,V15+T1-T4-T5_8,8,800,1150.0,1
20260502,202605020304,4,V15+T14_T15_T16_10,10,1000,1150.0,1
20260502,202605020304,4,V15+T1-T4-T5+T1-T4-T6_9,9,900,1150.0,1
20260502,202605020304,4,V15+T2-T3-T4_8,8,800,1150.0,1
20260502,202605020304,4,Box5_10,10,1000,0.0,0
20260502,202605020304,4,Box6_20,20,2000,1150.0,1
20260502,202605020304,4,2axis_4,4,700,0.0,0
20260502,202605020305,5,V15_baseline_7,7,700,0.0,0
20260502,202605020305,5,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020305,5,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020305,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020305,5,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020305,5,Box5_10,10,1000,0.0,0
20260502,202605020305,5,Box6_20,20,2000,0.0,0
20260502,202605020305,5,2axis_4,4,700,0.0,0
20260502,202605020306,6,V15_baseline_7,1,100,0.0,0
20260502,202605020306,6,V15+T1-T4-T5_8,1,100,0.0,0
20260502,202605020306,6,V15+T14_T15_T16_10,1,100,0.0,0
20260502,202605020306,6,V15+T1-T4-T5+T1-T4-T6_9,1,100,0.0,0
20260502,202605020306,6,V15+T2-T3-T4_8,1,100,0.0,0
20260502,202605020306,6,Box5_10,1,100,0.0,0
20260502,202605020306,6,Box6_20,1,100,0.0,0
20260502,202605020306,6,2axis_4,1,175,0.0,0
20260502,202605020307,7,V15_baseline_7,7,700,0.0,0
20260502,202605020307,7,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020307,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020307,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020307,7,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020307,7,Box5_10,10,1000,0.0,0
20260502,202605020307,7,Box6_20,20,2000,0.0,0
20260502,202605020307,7,2axis_4,4,700,0.0,0
20260502,202605020308,8,V15_baseline_7,7,700,0.0,0
20260502,202605020308,8,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020308,8,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020308,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020308,8,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020308,8,Box5_10,10,1000,0.0,1
20260502,202605020308,8,Box6_20,20,2000,0.0,1
20260502,202605020308,8,2axis_4,4,700,0.0,0
20260502,202605020309,9,V15_baseline_7,7,700,0.0,0
20260502,202605020309,9,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020309,9,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020309,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020309,9,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020309,9,Box5_10,10,1000,0.0,0
20260502,202605020309,9,Box6_20,20,2000,0.0,1
20260502,202605020309,9,2axis_4,4,700,0.0,0
20260502,202605020310,10,V15_baseline_7,7,700,0.0,0
20260502,202605020310,10,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020310,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020310,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020310,10,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020310,10,Box5_10,10,1000,0.0,0
20260502,202605020310,10,Box6_20,20,2000,0.0,0
20260502,202605020310,10,2axis_4,4,700,0.0,0
20260502,202605020311,11,V15_baseline_7,7,700,0.0,0
20260502,202605020311,11,V15+T1-T4-T5_8,8,800,0.0,0
20260502,202605020311,11,V15+T14_T15_T16_10,10,1000,0.0,0
20260502,202605020311,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260502,202605020311,11,V15+T2-T3-T4_8,8,800,0.0,0
20260502,202605020311,11,Box5_10,10,1000,0.0,0
20260502,202605020311,11,Box6_20,20,2000,0.0,0
20260502,202605020311,11,2axis_4,4,700,0.0,0
20260502,202605020312,12,V15_baseline_7,7,700,1810.0000000000002,1
20260502,202605020312,12,V15+T1-T4-T5_8,8,800,1810.0000000000002,1
20260502,202605020312,12,V15+T14_T15_T16_10,10,1000,1810.0000000000002,1
20260502,202605020312,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,1810.0000000000002,1
20260502,202605020312,12,V15+T2-T3-T4_8,8,800,1810.0000000000002,1
20260502,202605020312,12,Box5_10,10,1000,1810.0000000000002,1
20260502,202605020312,12,Box6_20,20,2000,1810.0000000000002,1
20260502,202605020312,12,2axis_4,4,700,3167.5000000000005,1
20260503,202608030401,1,V15_baseline_7,7,700,0.0,0
20260503,202608030401,1,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030401,1,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030401,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030401,1,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030401,1,Box5_10,10,1000,0.0,1
20260503,202608030401,1,Box6_20,20,2000,0.0,1
20260503,202608030401,1,2axis_4,4,700,0.0,0
20260503,202608030402,2,V15_baseline_7,7,700,0.0,0
20260503,202608030402,2,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030402,2,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030402,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030402,2,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030402,2,Box5_10,10,1000,0.0,0
20260503,202608030402,2,Box6_20,20,2000,0.0,0
20260503,202608030402,2,2axis_4,4,700,0.0,0
