date,race_id,course,race_num,condition,num_horses,distance,surface,top6,trio_result,trio_pay_100,n7,inv7,pay7,hit7,n11,inv11,pay11,hit11
20260419,202606030810,中山,10,D,15,1200,ダ,7-14-13-1-2-6,7-12-13,4680.0,7,700,0.0,0,11,1100,0.0,0
20260419,202606030811,中山,11,C,18,2000,芝,17-15-1-9-14-16,4-9-15,10420.0,7,700,0.0,0,11,1100,0.0,0
20260419,202606030812,中山,12,C,18,2200,芝,5-1-15-2-9-14,1-2-7,15710.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010401,福島,1,D,16,1150,ダ,13-12-6-1-2-5,8-12-13,7950.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010402,福島,2,C,15,1700,ダ,9-13-12-6-8-15,5-9-13,10810.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010403,福島,3,C,16,2000,芝,12-8-9-4-5-7,1-8-16,51620.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010404,福島,4,C,15,1700,ダ,15-3-9-6-10-11,7-10-11,8870.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010405,福島,5,D,16,1200,芝,9-16-11-2-7-12,1-9-16,13150.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010406,福島,6,A,13,1800,芝,5-1-6-3-11-13,2-5-6,8920.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010407,福島,7,A,10,2000,芝,1-9-5-3-4-6,3-5-6,1210.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010408,福島,8,C,15,1700,ダ,13-14-12-3-6-7,11-12-13,15880.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010409,福島,9,D,16,1200,芝,1-11-2-8-9-16,9-11-16,22310.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010410,福島,10,A,13,2600,芝,13-5-6-1-9-11,3-11-13,1590.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010411,福島,11,C,16,1800,芝,3-14-1-5-10-16,13-14-16,49290.0,7,700,0.0,0,11,1100,0.0,0
20260419,202603010412,福島,12,D,15,1150,ダ,9-6-3-4-5-7,3-6-9,2460.0,7,700,2460.0,1,11,1100,2460.0,1
20260419,202609020801,阪神,1,C,16,1800,ダ,8-11-9-10-14-15,6-15-16,20590.0,7,700,0.0,0,11,1100,0.0,0
20260419,202609020802,阪神,2,C,16,2000,芝,6-5-4-3-8-13,6-12-15,5020.0,7,700,0.0,0,11,1100,0.0,0
20260419,202609020803,阪神,3,D,16,1400,ダ,10-4-16-9-12-13,1-4-9,91690.0,7,700,0.0,0,11,1100,0.0,0
20260419,202609020805,阪神,5,A,13,2200,芝,7-5-9-2-8-11,1-11-13,6900.0,7,700,0.0,0,11,1100,0.0,0
20260419,202609020806,阪神,6,D,15,1200,ダ,3-11-2-4-7-8,4-8-11,9020.0,7,700,0.0,0,11,1100,0.0,0
20260419,202609020807,阪神,7,A,8,1600,芝,2-1-5-6-7-8,1-2-6,2580.0,7,700,2580.0,1,11,1100,2580.0,1
20260419,202609020808,阪神,8,A,11,1800,ダ,10-6-8-4-9-11,4-6-10,1660.0,7,700,1660.0,1,11,1100,1660.0,1
20260419,202609020809,阪神,9,A,10,2000,芝,7-10-4-2-3-6,2-4-10,5350.0,7,700,0.0,0,11,1100,5350.0,1
20260419,202609020810,阪神,10,D,13,1200,ダ,3-11-10-7-9-13,3-10-13,840.0,7,700,840.0,1,11,1100,840.0,1
20260419,202609020811,阪神,11,A,10,1600,芝,6-8-10-1-3-9,3-4-5,5080.0,7,700,0.0,0,11,1100,0.0,0
20260419,202609020812,阪神,12,A,10,1800,ダ,10-7-5-3-8-9,1-2-10,2580.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030101,京都,1,C,16,1800,ダ,6-5-10-3-11-14,5-9-11,3570.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030102,京都,2,D,16,1400,ダ,3-10-15-8-11-12,3-11-12,1530.0,7,700,0.0,0,11,1100,1530.0,1
20260425,202608030103,京都,3,C,15,1800,芝,12-4-1-8-11-13,9-12-15,6640.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030105,京都,5,A,12,2200,芝,1-5-2-3-9-10,1-4-5,11270.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030106,京都,6,C,17,1600,芝,15-2-14-1-4-8,1-8-16,26550.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030107,京都,7,A,14,1800,ダ,7-11-6-1-2-3,3-6-10,1510.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030108,京都,8,E,6,1800,芝,2-1-5-0-0-0,2-3-4,340.0,1,100,0.0,0,1,100,0.0,0
20260425,202608030109,京都,9,D,16,1400,芝,2-9-7-1-4-5,6-7-10,6450.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030110,京都,10,A,11,1800,ダ,4-10-7-3-8-9,2-3-9,3140.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030111,京都,11,D,12,1200,ダ,12-11-1-5-7-10,2-3-11,45640.0,7,700,0.0,0,11,1100,0.0,0
20260425,202608030112,京都,12,A,11,1600,芝,2-11-1-5-6-7,2-9-11,3150.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020101,東京,1,A,14,1600,ダ,12-13-10-1-6-7,8-12-13,3080.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020102,東京,2,D,16,1400,ダ,5-16-4-11-13-14,4-14-16,10450.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020103,東京,3,A,13,2100,ダ,11-7-4-6-9-12,5-6-11,2960.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020104,東京,4,C,15,1800,芝,12-10-1-6-13-15,1-2-12,2730.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020105,東京,5,D,18,1400,芝,17-3-11-6-13-14,2-3-6,2310.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020106,東京,6,C,16,1600,ダ,10-8-5-2-7-13,8-10-11,2770.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020107,東京,7,D,16,1400,ダ,16-10-12-4-5-8,3-5-16,7830.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020108,東京,8,A,8,1600,芝,1-8-7-4-5-6,3-4-7,5430.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020109,東京,9,A,9,1800,芝,4-9-6-1-2-7,6-7-9,380.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020110,東京,10,D,15,1400,ダ,5-8-14-4-12-15,4-12-15,5070.0,7,700,0.0,0,11,1100,0.0,0
20260425,202605020111,東京,11,C,18,2400,芝,16-4-15-2-7-18,4-7-16,2280.0,7,700,2280.0,1,11,1100,2280.0,1
20260425,202605020112,東京,12,A,13,1600,ダ,5-2-3-4-9-13,4-7-13,11280.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010501,福島,1,C,15,1700,ダ,12-10-2-6-8-9,5-10-15,5720.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010502,福島,2,D,16,1200,芝,4-8-16-1-11-12,11-12-16,35230.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010503,福島,3,C,16,2000,芝,7-15-9-8-10-11,4-8-10,10310.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010504,福島,4,D,16,1150,ダ,16-3-8-2-7-9,2-7-8,4820.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010505,福島,5,C,16,2000,芝,8-13-14-10-15-16,1-8-11,5390.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010506,福島,6,C,15,1700,ダ,10-3-8-1-2-13,3-9-10,7650.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010507,福島,7,D,12,1200,芝,6-3-1-10-11-12,1-6-11,3840.0,7,700,3840.0,1,11,1100,3840.0,1
20260425,202603010508,福島,8,C,15,1700,ダ,4-2-3-1-8-10,3-10-12,8290.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010509,福島,9,D,16,1200,芝,2-7-10-11-12-16,1-2-7,2950.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010510,福島,10,D,16,1200,芝,7-3-4-6-12-16,4-7-11,14230.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010511,福島,11,D,11,1150,ダ,7-2-12-1-3-6,6-8-11,8340.0,7,700,0.0,0,11,1100,0.0,0
20260425,202603010512,福島,12,C,16,1800,芝,16-1-12-10-13-14,1-4-13,9790.0,7,700,0.0,0,11,1100,0.0,0
