race_id,date,course,race_num,race_name,condition,top1_score,base_inv,base_pay,base_pnl,s7only_recommended,s7only_inv,s7only_pay,v2_recommended,v2_bet_size,v2_inv,v2_pay,v2_pnl,v2_ev_top1,v2_p_calibrated,v2_strategy_7_pass,v2_reason
202607010101,20260314.0,中京,1,中京1R,A,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010102,20260314.0,中京,2,中京2R,D,,700.0,7380.0,6680.0,True,700,7380.0,True,700,700,7380.0,6680.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010103,20260314.0,中京,3,中京3R,A,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010104,20260314.0,中京,4,中京4R,C,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010105,20260314.0,中京,5,中京5R,C,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010106,20260314.0,中京,6,中京6R,C,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010107,20260314.0,中京,7,中京7R,C,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010108,20260314.0,中京,8,中京8R,D,,700.0,3550.0,2850.0,True,700,3550.0,True,700,700,3550.0,2850.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010109,20260314.0,中京,9,中京9R,A,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010110,20260314.0,中京,10,中京10R,A,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010111,20260314.0,中京,11,中京11R,A,,700.0,1360.0,660.0,True,700,1360.0,True,700,700,1360.0,660.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202607010112,20260314.0,中京,12,中京12R,D,,700.0,0.0,-700.0,True,700,0.0,True,700,700,0.0,-700.0,0.0,0.0,True,strategy_7_pass + score_unavailable_fallback
202609010701,20260314.0,阪神,1,レース,A,0.1982245367876736,700.0,0.0,-700.0,True,700,0.0,True,2100,2100,0.0,-2100.0,10.0,0.36375717575137145,True,strategy_7_pass + ev_high (10.00>=3.0) → 3x
