_g,N,tansho_t1_roi,tansho_t1_hit,tansho_t1_n_hit,tansho_t1_inv,tansho_t1_pay,tansho_t1_profit,tansho_t1_ci_low,tansho_t1_ci_high,tansho_t1_p_gt_1,tansho_box3_roi,tansho_box3_hit,tansho_box3_n_hit,tansho_box3_inv,tansho_box3_pay,tansho_box3_profit,tansho_box3_ci_low,tansho_box3_ci_high,tansho_box3_p_gt_1,fukusho_box3_roi,fukusho_box3_hit,fukusho_box3_n_hit,fukusho_box3_inv,fukusho_box3_pay,fukusho_box3_profit,fukusho_box3_ci_low,fukusho_box3_ci_high,fukusho_box3_p_gt_1,umaren_t1_roi,umaren_t1_hit,umaren_t1_n_hit,umaren_t1_inv,umaren_t1_pay,umaren_t1_profit,umaren_t1_ci_low,umaren_t1_ci_high,umaren_t1_p_gt_1,umaren_t1_t3_roi,umaren_t1_t3_hit,umaren_t1_t3_n_hit,umaren_t1_t3_inv,umaren_t1_t3_pay,umaren_t1_t3_profit,umaren_t1_t3_ci_low,umaren_t1_t3_ci_high,umaren_t1_t3_p_gt_1,umaren_box3_roi,umaren_box3_hit,umaren_box3_n_hit,umaren_box3_inv,umaren_box3_pay,umaren_box3_profit,umaren_box3_ci_low,umaren_box3_ci_high,umaren_box3_p_gt_1,wide_box3_roi,wide_box3_hit,wide_box3_n_hit,wide_box3_inv,wide_box3_pay,wide_box3_profit,wide_box3_ci_low,wide_box3_ci_high,wide_box3_p_gt_1,trio_box3_roi,trio_box3_hit,trio_box3_n_hit,trio_box3_inv,trio_box3_pay,trio_box3_profit,trio_box3_ci_low,trio_box3_ci_high,trio_box3_p_gt_1,trio7_strategy_roi,trio7_strategy_hit,trio7_strategy_n_hit,trio7_strategy_inv,trio7_strategy_pay,trio7_strategy_profit,trio7_strategy_ci_low,trio7_strategy_ci_high,trio7_strategy_p_gt_1,tierce_box6_roi,tierce_box6_hit,tierce_box6_n_hit,tierce_box6_inv,tierce_box6_pay,tierce_box6_profit,tierce_box6_ci_low,tierce_box6_ci_high,tierce_box6_p_gt_1,tierce_form_t1axis_roi,tierce_form_t1axis_hit,tierce_form_t1axis_n_hit,tierce_form_t1axis_inv,tierce_form_t1axis_pay,tierce_form_t1axis_profit,tierce_form_t1axis_ci_low,tierce_form_t1axis_ci_high,tierce_form_t1axis_p_gt_1
overall,386,0.8914507772020726,0.24611398963730569,95,38600,34410,-4190,0.6866645077720207,1.1096113989637306,0.148,0.7104490500863558,0.4896373056994819,189,115800,82270,-33530,0.6010708117443868,0.8279145077720207,0.0,0.8855785837651122,0.8652849740932642,334,115800,102550,-13250,0.8043955094991364,0.9678886010362694,0.004,1.0813471502590672,0.09067357512953368,35,38600,41740,3140,0.5810751295336788,1.6478108808290155,0.569,0.727720207253886,0.10103626943005181,39,38600,28090,-10510,0.45737046632124356,1.0381735751295336,0.041,0.8244386873920553,0.23834196891191708,92,115800,95470,-20330,0.5976640759930916,1.0721999136442142,0.082,1.013126079447323,0.45077720207253885,174,115800,117320,1520,0.7659002590673576,1.2963406735751295,0.512,0.9652849740932643,0.05181347150259067,20,38600,37260,-1340,0.39583549222797926,1.8075518134715025,0.449,1.2260177646188009,0.24611398963730569,95,270200,331270,61070,0.7663369726128794,1.8243504811250923,0.782,1.0855785837651122,0.05181347150259067,20,231600,251420,19820,0.3902471934369603,2.112229058721934,0.563,1.0816062176165804,0.02849740932642487,11,77200,83500,6300,0.267279792746114,2.2421405440414506,0.555
