horses_band,N,tansho_t1_roi,tansho_t1_hit,tansho_t1_n_hit,tansho_t1_inv,tansho_t1_pay,tansho_t1_profit,tansho_t1_ci_low,tansho_t1_ci_high,tansho_t1_p_gt_1,tansho_box3_roi,tansho_box3_hit,tansho_box3_n_hit,tansho_box3_inv,tansho_box3_pay,tansho_box3_profit,tansho_box3_ci_low,tansho_box3_ci_high,tansho_box3_p_gt_1,fukusho_box3_roi,fukusho_box3_hit,fukusho_box3_n_hit,fukusho_box3_inv,fukusho_box3_pay,fukusho_box3_profit,fukusho_box3_ci_low,fukusho_box3_ci_high,fukusho_box3_p_gt_1,umaren_t1_roi,umaren_t1_hit,umaren_t1_n_hit,umaren_t1_inv,umaren_t1_pay,umaren_t1_profit,umaren_t1_ci_low,umaren_t1_ci_high,umaren_t1_p_gt_1,umaren_t1_t3_roi,umaren_t1_t3_hit,umaren_t1_t3_n_hit,umaren_t1_t3_inv,umaren_t1_t3_pay,umaren_t1_t3_profit,umaren_t1_t3_ci_low,umaren_t1_t3_ci_high,umaren_t1_t3_p_gt_1,umaren_box3_roi,umaren_box3_hit,umaren_box3_n_hit,umaren_box3_inv,umaren_box3_pay,umaren_box3_profit,umaren_box3_ci_low,umaren_box3_ci_high,umaren_box3_p_gt_1,wide_box3_roi,wide_box3_hit,wide_box3_n_hit,wide_box3_inv,wide_box3_pay,wide_box3_profit,wide_box3_ci_low,wide_box3_ci_high,wide_box3_p_gt_1,trio_box3_roi,trio_box3_hit,trio_box3_n_hit,trio_box3_inv,trio_box3_pay,trio_box3_profit,trio_box3_ci_low,trio_box3_ci_high,trio_box3_p_gt_1,trio7_strategy_roi,trio7_strategy_hit,trio7_strategy_n_hit,trio7_strategy_inv,trio7_strategy_pay,trio7_strategy_profit,trio7_strategy_ci_low,trio7_strategy_ci_high,trio7_strategy_p_gt_1,tierce_box6_roi,tierce_box6_hit,tierce_box6_n_hit,tierce_box6_inv,tierce_box6_pay,tierce_box6_profit,tierce_box6_ci_low,tierce_box6_ci_high,tierce_box6_p_gt_1,tierce_form_t1axis_roi,tierce_form_t1axis_hit,tierce_form_t1axis_n_hit,tierce_form_t1axis_inv,tierce_form_t1axis_pay,tierce_form_t1axis_profit,tierce_form_t1axis_ci_low,tierce_form_t1axis_ci_high,tierce_form_t1axis_p_gt_1
unknown,449,0.8211581291759465,0.23385300668151449,105,44900,36870,-8030,0.6560801781737194,1.0029454342984407,0.026,0.6612472160356347,0.46547884187082406,209,134700,89070,-45630,0.5679732739420935,0.756126577579807,0.0,0.8556050482553823,0.8485523385300668,381,134700,115250,-19450,0.7893095768374164,0.9331904231625835,0.0,0.9412026726057906,0.08240534521158129,37,44900,42260,-2640,0.5192650334075725,1.5262026726057905,0.38,0.6712694877505568,0.09799554565701558,44,44900,30140,-14760,0.4398552338530067,0.9539142538975501,0.012,0.7726800296956199,0.22717149220489977,102,134700,104080,-30620,0.5567167780252413,1.0178990348923536,0.036,0.9425389755011135,0.43207126948775054,194,134700,126960,-7740,0.7422104677060134,1.1871102449888642,0.318,0.8726057906458797,0.051224944320712694,23,44900,39180,-5720,0.38151447661469934,1.6181458797327393,0.32,1.0713967546929686,0.22271714922049,100,314300,336740,22440,0.7112257397391027,1.5836247216035635,0.604,0.9569042316258352,0.051224944320712694,23,269400,257790,-11610,0.36477635486265775,1.8490543801039345,0.428,0.965478841870824,0.028953229398663696,13,89800,86700,-3100,0.30528118040089086,1.9147577951002226,0.424
