condition,course,N,tansho_t1_roi,tansho_t1_hit,tansho_t1_n_hit,tansho_t1_inv,tansho_t1_pay,tansho_t1_profit,tansho_t1_ci_low,tansho_t1_ci_high,tansho_t1_p_gt_1,tansho_box3_roi,tansho_box3_hit,tansho_box3_n_hit,tansho_box3_inv,tansho_box3_pay,tansho_box3_profit,tansho_box3_ci_low,tansho_box3_ci_high,tansho_box3_p_gt_1,fukusho_box3_roi,fukusho_box3_hit,fukusho_box3_n_hit,fukusho_box3_inv,fukusho_box3_pay,fukusho_box3_profit,fukusho_box3_ci_low,fukusho_box3_ci_high,fukusho_box3_p_gt_1,umaren_t1_roi,umaren_t1_hit,umaren_t1_n_hit,umaren_t1_inv,umaren_t1_pay,umaren_t1_profit,umaren_t1_ci_low,umaren_t1_ci_high,umaren_t1_p_gt_1,umaren_t1_t3_roi,umaren_t1_t3_hit,umaren_t1_t3_n_hit,umaren_t1_t3_inv,umaren_t1_t3_pay,umaren_t1_t3_profit,umaren_t1_t3_ci_low,umaren_t1_t3_ci_high,umaren_t1_t3_p_gt_1,umaren_box3_roi,umaren_box3_hit,umaren_box3_n_hit,umaren_box3_inv,umaren_box3_pay,umaren_box3_profit,umaren_box3_ci_low,umaren_box3_ci_high,umaren_box3_p_gt_1,wide_box3_roi,wide_box3_hit,wide_box3_n_hit,wide_box3_inv,wide_box3_pay,wide_box3_profit,wide_box3_ci_low,wide_box3_ci_high,wide_box3_p_gt_1,trio_box3_roi,trio_box3_hit,trio_box3_n_hit,trio_box3_inv,trio_box3_pay,trio_box3_profit,trio_box3_ci_low,trio_box3_ci_high,trio_box3_p_gt_1,trio7_strategy_roi,trio7_strategy_hit,trio7_strategy_n_hit,trio7_strategy_inv,trio7_strategy_pay,trio7_strategy_profit,trio7_strategy_ci_low,trio7_strategy_ci_high,trio7_strategy_p_gt_1,tierce_box6_roi,tierce_box6_hit,tierce_box6_n_hit,tierce_box6_inv,tierce_box6_pay,tierce_box6_profit,tierce_box6_ci_low,tierce_box6_ci_high,tierce_box6_p_gt_1,tierce_form_t1axis_roi,tierce_form_t1axis_hit,tierce_form_t1axis_n_hit,tierce_form_t1axis_inv,tierce_form_t1axis_pay,tierce_form_t1axis_profit,tierce_form_t1axis_ci_low,tierce_form_t1axis_ci_high,tierce_form_t1axis_p_gt_1
D,中山,35,1.1171428571428572,0.2571428571428571,9,3500,3910,410,0.35114285714285715,2.1095714285714275,0.566,0.8419047619047619,0.4,14,10500,8840,-1660,0.3666428571428571,1.4364523809523808,0.279,0.9857142857142858,0.9142857142857143,32,10500,10350,-150,0.7923809523809524,1.1848095238095238,0.4,1.1371428571428572,0.08571428571428572,3,3500,3980,480,0.0,3.3666428571428564,0.585,0.43714285714285717,0.08571428571428572,3,3500,1530,-1970,0.0,0.9862142857142853,0.025,0.6190476190476191,0.2,7,10500,6500,-4000,0.12092857142857143,1.4544523809523806,0.14,1.3428571428571427,0.5428571428571428,19,10500,14100,3600,0.7332857142857142,2.032738095238095,0.872,1.9114285714285715,0.11428571428571428,4,3500,6690,3190,0.1457142857142857,4.852714285714285,0.735,1.1248979591836734,0.3142857142857143,11,24500,27560,3060,0.38357142857142856,1.9588367346938775,0.614,2.3314285714285714,0.11428571428571428,4,21000,48960,27960,0.06428571428571428,5.9744166666666665,0.755,5.5128571428571425,0.08571428571428572,3,7000,38590,31590,0.0,15.964821428571424,0.819
D,京都,16,0.15,0.0625,1,1600,240,-1360,0.0,0.45,0.0,0.56875,0.3125,5,4800,2730,-2070,0.12708333333333333,1.11671875,0.049,0.5895833333333333,0.6875,11,4800,2830,-1970,0.33328125,0.8563541666666665,0.002,0.13125,0.0625,1,1600,210,-1390,0.0,0.39375,0.0,0.0,0.0,0,1600,0,-1600,0.0,0.0,0.0,1.25,0.1875,3,4800,6000,1200,0.0,3.089374999999998,0.541,0.6270833333333333,0.25,4,4800,3010,-1790,0.05416666666666667,1.3229166666666667,0.122,0.0,0.0,0,1600,0,-1600,0.0,0.0,0.0,0.0,0.0,0,11200,0,-11200,0.0,0.0,0.0,0.0,0.0,0,9600,0,-9600,0.0,0.0,0.0,0.0,0.0,0,3200,0,-3200,0.0,0.0,0.0
D,新潟,6,1.7166666666666666,0.3333333333333333,2,600,1030,430,0.0,4.25,0.706,0.8,0.5,3,1800,1440,-360,0.15,1.645277777777777,0.281,0.8055555555555556,0.8333333333333334,5,1800,1450,-350,0.44416666666666665,1.0833333333333333,0.119,0.0,0.0,0,600,0,-600,0.0,0.0,0.0,1.3833333333333333,0.16666666666666666,1,600,830,230,0.0,4.15,0.673,0.9166666666666666,0.3333333333333333,2,1800,1650,-150,0.0,1.8444444444444446,0.295,0.6388888888888888,0.5,3,1800,1150,-650,0.19444444444444445,1.1283333333333327,0.109,0.0,0.0,0,600,0,-600,0.0,0.0,0.0,0.8761904761904762,0.16666666666666666,1,4200,3680,-520,0.0,2.6285714285714286,0.25,0.0,0.0,0,3600,0,-3600,0.0,0.0,0.0,0.0,0.0,0,1200,0,-1200,0.0,0.0,0.0
D,東京,16,0.675,0.25,4,1600,1080,-520,0.14203125000000008,1.4192187499999995,0.174,0.50625,0.4375,7,4800,2430,-2370,0.1978125,0.8190104166666664,0.005,0.7666666666666667,0.75,12,4800,3680,-1120,0.46218750000000003,1.0459895833333333,0.057,0.30625,0.0625,1,1600,490,-1110,0.0,0.91875,0.009,0.375,0.0625,1,1600,600,-1000,0.0,1.125,0.069,0.5916666666666667,0.1875,3,4800,2840,-1960,0.0,1.34375,0.108,0.5708333333333333,0.375,6,4800,2740,-2060,0.19989583333333336,0.99171875,0.021,0.0,0.0,0,1600,0,-1600,0.0,0.0,0.0,0.4330357142857143,0.125,2,11200,4850,-6350,0.0,1.1267857142857143,0.043,0.0,0.0,0,9600,0,-9600,0.0,0.0,0.0,0.0,0.0,0,3200,0,-3200,0.0,0.0,0.0
D,福島,29,1.0448275862068965,0.27586206896551724,8,2900,3030,130,0.468448275862069,1.7104310344827587,0.54,0.9045977011494253,0.5862068965517241,17,8700,7870,-830,0.5908045977011495,1.1931896551724137,0.244,0.903448275862069,0.896551724137931,26,8700,7860,-840,0.732183908045977,1.0828735632183906,0.117,0.9655172413793104,0.06896551724137931,2,2900,2800,-100,0.0,2.393103448275862,0.398,2.3137931034482757,0.13793103448275862,4,2900,6710,3810,0.18275862068965518,5.669224137931034,0.758,1.535632183908046,0.27586206896551724,8,8700,13360,4660,0.5137068965517242,2.8701436781609195,0.786,1.0632183908045978,0.5172413793103449,15,8700,9250,550,0.5792241379310346,1.6462643678160918,0.548,1.5,0.06896551724137931,2,2900,4350,1450,0.0,3.8531896551724096,0.591,0.9330049261083744,0.2413793103448276,7,20300,18940,-1360,0.30689655172413793,1.6942610837438423,0.41,1.9040229885057471,0.06896551724137931,2,17400,33130,15730,0.0,4.995172413793098,0.714,0.0,0.0,0,5800,0,-5800,0.0,0.0,0.0
D,阪神,43,0.43488372093023253,0.11627906976744186,5,4300,1870,-2430,0.09726744186046514,0.9094186046511626,0.011,0.7155038759689922,0.3488372093023256,15,12900,9230,-3670,0.2991666666666667,1.2457751937984496,0.137,0.8534883720930233,0.7906976744186046,34,12900,11010,-1890,0.6116085271317829,1.1752325581395349,0.135,0.7697674418604651,0.11627906976744186,5,4300,3310,-990,0.20232558139534884,1.586220930232558,0.234,0.0,0.0,0,4300,0,-4300,0.0,0.0,0.0,0.5651162790697675,0.16279069767441862,7,12900,7290,-5610,0.11550387596899225,1.2294961240310078,0.08,1.2434108527131782,0.32558139534883723,14,12900,16040,3140,0.3053294573643411,2.837325581395349,0.621,0.3674418604651163,0.06976744186046512,3,4300,1580,-2720,0.0,0.7790697674418605,0.002,2.211295681063123,0.23255813953488372,10,30100,66560,36460,0.1780564784053156,5.965506644518272,0.632,0.3748062015503876,0.06976744186046512,3,25800,9670,-16130,0.0,0.8375968992248062,0.003,0.3732558139534884,0.023255813953488372,1,8600,3210,-5390,0.0,1.119767441860465,0.089
X,中山,10,0.17,0.1,1,1000,170,-830,0.0,0.51,0.0,0.18,0.3,3,3000,540,-2460,0.0,0.3734166666666666,0.0,1.0066666666666666,0.8,8,3000,3020,20,0.3899166666666667,1.7633333333333334,0.479,0.0,0.0,0,1000,0,-1000,0.0,0.0,0.0,0.2,0.1,1,1000,200,-800,0.0,0.6,0.0,0.06666666666666667,0.1,1,3000,200,-2800,0.0,0.2,0.0,0.19,0.3,3,3000,570,-2430,0.0,0.38,0.0,0.0,0.0,0,1000,0,-1000,0.0,0.0,0.0,0.0,0.0,0,7000,0,-7000,0.0,0.0,0.0,0.0,0.0,0,6000,0,-6000,0.0,0.0,0.0,0.0,0.0,0,2000,0,-2000,0.0,0.0,0.0
X,京都,1,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,300,0,-300,0.0,0.0,0.0,0.8333333333333334,1.0,1,300,250,-50,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,300,0,-300,0.0,0.0,0.0,0.8,1.0,1,300,240,-60,0.8,0.8,0.0,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,700,0,-700,0.0,0.0,0.0,0.0,0.0,0,600,0,-600,0.0,0.0,0.0,0.0,0.0,0,200,0,-200,0.0,0.0,0.0
X,新潟,5,0.28,0.2,1,500,140,-360,0.0,0.84,0.005,0.09333333333333334,0.2,1,1500,140,-1360,0.0,0.28,0.0,0.62,0.8,4,1500,930,-570,0.22666666666666666,1.0066666666666666,0.027,0.0,0.0,0,500,0,-500,0.0,0.0,0.0,0.0,0.0,0,500,0,-500,0.0,0.0,0.0,0.0,0.0,0,1500,0,-1500,0.0,0.0,0.0,0.0,0.0,0,1500,0,-1500,0.0,0.0,0.0,0.0,0.0,0,500,0,-500,0.0,0.0,0.0,0.0,0.0,0,3500,0,-3500,0.0,0.0,0.0,0.0,0.0,0,3000,0,-3000,0.0,0.0,0.0,0.0,0.0,0,1000,0,-1000,0.0,0.0,0.0
X,東京,1,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,300,0,-300,0.0,0.0,0.0,0.36666666666666664,1.0,1,300,110,-190,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,300,0,-300,0.0,0.0,0.0,0.0,0.0,0,300,0,-300,0.0,0.0,0.0,0.0,0.0,0,100,0,-100,0.0,0.0,0.0,0.0,0.0,0,700,0,-700,0.0,0.0,0.0,0.0,0.0,0,600,0,-600,0.0,0.0,0.0,0.0,0.0,0,200,0,-200,0.0,0.0,0.0
X,阪神,2,1.6,0.5,1,200,320,120,0.0,3.2,0.734,0.5333333333333333,0.5,1,600,320,-280,0.0,1.0666666666666667,0.233,0.4166666666666667,0.5,1,600,250,-350,0.0,0.8333333333333334,0.0,0.0,0.0,0,200,0,-200,0.0,0.0,0.0,0.0,0.0,0,200,0,-200,0.0,0.0,0.0,0.0,0.0,0,600,0,-600,0.0,0.0,0.0,0.65,0.5,1,600,390,-210,0.0,1.3,0.233,0.0,0.0,0,200,0,-200,0.0,0.0,0.0,0.8285714285714286,0.5,1,1400,1160,-240,0.0,1.6571428571428573,0.233,0.0,0.0,0,1200,0,-1200,0.0,0.0,0.0,0.0,0.0,0,400,0,-400,0.0,0.0,0.0
