race_id,course,race_num,race_name,jurisdiction,distance,surface,track_condition,bet_type,investment,top1_finish_num,top2_finish_num,top3_finish_num,trio_hit,actual_payout,profit,note
202643050511,船橋,11,かしわ記念Jpn1,NAR,1600,ダ,良,trio,700,10,8,3,1,1010,310,USER投資 三連複7点 #3-#8-#10 的中
